,state,2015,2016,2017,2018,2019,2021
0,ca,27.16021505376344,29.813978494623655,29.220021505376344,28.67332258064516,29.449354838709677,30.49884946236559
1,il,,,29.304726735598226,27.401920236336778,26.597341211226,20.909158050221567
2,tx,53.66467347683327,58.08300620211601,60.92329076979205,64.94591754834002,68.09557460780736,48.00546880700474
