,state,2017,2018,2019,2021
0,ca,8.574105518496058,8.773681018799271,9.14742268041237,8.234627046694966
1,il,2.674717514124294,2.6532485875706215,5.289406779661017,3.513135593220339
2,nyc,6.176369863013699,6.115582191780822,6.33304794520548,4.595034246575342
3,tx,0.002702702702702703,0.002702702702702703,0.005405405405405406,0.14594594594594595
