,schoolcode,districtcode,countycode,year,charter,elapass,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,state
217,140301030005nyc,14030103nyc,14nyc,2018,0.0,98,0.0,0.0,0.0,159,25.1572,95.5975,0.0,2.5157,nyc
218,140301030005nyc,14030103nyc,14nyc,2019,0.0,99,0.0,0.0,0.0,160,14.375,95.0,0.625,2.5,nyc
219,140301030005nyc,14030103nyc,14nyc,2021,0.0,0,0.46,0.0,0.92,2,0.0,100.0,0.0,0.0,nyc
220,140600010056nyc,14060001nyc,14nyc,2017,0.0,92,0.0,0.0,0.0,109,49.5413,27.5229,48.6239,9.1743,nyc
221,140600010056nyc,14060001nyc,14nyc,2018,0.0,92,0.0,0.0,0.0,111,46.8468,34.2342,43.2432,5.4054,nyc
222,140600010056nyc,14060001nyc,14nyc,2019,0.0,96,0.0,0.0,0.0,106,43.3962,38.6792,30.1887,8.4906,nyc
223,140600010056nyc,14060001nyc,14nyc,2021,0.0,96,0.24,0.0,0.48,56,37.5,28.5714,41.0714,8.9286,nyc
227,140600010098nyc,14060001nyc,14nyc,2017,0.0,74,0.0,0.0,0.0,258,79.845,8.9147,64.7287,15.1163,nyc
228,140600010098nyc,14060001nyc,14nyc,2018,0.0,63,0.0,0.0,0.0,294,76.5306,15.9864,57.1429,14.6259,nyc
229,140600010098nyc,14060001nyc,14nyc,2019,0.0,79,0.0,0.0,0.0,307,82.0847,11.7264,57.9805,14.9837,nyc
230,140600010098nyc,14060001nyc,14nyc,2021,0.0,88,0.52,0.16,0.72,8,62.5,25.0,50.0,0.0,nyc
234,140600010102nyc,14060001nyc,14nyc,2017,0.0,96,0.0,0.0,0.0,138,36.9565,58.6957,15.942,7.2464,nyc
235,140600010102nyc,14060001nyc,14nyc,2018,0.0,93,0.0,0.0,0.0,159,27.673,64.1509,15.0943,8.1761,nyc
236,140600010102nyc,14060001nyc,14nyc,2019,0.0,87,0.0,0.0,0.0,163,40.4908,50.3067,23.3129,7.9755,nyc
237,140600010102nyc,14060001nyc,14nyc,2021,0.0,89,0.44,0.16,0.56,57,26.3158,61.4035,19.2982,1.7544,nyc
256,140600010135nyc,14060001nyc,14nyc,2017,0.0,90,0.0,0.0,0.0,79,75.9494,5.0633,75.9494,16.4557,nyc
257,140600010135nyc,14060001nyc,14nyc,2018,0.0,71,0.0,0.0,0.0,90,73.3333,14.4444,64.4444,13.3333,nyc
258,140600010135nyc,14060001nyc,14nyc,2019,0.0,79,0.0,0.0,0.0,97,72.1649,9.2784,67.0103,17.5258,nyc
259,140600010135nyc,14060001nyc,14nyc,2021,0.0,82,0.54,0.16,0.76,11,36.3636,18.1818,81.8182,0.0,nyc
260,140600010308nyc,14060001nyc,14nyc,2017,0.0,68,0.0,0.0,0.0,181,83.4254,10.4972,38.674,17.6796,nyc
261,140600010308nyc,14060001nyc,14nyc,2018,0.0,60,0.0,0.0,0.0,197,91.3706,12.6904,42.6396,17.7665,nyc
262,140600010308nyc,14060001nyc,14nyc,2019,0.0,62,0.0,0.0,0.0,192,88.0208,11.4583,41.1458,16.6667,nyc
263,140600010308nyc,14060001nyc,14nyc,2021,0.0,69,0.54,0.2,0.68,26,92.3077,0.0,42.3077,26.9231,nyc
264,140701060006nyc,14070106nyc,14nyc,2017,0.0,87,0.0,0.0,0.0,170,60.0,48.8235,36.4706,5.2941,nyc
265,140701060006nyc,14070106nyc,14nyc,2018,0.0,78,0.0,0.0,0.0,159,59.1195,48.4277,37.7358,3.1447,nyc
266,140701060006nyc,14070106nyc,14nyc,2019,0.0,77,0.0,0.0,0.0,214,68.2243,40.1869,40.1869,10.2804,nyc
267,140701060006nyc,14070106nyc,14nyc,2021,0.0,67,0.3,0.0,0.6,27,70.3704,40.7407,37.037,0.0,nyc
268,140702030006nyc,14070203nyc,14nyc,2017,0.0,91,0.0,0.0,0.0,149,47.651,81.2081,12.7517,2.0134,nyc
269,140702030006nyc,14070203nyc,14nyc,2018,0.0,87,0.0,0.0,0.0,181,46.9613,75.1381,11.6022,3.8674,nyc
270,140702030006nyc,14070203nyc,14nyc,2019,0.0,87,0.0,0.0,0.0,188,49.4681,70.2128,14.3617,4.2553,nyc
271,140702030006nyc,14070203nyc,14nyc,2021,0.0,58,0.44,0.0,0.88,19,26.3158,68.4211,10.5263,10.5263,nyc
272,140703020003nyc,14070302nyc,14nyc,2017,0.0,89,0.0,0.0,0.0,83,62.6506,57.8313,30.1205,6.0241,nyc
273,140703020003nyc,14070302nyc,14nyc,2018,0.0,77,0.0,0.0,0.0,110,56.3636,58.1818,32.7273,1.8182,nyc
274,140703020003nyc,14070302nyc,14nyc,2019,0.0,73,0.0,0.0,0.0,111,62.1622,49.5495,37.8378,6.3063,nyc
275,140703020003nyc,14070302nyc,14nyc,2021,0.0,90,0.46,0.0,0.92,30,33.3333,56.6667,26.6667,0.0,nyc
276,140707030003nyc,14070703nyc,14nyc,2017,0.0,93,0.0,0.0,0.0,144,44.4444,93.0556,2.7778,2.0833,nyc
277,140707030003nyc,14070703nyc,14nyc,2018,0.0,95,0.0,0.0,0.0,154,42.2078,86.3636,5.1948,3.2468,nyc
278,140707030003nyc,14070703nyc,14nyc,2019,0.0,92,0.0,0.0,0.0,126,45.2381,92.0635,2.381,1.5873,nyc
279,140707030003nyc,14070703nyc,14nyc,2021,0.0,89,0.46,0.0,0.92,9,66.6667,77.7778,22.2222,0.0,nyc
280,140709030004nyc,14070903nyc,14nyc,2017,0.0,93,0.0,0.0,0.0,112,58.9286,82.1429,8.9286,8.0357,nyc
281,140709030004nyc,14070903nyc,14nyc,2018,0.0,92,0.0,0.0,0.0,91,54.9451,90.1099,4.3956,4.3956,nyc
282,140709030004nyc,14070903nyc,14nyc,2019,0.0,90,0.0,0.0,0.0,105,50.4762,80.0,7.619,6.6667,nyc
283,140709030004nyc,14070903nyc,14nyc,2021,0.0,85,0.5,0.0,1.0,20,50.0,65.0,10.0,20.0,nyc
284,140801060006nyc,14080106nyc,14nyc,2017,0.0,97,0.0,0.0,0.0,369,10.2981,92.6829,0.813,2.168,nyc
285,140801060006nyc,14080106nyc,14nyc,2018,0.0,94,0.0,0.0,0.0,377,7.9576,93.3687,1.061,1.061,nyc
286,140801060006nyc,14080106nyc,14nyc,2019,0.0,94,0.0,0.0,0.0,382,13.6126,90.5759,1.3089,3.6649,nyc
287,140801060006nyc,14080106nyc,14nyc,2021,0.0,94,0.44,0.0,0.88,18,22.2222,100.0,0.0,0.0,nyc
288,141101060001nyc,14110106nyc,14nyc,2017,0.0,92,0.0,0.0,0.0,174,36.7816,93.1034,0.5747,2.8736,nyc
289,141101060001nyc,14110106nyc,14nyc,2018,0.0,87,0.0,0.0,0.0,136,25.7353,95.5882,0.0,2.2059,nyc
290,141101060001nyc,14110106nyc,14nyc,2019,0.0,95,0.0,0.0,0.0,167,32.3353,93.4132,0.0,3.5928,nyc
291,141101060001nyc,14110106nyc,14nyc,2021,0.0,92,0.36,0.0,0.72,110,32.7273,91.8182,0.0,2.7273,nyc
292,141201060001nyc,14120106nyc,14nyc,2017,0.0,97,0.0,0.0,0.0,113,23.8938,96.4602,0.885,1.7699,nyc
293,141201060001nyc,14120106nyc,14nyc,2018,0.0,91,0.0,0.0,0.0,104,15.3846,98.0769,0.0,0.9615,nyc
294,141201060001nyc,14120106nyc,14nyc,2019,0.0,91,0.0,0.0,0.0,103,23.301,96.1165,0.9709,1.9417,nyc
295,141201060001nyc,14120106nyc,14nyc,2021,0.0,0,0.36,0.0,0.72,2,0.0,100.0,0.0,0.0,nyc
296,141301060006nyc,14130106nyc,14nyc,2017,0.0,96,0.0,0.0,0.0,195,17.9487,93.3333,0.5128,2.5641,nyc
297,141301060006nyc,14130106nyc,14nyc,2018,0.0,98,0.0,0.0,0.0,208,19.2308,94.7115,0.9615,0.9615,nyc
298,141301060006nyc,14130106nyc,14nyc,2019,0.0,100,0.0,0.0,0.0,171,19.883,95.3216,0.0,0.5848,nyc
299,141301060006nyc,14130106nyc,14nyc,2021,0.0,93,0.34,0.0,0.68,100,17.0,95.0,2.0,2.0,nyc
300,141401060003nyc,14140106nyc,14nyc,2017,0.0,90,0.0,0.0,0.0,204,43.6275,82.3529,1.4706,2.451,nyc
301,141401060003nyc,14140106nyc,14nyc,2018,0.0,82,0.0,0.0,0.0,232,43.9655,85.7759,1.7241,1.2931,nyc
302,141401060003nyc,14140106nyc,14nyc,2019,0.0,87,0.0,0.0,0.0,228,45.1754,79.386,2.193,0.8772,nyc
303,141401060003nyc,14140106nyc,14nyc,2021,0.0,67,0.5,0.0,1.0,9,77.7778,77.7778,0.0,11.1111,nyc
304,141501060004nyc,14150106nyc,14nyc,2017,0.0,97,0.0,0.0,0.0,243,21.3992,89.3004,1.2346,4.1152,nyc
305,141501060004nyc,14150106nyc,14nyc,2018,0.0,94,0.0,0.0,0.0,245,24.0816,89.7959,1.6327,4.0816,nyc
306,141501060004nyc,14150106nyc,14nyc,2019,0.0,96,0.0,0.0,0.0,251,26.2948,86.0558,2.3904,5.5777,nyc
307,141501060004nyc,14150106nyc,14nyc,2021,0.0,93,0.3,0.0,0.6,55,20.0,85.4545,1.8182,5.4545,nyc
308,141601060007nyc,14160106nyc,14nyc,2017,0.0,95,0.0,0.0,0.0,281,21.7082,94.6619,0.0,2.4911,nyc
309,141601060007nyc,14160106nyc,14nyc,2018,0.0,97,0.0,0.0,0.0,323,19.195,96.5944,0.3096,0.9288,nyc
310,141601060007nyc,14160106nyc,14nyc,2019,0.0,98,0.0,0.0,0.0,250,22.4,96.0,0.4,1.6,nyc
311,141601060007nyc,14160106nyc,14nyc,2021,0.0,80,0.46,0.0,0.92,20,55.0,90.0,0.0,0.0,nyc
312,141604060008nyc,14160406nyc,14nyc,2017,0.0,90,0.0,0.0,0.0,432,29.6296,90.5093,0.6944,4.6296,nyc
313,141604060008nyc,14160406nyc,14nyc,2018,0.0,90,0.0,0.0,0.0,374,27.8075,91.4439,0.8021,5.3476,nyc
314,141604060008nyc,14160406nyc,14nyc,2019,0.0,92,0.0,0.0,0.0,400,29.25,92.25,0.75,3.25,nyc
315,141604060008nyc,14160406nyc,14nyc,2021,0.0,38,0.5,0.08,0.84,16,68.75,81.25,0.0,0.0,nyc
316,141701040001nyc,14170104nyc,14nyc,2017,0.0,94,0.0,0.0,0.0,77,25.974,98.7013,0.0,1.2987,nyc
317,141701040001nyc,14170104nyc,14nyc,2018,0.0,95,0.0,0.0,0.0,66,19.697,98.4848,0.0,0.0,nyc
318,141701040001nyc,14170104nyc,14nyc,2019,0.0,95,0.0,0.0,0.0,81,20.9877,98.7654,0.0,1.2346,nyc
319,141701040001nyc,14170104nyc,14nyc,2021,0.0,87,0.46,0.0,0.92,23,21.7391,95.6522,4.3478,0.0,nyc
320,141800010008nyc,14180001nyc,14nyc,2017,0.0,67,0.0,0.0,0.0,144,84.0278,64.5833,19.4444,13.8889,nyc
321,141800010008nyc,14180001nyc,14nyc,2018,0.0,71,0.0,0.0,0.0,173,84.3931,64.1618,18.4971,13.8728,nyc
322,141800010008nyc,14180001nyc,14nyc,2019,0.0,75,0.0,0.0,0.0,172,80.2326,70.9302,15.1163,11.0465,nyc
323,141800010008nyc,14180001nyc,14nyc,2021,0.0,80,0.5,0.08,0.84,20,65.0,90.0,5.0,5.0,nyc
324,141901060008nyc,14190106nyc,14nyc,2017,0.0,96,0.0,0.0,0.0,525,19.2381,93.1429,0.7619,3.4286,nyc
325,141901060008nyc,14190106nyc,14nyc,2018,0.0,97,0.0,0.0,0.0,436,19.4954,94.4954,1.6055,2.5229,nyc
326,141901060008nyc,14190106nyc,14nyc,2019,0.0,97,0.0,0.0,0.0,475,22.1053,93.2632,1.6842,3.1579,nyc
327,141901060008nyc,14190106nyc,14nyc,2021,0.0,84,0.38,0.0,0.76,19,36.8421,89.4737,10.5263,0.0,nyc
328,142101040002nyc,14210104nyc,14nyc,2017,0.0,96,0.0,0.0,0.0,122,29.5082,88.5246,0.0,0.0,nyc
329,142101040002nyc,14210104nyc,14nyc,2018,0.0,94,0.0,0.0,0.0,95,34.7368,84.2105,1.0526,1.0526,nyc
330,142101040002nyc,14210104nyc,14nyc,2019,0.0,98,0.0,0.0,0.0,88,37.5,86.3636,0.0,0.0,nyc
331,142101040002nyc,14210104nyc,14nyc,2021,0.0,79,0.46,0.0,0.92,14,64.2857,57.1429,0.0,0.0,nyc
335,142301060006nyc,14230106nyc,14nyc,2017,0.0,98,0.0,0.0,0.0,382,14.3979,92.6702,0.7853,1.5707,nyc
336,142301060006nyc,14230106nyc,14nyc,2018,0.0,93,0.0,0.0,0.0,372,12.0968,94.6237,1.0753,2.4194,nyc
337,142301060006nyc,14230106nyc,14nyc,2019,0.0,96,0.0,0.0,0.0,405,13.8272,94.5679,0.9877,1.2346,nyc
338,142301060006nyc,14230106nyc,14nyc,2021,0.0,0,0.44,0.0,0.88,2,50.0,100.0,0.0,0.0,nyc
339,142500010009nyc,14250001nyc,14nyc,2017,0.0,84,0.0,0.0,0.0,140,45.7143,92.8571,2.8571,2.8571,nyc
340,142500010009nyc,14250001nyc,14nyc,2018,0.0,80,0.0,0.0,0.0,144,44.4444,87.5,2.0833,5.5556,nyc
341,142500010009nyc,14250001nyc,14nyc,2019,0.0,82,0.0,0.0,0.0,139,48.9209,92.8058,2.8777,2.8777,nyc
342,142500010009nyc,14250001nyc,14nyc,2021,0.0,79,0.34,0.0,0.68,39,61.5385,82.0513,2.5641,12.8205,nyc
343,142601030025nyc,14260103nyc,14nyc,2017,0.0,90,0.0,0.0,0.0,238,35.2941,86.5546,6.7227,3.7815,nyc
344,142601030025nyc,14260103nyc,14nyc,2018,0.0,87,0.0,0.0,0.0,216,42.5926,86.1111,5.0926,5.5556,nyc
345,142601030025nyc,14260103nyc,14nyc,2019,0.0,91,0.0,0.0,0.0,260,43.8462,81.1538,8.0769,4.6154,nyc
346,142601030025nyc,14260103nyc,14nyc,2021,0.0,100,0.46,0.0,0.92,5,0.0,100.0,0.0,0.0,nyc
347,142601030026nyc,14260103nyc,14nyc,2017,0.0,92,0.0,0.0,0.0,296,40.2027,80.4054,7.7703,7.0946,nyc
348,142601030026nyc,14260103nyc,14nyc,2018,0.0,83,0.0,0.0,0.0,330,46.6667,77.2727,6.3636,6.9697,nyc
349,142601030026nyc,14260103nyc,14nyc,2019,0.0,84,0.0,0.0,0.0,282,52.1277,73.7589,9.9291,8.8652,nyc
350,142601030026nyc,14260103nyc,14nyc,2021,0.0,100,0.46,0.0,0.92,13,15.3846,100.0,0.0,0.0,nyc
351,142801060010nyc,14280106nyc,14nyc,2017,0.0,86,0.0,0.0,0.0,292,37.6712,95.8904,2.0548,1.3699,nyc
352,142801060010nyc,14280106nyc,14nyc,2018,0.0,78,0.0,0.0,0.0,355,37.7465,89.0141,3.662,3.662,nyc
353,142801060010nyc,14280106nyc,14nyc,2019,0.0,89,0.0,0.0,0.0,353,34.8442,86.4023,3.6827,5.3824,nyc
354,142801060010nyc,14280106nyc,14nyc,2021,0.0,69,0.48,0.04,0.88,13,38.4615,92.3077,0.0,0.0,nyc
355,142801060016nyc,14280106nyc,14nyc,2017,0.0,86,0.0,0.0,0.0,263,34.981,92.3954,2.2814,1.1407,nyc
356,142801060016nyc,14280106nyc,14nyc,2018,0.0,74,0.0,0.0,0.0,230,39.1304,84.7826,6.5217,3.0435,nyc
357,142801060016nyc,14280106nyc,14nyc,2019,0.0,88,0.0,0.0,0.0,246,43.0894,84.5528,6.9106,4.065,nyc
358,142801060016nyc,14280106nyc,14nyc,2021,0.0,50,0.48,0.04,0.88,8,37.5,75.0,12.5,12.5,nyc
359,150203040001nyc,15020304nyc,15nyc,2017,0.0,94,0.0,0.0,0.0,19,57.8947,100.0,0.0,0.0,nyc
360,150203040001nyc,15020304nyc,15nyc,2018,0.0,88,0.0,0.0,0.0,25,60.0,100.0,0.0,0.0,nyc
361,150203040001nyc,15020304nyc,15nyc,2019,0.0,100,0.0,0.0,0.0,20,80.0,95.0,0.0,0.0,nyc
362,150203040001nyc,15020304nyc,15nyc,2021,0.0,100,0.02,0.0,0.04,17,29.4118,100.0,0.0,0.0,nyc
363,150601040001nyc,15060104nyc,15nyc,2017,0.0,100,0.0,0.0,0.0,17,47.0588,70.5882,11.7647,11.7647,nyc
364,150601040001nyc,15060104nyc,15nyc,2018,0.0,100,0.0,0.0,0.0,8,50.0,100.0,0.0,0.0,nyc
365,150601040001nyc,15060104nyc,15nyc,2019,0.0,100,0.0,0.0,0.0,11,18.1818,90.9091,9.0909,0.0,nyc
366,150601040001nyc,15060104nyc,15nyc,2021,0.0,100,0.46,0.0,0.92,10,50.0,80.0,10.0,0.0,nyc
367,150801040001nyc,15080104nyc,15nyc,2017,0.0,89,0.0,0.0,0.0,8,50.0,100.0,0.0,0.0,nyc
368,150801040001nyc,15080104nyc,15nyc,2018,0.0,89,0.0,0.0,0.0,9,66.6667,88.8889,0.0,11.1111,nyc
369,150801040001nyc,15080104nyc,15nyc,2019,0.0,0,0.0,0.0,0.0,4,75.0,100.0,0.0,0.0,nyc
370,150801040001nyc,15080104nyc,15nyc,2021,0.0,57,0.46,0.0,0.92,7,28.5714,100.0,0.0,0.0,nyc
374,151001040001nyc,15100104nyc,15nyc,2017,0.0,100,0.0,0.0,0.0,6,16.6667,66.6667,0.0,0.0,nyc
375,151001040001nyc,15100104nyc,15nyc,2018,0.0,100,0.0,0.0,0.0,6,66.6667,100.0,0.0,0.0,nyc
376,151001040001nyc,15100104nyc,15nyc,2019,0.0,71,0.0,0.0,0.0,7,57.1429,100.0,0.0,0.0,nyc
377,151001040001nyc,15100104nyc,15nyc,2021,0.0,57,0.0,0.0,0.0,7,57.1429,71.4286,14.2857,14.2857,nyc
378,151102040001nyc,15110204nyc,15nyc,2017,0.0,95,0.0,0.0,0.0,57,43.8596,87.7193,0.0,3.5088,nyc
379,151102040001nyc,15110204nyc,15nyc,2018,0.0,91,0.0,0.0,0.0,55,36.3636,89.0909,1.8182,1.8182,nyc
380,151102040001nyc,15110204nyc,15nyc,2019,0.0,92,0.0,0.0,0.0,50,44.0,96.0,2.0,0.0,nyc
381,151102040001nyc,15110204nyc,15nyc,2021,0.0,90,0.04,0.04,0.0,52,38.4615,92.3077,1.9231,1.9231,nyc
382,151401040001nyc,15140104nyc,15nyc,2017,0.0,100,0.0,0.0,0.0,15,60.0,93.3333,6.6667,0.0,nyc
383,151401040001nyc,15140104nyc,15nyc,2018,0.0,100,0.0,0.0,0.0,22,54.5455,95.4545,0.0,4.5455,nyc
384,151401040001nyc,15140104nyc,15nyc,2019,0.0,92,0.0,0.0,0.0,25,56.0,100.0,0.0,0.0,nyc
385,151401040001nyc,15140104nyc,15nyc,2021,0.0,81,0.0,0.0,0.0,16,50.0,93.75,0.0,0.0,nyc
386,151501060001nyc,15150106nyc,15nyc,2017,0.0,85,0.0,0.0,0.0,76,38.1579,94.7368,0.0,0.0,nyc
387,151501060001nyc,15150106nyc,15nyc,2018,0.0,79,0.0,0.0,0.0,75,28.0,97.3333,0.0,0.0,nyc
388,151501060001nyc,15150106nyc,15nyc,2019,0.0,72,0.0,0.0,0.0,64,43.75,96.875,1.5625,1.5625,nyc
389,151501060001nyc,15150106nyc,15nyc,2021,0.0,42,0.32,0.0,0.64,12,25.0,100.0,0.0,0.0,nyc
393,160101060001nyc,16010106nyc,16nyc,2017,0.0,87,0.0,0.0,0.0,52,50.0,100.0,0.0,0.0,nyc
394,160101060001nyc,16010106nyc,16nyc,2018,0.0,83,0.0,0.0,0.0,58,60.3448,94.8276,1.7241,1.7241,nyc
395,160101060001nyc,16010106nyc,16nyc,2019,0.0,96,0.0,0.0,0.0,45,33.3333,91.1111,0.0,4.4444,nyc
396,160101060001nyc,16010106nyc,16nyc,2021,0.0,93,0.46,0.0,0.92,43,34.8837,95.3488,0.0,2.3256,nyc
397,160801040002nyc,16080104nyc,16nyc,2017,0.0,100,0.0,0.0,0.0,38,50.0,100.0,0.0,0.0,nyc
398,160801040002nyc,16080104nyc,16nyc,2018,0.0,93,0.0,0.0,0.0,29,31.0345,96.5517,0.0,0.0,nyc
399,160801040002nyc,16080104nyc,16nyc,2019,0.0,91,0.0,0.0,0.0,33,39.3939,96.9697,0.0,0.0,nyc
400,160801040002nyc,16080104nyc,16nyc,2021,0.0,89,0.2,0.16,0.08,36,38.8889,97.2222,0.0,0.0,nyc
404,161401060002nyc,16140106nyc,16nyc,2017,0.0,96,0.0,0.0,0.0,92,30.4348,96.7391,0.0,1.087,nyc
405,161401060002nyc,16140106nyc,16nyc,2018,0.0,82,0.0,0.0,0.0,90,33.3333,96.6667,1.1111,1.1111,nyc
406,161401060002nyc,16140106nyc,16nyc,2019,0.0,84,0.0,0.0,0.0,96,31.25,96.875,0.0,1.0417,nyc
407,161401060002nyc,16140106nyc,16nyc,2021,0.0,100,0.34,0.0,0.68,6,33.3333,66.6667,0.0,0.0,nyc
411,161601040002nyc,16160104nyc,16nyc,2017,0.0,74,0.0,0.0,0.0,71,56.338,98.5915,0.0,0.0,nyc
412,161601040002nyc,16160104nyc,16nyc,2018,0.0,85,0.0,0.0,0.0,52,63.4615,96.1538,0.0,0.0,nyc
413,161601040002nyc,16160104nyc,16nyc,2019,0.0,80,0.0,0.0,0.0,55,50.9091,98.1818,0.0,0.0,nyc
414,161601040002nyc,16160104nyc,16nyc,2021,0.0,100,0.5,0.08,0.84,14,35.7143,100.0,0.0,0.0,nyc
419,170500010009nyc,17050001nyc,17nyc,2017,0.0,75,0.0,0.0,0.0,204,46.0784,88.7255,5.3922,1.9608,nyc
420,170500010009nyc,17050001nyc,17nyc,2018,0.0,70,0.0,0.0,0.0,227,54.6256,81.9383,7.489,5.2863,nyc
421,170500010009nyc,17050001nyc,17nyc,2019,0.0,73,0.0,0.0,0.0,222,64.8649,86.036,4.955,4.955,nyc
422,170500010009nyc,17050001nyc,17nyc,2021,0.0,17,0.46,0.0,0.92,6,50.0,83.3333,0.0,16.6667,nyc
423,170600010006nyc,17060001nyc,17nyc,2017,0.0,86,0.0,0.0,0.0,143,38.4615,95.8042,2.0979,1.3986,nyc
424,170600010006nyc,17060001nyc,17nyc,2018,0.0,84,0.0,0.0,0.0,124,37.0968,95.1613,0.8065,4.0323,nyc
425,170600010006nyc,17060001nyc,17nyc,2019,0.0,84,0.0,0.0,0.0,131,45.8015,90.8397,1.5267,3.8168,nyc
426,170600010006nyc,17060001nyc,17nyc,2021,0.0,90,0.46,0.0,0.92,40,32.5,97.5,0.0,0.0,nyc
427,170801040002nyc,17080104nyc,17nyc,2017,0.0,97,0.0,0.0,0.0,71,45.0704,100.0,0.0,0.0,nyc
428,170801040002nyc,17080104nyc,17nyc,2018,0.0,96,0.0,0.0,0.0,69,46.3768,92.7536,2.8986,1.4493,nyc
429,170801040002nyc,17080104nyc,17nyc,2019,0.0,88,0.0,0.0,0.0,59,44.0678,98.3051,0.0,1.6949,nyc
430,170801040002nyc,17080104nyc,17nyc,2021,0.0,100,0.5,0.08,0.84,6,16.6667,100.0,0.0,0.0,nyc
431,170901040001nyc,17090104nyc,17nyc,2017,0.0,84,0.0,0.0,0.0,44,63.6364,97.7273,0.0,0.0,nyc
432,170901040001nyc,17090104nyc,17nyc,2018,0.0,85,0.0,0.0,0.0,34,52.9412,100.0,0.0,0.0,nyc
433,170901040001nyc,17090104nyc,17nyc,2019,0.0,91,0.0,0.0,0.0,34,55.8824,97.0588,0.0,2.9412,nyc
434,170901040001nyc,17090104nyc,17nyc,2021,0.0,89,0.52,0.12,0.8,36,41.6667,86.1111,0.0,5.5556,nyc
435,171102040004nyc,17110204nyc,17nyc,2017,0.0,88,0.0,0.0,0.0,127,29.9213,96.8504,0.7874,1.5748,nyc
436,171102040004nyc,17110204nyc,17nyc,2018,0.0,90,0.0,0.0,0.0,151,43.0464,94.702,1.9868,2.649,nyc
437,171102040004nyc,17110204nyc,17nyc,2019,0.0,91,0.0,0.0,0.0,149,46.3087,96.6443,2.0134,0.6711,nyc
438,171102040004nyc,17110204nyc,17nyc,2021,0.0,100,0.5,0.08,0.84,6,66.6667,66.6667,16.6667,16.6667,nyc
439,180202040003nyc,18020204nyc,18nyc,2017,0.0,96,0.0,0.0,0.0,66,25.7576,98.4848,1.5152,0.0,nyc
440,180202040003nyc,18020204nyc,18nyc,2018,0.0,85,0.0,0.0,0.0,65,40.0,90.7692,6.1538,1.5385,nyc
441,180202040003nyc,18020204nyc,18nyc,2019,0.0,93,0.0,0.0,0.0,72,20.8333,95.8333,2.7778,0.0,nyc
442,180202040003nyc,18020204nyc,18nyc,2021,0.0,100,0.52,0.04,0.96,6,33.3333,100.0,0.0,0.0,nyc
443,180300010006nyc,18030001nyc,18nyc,2017,0.0,86,0.0,0.0,0.0,188,52.1277,77.6596,4.2553,10.6383,nyc
444,180300010006nyc,18030001nyc,18nyc,2018,0.0,76,0.0,0.0,0.0,165,55.1515,72.1212,10.303,8.4848,nyc
445,180300010006nyc,18030001nyc,18nyc,2019,0.0,79,0.0,0.0,0.0,178,48.8764,75.2809,15.7303,6.1798,nyc
446,180300010006nyc,18030001nyc,18nyc,2021,0.0,74,0.26,0.0,0.52,88,35.2273,81.8182,9.0909,4.5455,nyc
447,180701040001nyc,18070104nyc,18nyc,2017,0.0,89,0.0,0.0,0.0,85,37.6471,89.4118,4.7059,4.7059,nyc
448,180701040001nyc,18070104nyc,18nyc,2018,0.0,80,0.0,0.0,0.0,66,34.8485,92.4242,4.5455,1.5152,nyc
449,180701040001nyc,18070104nyc,18nyc,2019,0.0,90,0.0,0.0,0.0,77,38.961,81.8182,5.1948,9.0909,nyc
450,180701040001nyc,18070104nyc,18nyc,2021,0.0,87,0.5,0.08,0.84,54,44.4444,88.8889,1.8519,5.5556,nyc
451,180901040002nyc,18090104nyc,18nyc,2017,0.0,88,0.0,0.0,0.0,25,40.0,84.0,0.0,16.0,nyc
452,180901040002nyc,18090104nyc,18nyc,2018,0.0,83,0.0,0.0,0.0,30,53.3333,83.3333,0.0,16.6667,nyc
453,180901040002nyc,18090104nyc,18nyc,2019,0.0,96,0.0,0.0,0.0,26,50.0,65.3846,3.8462,26.9231,nyc
454,180901040002nyc,18090104nyc,18nyc,2021,0.0,90,0.2,0.0,0.4,29,55.1724,72.4138,3.4483,24.1379,nyc
455,181001060002nyc,18100106nyc,18nyc,2017,0.0,95,0.0,0.0,0.0,90,32.2222,93.3333,2.2222,3.3333,nyc
456,181001060002nyc,18100106nyc,18nyc,2018,0.0,95,0.0,0.0,0.0,95,27.3684,93.6842,1.0526,3.1579,nyc
457,181001060002nyc,18100106nyc,18nyc,2019,0.0,98,0.0,0.0,0.0,90,35.5556,91.1111,3.3333,2.2222,nyc
458,181001060002nyc,18100106nyc,18nyc,2021,0.0,97,0.24,0.0,0.48,79,21.519,97.4684,0.0,1.2658,nyc
459,181101040001nyc,18110104nyc,18nyc,2017,0.0,87,0.0,0.0,0.0,56,48.2143,92.8571,1.7857,5.3571,nyc
460,181101040001nyc,18110104nyc,18nyc,2018,0.0,80,0.0,0.0,0.0,60,48.3333,95.0,1.6667,3.3333,nyc
461,181101040001nyc,18110104nyc,18nyc,2019,0.0,71,0.0,0.0,0.0,73,60.274,90.411,4.1096,5.4795,nyc
462,181101040001nyc,18110104nyc,18nyc,2021,0.0,67,0.04,0.04,0.0,6,66.6667,100.0,0.0,0.0,nyc
463,181201040001nyc,18120104nyc,18nyc,2017,0.0,95,0.0,0.0,0.0,65,44.6154,96.9231,0.0,3.0769,nyc
464,181201040001nyc,18120104nyc,18nyc,2018,0.0,79,0.0,0.0,0.0,48,47.9167,97.9167,0.0,2.0833,nyc
