,state,bh_level,2015,2016,2017,2018,2019,2021
0,ca,high,15.516129032258064,17.884180790960453,17.41977207977208,17.280392156862746,18.273215258855586,18.081983914209115
1,ca,low,44.16374269005848,49.41935483870968,48.56114649681529,48.769870129870135,49.701523178807946,50.36805555555556
2,ca,mid,29.70334928229665,32.6270783847981,31.839289099526066,30.994105011933176,31.98228155339806,34.78535108958838
3,il,high,,,12.5640522875817,13.168387096774193,12.781290322580645,6.946875
4,il,low,,,34.20049382716049,31.221641791044778,30.175250000000002,24.454846938775507
5,il,mid,,,34.16638655462185,32.990833333333335,32.41967213114754,27.6616
6,tx,high,44.073074626865676,48.67069539666993,52.74825837320574,58.39016346153846,63.52468306527909,32.95561065197429
7,tx,low,68.452154340836,72.74327361563519,74.3117717206133,76.04073529411765,77.71889546351086,69.34182555780933
8,tx,mid,54.061211849192105,58.63324593128391,61.53994589720469,65.62215211754538,68.05514018691588,53.070586712683344
