,state,b_level,2015,2016,2017,2018,2019,2021
0,ca,high,9.0,6.0,10.46,9.45,10.465,19.1
1,ca,low,27.634146341463413,30.36625971143174,29.66043093922652,29.02829295154185,29.95399336283186,30.753920704845818
2,ca,mid,12.0,12.892857142857142,13.394583333333335,14.24047619047619,12.023333333333333,20.012857142857143
3,il,high,,,7.053225806451613,6.8578125,6.4295081967213115,3.467741935483871
4,il,low,,,32.861538461538466,30.64136029411765,29.834862385321102,23.868921389396707
5,il,mid,,,21.153623188405795,20.917391304347824,19.07323943661972,13.00294117647059
6,tx,high,24.131999999999998,30.213043478260868,33.47291666666666,38.28294117647059,55.64785714285715,8.097857142857142
7,tx,low,56.22724865535788,60.61229183841715,63.339522633744856,67.1478305785124,70.37444993819531,50.43453833470734
8,tx,mid,35.23345394736842,39.26438356164384,42.76080139372822,48.90855263157895,50.24036666666667,30.283820598006645
