,schoolcode,districtcode,countycode,year,charter,dropout,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,state
1059,101917014tx,101917tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,517.0,85.8801,6.9632,11.2186,79.8839,tx
1060,101919018tx,101919tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,1479.0,65.9229,9.1278,26.8425,55.9162,tx
1061,101919022tx,101919tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,259.0,59.4595,5.4054,66.4093,26.6409,tx
1062,101924014tx,101924tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,28.0,78.5714,10.7143,35.7143,53.5714,tx
1063,102905001tx,102905tx,102tx,2019,0.0,0.0,0.0,0.0,0.0,225.0,42.2222,88.0,3.5556,6.6667,tx
1064,103901001tx,103901tx,103tx,2019,0.0,0.0,0.0,0.0,0.0,51.0,54.902,64.7059,3.9216,27.451,tx
1065,103902001tx,103902tx,103tx,2019,0.0,0.0,0.0,0.0,0.0,66.0,66.6667,42.4242,0.0,56.0606,tx
1066,104903001tx,104903tx,104tx,2019,0.0,0.0,0.0,0.0,0.0,42.0,73.8095,42.8571,0.0,50.0,tx
1067,104907001tx,104907tx,104tx,2019,0.0,0.0,0.0,0.0,0.0,36.0,86.1111,58.3333,0.0,41.6667,tx
1068,107906003tx,107906tx,107tx,2019,0.0,0.0,0.0,0.0,0.0,26.0,80.7692,80.7692,11.5385,7.6923,tx
1069,107907001tx,107907tx,107tx,2019,0.0,0.0,0.0,0.0,0.0,58.0,62.069,68.9655,15.5172,6.8966,tx
1070,108807001tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,418.0,93.3014,3.8278,0.2392,95.6938,tx
1071,108807002tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,392.0,92.3469,4.0816,1.5306,91.3265,tx
1072,108807003tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,412.0,89.0777,1.4563,0.0,97.3301,tx
1073,108807004tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,445.0,93.9326,1.1236,0.6742,98.2022,tx
1074,108807005tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,409.0,80.6846,5.868,0.0,91.9315,tx
1075,108807006tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,385.0,95.8442,1.2987,0.2597,97.9221,tx
1076,108807008tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,377.0,92.8382,1.3263,0.0,98.4085,tx
1077,108807009tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,373.0,81.5013,2.681,1.3405,95.1743,tx
1078,108807010tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,424.0,95.5189,2.1226,0.2358,97.6415,tx
1079,108807011tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,407.0,81.0811,3.4398,0.0,95.8231,tx
1080,108807018tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,106.0,91.5094,2.8302,0.9434,96.2264,tx
1081,108807035tx,108807tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,396.0,89.899,1.5152,2.2727,96.2121,tx
1082,108903001tx,108903tx,108tx,2019,0.0,2.0,0.0,0.0,0.0,1478.0,98.1732,0.6089,0.1353,99.1881,tx
1083,108906005tx,108906tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,156.0,88.4615,2.5641,0.641,95.5128,tx
1084,108906011tx,108906tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,495.0,73.7374,1.4141,0.202,96.1616,tx
1085,108907006tx,108907tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,446.0,78.6996,0.2242,0.4484,99.1031,tx
1086,108908004tx,108908tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,415.0,89.1566,0.0,0.0,99.759,tx
1087,108908039tx,108908tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,203.0,94.5813,0.9852,0.9852,98.0296,tx
1088,108909009tx,108909tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,842.0,91.4489,0.8314,0.3563,97.981,tx
1089,108911008tx,108911tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,389.0,65.5527,1.2853,0.2571,97.1722,tx
1090,108912005tx,108912tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,161.0,99.3789,0.0,0.0,100.0,tx
1091,108912010tx,108912tx,108tx,2019,0.0,0.0,0.0,0.0,0.0,426.0,93.4272,0.0,0.0,100.0,tx
1092,109901001tx,109901tx,109tx,2019,0.0,0.0,0.0,0.0,0.0,98.0,14.2857,88.7755,0.0,9.1837,tx
1093,109902001tx,109902tx,109tx,2019,0.0,0.0,0.0,0.0,0.0,68.0,63.2353,50.0,8.8235,36.7647,tx
1094,109903001tx,109903tx,109tx,2019,0.0,0.0,0.0,0.0,0.0,103.0,54.3689,75.7282,0.0,18.4466,tx
1095,109914001tx,109914tx,109tx,2019,0.0,0.0,0.0,0.0,0.0,73.0,75.3425,58.9041,2.7397,36.9863,tx
1096,110901001tx,110901tx,110tx,2019,0.0,0.0,0.0,0.0,0.0,56.0,76.7857,21.4286,5.3571,71.4286,tx
1097,110906001tx,110906tx,110tx,2019,0.0,0.0,0.0,0.0,0.0,140.0,47.1429,47.8571,1.4286,50.0,tx
1098,110907001tx,110907tx,110tx,2019,0.0,0.0,0.0,0.0,0.0,196.0,35.7143,43.8776,0.5102,55.102,tx
1099,110908001tx,110908tx,110tx,2019,0.0,0.0,0.0,0.0,0.0,54.0,55.5556,50.0,5.5556,42.5926,tx
1100,111902003tx,111902tx,111tx,2019,0.0,0.0,0.0,0.0,0.0,121.0,46.281,87.6033,0.8264,8.2645,tx
1101,112906001tx,112906tx,112tx,2019,0.0,0.0,0.0,0.0,0.0,163.0,58.8957,68.0982,1.227,23.3129,tx
1102,112907001tx,112907tx,112tx,2019,0.0,0.0,0.0,0.0,0.0,89.0,41.573,71.9101,0.0,23.5955,tx
1103,112909001tx,112909tx,112tx,2019,0.0,0.0,0.0,0.0,0.0,69.0,76.8116,72.4638,2.8986,23.1884,tx
1104,112910001tx,112910tx,112tx,2019,0.0,0.0,0.0,0.0,0.0,74.0,62.1622,79.7297,4.0541,10.8108,tx
1105,114902001tx,114902tx,114tx,2019,0.0,0.0,0.0,0.0,0.0,284.0,35.9155,62.3239,0.3521,33.4507,tx
1106,115903001tx,115903tx,115tx,2019,0.0,0.0,0.0,0.0,0.0,29.0,79.3103,44.8276,0.0,55.1724,tx
1107,116902001tx,116902tx,116tx,2019,0.0,0.0,0.0,0.0,0.0,193.0,50.2591,78.7565,2.0725,14.5078,tx
1108,116905004tx,116905tx,116tx,2019,0.0,0.0,0.0,0.0,0.0,48.0,91.6667,20.8333,35.4167,39.5833,tx
1109,116909001tx,116909tx,116tx,2019,0.0,0.0,0.0,0.0,0.0,208.0,49.0385,71.1538,3.8462,21.6346,tx
1110,116915001tx,116915tx,116tx,2019,0.0,0.0,0.0,0.0,0.0,217.0,44.7005,52.0737,1.3825,43.318,tx
1111,117904001tx,117904tx,117tx,2019,0.0,0.0,0.0,0.0,0.0,214.0,36.9159,71.9626,1.4019,23.3645,tx
1112,118902001tx,118902tx,118tx,2019,0.0,0.0,0.0,0.0,0.0,96.0,28.125,57.2917,1.0417,40.625,tx
1113,120901001tx,120901tx,120tx,2019,0.0,0.0,0.0,0.0,0.0,449.0,60.1336,39.8664,13.363,44.3207,tx
1114,120901004tx,120901tx,120tx,2019,0.0,0.0,0.0,0.0,0.0,77.0,74.026,32.4675,15.5844,48.0519,tx
1115,122902001tx,122902tx,122tx,2019,0.0,0.0,0.0,0.0,0.0,13.0,61.5385,30.7692,0.0,61.5385,tx
1116,123908002tx,123908tx,123tx,2019,0.0,0.0,0.0,0.0,0.0,48.0,64.5833,66.6667,2.0833,27.0833,tx
1117,123910006tx,123910tx,123tx,2019,0.0,0.0,0.0,0.0,0.0,225.0,93.3333,3.5556,80.8889,12.8889,tx
1118,123910011tx,123910tx,123tx,2019,0.0,0.0,0.0,0.0,0.0,12.0,100.0,8.3333,66.6667,16.6667,tx
1119,123913001tx,123913tx,123tx,2019,0.0,0.0,0.0,0.0,0.0,135.0,68.8889,30.3704,23.7037,42.2222,tx
1120,126902007tx,126902tx,126tx,2019,0.0,0.0,0.0,0.0,0.0,204.0,39.7059,62.2549,5.8824,24.5098,tx
1121,126904001tx,126904tx,126tx,2019,0.0,0.0,0.0,0.0,0.0,392.0,26.5306,81.3776,1.2755,13.2653,tx
1122,126905002tx,126905tx,126tx,2019,0.0,0.0,0.0,0.0,0.0,77.0,57.1429,80.5195,0.0,15.5844,tx
1123,126905003tx,126905tx,126tx,2019,0.0,0.0,0.0,0.0,0.0,442.0,48.19,68.3258,2.0362,24.4344,tx
1124,127905001tx,127905tx,127tx,2019,0.0,0.0,0.0,0.0,0.0,47.0,74.4681,57.4468,2.1277,34.0426,tx
1125,128904001tx,128904tx,128tx,2019,0.0,0.0,0.0,0.0,0.0,118.0,9.322,77.9661,0.0,20.339,tx
1126,132902001tx,132902tx,132tx,2019,0.0,0.0,0.0,0.0,0.0,47.0,44.6809,65.9574,0.0,34.0426,tx
1127,134901001tx,134901tx,134tx,2019,0.0,0.0,0.0,0.0,0.0,184.0,53.2609,57.6087,0.0,40.7609,tx
1128,135001001tx,135001tx,135tx,2019,0.0,0.0,0.0,0.0,0.0,30.0,16.6667,93.3333,0.0,6.6667,tx
1129,138902001tx,138902tx,138tx,2019,0.0,0.0,0.0,0.0,0.0,87.0,68.9655,44.8276,4.5977,44.8276,tx
1130,138904001tx,138904tx,138tx,2019,0.0,0.0,0.0,0.0,0.0,43.0,60.4651,53.4884,0.0,34.8837,tx
1131,140901001tx,140901tx,140tx,2019,0.0,0.0,0.0,0.0,0.0,45.0,84.4444,8.8889,4.4444,84.4444,tx
1132,140908001tx,140908tx,140tx,2019,0.0,0.0,0.0,0.0,0.0,124.0,42.7419,42.7419,0.0,55.6452,tx
1133,141902001tx,141902tx,141tx,2019,0.0,0.0,0.0,0.0,0.0,81.0,71.6049,44.4444,2.4691,45.679,tx
1134,143903001tx,143903tx,143tx,2019,0.0,0.0,0.0,0.0,0.0,211.0,30.3318,74.8815,8.0569,15.1659,tx
1135,144902001tx,144902tx,144tx,2019,0.0,0.0,0.0,0.0,0.0,318.0,38.9937,65.7233,10.0629,18.5535,tx
1136,145907002tx,145907tx,145tx,2019,0.0,0.0,0.0,0.0,0.0,60.0,73.3333,60.0,25.0,13.3333,tx
1137,147901001tx,147901tx,147tx,2019,0.0,0.0,0.0,0.0,0.0,92.0,73.913,26.087,23.913,46.7391,tx
1138,148905101tx,148905tx,148tx,2019,0.0,0.0,0.0,0.0,0.0,28.0,75.0,39.2857,0.0,50.0,tx
1139,152901007tx,152901tx,152tx,2019,0.0,0.0,0.0,0.0,0.0,329.0,85.4103,10.0304,24.6201,63.5258,tx
1140,152901024tx,152901tx,152tx,2019,0.0,0.0,0.0,0.0,0.0,195.0,41.0256,34.8718,16.4103,41.0256,tx
1141,152902001tx,152902tx,152tx,2019,0.0,0.0,0.0,0.0,0.0,242.0,57.8512,52.0661,1.2397,44.6281,tx
1142,153907001tx,153907tx,153tx,2019,0.0,0.0,0.0,0.0,0.0,42.0,73.8095,14.2857,0.0,85.7143,tx
1143,154901001tx,154901tx,154tx,2019,0.0,0.0,0.0,0.0,0.0,683.0,62.0791,45.388,18.1552,33.8214,tx
1144,156905001tx,156905tx,156tx,2019,0.0,0.0,0.0,0.0,0.0,75.0,32.0,49.3333,0.0,49.3333,tx
1145,157901001tx,157901tx,157tx,2019,0.0,0.0,0.0,0.0,0.0,234.0,44.4444,64.9573,0.4274,33.7607,tx
1146,160904001tx,160904tx,160tx,2019,0.0,0.0,0.0,0.0,0.0,48.0,43.75,77.0833,0.0,20.8333,tx
1147,161807006tx,161807tx,161tx,2019,0.0,0.0,0.0,0.0,0.0,335.0,55.8209,27.4627,23.5821,32.2388,tx
1148,161901001tx,161901tx,161tx,2019,0.0,0.0,0.0,0.0,0.0,181.0,19.8895,90.0552,0.5525,6.0773,tx
1149,161907001tx,161907tx,161tx,2019,0.0,0.0,0.0,0.0,0.0,554.0,22.0217,85.0181,0.9025,12.2744,tx
1150,161914004tx,161914tx,161tx,2019,0.0,0.0,0.0,0.0,0.0,45.0,88.8889,4.4444,31.1111,64.4444,tx
1151,161920001tx,161920tx,161tx,2019,0.0,0.0,0.0,0.0,0.0,828.0,23.0676,71.3768,5.9179,18.1159,tx
1152,161920002tx,161920tx,161tx,2019,0.0,0.0,0.0,0.0,0.0,25.0,36.0,68.0,4.0,20.0,tx
1153,161923001tx,161923tx,161tx,2019,0.0,0.0,0.0,0.0,0.0,212.0,37.2642,63.6792,7.5472,25.0,tx
1154,162904001tx,162904tx,162tx,2019,0.0,0.0,0.0,0.0,0.0,87.0,18.3908,60.9195,0.0,34.4828,tx
1155,163908001tx,163908tx,163tx,2019,0.0,0.0,0.0,0.0,0.0,1653.0,46.219,33.5148,3.7508,58.6812,tx
1156,164901001tx,164901tx,164tx,2019,0.0,0.0,0.0,0.0,0.0,92.0,72.8261,41.3043,2.1739,56.5217,tx
1157,165901006tx,165901tx,165tx,2019,0.0,0.0,0.0,0.0,0.0,357.0,47.8992,14.8459,5.042,73.3894,tx
1158,165901030tx,165901tx,165tx,2019,0.0,0.0,0.0,0.0,0.0,41.0,68.2927,2.439,14.6341,78.0488,tx
1159,166905001tx,166905tx,166tx,2019,0.0,0.0,0.0,0.0,0.0,237.0,41.7722,72.9958,0.8439,23.2068,tx
1160,166907001tx,166907tx,166tx,2019,0.0,0.0,0.0,0.0,0.0,48.0,72.9167,39.5833,0.0,56.25,tx
1161,167904001tx,167904tx,167tx,2019,0.0,0.0,0.0,0.0,0.0,33.0,48.4848,75.7576,0.0,24.2424,tx
1162,168901001tx,168901tx,168tx,2019,0.0,0.0,0.0,0.0,0.0,255.0,55.2941,37.6471,10.5882,47.8431,tx
1163,168902001tx,168902tx,168tx,2019,0.0,0.0,0.0,0.0,0.0,47.0,63.8298,25.5319,12.766,61.7021,tx
1164,168903001tx,168903tx,168tx,2019,0.0,0.0,0.0,0.0,0.0,81.0,19.7531,59.2593,0.0,35.8025,tx
1165,169906001tx,169906tx,169tx,2019,0.0,0.0,0.0,0.0,0.0,47.0,65.9574,91.4894,2.1277,4.2553,tx
1166,169909001tx,169909tx,169tx,2019,0.0,0.0,0.0,0.0,0.0,58.0,55.1724,89.6552,0.0,6.8966,tx
1167,169911001tx,169911tx,169tx,2019,0.0,0.0,0.0,0.0,0.0,95.0,52.6316,83.1579,0.0,14.7368,tx
1168,170908002tx,170908tx,170tx,2019,0.0,0.0,0.0,0.0,0.0,169.0,71.5976,30.7692,8.284,56.213,tx
1169,173901001tx,173901tx,173tx,2019,0.0,0.0,0.0,0.0,0.0,50.0,58.0,72.0,0.0,26.0,tx
1170,174901001tx,174901tx,174tx,2019,0.0,0.0,0.0,0.0,0.0,102.0,58.8235,72.549,3.9216,22.549,tx
1171,175904001tx,175904tx,175tx,2019,0.0,0.0,0.0,0.0,0.0,164.0,64.6341,70.7317,9.7561,15.8537,tx
1172,177901001tx,177901tx,177tx,2019,0.0,0.0,0.0,0.0,0.0,150.0,43.3333,40.0,0.0,56.6667,tx
1173,177903001tx,177903tx,177tx,2019,0.0,0.0,0.0,0.0,0.0,59.0,30.5085,72.8814,0.0,25.4237,tx
1174,177905001tx,177905tx,177tx,2019,0.0,0.0,0.0,0.0,0.0,69.0,30.4348,85.5072,0.0,13.0435,tx
1175,178904008tx,178904tx,178tx,2019,0.0,0.0,0.0,0.0,0.0,414.0,67.1498,13.0435,2.657,80.1932,tx
1176,178904054tx,178904tx,178tx,2019,0.0,0.0,0.0,0.0,0.0,326.0,77.3006,8.2822,6.4417,83.4356,tx
1177,178904143tx,178904tx,178tx,2019,0.0,0.0,0.0,0.0,0.0,74.0,40.5405,16.2162,4.0541,77.027,tx
1178,178912002tx,178912tx,178tx,2019,0.0,0.0,0.0,0.0,0.0,77.0,75.3247,18.1818,1.2987,76.6234,tx
1179,182901001tx,182901tx,182tx,2019,0.0,0.0,0.0,0.0,0.0,57.0,43.8596,85.9649,0.0,12.2807,tx
1180,182904001tx,182904tx,182tx,2019,0.0,0.0,0.0,0.0,0.0,142.0,38.7324,83.8028,0.0,14.7887,tx
1181,184907009tx,184907tx,184tx,2019,0.0,0.0,0.0,0.0,0.0,486.0,13.5802,80.6584,1.4403,14.8148,tx
1182,184909001tx,184909tx,184tx,2019,0.0,0.0,0.0,0.0,0.0,449.0,6.6815,87.5278,1.1136,8.4633,tx
1183,185904001tx,185904tx,185tx,2019,0.0,0.0,0.0,0.0,0.0,51.0,72.549,43.1373,0.0,54.902,tx
1184,186901001tx,186901tx,186tx,2019,0.0,0.0,0.0,0.0,0.0,72.0,38.8889,30.5556,0.0,69.4444,tx
1185,186903001tx,186903tx,186tx,2019,0.0,0.0,0.0,0.0,0.0,107.0,37.3832,33.6449,0.0,61.6822,tx
1186,187901001tx,187901tx,187tx,2019,0.0,0.0,0.0,0.0,0.0,149.0,38.255,68.4564,0.0,6.0403,tx
1187,187906001tx,187906tx,187tx,2019,0.0,0.0,0.0,0.0,0.0,48.0,100.0,50.0,16.6667,20.8333,tx
1188,187910001tx,187910tx,187tx,2019,0.0,0.0,0.0,0.0,0.0,316.0,77.8481,84.4937,2.2152,10.1266,tx
1189,188901003tx,188901tx,188tx,2019,0.0,0.0,0.0,0.0,0.0,14.0,14.2857,92.8571,0.0,7.1429,tx
1190,188904001tx,188904tx,188tx,2019,0.0,0.0,0.0,0.0,0.0,479.0,15.6576,80.3758,0.6263,14.6138,tx
1191,194903001tx,194903tx,194tx,2019,0.0,0.0,0.0,0.0,0.0,225.0,46.2222,76.4444,4.4444,12.0,tx
1192,194905001tx,194905tx,194tx,2019,0.0,0.0,0.0,0.0,0.0,174.0,50.5747,83.3333,8.046,4.5977,tx
1193,195902001tx,195902tx,195tx,2019,0.0,0.0,0.0,0.0,0.0,58.0,84.4828,10.3448,0.0,89.6552,tx
1194,196902001tx,196902tx,196tx,2019,0.0,0.0,0.0,0.0,0.0,140.0,100.0,40.7143,2.1429,55.0,tx
1195,197902001tx,197902tx,197tx,2019,0.0,0.0,0.0,0.0,0.0,67.0,32.8358,80.597,0.0,17.9104,tx
1196,198906001tx,198906tx,198tx,2019,0.0,0.0,0.0,0.0,0.0,150.0,67.3333,32.0,10.0,55.3333,tx
1197,200902001tx,200902tx,200tx,2019,0.0,0.0,0.0,0.0,0.0,134.0,29.1045,62.6866,0.7463,36.5672,tx
1198,200902002tx,200902tx,200tx,2019,0.0,0.0,0.0,0.0,0.0,3.0,33.3333,0.0,0.0,100.0,tx
1199,201903001tx,201903tx,201tx,2019,0.0,0.0,0.0,0.0,0.0,51.0,74.5098,23.5294,49.0196,23.5294,tx
1200,201904001tx,201904tx,201tx,2019,0.0,0.0,0.0,0.0,0.0,62.0,66.129,59.6774,4.8387,30.6452,tx
1201,202905002tx,202905tx,202tx,2019,0.0,0.0,0.0,0.0,0.0,175.0,66.2857,86.8571,5.7143,4.5714,tx
1202,206901001tx,206901tx,206tx,2019,0.0,0.0,0.0,0.0,0.0,214.0,57.9439,47.6636,0.9346,50.4673,tx
1203,206903001tx,206903tx,206tx,2019,0.0,0.0,0.0,0.0,0.0,43.0,60.4651,62.7907,6.9767,27.907,tx
1204,208901001tx,208901tx,208tx,2019,0.0,0.0,0.0,0.0,0.0,72.0,38.8889,68.0556,1.3889,27.7778,tx
1205,209902001tx,209902tx,209tx,2019,0.0,0.0,0.0,0.0,0.0,43.0,83.7209,90.6977,0.0,6.9767,tx
1206,210904002tx,210904tx,210tx,2019,0.0,0.0,0.0,0.0,0.0,178.0,89.3258,36.5169,24.1573,33.7079,tx
1207,212804001tx,212804tx,212tx,2019,0.0,0.0,0.0,0.0,0.0,81.0,11.1111,75.3086,2.4691,12.3457,tx
1208,212804102tx,212804tx,212tx,2019,0.0,0.0,0.0,0.0,0.0,80.0,17.5,82.5,2.5,10.0,tx
1209,212804103tx,212804tx,212tx,2019,0.0,0.0,0.0,0.0,0.0,60.0,28.3333,80.0,8.3333,3.3333,tx
1210,212904002tx,212904tx,212tx,2019,0.0,0.0,0.0,0.0,0.0,347.0,51.2968,73.487,9.7983,11.8156,tx
1211,213901001tx,213901tx,213tx,2019,0.0,0.0,0.0,0.0,0.0,554.0,34.1155,65.343,0.361,29.4224,tx
1212,214903003tx,214903tx,214tx,2019,0.0,0.0,0.0,0.0,0.0,84.0,85.7143,0.0,0.0,100.0,tx
1213,216901001tx,216901tx,216tx,2019,0.0,0.0,0.0,0.0,0.0,96.0,31.25,57.2917,1.0417,38.5417,tx
1214,216901002tx,216901tx,216tx,2019,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,100.0,tx
1215,216901195tx,216901tx,216tx,2019,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,100.0,tx
1216,217901001tx,217901tx,217tx,2019,0.0,0.0,0.0,0.0,0.0,76.0,31.5789,67.1053,2.6316,28.9474,tx
1217,219901001tx,219901tx,219tx,2019,0.0,0.0,0.0,0.0,0.0,78.0,28.2051,80.7692,3.8462,14.1026,tx
1218,220801001tx,220801tx,220tx,2019,0.0,0.0,0.0,0.0,0.0,76.0,5.2632,68.4211,15.7895,9.2105,tx
1219,220810001tx,220810tx,220tx,2019,0.0,0.0,0.0,0.0,0.0,320.0,1.875,58.125,5.625,14.0625,tx
1220,220819001tx,220819tx,220tx,2019,0.0,0.0,0.0,0.0,0.0,144.0,13.1944,63.1944,11.1111,20.1389,tx
1221,220901007tx,220901tx,220tx,2019,0.0,0.0,0.0,0.0,0.0,476.0,81.3025,13.6555,45.7983,36.5546,tx
1222,220905082tx,220905tx,220tx,2019,0.0,0.0,0.0,0.0,0.0,402.0,75.1244,11.4428,14.9254,65.6716,tx
1223,220917004tx,220917tx,220tx,2019,0.0,0.0,0.0,0.0,0.0,46.0,84.7826,10.8696,2.1739,86.9565,tx
1224,221801011tx,221801tx,221tx,2019,0.0,0.0,0.0,0.0,0.0,108.0,25.0,80.5556,0.0,16.6667,tx
1225,221801043tx,221801tx,221tx,2019,0.0,0.0,0.0,0.0,0.0,321.0,15.5763,66.0436,3.1153,16.8224,tx
1226,221801058tx,221801tx,221tx,2019,0.0,0.0,0.0,0.0,0.0,162.0,9.2593,69.1358,0.0,22.2222,tx
1227,221901007tx,221901tx,221tx,2019,0.0,0.0,0.0,0.0,0.0,13.0,92.3077,15.3846,30.7692,46.1538,tx
1228,221905001tx,221905tx,221tx,2019,0.0,0.0,0.0,0.0,0.0,39.0,61.5385,94.8718,0.0,0.0,tx
1229,222901001tx,222901tx,222tx,2019,0.0,0.0,0.0,0.0,0.0,29.0,48.2759,27.5862,6.8966,65.5172,tx
1230,223902001tx,223902tx,223tx,2019,0.0,0.0,0.0,0.0,0.0,73.0,68.4932,34.2466,0.0,65.7534,tx
1231,224901001tx,224901tx,224tx,2019,0.0,0.0,0.0,0.0,0.0,49.0,61.2245,65.3061,4.0816,30.6122,tx
1232,224902001tx,224902tx,224tx,2019,0.0,0.0,0.0,0.0,0.0,49.0,65.3061,81.6327,0.0,18.3673,tx
1233,226901001tx,226901tx,226tx,2019,0.0,0.0,0.0,0.0,0.0,176.0,25.0,76.1364,0.0,18.75,tx
1234,226903038tx,226903tx,226tx,2019,0.0,0.0,0.0,0.0,0.0,161.0,68.9441,22.3602,6.8323,68.323,tx
1235,226905001tx,226905tx,226tx,2019,0.0,0.0,0.0,0.0,0.0,89.0,50.5618,70.7865,1.1236,22.4719,tx
1236,226905195tx,226905tx,226tx,2019,0.0,0.0,0.0,0.0,0.0,6.0,66.6667,66.6667,0.0,33.3333,tx
1237,226905202tx,226905tx,226tx,2019,0.0,0.0,0.0,0.0,0.0,5.0,100.0,60.0,40.0,0.0,tx
1238,226906001tx,226906tx,226tx,2019,0.0,0.0,0.0,0.0,0.0,362.0,13.8122,76.7956,0.0,21.547,tx
1239,226908001tx,226908tx,226tx,2019,0.0,0.0,0.0,0.0,0.0,92.0,43.4783,52.1739,0.0,43.4783,tx
1240,227806030tx,227806tx,227tx,2019,0.0,0.0,0.0,0.0,0.0,20.0,25.0,50.0,10.0,35.0,tx
1241,227816004tx,227816tx,227tx,2019,0.0,0.0,0.0,0.0,0.0,146.0,41.7808,29.4521,17.1233,30.137,tx
1242,227817001tx,227817tx,227tx,2019,0.0,0.0,0.0,0.0,0.0,106.0,66.9811,18.8679,12.2642,61.3208,tx
1243,227901012tx,227901tx,227tx,2019,0.0,0.0,0.0,0.0,0.0,464.0,66.1638,20.4741,15.3017,59.6983,tx
1244,227901027tx,227901tx,227tx,2019,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,100.0,tx
1245,227901028tx,227901tx,227tx,2019,0.0,0.0,0.0,0.0,0.0,438.0,57.3059,18.2648,6.621,68.2648,tx
1246,227901032tx,227901tx,227tx,2019,0.0,0.0,0.0,0.0,0.0,3.0,0.0,66.6667,0.0,33.3333,tx
1247,228904001tx,228904tx,228tx,2019,0.0,0.0,0.0,0.0,0.0,33.0,60.6061,90.9091,0.0,9.0909,tx
1248,228905001tx,228905tx,228tx,2019,0.0,0.0,0.0,0.0,0.0,55.0,61.8182,85.4545,3.6364,7.2727,tx
1249,229906001tx,229906tx,229tx,2019,0.0,0.0,0.0,0.0,0.0,57.0,43.8596,85.9649,3.5088,7.0175,tx
1250,230904001tx,230904tx,230tx,2019,0.0,0.0,0.0,0.0,0.0,111.0,50.4505,75.6757,9.009,12.6126,tx
1251,230905001tx,230905tx,230tx,2019,0.0,0.0,0.0,0.0,0.0,344.0,40.9884,83.4302,0.0,14.5349,tx
1252,231902001tx,231902tx,231tx,2019,0.0,0.0,0.0,0.0,0.0,87.0,44.8276,47.1264,0.0,50.5747,tx
1253,232904001tx,232904tx,232tx,2019,0.0,0.0,0.0,0.0,0.0,75.0,40.0,78.6667,1.3333,17.3333,tx
1254,233903001tx,233903tx,233tx,2019,0.0,0.0,0.0,0.0,0.0,42.0,38.0952,38.0952,2.381,52.381,tx
1255,234905001tx,234905tx,234tx,2019,0.0,0.0,0.0,0.0,0.0,141.0,39.7163,75.8865,2.8369,20.5674,tx
1256,234909001tx,234909tx,234tx,2019,0.0,0.0,0.0,0.0,0.0,116.0,58.6207,82.7586,1.7241,8.6207,tx
1257,240901008tx,240901tx,240tx,2019,0.0,0.0,0.0,0.0,0.0,428.0,87.3832,0.4673,0.0,99.0654,tx
1258,241902001tx,241902tx,241tx,2019,0.0,0.0,0.0,0.0,0.0,324.0,28.3951,67.284,4.6296,26.5432,tx
1259,242905001tx,242905tx,242tx,2019,0.0,0.0,0.0,0.0,0.0,21.0,57.1429,66.6667,0.0,28.5714,tx
1260,242906001tx,242906tx,242tx,2019,0.0,0.0,0.0,0.0,0.0,43.0,20.9302,81.3953,0.0,13.9535,tx
1261,243905009tx,243905tx,243tx,2019,0.0,0.0,0.0,0.0,0.0,40.0,60.0,27.5,20.0,50.0,tx
1262,244901001tx,244901tx,244tx,2019,0.0,0.0,0.0,0.0,0.0,29.0,65.5172,51.7241,0.0,44.8276,tx
1263,244905001tx,244905tx,244tx,2019,0.0,0.0,0.0,0.0,0.0,63.0,36.5079,76.1905,1.5873,20.6349,tx
1264,246909015tx,246909tx,246tx,2019,0.0,0.0,0.0,0.0,0.0,297.0,42.0875,32.6599,9.7643,42.4242,tx
1265,247901002tx,247901tx,247tx,2019,0.0,0.0,0.0,0.0,0.0,58.0,72.4138,20.6897,3.4483,74.1379,tx
