,totalenrolled,white,black,hispanic,lowincome,dropout,year,charter,hybridper,virtualper,schoolmode,schoolcode,countycode,districtcode,state
228,102,97.1,0.0,0.0,45.1,2.9,2021,0,0.6364,0.0,0.4091,130410010260001il,13041il,13041001il,il
229,111,97.3,1.8,0.0,31.5,6.1,2019,0,0.0,0.0,0.0,130410010260001il,13041il,13041001il,il
230,101,98.0,0.0,0.0,30.7,1.0,2018,0,0.0,0.0,0.0,130410010260001il,13041il,13041001il,il
231,124,98.4,0.8,0.8,33.9,2.4,2017,0,0.0,0.0,0.0,130410010260001il,13041il,13041001il,il
232,1155,73.9,11.5,4.8,52.6,2.7,2021,0,0.9091,0.0,0.5455,130412010170001il,13041il,13041201il,il
233,1156,74.8,12.5,4.0,56.2,4.7,2019,0,0.0,0.0,0.0,130412010170001il,13041il,13041201il,il
234,1151,75.3,13.0,3.4,54.0,1.1,2018,0,0.0,0.0,0.0,130412010170001il,13041il,13041201il,il
235,1190,74.7,14.5,3.4,55.7,2.1,2017,0,0.0,0.0,0.0,130412010170001il,13041il,13041201il,il
236,190,94.2,0.0,0.0,41.1,4.2,2021,0,0.7273,0.0,0.4545,130412090270001il,13041il,13041209il,il
237,175,96.0,0.6,1.7,33.1,1.7,2019,0,0.0,0.0,0.0,130412090270001il,13041il,13041209il,il
238,163,95.7,0.0,0.0,25.2,0.6,2018,0,0.0,0.0,0.0,130412090270001il,13041il,13041209il,il
239,158,96.8,0.0,0.6,19.6,1.3,2017,0,0.0,0.0,0.0,130412090270001il,13041il,13041209il,il
240,125,96.8,0.0,0.0,36.8,3.1,2021,0,0.0,0.0,0.0909,130413180270001il,13041il,13041318il,il
241,122,97.5,1.6,0.8,35.2,5.9,2019,0,0.0,0.0,0.0,130413180270001il,13041il,13041318il,il
242,121,95.9,0.0,0.0,30.6,3.3,2018,0,0.0,0.0,0.0,130413180270001il,13041il,13041318il,il
243,116,95.7,1.7,0.9,34.5,1.7,2017,0,0.0,0.0,0.0,130413180270001il,13041il,13041318il,il
244,79,100.0,0.0,0.0,41.8,5.1,2021,0,0.5455,0.0,0.3636,130581000260002il,13058il,13058100il,il
245,64,100.0,0.0,0.0,50.0,7.1,2019,0,0.0,0.0,0.0,130581000260002il,13058il,13058100il,il
246,62,100.0,0.0,0.0,51.6,0.0,2018,0,0.0,0.0,0.0,130581000260002il,13058il,13058100il,il
247,63,96.8,1.6,0.0,54.0,3.2,2017,0,0.0,0.0,0.0,130581000260002il,13058il,13058100il,il
248,854,75.1,7.7,6.3,62.8,7.3,2021,0,0.9091,0.0,0.5455,130582000170001il,13058il,13058200il,il
249,882,75.6,8.8,5.4,59.5,7.7,2019,0,0.0,0.0,0.0,130582000170001il,13058il,13058200il,il
250,905,75.2,9.1,5.5,58.2,2.4,2018,0,0.0,0.0,0.0,130582000170001il,13058il,13058200il,il
251,911,76.1,9.8,4.1,61.7,2.0,2017,0,0.0,0.0,0.0,130582000170001il,13058il,13058200il,il
252,208,97.6,0.0,0.0,46.2,5.5,2021,0,0.1818,0.0,0.1818,130584010260001il,13058il,13058401il,il
253,208,96.2,0.5,1.4,47.6,7.4,2019,0,0.0,0.0,0.0,130584010260001il,13058il,13058401il,il
254,197,95.4,0.0,0.0,44.7,3.0,2018,0,0.0,0.0,0.0,130584010260001il,13058il,13058401il,il
255,186,96.8,0.5,1.1,51.6,0.0,2017,0,0.0,0.0,0.0,130584010260001il,13058il,13058401il,il
256,100,93.0,0.0,0.0,72.0,2.9,2021,0,0.9091,0.0,0.5455,130585010260001il,13058il,13058501il,il
257,105,92.4,1.0,0.0,67.6,7.0,2019,0,0.0,0.0,0.0,130585010260001il,13058il,13058501il,il
258,118,95.8,0.0,0.0,73.7,1.7,2018,0,0.0,0.0,0.0,130585010260001il,13058il,13058501il,il
259,125,95.2,0.0,1.6,70.4,0.8,2017,0,0.0,0.0,0.0,130585010260001il,13058il,13058501il,il
260,666,92.9,0.0,1.5,46.4,3.8,2021,0,0.6364,0.0909,0.5,130586000160001il,13058il,13058600il,il
261,646,94.1,0.3,1.4,47.4,8.4,2019,0,0.0,0.0,0.0,130586000160001il,13058il,13058600il,il
262,686,95.0,0.0,0.0,48.4,2.6,2018,0,0.0,0.0,0.0,130586000160001il,13058il,13058600il,il
263,697,93.3,0.3,1.7,48.2,3.3,2017,0,0.0,0.0,0.0,130586000160001il,13058il,13058600il,il
264,60,93.3,0.0,0.0,78.3,3.4,2021,0,0.7273,0.0,0.4545,130587220260001il,13058il,13058722il,il
265,69,97.1,1.4,0.0,66.7,7.7,2019,0,0.0,0.0,0.0,130587220260001il,13058il,13058722il,il
266,72,97.2,0.0,0.0,66.7,4.2,2018,0,0.0,0.0,0.0,130587220260001il,13058il,13058722il,il
267,73,97.3,1.4,0.0,58.9,1.4,2017,0,0.0,0.0,0.0,130587220260001il,13058il,13058722il,il
268,277,95.3,0.0,3.6,31.0,2.6,2021,0,0.0,0.0,0.0909,130950100260001il,13095il,13095010il,il
269,266,93.6,0.4,4.1,31.2,6.0,2019,0,0.0,0.0,0.0,130950100260001il,13095il,13095010il,il
270,271,92.3,0.0,5.2,32.5,0.6,2018,0,0.0,0.0,0.0,130950100260001il,13095il,13095010il,il
271,262,92.4,0.8,4.2,30.5,0.0,2017,0,0.0,0.0,0.0,130950100260001il,13095il,13095010il,il
272,408,93.9,0.0,3.2,32.8,2.1,2021,0,0.8182,0.0,0.5,130950990160001il,13095il,13095099il,il
273,408,95.8,0.5,1.0,28.2,2.4,2019,0,0.0,0.0,0.0,130950990160001il,13095il,13095099il,il
274,399,96.0,0.0,0.0,28.6,1.0,2018,0,0.0,0.0,0.0,130950990160001il,13095il,13095099il,il
275,411,96.4,1.0,0.2,30.2,0.7,2017,0,0.0,0.0,0.0,130950990160001il,13095il,13095099il,il
276,1454,26.0,7.6,53.6,58.9,1.5,2021,0,0.5455,0.3636,0.7273,150162990250001il,15016il,15016299il,il
277,1289,16.1,11.2,58.7,75.3,3.4,2019,0,0.0,0.0,0.0,150162990250001il,15016il,15016299il,il
278,1227,12.3,11.8,59.2,83.4,0.7,2018,0,0.0,0.0,0.0,150162990250001il,15016il,15016299il,il
279,1165,11.2,12.4,58.8,86.2,0.2,2017,0,0.0,0.0,0.0,150162990250001il,15016il,15016299il,il
280,731,0.0,64.6,34.5,87.6,6.2,2021,0,0.2727,0.6364,0.8636,150162990250003il,15016il,15016299il,il
281,828,0.5,60.7,38.4,90.0,13.9,2019,0,0.0,0.0,0.0,150162990250003il,15016il,15016299il,il
282,778,0.0,50.3,48.6,92.4,2.1,2018,0,0.0,0.0,0.0,150162990250003il,15016il,15016299il,il
283,769,0.9,49.4,48.9,94.0,1.3,2017,0,0.0,0.0,0.0,150162990250003il,15016il,15016299il,il
284,435,0.0,38.6,60.0,73.8,1.9,2021,0,0.2727,0.6364,0.8636,150162990250006il,15016il,15016299il,il
285,481,1.2,35.6,63.0,85.0,1.3,2019,0,0.0,0.0,0.0,150162990250006il,15016il,15016299il,il
286,479,0.0,40.3,58.5,93.5,0.6,2018,0,0.0,0.0,0.0,150162990250006il,15016il,15016299il,il
287,500,0.8,41.4,57.4,92.6,0.0,2017,0,0.0,0.0,0.0,150162990250006il,15016il,15016299il,il
288,532,0.0,11.1,87.0,98.3,6.8,2021,0,0.2727,0.6364,0.8636,150162990250011il,15016il,15016299il,il
289,651,0.8,12.9,86.2,97.4,12.9,2019,0,0.0,0.0,0.0,150162990250011il,15016il,15016299il,il
290,728,0.0,8.5,90.8,99.5,2.9,2018,0,0.0,0.0,0.0,150162990250011il,15016il,15016299il,il
291,830,0.5,11.7,87.6,98.8,2.2,2017,0,0.0,0.0,0.0,150162990250011il,15016il,15016299il,il
292,284,0.0,96.8,0.0,94.4,6.8,2021,0,0.2727,0.6364,0.8636,150162990250012il,15016il,15016299il,il
293,203,0.0,96.6,2.0,92.6,21.6,2019,0,0.0,0.0,0.0,150162990250012il,15016il,15016299il,il
294,244,0.0,98.0,0.0,97.5,0.0,2018,0,0.0,0.0,0.0,150162990250012il,15016il,15016299il,il
295,226,0.0,99.1,0.4,98.2,0.4,2017,0,0.0,0.0,0.0,150162990250012il,15016il,15016299il,il
296,598,4.3,19.4,75.3,92.3,8.2,2021,0,0.3636,0.5455,0.8182,150162990250013il,15016il,15016299il,il
297,739,2.3,21.5,75.1,94.5,12.4,2019,0,0.0,0.0,0.0,150162990250013il,15016il,15016299il,il
298,798,2.6,22.1,73.8,95.9,0.4,2018,0,0.0,0.0,0.0,150162990250013il,15016il,15016299il,il
299,838,3.3,19.9,74.9,95.7,8.5,2017,0,0.0,0.0,0.0,150162990250013il,15016il,15016299il,il
300,1075,1.3,2.8,92.5,89.0,0.4,2021,0,0.2727,0.6364,0.8636,150162990250014il,15016il,15016299il,il
301,1067,1.3,3.2,91.0,92.9,0.8,2019,0,0.0,0.0,0.0,150162990250014il,15016il,15016299il,il
302,1064,1.4,3.1,89.8,95.7,0.3,2018,0,0.0,0.0,0.0,150162990250014il,15016il,15016299il,il
303,1042,1.5,3.3,89.4,96.5,0.0,2017,0,0.0,0.0,0.0,150162990250014il,15016il,15016299il,il
304,317,0.0,31.5,66.9,94.0,11.1,2021,0,0.2727,0.6364,0.8636,150162990250015il,15016il,15016299il,il
305,342,0.6,37.7,61.1,97.1,20.1,2019,0,0.0,0.0,0.0,150162990250015il,15016il,15016299il,il
306,330,0.0,38.2,61.2,99.4,0.0,2018,0,0.0,0.0,0.0,150162990250015il,15016il,15016299il,il
307,303,0.7,39.6,59.1,97.4,0.0,2017,0,0.0,0.0,0.0,150162990250015il,15016il,15016299il,il
308,294,0.0,98.6,0.0,89.5,5.2,2021,0,0.2727,0.6364,0.8636,150162990250016il,15016il,15016299il,il
309,328,0.3,97.6,1.8,94.8,15.2,2019,0,0.0,0.0,0.0,150162990250016il,15016il,15016299il,il
310,382,0.0,99.2,0.0,96.6,5.0,2018,0,0.0,0.0,0.0,150162990250016il,15016il,15016299il,il
311,474,0.2,99.2,0.4,94.5,1.9,2017,0,0.0,0.0,0.0,150162990250016il,15016il,15016299il,il
312,21,0.0,95.2,0.0,90.5,0.0,2021,0,0.2727,0.6364,0.8636,150162990250017il,15016il,15016299il,il
313,86,0.0,96.5,3.5,90.7,26.9,2019,0,0.0,0.0,0.0,150162990250017il,15016il,15016299il,il
314,133,0.0,96.2,0.0,98.5,0.8,2018,0,0.0,0.0,0.0,150162990250017il,15016il,15016299il,il
315,165,0.0,95.2,3.6,99.4,0.0,2017,0,0.0,0.0,0.0,150162990250017il,15016il,15016299il,il
316,84,0.0,98.8,0.0,94.0,13.1,2021,0,0.2727,0.6364,0.8636,150162990250019il,15016il,15016299il,il
317,98,0.0,95.9,1.0,99.0,27.2,2019,0,0.0,0.0,0.0,150162990250019il,15016il,15016299il,il
318,136,0.0,98.5,0.0,99.3,5.1,2018,0,0.0,0.0,0.0,150162990250019il,15016il,15016299il,il
319,145,0.7,97.2,2.1,100.0,4.1,2017,0,0.0,0.0,0.0,150162990250019il,15016il,15016299il,il
320,1721,1.8,5.5,92.2,88.3,2.6,2021,0,0.2727,0.6364,0.8636,150162990250020il,15016il,15016299il,il
321,1691,1.9,6.5,90.8,95.5,8.1,2019,0,0.0,0.0,0.0,150162990250020il,15016il,15016299il,il
322,1778,2.1,6.6,90.6,96.5,2.6,2018,0,0.0,0.0,0.0,150162990250020il,15016il,15016299il,il
323,1755,2.3,7.3,89.6,96.9,1.1,2017,0,0.0,0.0,0.0,150162990250020il,15016il,15016299il,il
324,734,0.0,99.3,0.0,98.8,3.2,2021,0,0.2727,0.6364,0.8636,150162990250021il,15016il,15016299il,il
325,776,0.0,98.6,1.0,96.8,8.3,2019,0,0.0,0.0,0.0,150162990250021il,15016il,15016299il,il
326,850,0.0,98.7,0.0,98.7,0.1,2018,0,0.0,0.0,0.0,150162990250021il,15016il,15016299il,il
327,719,0.0,98.2,0.8,98.6,0.0,2017,0,0.0,0.0,0.0,150162990250021il,15016il,15016299il,il
328,1769,1.8,4.4,77.7,93.4,5.0,2021,0,0.2727,0.6364,0.8636,150162990250022il,15016il,15016299il,il
329,1895,1.8,4.1,79.6,94.1,11.7,2019,0,0.0,0.0,0.0,150162990250022il,15016il,15016299il,il
330,1881,1.6,3.9,80.8,96.1,3.2,2018,0,0.0,0.0,0.0,150162990250022il,15016il,15016299il,il
331,2014,1.5,3.5,81.2,95.7,2.7,2017,0,0.0,0.0,0.0,150162990250022il,15016il,15016299il,il
332,384,0.0,7.0,90.1,93.8,8.2,2021,0,0.2727,0.6364,0.8636,150162990250023il,15016il,15016299il,il
333,405,2.5,5.7,91.1,97.0,13.8,2019,0,0.0,0.0,0.0,150162990250023il,15016il,15016299il,il
334,459,0.0,7.2,90.2,96.1,1.8,2018,0,0.0,0.0,0.0,150162990250023il,15016il,15016299il,il
335,513,1.6,7.0,90.4,96.9,3.9,2017,0,0.0,0.0,0.0,150162990250023il,15016il,15016299il,il
336,1467,19.2,2.4,76.6,59.9,4.6,2021,0,0.2727,0.6364,0.8636,150162990250024il,15016il,15016299il,il
337,1588,20.0,3.1,74.5,66.2,7.8,2019,0,0.0,0.0,0.0,150162990250024il,15016il,15016299il,il
338,1688,20.8,3.9,73.0,75.0,3.8,2018,0,0.0,0.0,0.0,150162990250024il,15016il,15016299il,il
339,1647,23.4,3.6,70.7,72.9,1.8,2017,0,0.0,0.0,0.0,150162990250024il,15016il,15016299il,il
340,2116,4.0,86.3,4.6,59.5,0.9,2021,0,0.3636,0.5455,0.8182,150162990250025il,15016il,15016299il,il
341,1860,5.1,84.4,4.7,57.1,2.3,2019,0,0.0,0.0,0.0,150162990250025il,15016il,15016299il,il
342,1756,5.4,84.0,4.4,59.8,0.6,2018,0,0.0,0.0,0.0,150162990250025il,15016il,15016299il,il
343,1776,4.1,84.7,4.6,62.2,0.0,2017,0,0.0,0.0,0.0,150162990250025il,15016il,15016299il,il
344,1352,10.8,10.8,72.3,76.3,1.3,2021,0,0.2727,0.6364,0.8636,150162990250026il,15016il,15016299il,il
345,1383,13.0,10.3,70.4,72.3,4.5,2019,0,0.0,0.0,0.0,150162990250026il,15016il,15016299il,il
346,1391,13.6,9.1,70.5,81.0,0.1,2018,0,0.0,0.0,0.0,150162990250026il,15016il,15016299il,il
347,1297,12.9,10.6,70.5,81.7,0.8,2017,0,0.0,0.0,0.0,150162990250026il,15016il,15016299il,il
348,4425,39.0,6.6,37.4,39.7,0.6,2021,0,0.2727,0.6364,0.8636,150162990250027il,15016il,15016299il,il
349,4517,36.9,7.9,40.4,43.6,0.9,2019,0,0.0,0.0,0.0,150162990250027il,15016il,15016299il,il
350,4429,35.4,7.9,40.7,47.4,0.4,2018,0,0.0,0.0,0.0,150162990250027il,15016il,15016299il,il
351,4195,36.8,8.2,41.0,50.9,0.0,2017,0,0.0,0.0,0.0,150162990250027il,15016il,15016299il,il
352,211,0.0,97.6,0.0,98.6,8.4,2021,0,0.2727,0.6364,0.8636,150162990250029il,15016il,15016299il,il
353,251,0.0,98.8,1.2,96.8,17.0,2019,0,0.0,0.0,0.0,150162990250029il,15016il,15016299il,il
354,337,0.0,98.2,0.0,97.6,4.8,2018,0,0.0,0.0,0.0,150162990250029il,15016il,15016299il,il
355,358,0.0,97.8,1.7,99.4,2.5,2017,0,0.0,0.0,0.0,150162990250029il,15016il,15016299il,il
356,1619,13.9,15.1,44.3,84.1,2.7,2021,0,0.3636,0.5455,0.8182,150162990250030il,15016il,15016299il,il
357,1486,16.8,13.5,38.5,86.5,6.4,2019,0,0.0,0.0,0.0,150162990250030il,15016il,15016299il,il
358,1451,19.6,11.6,35.6,88.1,3.0,2018,0,0.0,0.0,0.0,150162990250030il,15016il,15016299il,il
359,1472,20.2,11.9,35.0,86.4,0.2,2017,0,0.0,0.0,0.0,150162990250030il,15016il,15016299il,il
360,1078,0.0,97.0,2.2,77.3,2.2,2021,0,0.3636,0.5455,0.8182,150162990250031il,15016il,15016299il,il
361,1225,0.2,97.4,1.4,86.1,6.7,2019,0,0.0,0.0,0.0,150162990250031il,15016il,15016299il,il
362,1267,0.0,97.8,1.0,88.6,1.0,2018,0,0.0,0.0,0.0,150162990250031il,15016il,15016299il,il
363,1408,0.4,97.3,1.3,87.9,0.4,2017,0,0.0,0.0,0.0,150162990250031il,15016il,15016299il,il
364,590,0.0,96.9,0.0,96.4,7.3,2021,0,0.2727,0.6364,0.8636,150162990250034il,15016il,15016299il,il
365,738,0.1,98.2,1.5,94.4,14.2,2019,0,0.0,0.0,0.0,150162990250034il,15016il,15016299il,il
366,623,0.0,98.1,0.0,95.5,1.1,2018,0,0.0,0.0,0.0,150162990250034il,15016il,15016299il,il
367,528,0.2,98.5,0.9,97.5,0.0,2017,0,0.0,0.0,0.0,150162990250034il,15016il,15016299il,il
368,1013,5.4,11.5,72.4,91.1,3.8,2021,0,0.2727,0.6364,0.8636,150162990250035il,15016il,15016299il,il
369,954,5.8,12.8,70.4,94.1,9.4,2019,0,0.0,0.0,0.0,150162990250035il,15016il,15016299il,il
370,1113,5.8,14.6,68.9,96.0,1.5,2018,0,0.0,0.0,0.0,150162990250035il,15016il,15016299il,il
371,1191,5.5,14.6,70.4,96.1,2.3,2017,0,0.0,0.0,0.0,150162990250035il,15016il,15016299il,il
372,1510,4.7,8.3,83.2,89.5,3.4,2021,0,0.2727,0.6364,0.8636,150162990250036il,15016il,15016299il,il
373,1607,5.4,9.9,81.8,88.6,8.1,2019,0,0.0,0.0,0.0,150162990250036il,15016il,15016299il,il
374,1751,5.3,10.1,81.8,92.1,1.7,2018,0,0.0,0.0,0.0,150162990250036il,15016il,15016299il,il
375,1793,5.9,11.2,79.6,92.5,1.5,2017,0,0.0,0.0,0.0,150162990250036il,15016il,15016299il,il
376,1546,14.6,25.1,41.6,76.5,2.8,2021,0,0.3636,0.5455,0.8182,150162990250037il,15016il,15016299il,il
377,1414,10.8,25.4,42.0,79.6,5.8,2019,0,0.0,0.0,0.0,150162990250037il,15016il,15016299il,il
378,1449,11.1,25.6,42.3,81.3,1.3,2018,0,0.0,0.0,0.0,150162990250037il,15016il,15016299il,il
379,1415,10.6,26.4,43.9,82.4,1.1,2017,0,0.0,0.0,0.0,150162990250037il,15016il,15016299il,il
380,462,0.0,95.2,2.2,75.3,1.4,2021,0,0.4545,0.4545,0.7727,150162990250039il,15016il,15016299il,il
381,514,0.2,94.2,4.1,79.2,3.6,2019,0,0.0,0.0,0.0,150162990250039il,15016il,15016299il,il
382,599,0.0,94.0,3.8,80.1,0.3,2018,0,0.0,0.0,0.0,150162990250039il,15016il,15016299il,il
383,638,0.6,93.7,3.9,80.1,0.0,2017,0,0.0,0.0,0.0,150162990250039il,15016il,15016299il,il
384,1151,5.5,18.2,72.0,85.0,4.1,2021,0,0.2727,0.6364,0.8636,150162990250041il,15016il,15016299il,il
385,1227,8.9,15.8,71.4,82.9,9.4,2019,0,0.0,0.0,0.0,150162990250041il,15016il,15016299il,il
386,1262,8.8,14.8,72.7,90.9,0.3,2018,0,0.0,0.0,0.0,150162990250041il,15016il,15016299il,il
387,1351,8.2,14.2,73.4,91.1,0.1,2017,0,0.0,0.0,0.0,150162990250041il,15016il,15016299il,il
388,593,9.1,37.6,41.0,93.3,3.0,2021,0,0.2727,0.6364,0.8636,150162990250042il,15016il,15016299il,il
389,654,7.0,39.4,34.9,88.1,7.1,2019,0,0.0,0.0,0.0,150162990250042il,15016il,15016299il,il
390,730,6.0,41.6,33.8,93.7,2.1,2018,0,0.0,0.0,0.0,150162990250042il,15016il,15016299il,il
391,608,5.9,39.3,38.0,95.4,3.0,2017,0,0.0,0.0,0.0,150162990250042il,15016il,15016299il,il
392,3949,44.7,2.7,41.7,52.2,1.9,2021,0,0.2727,0.6364,0.8636,150162990250043il,15016il,15016299il,il
393,3398,46.9,2.2,39.8,46.6,4.6,2019,0,0.0,0.0,0.0,150162990250043il,15016il,15016299il,il
394,3371,46.4,2.3,39.4,54.5,2.1,2018,0,0.0,0.0,0.0,150162990250043il,15016il,15016299il,il
395,3267,47.3,2.6,40.1,57.1,0.6,2017,0,0.0,0.0,0.0,150162990250043il,15016il,15016299il,il
396,203,9.9,39.9,47.8,96.1,10.3,2021,0,0.4545,0.4545,0.7727,150162990250044il,15016il,15016299il,il
397,214,10.3,49.1,39.3,93.5,21.4,2019,0,0.0,0.0,0.0,150162990250044il,15016il,15016299il,il
398,249,8.8,53.8,34.9,94.8,4.4,2018,0,0.0,0.0,0.0,150162990250044il,15016il,15016299il,il
399,272,9.2,59.9,26.8,95.2,2.9,2017,0,0.0,0.0,0.0,150162990250044il,15016il,15016299il,il
400,1674,17.2,10.2,54.3,66.7,0.4,2021,0,0.3636,0.5455,0.8182,150162990250046il,15016il,15016299il,il
401,1772,16.4,9.8,57.6,66.3,1.0,2019,0,0.0,0.0,0.0,150162990250046il,15016il,15016299il,il
402,1726,16.3,11.0,57.2,75.5,0.1,2018,0,0.0,0.0,0.0,150162990250046il,15016il,15016299il,il
403,1734,17.0,10.3,56.7,75.4,0.0,2017,0,0.0,0.0,0.0,150162990250046il,15016il,15016299il,il
404,2117,31.8,20.5,32.5,46.3,1.7,2021,0,0.2727,0.6364,0.8636,150162990250047il,15016il,15016299il,il
405,2104,28.7,21.3,33.2,46.8,3.9,2019,0,0.0,0.0,0.0,150162990250047il,15016il,15016299il,il
406,2113,28.3,21.5,34.9,55.2,0.4,2018,0,0.0,0.0,0.0,150162990250047il,15016il,15016299il,il
407,2133,27.7,20.8,35.5,54.6,0.2,2017,0,0.0,0.0,0.0,150162990250047il,15016il,15016299il,il
408,1503,4.4,5.4,88.4,85.6,2.6,2021,0,0.2727,0.6364,0.8636,150162990250048il,15016il,15016299il,il
409,1435,4.8,4.8,88.5,85.8,5.5,2019,0,0.0,0.0,0.0,150162990250048il,15016il,15016299il,il
410,1440,5.4,5.4,87.6,92.2,2.0,2018,0,0.0,0.0,0.0,150162990250048il,15016il,15016299il,il
411,1418,5.6,5.8,87.4,90.9,2.2,2017,0,0.0,0.0,0.0,150162990250048il,15016il,15016299il,il
412,312,3.8,47.1,47.4,81.7,4.7,2021,0,0.2727,0.6364,0.8636,150162990250049il,15016il,15016299il,il
413,358,5.0,47.8,44.7,89.7,8.4,2019,0,0.0,0.0,0.0,150162990250049il,15016il,15016299il,il
414,380,3.4,51.6,43.7,91.3,0.5,2018,0,0.0,0.0,0.0,150162990250049il,15016il,15016299il,il
415,377,2.7,52.8,43.8,93.1,1.3,2017,0,0.0,0.0,0.0,150162990250049il,15016il,15016299il,il
416,435,0.0,81.8,15.9,88.0,0.5,2021,0,0.3636,0.5455,0.8182,150162990250052il,15016il,15016299il,il
417,428,0.7,73.4,24.1,86.7,4.7,2019,0,0.0,0.0,0.0,150162990250052il,15016il,15016299il,il
418,481,0.0,73.2,24.1,86.7,0.0,2018,0,0.0,0.0,0.0,150162990250052il,15016il,15016299il,il
419,585,0.7,72.3,25.0,88.9,0.5,2017,0,0.0,0.0,0.0,150162990250052il,15016il,15016299il,il
420,781,18.4,22.9,52.4,59.0,1.3,2021,0,0.3636,0.5455,0.8182,150162990250053il,15016il,15016299il,il
421,711,22.8,17.9,52.0,47.8,2.2,2019,0,0.0,0.0,0.0,150162990250053il,15016il,15016299il,il
422,711,22.9,19.3,51.2,59.6,0.0,2018,0,0.0,0.0,0.0,150162990250053il,15016il,15016299il,il
423,729,21.8,19.8,51.7,61.2,0.4,2017,0,0.0,0.0,0.0,150162990250053il,15016il,15016299il,il
424,215,0.0,99.1,0.0,87.4,2.9,2021,1,0.0,0.9091,1.0,15016299025010Cil,15016il,15016299il,il
425,258,0.0,99.2,0.4,85.7,2.0,2019,1,0.0,0.0,0.0,15016299025010Cil,15016il,15016299il,il
426,260,0.0,99.6,0.0,85.0,0.8,2018,1,0.0,0.0,0.0,15016299025010Cil,15016il,15016299il,il
427,324,0.0,98.8,0.9,88.0,1.5,2017,1,0.0,0.0,0.0,15016299025010Cil,15016il,15016299il,il
428,596,0.0,2.2,97.5,96.1,0.0,2021,1,0.0,0.9091,1.0,15016299025012Cil,15016il,15016299il,il
429,741,0.3,2.2,97.3,94.7,3.6,2019,1,0.0,0.0,0.0,15016299025012Cil,15016il,15016299il,il
430,749,0.0,3.2,96.3,99.3,0.5,2018,1,0.0,0.0,0.0,15016299025012Cil,15016il,15016299il,il
431,756,0.7,3.3,95.8,98.3,1.6,2017,1,0.0,0.0,0.0,15016299025012Cil,15016il,15016299il,il
432,337,0.0,99.4,0.0,87.5,0.9,2021,1,0.0,0.9091,1.0,15016299025013Cil,15016il,15016299il,il
433,331,0.0,97.9,1.2,80.4,2.5,2019,1,0.0,0.0,0.0,15016299025013Cil,15016il,15016299il,il
434,316,0.0,97.8,0.0,81.6,0.3,2018,1,0.0,0.0,0.0,15016299025013Cil,15016il,15016299il,il
435,365,0.0,97.5,1.6,80.8,0.5,2017,1,0.0,0.0,0.0,15016299025013Cil,15016il,15016299il,il
436,521,0.0,58.5,35.9,95.6,0.8,2021,1,0.5455,0.3636,0.7273,15016299025015Cil,15016il,15016299il,il
437,545,0.7,62.9,35.6,96.3,4.2,2019,1,0.0,0.0,0.0,15016299025015Cil,15016il,15016299il,il
438,538,0.0,63.9,34.9,96.3,1.1,2018,1,0.0,0.0,0.0,15016299025015Cil,15016il,15016299il,il
439,498,0.4,63.3,35.7,95.6,1.8,2017,1,0.0,0.0,0.0,15016299025015Cil,15016il,15016299il,il
440,243,0.0,99.6,0.0,93.0,0.5,2021,1,0.0,0.9091,1.0,15016299025019Cil,15016il,15016299il,il
441,346,0.0,99.4,0.0,95.1,2.3,2019,1,0.0,0.0,0.0,15016299025019Cil,15016il,15016299il,il
442,306,0.0,99.3,0.0,97.7,0.0,2018,1,0.0,0.0,0.0,15016299025019Cil,15016il,15016299il,il
443,305,0.0,99.0,0.7,96.7,0.0,2017,1,0.0,0.0,0.0,15016299025019Cil,15016il,15016299il,il
444,97,0.0,0.0,97.9,97.9,1.0,2021,1,0.0,1.0,1.0,15016299025020Cil,15016il,15016299il,il
445,89,1.1,0.0,97.8,96.6,34.9,2019,1,0.0,0.0,0.0,15016299025020Cil,15016il,15016299il,il
446,86,0.0,0.0,98.8,100.0,30.2,2018,1,0.0,0.0,0.0,15016299025020Cil,15016il,15016299il,il
447,129,0.8,0.8,97.7,96.1,48.1,2017,1,0.0,0.0,0.0,15016299025020Cil,15016il,15016299il,il
448,1006,2.8,3.7,93.2,87.9,0.2,2021,1,0.0,0.9091,1.0,15016299025022Cil,15016il,15016299il,il
449,1008,3.5,4.1,91.5,84.3,19.4,2019,1,0.0,0.0,0.0,15016299025022Cil,15016il,15016299il,il
450,1010,5.0,4.7,88.3,83.6,0.3,2018,1,0.0,0.0,0.0,15016299025022Cil,15016il,15016299il,il
451,986,4.8,5.4,87.1,83.5,0.2,2017,1,0.0,0.0,0.0,15016299025022Cil,15016il,15016299il,il
452,113,0.0,88.5,8.8,83.2,2.0,2021,1,0.0,0.9091,1.0,15016299025027Cil,15016il,15016299il,il
453,235,1.3,90.2,7.2,91.9,8.1,2019,1,0.0,0.0,0.0,15016299025027Cil,15016il,15016299il,il
454,258,0.0,86.8,10.1,94.2,0.8,2018,1,0.0,0.0,0.0,15016299025027Cil,15016il,15016299il,il
455,285,2.8,76.1,19.3,94.0,2.5,2017,1,0.0,0.0,0.0,15016299025027Cil,15016il,15016299il,il
456,979,1.2,4.3,94.2,94.9,0.1,2021,1,0.0,0.9091,1.0,15016299025028Cil,15016il,15016299il,il
457,974,0.8,3.8,94.7,95.7,1.7,2019,1,0.0,0.0,0.0,15016299025028Cil,15016il,15016299il,il
458,985,0.0,3.0,95.2,95.2,0.0,2018,1,0.0,0.0,0.0,15016299025028Cil,15016il,15016299il,il
