,totalenrolled,white,black,hispanic,lowincome,dropout,year,charter,hybridper,virtualper,schoolmode,schoolcode,countycode,districtcode,state
534,386,0.0,87.3,9.6,82.9,0.8,2018,1,0.0,0.0,0.0,15016299025050Cil,15016il,15016299il,il
535,397,1.0,83.6,12.6,85.1,0.4,2017,1,0.0,0.0,0.0,15016299025050Cil,15016il,15016299il,il
536,528,0.0,99.4,0.0,92.0,1.1,2021,1,0.2727,0.6364,0.8636,15016299025051Cil,15016il,15016299il,il
537,406,0.0,97.5,1.5,92.4,1.5,2019,1,0.0,0.0,0.0,15016299025051Cil,15016il,15016299il,il
538,436,0.0,97.9,0.0,95.2,0.0,2018,1,0.0,0.0,0.0,15016299025051Cil,15016il,15016299il,il
539,477,0.0,97.7,0.8,96.0,0.0,2017,1,0.0,0.0,0.0,15016299025051Cil,15016il,15016299il,il
540,727,0.0,96.6,2.3,92.8,5.1,2021,0,0.2727,0.6364,0.8636,150162990250526il,15016il,15016299il,il
541,875,0.1,97.0,2.3,92.6,9.2,2019,0,0.0,0.0,0.0,150162990250526il,15016il,15016299il,il
542,861,0.0,97.0,2.2,96.1,0.5,2018,0,0.0,0.0,0.0,150162990250526il,15016il,15016299il,il
543,901,0.0,97.1,2.3,97.2,0.4,2017,0,0.0,0.0,0.0,150162990250526il,15016il,15016299il,il
544,336,0.0,99.1,0.0,92.9,1.1,2021,1,0.2727,0.6364,0.8636,15016299025052Cil,15016il,15016299il,il
545,317,0.0,98.1,0.9,91.8,1.4,2019,1,0.0,0.0,0.0,15016299025052Cil,15016il,15016299il,il
546,333,0.0,97.6,0.0,92.2,0.0,2018,1,0.0,0.0,0.0,15016299025052Cil,15016il,15016299il,il
547,375,0.0,97.3,1.6,92.5,0.5,2017,1,0.0,0.0,0.0,15016299025052Cil,15016il,15016299il,il
548,410,0.0,96.6,2.9,98.5,2.5,2021,0,0.2727,0.6364,0.8636,150162990250531il,15016il,15016299il,il
549,312,0.6,95.2,4.2,95.8,6.0,2019,0,0.0,0.0,0.0,150162990250531il,15016il,15016299il,il
550,439,0.0,96.4,3.4,99.5,0.0,2018,0,0.0,0.0,0.0,150162990250531il,15016il,15016299il,il
551,554,0.4,97.5,2.2,99.5,2.5,2017,0,0.0,0.0,0.0,150162990250531il,15016il,15016299il,il
552,1964,40.6,11.3,29.2,35.8,0.4,2021,0,0.3636,0.5455,0.8182,150162990250533il,15016il,15016299il,il
553,1908,37.9,11.9,29.5,37.5,0.9,2019,0,0.0,0.0,0.0,150162990250533il,15016il,15016299il,il
554,1861,39.0,13.9,28.9,39.5,0.2,2018,0,0.0,0.0,0.0,150162990250533il,15016il,15016299il,il
555,1817,38.9,15.8,28.4,41.0,0.2,2017,0,0.0,0.0,0.0,150162990250533il,15016il,15016299il,il
556,1212,1.9,21.0,76.7,88.0,0.2,2021,0,0.2727,0.6364,0.8636,150162990250534il,15016il,15016299il,il
557,1327,1.9,19.2,77.8,89.1,1.8,2019,0,0.0,0.0,0.0,150162990250534il,15016il,15016299il,il
558,1395,2.0,18.0,78.7,92.6,0.3,2018,0,0.0,0.0,0.0,150162990250534il,15016il,15016299il,il
559,1375,3.1,18.8,76.5,93.1,0.4,2017,0,0.0,0.0,0.0,150162990250534il,15016il,15016299il,il
560,225,0.0,42.7,54.7,98.7,11.9,2021,0,0.2727,0.6364,0.8636,150162990250536il,15016il,15016299il,il
561,217,0.9,41.0,57.6,99.1,18.6,2019,0,0.0,0.0,0.0,150162990250536il,15016il,15016299il,il
562,217,0.0,39.2,59.9,98.2,5.1,2018,0,0.0,0.0,0.0,150162990250536il,15016il,15016299il,il
563,250,0.4,42.8,56.0,91.2,2.0,2017,0,0.0,0.0,0.0,150162990250536il,15016il,15016299il,il
564,1403,0.0,98.6,0.9,81.8,0.3,2021,0,0.3636,0.5455,0.8182,150162990250537il,15016il,15016299il,il
565,1338,0.0,98.7,1.0,88.6,2.4,2019,0,0.0,0.0,0.0,150162990250537il,15016il,15016299il,il
566,1335,0.0,98.8,0.9,90.8,0.2,2018,0,0.0,0.0,0.0,150162990250537il,15016il,15016299il,il
567,1319,0.1,98.5,1.0,91.7,0.1,2017,0,0.0,0.0,0.0,150162990250537il,15016il,15016299il,il
568,423,0.0,98.6,0.0,100.0,1.5,2021,1,0.4545,0.4545,0.7727,15016299025053Cil,15016il,15016299il,il
569,488,0.2,98.0,1.8,91.2,3.1,2019,1,0.0,0.0,0.0,15016299025053Cil,15016il,15016299il,il
570,462,0.0,96.5,3.0,93.1,0.5,2018,1,0.0,0.0,0.0,15016299025053Cil,15016il,15016299il,il
571,460,0.2,96.7,2.4,91.5,0.5,2017,1,0.0,0.0,0.0,15016299025053Cil,15016il,15016299il,il
572,278,0.0,96.0,0.0,91.7,3.8,2021,0,0.2727,0.6364,0.8636,150162990250543il,15016il,15016299il,il
573,272,0.0,97.4,1.5,91.2,13.5,2019,0,0.0,0.0,0.0,150162990250543il,15016il,15016299il,il
574,308,0.0,98.4,0.0,87.3,1.0,2018,0,0.0,0.0,0.0,150162990250543il,15016il,15016299il,il
575,368,0.0,99.2,0.5,96.7,0.3,2017,0,0.0,0.0,0.0,150162990250543il,15016il,15016299il,il
576,685,2.0,29.9,66.4,92.4,3.0,2021,0,0.2727,0.6364,0.8636,150162990250545il,15016il,15016299il,il
577,697,1.7,29.7,67.3,87.7,6.8,2019,0,0.0,0.0,0.0,150162990250545il,15016il,15016299il,il
578,753,1.3,30.0,67.3,93.9,0.1,2018,0,0.0,0.0,0.0,150162990250545il,15016il,15016299il,il
579,732,1.8,29.1,67.5,94.4,1.5,2017,0,0.0,0.0,0.0,150162990250545il,15016il,15016299il,il
580,151,0.0,94.7,0.0,97.4,32.8,2021,1,0.0,0.9091,1.0,15016299025054Cil,15016il,15016299il,il
581,170,0.0,95.9,3.5,88.2,33.3,2019,1,0.0,0.0,0.0,15016299025054Cil,15016il,15016299il,il
582,154,0.0,94.8,0.0,97.4,32.5,2018,1,0.0,0.0,0.0,15016299025054Cil,15016il,15016299il,il
583,196,0.0,96.4,3.6,96.9,45.4,2017,1,0.0,0.0,0.0,15016299025054Cil,15016il,15016299il,il
584,124,0.0,93.5,0.0,100.0,25.6,2021,1,0.0,0.9091,1.0,15016299025055Cil,15016il,15016299il,il
585,150,0.7,97.3,2.0,96.0,28.6,2019,1,0.0,0.0,0.0,15016299025055Cil,15016il,15016299il,il
586,151,0.0,95.4,0.0,99.3,46.4,2018,1,0.0,0.0,0.0,15016299025055Cil,15016il,15016299il,il
587,211,0.0,97.2,2.8,99.1,33.6,2017,1,0.0,0.0,0.0,15016299025055Cil,15016il,15016299il,il
588,165,0.0,6.7,88.5,89.1,44.8,2021,1,0.0909,0.8182,0.9545,15016299025056Cil,15016il,15016299il,il
589,173,2.9,2.9,93.1,83.2,53.6,2019,1,0.0,0.0,0.0,15016299025056Cil,15016il,15016299il,il
590,180,0.0,0.0,94.4,97.8,60.0,2018,1,0.0,0.0,0.0,15016299025056Cil,15016il,15016299il,il
591,195,1.0,3.6,93.8,100.0,66.2,2017,1,0.0,0.0,0.0,15016299025056Cil,15016il,15016299il,il
592,130,0.0,27.7,68.5,99.2,10.6,2021,1,0.0,0.9091,1.0,15016299025057Cil,15016il,15016299il,il
593,129,3.1,25.6,70.5,93.0,49.8,2019,1,0.0,0.0,0.0,15016299025057Cil,15016il,15016299il,il
594,143,0.0,28.7,67.8,98.6,61.5,2018,1,0.0,0.0,0.0,15016299025057Cil,15016il,15016299il,il
595,172,1.7,26.2,70.9,99.4,49.4,2017,1,0.0,0.0,0.0,15016299025057Cil,15016il,15016299il,il
596,71,0.0,94.4,0.0,100.0,22.2,2021,1,0.0,0.9091,1.0,15016299025058Cil,15016il,15016299il,il
597,106,0.0,99.1,0.9,91.5,33.1,2019,1,0.0,0.0,0.0,15016299025058Cil,15016il,15016299il,il
598,143,0.0,97.9,0.0,100.0,39.2,2018,1,0.0,0.0,0.0,15016299025058Cil,15016il,15016299il,il
599,148,0.7,92.6,6.8,98.6,62.2,2017,1,0.0,0.0,0.0,15016299025058Cil,15016il,15016299il,il
600,120,0.0,96.7,0.0,97.5,10.0,2021,1,0.0,0.9091,1.0,15016299025059Cil,15016il,15016299il,il
601,158,0.0,97.5,1.9,96.2,30.9,2019,1,0.0,0.0,0.0,15016299025059Cil,15016il,15016299il,il
602,163,0.0,99.4,0.0,98.2,39.3,2018,1,0.0,0.0,0.0,15016299025059Cil,15016il,15016299il,il
603,217,0.0,99.1,0.5,99.1,44.2,2017,1,0.0,0.0,0.0,15016299025059Cil,15016il,15016299il,il
604,154,0.0,96.1,0.0,99.4,16.9,2021,1,0.0,0.9091,1.0,15016299025060Cil,15016il,15016299il,il
605,185,0.0,98.4,1.6,80.0,34.7,2019,1,0.0,0.0,0.0,15016299025060Cil,15016il,15016299il,il
606,164,0.0,99.4,0.0,100.0,57.3,2018,1,0.0,0.0,0.0,15016299025060Cil,15016il,15016299il,il
607,184,0.0,98.9,0.5,97.8,40.2,2017,1,0.0,0.0,0.0,15016299025060Cil,15016il,15016299il,il
608,82,0.0,96.3,0.0,96.3,19.1,2021,0,0.3636,0.5455,0.8182,150162990250616il,15016il,15016299il,il
609,80,1.3,97.5,1.3,85.0,23.8,2019,0,0.0,0.0,0.0,150162990250616il,15016il,15016299il,il
610,118,0.0,97.5,0.0,89.0,0.0,2018,0,0.0,0.0,0.0,150162990250616il,15016il,15016299il,il
611,170,0.0,95.9,3.5,94.7,0.0,2017,0,0.0,0.0,0.0,150162990250616il,15016il,15016299il,il
612,2990,1.7,11.8,83.9,87.6,3.1,2021,0,0.2727,0.6364,0.8636,150162990250617il,15016il,15016299il,il
613,2895,2.1,12.8,82.7,88.5,8.8,2019,0,0.0,0.0,0.0,150162990250617il,15016il,15016299il,il
614,2918,2.1,13.0,81.5,93.1,1.2,2018,0,0.0,0.0,0.0,150162990250617il,15016il,15016299il,il
615,2937,2.4,12.5,81.5,93.2,1.4,2017,0,0.0,0.0,0.0,150162990250617il,15016il,15016299il,il
616,84,0.0,95.2,0.0,98.8,29.6,2021,1,0.0,0.9091,1.0,15016299025061Cil,15016il,15016299il,il
617,137,0.0,98.5,0.0,98.5,45.7,2019,1,0.0,0.0,0.0,15016299025061Cil,15016il,15016299il,il
618,156,0.0,97.4,0.0,98.7,53.8,2018,1,0.0,0.0,0.0,15016299025061Cil,15016il,15016299il,il
619,183,0.0,99.5,0.5,98.9,65.0,2017,1,0.0,0.0,0.0,15016299025061Cil,15016il,15016299il,il
620,166,0.0,16.9,79.5,100.0,13.6,2021,1,0.0,0.9091,1.0,15016299025062Cil,15016il,15016299il,il
621,185,0.5,24.3,73.0,92.4,34.3,2019,1,0.0,0.0,0.0,15016299025062Cil,15016il,15016299il,il
622,200,0.0,16.5,79.0,94.5,39.5,2018,1,0.0,0.0,0.0,15016299025062Cil,15016il,15016299il,il
623,197,2.0,17.3,80.7,97.5,39.6,2017,1,0.0,0.0,0.0,15016299025062Cil,15016il,15016299il,il
624,355,0.0,92.1,6.2,97.5,22.8,2021,1,0.0,0.9091,1.0,15016299025063Cil,15016il,15016299il,il
625,403,0.2,91.8,7.4,88.3,39.0,2019,1,0.0,0.0,0.0,15016299025063Cil,15016il,15016299il,il
626,409,0.0,90.5,7.8,98.5,48.2,2018,1,0.0,0.0,0.0,15016299025063Cil,15016il,15016299il,il
627,426,1.9,87.8,8.5,93.2,57.7,2017,1,0.0,0.0,0.0,15016299025063Cil,15016il,15016299il,il
628,211,0.0,23.2,69.7,98.6,34.5,2021,1,0.1,0.8,0.95,15016299025064Cil,15016il,15016299il,il
629,209,3.3,25.4,71.3,72.2,42.6,2019,1,0.0,0.0,0.0,15016299025064Cil,15016il,15016299il,il
630,209,0.0,27.8,68.4,97.6,56.0,2018,1,0.0,0.0,0.0,15016299025064Cil,15016il,15016299il,il
631,208,1.4,33.7,62.0,98.6,45.2,2017,1,0.0,0.0,0.0,15016299025064Cil,15016il,15016299il,il
632,187,0.0,0.0,91.4,100.0,31.6,2021,1,0.2,0.7,0.9,15016299025065Cil,15016il,15016299il,il
633,219,0.0,10.5,88.6,84.9,45.3,2019,1,0.0,0.0,0.0,15016299025065Cil,15016il,15016299il,il
634,231,0.0,5.6,93.5,98.7,48.1,2018,1,0.0,0.0,0.0,15016299025065Cil,15016il,15016299il,il
635,216,0.9,8.3,90.7,99.1,45.4,2017,1,0.0,0.0,0.0,15016299025065Cil,15016il,15016299il,il
636,97,0.0,85.6,12.4,87.6,14.8,2021,1,0.0,0.9091,1.0,15016299025066Cil,15016il,15016299il,il
637,101,0.0,84.2,13.9,89.1,41.4,2019,1,0.0,0.0,0.0,15016299025066Cil,15016il,15016299il,il
638,101,0.0,83.2,15.8,93.1,49.5,2018,1,0.0,0.0,0.0,15016299025066Cil,15016il,15016299il,il
639,126,0.0,91.3,7.9,96.8,38.1,2017,1,0.0,0.0,0.0,15016299025066Cil,15016il,15016299il,il
640,323,0.0,88.2,10.5,100.0,4.5,2021,1,0.0,0.9091,1.0,15016299025067Cil,15016il,15016299il,il
641,304,0.0,95.7,3.6,98.4,15.9,2019,1,0.0,0.0,0.0,15016299025067Cil,15016il,15016299il,il
642,344,0.0,94.2,5.2,99.7,6.1,2018,1,0.0,0.0,0.0,15016299025067Cil,15016il,15016299il,il
643,329,0.0,94.2,5.5,99.7,4.3,2017,1,0.0,0.0,0.0,15016299025067Cil,15016il,15016299il,il
644,190,9.5,29.5,51.6,90.0,13.5,2021,1,0.0,0.9091,1.0,15016299025068Cil,15016il,15016299il,il
645,218,8.7,31.7,45.0,78.4,37.0,2019,1,0.0,0.0,0.0,15016299025068Cil,15016il,15016299il,il
646,221,9.5,31.2,48.9,87.3,39.8,2018,1,0.0,0.0,0.0,15016299025068Cil,15016il,15016299il,il
647,205,8.8,33.7,52.2,87.3,55.6,2017,1,0.0,0.0,0.0,15016299025068Cil,15016il,15016299il,il
648,129,0.0,60.5,36.4,96.1,24.2,2021,1,0.0,0.9091,1.0,15016299025070Cil,15016il,15016299il,il
649,172,0.6,61.0,37.2,83.7,39.9,2019,1,0.0,0.0,0.0,15016299025070Cil,15016il,15016299il,il
650,129,0.0,80.6,17.1,96.9,48.1,2018,1,0.0,0.0,0.0,15016299025070Cil,15016il,15016299il,il
651,153,0.7,83.0,15.7,97.4,53.6,2017,1,0.0,0.0,0.0,15016299025070Cil,15016il,15016299il,il
652,115,0.0,69.6,27.8,97.4,11.5,2021,1,0.0,0.9091,1.0,15016299025071Cil,15016il,15016299il,il
653,155,1.3,67.1,31.6,92.3,30.1,2019,1,0.0,0.0,0.0,15016299025071Cil,15016il,15016299il,il
654,95,0.0,75.8,24.2,97.9,63.2,2018,1,0.0,0.0,0.0,15016299025071Cil,15016il,15016299il,il
655,122,0.0,79.5,20.5,100.0,56.6,2017,1,0.0,0.0,0.0,15016299025071Cil,15016il,15016299il,il
656,105,0.0,92.4,0.0,91.4,23.3,2021,1,0.0,0.9,1.0,15016299025072Cil,15016il,15016299il,il
657,219,0.5,95.9,3.2,83.1,47.2,2019,1,0.0,0.0,0.0,15016299025072Cil,15016il,15016299il,il
658,231,0.0,91.8,6.5,97.4,35.9,2018,1,0.0,0.0,0.0,15016299025072Cil,15016il,15016299il,il
659,257,1.2,92.6,5.1,99.6,49.4,2017,1,0.0,0.0,0.0,15016299025072Cil,15016il,15016299il,il
660,180,0.0,97.2,0.0,98.3,31.9,2021,1,0.0,0.9091,1.0,15016299025073Cil,15016il,15016299il,il
661,174,0.0,98.9,1.1,93.7,42.1,2019,1,0.0,0.0,0.0,15016299025073Cil,15016il,15016299il,il
662,164,0.0,99.4,0.0,79.3,47.0,2018,1,0.0,0.0,0.0,15016299025073Cil,15016il,15016299il,il
663,204,0.0,98.0,1.0,99.0,28.4,2017,1,0.0,0.0,0.0,15016299025073Cil,15016il,15016299il,il
664,298,0.0,0.0,95.0,91.3,0.0,2021,1,0.0909,0.9091,0.9545,15016299025074Cil,15016il,15016299il,il
665,328,1.5,2.1,94.8,94.5,10.1,2019,1,0.0,0.0,0.0,15016299025074Cil,15016il,15016299il,il
666,364,0.0,2.7,94.8,95.3,4.7,2018,1,0.0,0.0,0.0,15016299025074Cil,15016il,15016299il,il
667,420,1.2,2.6,95.0,96.7,3.1,2017,1,0.0,0.0,0.0,15016299025074Cil,15016il,15016299il,il
668,386,0.0,97.4,0.0,93.3,2.3,2021,0,0.3636,0.5455,0.8182,150162990250763il,15016il,15016299il,il
669,449,0.0,98.0,1.8,85.7,7.6,2019,0,0.0,0.0,0.0,150162990250763il,15016il,15016299il,il
670,516,0.0,98.6,0.0,96.9,0.6,2018,0,0.0,0.0,0.0,150162990250763il,15016il,15016299il,il
671,625,0.2,99.0,0.6,98.4,0.2,2017,0,0.0,0.0,0.0,150162990250763il,15016il,15016299il,il
672,2209,26.3,18.6,28.3,36.4,0.4,2021,0,0.2727,0.6364,0.8636,150162990250764il,15016il,15016299il,il
673,2208,28.3,20.6,29.4,37.8,1.1,2019,0,0.0,0.0,0.0,150162990250764il,15016il,15016299il,il
674,2157,28.1,21.4,30.0,40.5,0.1,2018,0,0.0,0.0,0.0,150162990250764il,15016il,15016299il,il
675,2114,29.0,22.9,28.3,43.1,0.1,2017,0,0.0,0.0,0.0,150162990250764il,15016il,15016299il,il
676,1700,1.5,2.5,94.4,91.6,1.7,2021,0,0.2727,0.6364,0.8636,150162990250767il,15016il,15016299il,il
677,1702,0.6,3.1,94.2,71.9,5.9,2019,0,0.0,0.0,0.0,150162990250767il,15016il,15016299il,il
678,1743,0.6,3.3,94.7,96.3,2.0,2018,0,0.0,0.0,0.0,150162990250767il,15016il,15016299il,il
679,1589,0.6,2.9,94.4,96.7,1.6,2017,0,0.0,0.0,0.0,150162990250767il,15016il,15016299il,il
680,819,31.5,48.2,18.6,49.0,1.6,2021,0,0.3636,0.5455,0.8182,150162990250772il,15016il,15016299il,il
681,761,35.5,43.8,17.6,39.8,1.2,2019,0,0.0,0.0,0.0,150162990250772il,15016il,15016299il,il
682,718,37.2,41.4,18.1,40.3,0.4,2018,0,0.0,0.0,0.0,150162990250772il,15016il,15016299il,il
683,718,35.8,41.6,19.4,45.0,0.4,2017,0,0.0,0.0,0.0,150162990250772il,15016il,15016299il,il
684,1019,3.8,2.0,92.6,76.9,0.4,2021,0,0.2727,0.6364,0.8636,150162990250779il,15016il,15016299il,il
685,1008,2.9,1.8,93.9,81.7,3.5,2019,0,0.0,0.0,0.0,150162990250779il,15016il,15016299il,il
686,967,2.6,1.7,93.8,86.3,0.3,2018,0,0.0,0.0,0.0,150162990250779il,15016il,15016299il,il
687,887,2.1,1.0,94.9,91.2,0.8,2017,0,0.0,0.0,0.0,150162990250779il,15016il,15016299il,il
688,983,0.0,76.7,21.0,62.2,0.6,2021,0,0.3636,0.5455,0.8182,150162990250788il,15016il,15016299il,il
689,986,0.8,80.1,18.2,67.6,2.8,2019,0,0.0,0.0,0.0,150162990250788il,15016il,15016299il,il
690,962,0.0,79.5,18.4,71.8,0.4,2018,0,0.0,0.0,0.0,150162990250788il,15016il,15016299il,il
691,921,0.7,82.1,16.0,73.5,0.0,2017,0,0.0,0.0,0.0,150162990250788il,15016il,15016299il,il
692,1058,31.2,5.5,30.4,40.1,0.5,2021,0,0.2727,0.6364,0.8636,150162990250794il,15016il,15016299il,il
693,1090,26.9,7.5,29.8,44.0,0.2,2019,0,0.0,0.0,0.0,150162990250794il,15016il,15016299il,il
694,1061,29.3,7.3,29.8,44.3,0.1,2018,0,0.0,0.0,0.0,150162990250794il,15016il,15016299il,il
695,1069,30.1,8.3,28.7,41.5,0.0,2017,0,0.0,0.0,0.0,150162990250794il,15016il,15016299il,il
696,280,0.0,61.4,34.3,81.4,0.8,2021,0,0.2727,0.6364,0.8636,150162990250795il,15016il,15016299il,il
697,299,1.3,62.9,34.8,73.9,0.7,2019,0,0.0,0.0,0.0,150162990250795il,15016il,15016299il,il
698,309,0.0,64.7,32.0,91.9,0.6,2018,0,0.0,0.0,0.0,150162990250795il,15016il,15016299il,il
699,292,1.4,70.5,27.1,94.5,0.0,2017,0,0.0,0.0,0.0,150162990250795il,15016il,15016299il,il
700,1216,44.2,10.0,21.6,29.6,0.2,2021,0,0.2727,0.6364,0.8636,150162990250796il,15016il,15016299il,il
701,1153,43.6,10.8,22.3,31.0,0.4,2019,0,0.0,0.0,0.0,150162990250796il,15016il,15016299il,il
702,1073,43.4,11.0,22.0,31.6,0.1,2018,0,0.0,0.0,0.0,150162990250796il,15016il,15016299il,il
703,978,42.9,12.7,22.2,33.2,0.1,2017,0,0.0,0.0,0.0,150162990250796il,15016il,15016299il,il
704,540,2.4,4.3,92.0,82.0,2.5,2021,1,0.2727,0.7273,0.8636,15016299025079Cil,15016il,15016299il,il
705,640,1.6,2.7,94.4,66.3,2.6,2019,1,0.0,0.0,0.0,15016299025079Cil,15016il,15016299il,il
706,489,0.0,2.0,93.9,96.5,2.7,2018,1,0.0,0.0,0.0,15016299025079Cil,15016il,15016299il,il
707,335,2.7,1.5,93.7,96.4,0.3,2017,1,0.0,0.0,0.0,15016299025079Cil,15016il,15016299il,il
708,578,2.4,14.4,78.9,88.8,0.4,2021,0,0.2727,0.6364,0.8636,150162990250803il,15016il,15016299il,il
709,545,0.9,15.6,80.6,88.6,0.6,2019,0,0.0,0.0,0.0,150162990250803il,15016il,15016299il,il
710,532,0.0,17.1,80.3,94.2,0.0,2018,0,0.0,0.0,0.0,150162990250803il,15016il,15016299il,il
711,540,0.6,22.2,75.4,95.9,0.0,2017,0,0.0,0.0,0.0,150162990250803il,15016il,15016299il,il
712,97,0.0,0.0,99.0,96.9,2.3,2021,0,0.2727,0.6364,0.8636,150162990250818il,15016il,15016299il,il
713,127,2.4,0.0,96.1,92.9,12.2,2019,0,0.0,0.0,0.0,150162990250818il,15016il,15016299il,il
714,131,0.0,0.0,97.7,96.2,4.6,2018,0,0.0,0.0,0.0,150162990250818il,15016il,15016299il,il
715,158,1.3,0.6,97.5,92.4,9.9,2017,0,0.0,0.0,0.0,150162990250818il,15016il,15016299il,il
716,572,16.3,5.4,72.0,81.6,0.4,2021,0,0.3636,0.5455,0.8182,150162990250820il,15016il,15016299il,il
717,559,19.7,10.2,63.9,80.0,3.3,2019,0,0.0,0.0,0.0,150162990250820il,15016il,15016299il,il
718,542,19.7,12.0,61.6,83.2,0.4,2018,0,0.0,0.0,0.0,150162990250820il,15016il,15016299il,il
719,547,21.0,14.4,58.3,81.2,1.6,2017,0,0.0,0.0,0.0,150162990250820il,15016il,15016299il,il
720,209,0.0,79.9,18.2,96.7,7.7,2021,0,0.4545,0.4545,0.7727,150162990250824il,15016il,15016299il,il
721,250,0.4,80.0,18.4,86.0,11.2,2019,0,0.0,0.0,0.0,150162990250824il,15016il,15016299il,il
722,294,0.0,78.2,21.1,93.5,0.0,2018,0,0.0,0.0,0.0,150162990250824il,15016il,15016299il,il
723,310,0.0,73.9,25.5,97.1,2.6,2017,0,0.0,0.0,0.0,150162990250824il,15016il,15016299il,il
724,1039,1.0,19.1,79.1,90.3,2.3,2021,0,0.2727,0.6364,0.8636,150162990250825il,15016il,15016299il,il
725,991,1.0,17.1,80.9,88.6,6.6,2019,0,0.0,0.0,0.0,150162990250825il,15016il,15016299il,il
726,968,1.1,15.8,81.5,95.2,1.3,2018,0,0.0,0.0,0.0,150162990250825il,15016il,15016299il,il
727,959,0.9,14.1,83.9,95.9,0.9,2017,0,0.0,0.0,0.0,150162990250825il,15016il,15016299il,il
728,243,0.0,91.4,7.0,97.1,0.0,2021,0,0.2727,0.6364,0.8636,150162990250826il,15016il,15016299il,il
729,343,1.2,92.1,6.1,93.9,4.3,2019,0,0.0,0.0,0.0,150162990250826il,15016il,15016299il,il
730,381,0.0,92.9,5.8,99.2,1.0,2018,0,0.0,0.0,0.0,150162990250826il,15016il,15016299il,il
731,413,0.2,93.2,6.1,99.0,1.2,2017,0,0.0,0.0,0.0,150162990250826il,15016il,15016299il,il
732,517,0.0,97.5,2.1,96.5,0.7,2021,0,0.2727,0.6364,0.8636,150162990250827il,15016il,15016299il,il
733,516,0.0,96.7,3.1,76.4,1.7,2019,0,0.0,0.0,0.0,150162990250827il,15016il,15016299il,il
734,542,0.0,97.4,2.4,83.4,0.0,2018,0,0.0,0.0,0.0,150162990250827il,15016il,15016299il,il
735,540,0.0,97.4,2.4,90.9,0.0,2017,0,0.0,0.0,0.0,150162990250827il,15016il,15016299il,il
736,446,11.2,4.7,78.3,78.3,0.0,2021,0,0.2727,0.6364,0.8636,150162990250828il,15016il,15016299il,il
737,458,8.3,7.6,76.9,86.5,3.4,2019,0,0.0,0.0,0.0,150162990250828il,15016il,15016299il,il
738,555,8.5,9.5,74.4,89.7,0.2,2018,0,0.0,0.0,0.0,150162990250828il,15016il,15016299il,il
739,571,8.6,11.0,73.6,87.7,0.0,2017,0,0.0,0.0,0.0,150162990250828il,15016il,15016299il,il
740,103,0.0,58.3,22.3,90.3,1.8,2021,0,0.2727,0.6364,0.8636,150162990250829il,15016il,15016299il,il
741,160,2.5,74.4,15.6,90.6,4.0,2019,0,0.0,0.0,0.0,150162990250829il,15016il,15016299il,il
742,241,0.0,80.1,13.7,94.6,0.8,2018,0,0.0,0.0,0.0,150162990250829il,15016il,15016299il,il
743,299,2.3,81.9,13.4,96.3,1.7,2017,0,0.0,0.0,0.0,150162990250829il,15016il,15016299il,il
744,909,18.6,5.9,58.3,77.7,0.7,2021,1,0.0,0.9091,1.0,15016299025082Cil,15016il,15016299il,il
745,920,16.6,6.5,56.2,77.2,1.9,2019,1,0.0,0.0,0.0,15016299025082Cil,15016il,15016299il,il
746,917,20.9,6.5,53.2,79.0,0.2,2018,1,0.0,0.0,0.0,15016299025082Cil,15016il,15016299il,il
747,906,19.5,6.7,54.1,80.8,0.2,2017,1,0.0,0.0,0.0,15016299025082Cil,15016il,15016299il,il
748,346,0.0,0.0,95.1,96.5,2.1,2021,0,0.2727,0.6364,0.8636,150162990250830il,15016il,15016299il,il
749,353,0.8,4.8,92.9,96.6,7.1,2019,0,0.0,0.0,0.0,150162990250830il,15016il,15016299il,il
750,354,0.0,6.5,90.7,96.3,0.6,2018,0,0.0,0.0,0.0,150162990250830il,15016il,15016299il,il
751,339,0.9,8.6,90.6,97.9,0.6,2017,0,0.0,0.0,0.0,150162990250830il,15016il,15016299il,il
752,49,0.0,91.8,0.0,91.8,2.1,2021,0,0.2727,0.6364,0.8636,150162990250831il,15016il,15016299il,il
753,61,0.0,95.1,4.9,85.2,9.9,2019,0,0.0,0.0,0.0,150162990250831il,15016il,15016299il,il
754,101,0.0,96.0,0.0,97.0,8.9,2018,0,0.0,0.0,0.0,150162990250831il,15016il,15016299il,il
755,167,0.0,95.8,3.6,98.2,7.8,2017,0,0.0,0.0,0.0,150162990250831il,15016il,15016299il,il
756,158,9.5,37.3,46.8,62.7,0.0,2021,0,0.3636,0.5455,0.8182,150162990250832il,15016il,15016299il,il
757,171,5.8,28.7,58.5,72.5,0.6,2019,0,0.0,0.0,0.0,150162990250832il,15016il,15016299il,il
758,193,9.3,33.7,46.1,71.0,0.5,2018,0,0.0,0.0,0.0,150162990250832il,15016il,15016299il,il
759,196,11.2,36.7,43.4,71.4,0.0,2017,0,0.0,0.0,0.0,150162990250832il,15016il,15016299il,il
760,1396,3.8,67.2,27.4,63.6,0.3,2021,0,0.2727,0.6364,0.8636,150162990250833il,15016il,15016299il,il
761,1361,2.8,71.0,24.4,63.9,0.4,2019,0,0.0,0.0,0.0,150162990250833il,15016il,15016299il,il
762,1325,2.6,70.8,24.5,67.3,0.0,2018,0,0.0,0.0,0.0,150162990250833il,15016il,15016299il,il
