,totaltested,mathpass,white,black,hispanic,lowincome,charter,year,hybridper,virtualper,schoolmode,schoolcode,countycode,districtcode,state
525,65,1.5,0.0,96.92,0.0,90.77,1,2019,0.0,0.0,0.0,15016299025052Cil,1501il,15016299025il,il
526,78,0.0,0.0,98.72,0.0,87.18,1,2018,0.0,0.0,0.0,15016299025052Cil,1501il,15016299025il,il
527,84,6.0,0.0,2.38,97.62,91.67,1,2017,0.0,0.0,0.0,15016299025052Cil,1501il,15016299025il,il
528,52,0.0,0.0,100.0,0.0,98.08,0,2021,0.2727,0.6364,0.8636,150162990250531il,1501il,15016299025il,il
529,75,1.3,0.0,96.0,0.0,97.33,0,2019,0.0,0.0,0.0,150162990250531il,1501il,15016299025il,il
530,89,0.0,0.0,98.88,0.0,98.88,0,2018,0.0,0.0,0.0,150162990250531il,1501il,15016299025il,il
531,116,0.0,0.0,2.59,97.41,99.14,0,2017,0.0,0.0,0.0,150162990250531il,1501il,15016299025il,il
532,492,90.5,42.28,9.55,28.46,34.96,0,2021,0.3636,0.5455,0.8182,150162990250533il,1501il,15016299025il,il
533,448,93.1,39.51,12.72,27.68,38.17,0,2019,0.0,0.0,0.0,150162990250533il,1501il,15016299025il,il
534,435,91.2,40.92,12.64,26.44,33.56,0,2018,0.0,0.0,0.0,150162990250533il,1501il,15016299025il,il
535,476,83.8,38.24,27.73,17.23,41.39,0,2017,0.0,0.0,0.0,150162990250533il,1501il,15016299025il,il
536,233,9.5,0.0,28.76,69.1,87.98,0,2021,0.2727,0.6364,0.8636,150162990250534il,1501il,15016299025il,il
537,310,18.7,0.0,15.16,79.68,90.32,0,2019,0.0,0.0,0.0,150162990250534il,1501il,15016299025il,il
538,312,17.6,0.0,17.95,79.49,92.31,0,2018,0.0,0.0,0.0,150162990250534il,1501il,15016299025il,il
539,321,10.0,2.18,76.01,19.63,93.46,0,2017,0.0,0.0,0.0,150162990250534il,1501il,15016299025il,il
540,67,1.5,0.0,29.85,68.66,91.04,0,2021,0.2727,0.6364,0.8636,150162990250536il,1501il,15016299025il,il
541,67,0.0,0.0,38.81,61.19,92.54,0,2019,0.0,0.0,0.0,150162990250536il,1501il,15016299025il,il
542,65,1.5,0.0,38.46,60.0,93.85,0,2018,0.0,0.0,0.0,150162990250536il,1501il,15016299025il,il
543,56,0.0,1.79,58.93,39.29,94.64,0,2017,0.0,0.0,0.0,150162990250536il,1501il,15016299025il,il
544,312,1.3,0.0,98.72,0.0,77.24,0,2021,0.3636,0.5455,0.8182,150162990250537il,1501il,15016299025il,il
545,268,2.6,0.0,98.51,0.0,83.96,0,2019,0.0,0.0,0.0,150162990250537il,1501il,15016299025il,il
546,243,2.5,0.0,99.59,0.0,90.12,0,2018,0.0,0.0,0.0,150162990250537il,1501il,15016299025il,il
547,322,6.3,0.31,0.62,98.45,91.61,0,2017,0.0,0.0,0.0,150162990250537il,1501il,15016299025il,il
548,100,0.0,0.0,99.0,0.0,100.0,1,2021,0.4545,0.4545,0.7727,15016299025053Cil,1501il,15016299025il,il
549,106,3.8,0.0,98.11,0.0,90.57,1,2019,0.0,0.0,0.0,15016299025053Cil,1501il,15016299025il,il
550,112,8.9,0.0,98.21,0.0,95.54,1,2018,0.0,0.0,0.0,15016299025053Cil,1501il,15016299025il,il
551,148,6.3,0.0,4.05,95.27,92.57,1,2017,0.0,0.0,0.0,15016299025053Cil,1501il,15016299025il,il
552,64,0.0,0.0,93.75,0.0,82.81,0,2021,0.2727,0.6364,0.8636,150162990250543il,1501il,15016299025il,il
553,70,2.8,0.0,98.57,0.0,90.0,0,2019,0.0,0.0,0.0,150162990250543il,1501il,15016299025il,il
554,86,0.0,0.0,98.84,0.0,87.21,0,2018,0.0,0.0,0.0,150162990250543il,1501il,15016299025il,il
555,89,2.3,0.0,0.0,100.0,96.63,0,2017,0.0,0.0,0.0,150162990250543il,1501il,15016299025il,il
556,126,4.0,0.0,28.57,64.29,88.1,0,2021,0.2727,0.6364,0.8636,150162990250545il,1501il,15016299025il,il
557,158,3.1,0.0,28.48,67.09,86.71,0,2019,0.0,0.0,0.0,150162990250545il,1501il,15016299025il,il
558,181,1.1,0.0,28.73,67.96,94.48,0,2018,0.0,0.0,0.0,150162990250545il,1501il,15016299025il,il
559,192,4.7,2.08,68.75,28.65,94.79,0,2017,0.0,0.0,0.0,150162990250545il,1501il,15016299025il,il
560,48,0.0,0.0,0.0,87.5,89.58,1,2021,0.0909,0.8182,0.9545,15016299025056Cil,1501il,15016299025il,il
561,59,0.0,0.0,0.0,89.83,93.22,1,2019,0.0,0.0,0.0,15016299025056Cil,1501il,15016299025il,il
562,50,0.0,0.0,0.0,90.0,98.0,1,2018,0.0,0.0,0.0,15016299025056Cil,1501il,15016299025il,il
563,44,0.0,0.0,95.45,4.55,97.73,1,2017,0.0,0.0,0.0,15016299025056Cil,1501il,15016299025il,il
564,10,0.0,0.0,0.0,0.0,100.0,1,2021,0.0,0.9091,1.0,15016299025058Cil,1501il,15016299025il,il
565,39,0.0,0.0,97.44,0.0,97.44,1,2019,0.0,0.0,0.0,15016299025058Cil,1501il,15016299025il,il
566,85,0.0,0.0,98.82,0.0,98.82,1,2018,0.0,0.0,0.0,15016299025058Cil,1501il,15016299025il,il
567,19,0.0,0.0,5.26,94.74,94.74,1,2017,0.0,0.0,0.0,15016299025058Cil,1501il,15016299025il,il
568,14,7.1,0.0,78.57,0.0,71.43,1,2021,0.0,0.9091,1.0,15016299025060Cil,1501il,15016299025il,il
569,61,0.0,0.0,100.0,0.0,91.8,1,2019,0.0,0.0,0.0,15016299025060Cil,1501il,15016299025il,il
570,88,0.0,0.0,96.59,0.0,100.0,1,2018,0.0,0.0,0.0,15016299025060Cil,1501il,15016299025il,il
571,45,0.0,0.0,0.0,100.0,95.56,1,2017,0.0,0.0,0.0,15016299025060Cil,1501il,15016299025il,il
572,24,0.0,0.0,83.33,0.0,87.5,0,2021,0.3636,0.5455,0.8182,150162990250616il,1501il,15016299025il,il
573,52,1.4,0.0,96.15,0.0,94.23,0,2019,0.0,0.0,0.0,150162990250616il,1501il,15016299025il,il
574,26,0.0,0.0,100.0,0.0,96.15,0,2018,0.0,0.0,0.0,150162990250616il,1501il,15016299025il,il
575,39,2.6,0.0,5.13,94.87,94.87,0,2017,0.0,0.0,0.0,150162990250616il,1501il,15016299025il,il
576,624,8.8,2.72,10.74,83.97,86.7,0,2021,0.2727,0.6364,0.8636,150162990250617il,1501il,15016299025il,il
577,583,13.6,1.72,12.18,82.85,87.82,0,2019,0.0,0.0,0.0,150162990250617il,1501il,15016299025il,il
578,646,16.6,2.17,8.82,86.38,94.27,0,2018,0.0,0.0,0.0,150162990250617il,1501il,15016299025il,il
579,775,16.6,2.06,79.48,13.29,91.23,0,2017,0.0,0.0,0.0,150162990250617il,1501il,15016299025il,il
580,22,0.0,0.0,0.0,90.91,100.0,1,2021,0.0,0.9091,1.0,15016299025062Cil,1501il,15016299025il,il
581,57,0.0,0.0,0.0,84.21,92.98,1,2019,0.0,0.0,0.0,15016299025062Cil,1501il,15016299025il,il
582,72,5.6,0.0,22.22,76.39,94.44,1,2018,0.0,0.0,0.0,15016299025062Cil,1501il,15016299025il,il
583,34,0.0,5.88,79.41,11.76,97.06,1,2017,0.0,0.0,0.0,15016299025062Cil,1501il,15016299025il,il
584,34,0.0,0.0,32.35,61.76,82.35,1,2021,0.1,0.8,0.95,15016299025064Cil,1501il,15016299025il,il
585,42,2.4,0.0,28.57,71.43,92.86,1,2019,0.0,0.0,0.0,15016299025064Cil,1501il,15016299025il,il
586,49,9.8,0.0,0.0,83.67,97.96,1,2018,0.0,0.0,0.0,15016299025064Cil,1501il,15016299025il,il
587,16,0.0,0.0,43.75,56.25,100.0,1,2017,0.0,0.0,0.0,15016299025064Cil,1501il,15016299025il,il
588,55,1.8,0.0,0.0,94.55,96.36,1,2021,0.2,0.7,0.9,15016299025065Cil,1501il,15016299025il,il
589,67,1.5,0.0,0.0,85.07,79.1,1,2019,0.0,0.0,0.0,15016299025065Cil,1501il,15016299025il,il
590,88,1.1,0.0,0.0,90.91,100.0,1,2018,0.0,0.0,0.0,15016299025065Cil,1501il,15016299025il,il
591,73,0.0,1.37,94.52,4.11,98.63,1,2017,0.0,0.0,0.0,15016299025065Cil,1501il,15016299025il,il
592,32,3.1,0.0,53.12,40.62,87.5,1,2021,0.0,0.9091,1.0,15016299025070Cil,1501il,15016299025il,il
593,57,0.0,0.0,61.4,36.84,94.74,1,2019,0.0,0.0,0.0,15016299025070Cil,1501il,15016299025il,il
594,45,0.0,0.0,62.22,37.78,95.56,1,2018,0.0,0.0,0.0,15016299025070Cil,1501il,15016299025il,il
595,17,0.0,0.0,29.41,70.59,100.0,1,2017,0.0,0.0,0.0,15016299025070Cil,1501il,15016299025il,il
596,86,4.7,0.0,0.0,96.51,89.53,1,2021,0.0909,0.9091,0.9545,15016299025074Cil,1501il,15016299025il,il
597,85,11.8,0.0,0.0,98.82,94.12,1,2019,0.0,0.0,0.0,15016299025074Cil,1501il,15016299025il,il
598,87,4.6,0.0,0.0,94.25,95.4,1,2018,0.0,0.0,0.0,15016299025074Cil,1501il,15016299025il,il
599,98,5.3,1.02,96.94,1.02,96.94,1,2017,0.0,0.0,0.0,15016299025074Cil,1501il,15016299025il,il
600,95,1.1,0.0,98.95,0.0,86.32,0,2021,0.3636,0.5455,0.8182,150162990250763il,1501il,15016299025il,il
601,122,0.8,0.0,98.36,0.0,86.89,0,2019,0.0,0.0,0.0,150162990250763il,1501il,15016299025il,il
602,146,0.7,0.0,97.95,0.0,93.84,0,2018,0.0,0.0,0.0,150162990250763il,1501il,15016299025il,il
603,113,1.8,0.0,0.0,100.0,96.46,0,2017,0.0,0.0,0.0,150162990250763il,1501il,15016299025il,il
604,470,87.0,27.66,19.15,29.36,35.32,0,2021,0.2727,0.6364,0.8636,150162990250764il,1501il,15016299025il,il
605,462,93.6,30.74,22.73,29.0,36.36,0,2019,0.0,0.0,0.0,150162990250764il,1501il,15016299025il,il
606,434,88.7,28.8,22.35,31.57,45.62,0,2018,0.0,0.0,0.0,150162990250764il,1501il,15016299025il,il
607,690,91.5,30.29,24.06,18.7,35.07,0,2017,0.0,0.0,0.0,150162990250764il,1501il,15016299025il,il
608,369,4.3,0.0,0.0,94.31,91.06,0,2021,0.2727,0.6364,0.8636,150162990250767il,1501il,15016299025il,il
609,355,2.5,0.0,0.0,96.9,70.14,0,2019,0.0,0.0,0.0,150162990250767il,1501il,15016299025il,il
610,395,4.8,0.0,4.3,94.68,95.7,0,2018,0.0,0.0,0.0,150162990250767il,1501il,15016299025il,il
611,364,7.5,0.82,93.68,3.02,96.15,0,2017,0.0,0.0,0.0,150162990250767il,1501il,15016299025il,il
612,165,13.9,34.55,49.09,15.15,44.85,0,2021,0.3636,0.5455,0.8182,150162990250772il,1501il,15016299025il,il
613,153,25.6,28.76,46.41,18.95,34.64,0,2019,0.0,0.0,0.0,150162990250772il,1501il,15016299025il,il
614,148,32.4,43.24,37.84,14.86,37.84,0,2018,0.0,0.0,0.0,150162990250772il,1501il,15016299025il,il
615,170,33.6,39.41,17.65,41.18,44.71,0,2017,0.0,0.0,0.0,150162990250772il,1501il,15016299025il,il
616,250,38.4,0.0,0.0,93.2,81.2,0,2021,0.2727,0.6364,0.8636,150162990250779il,1501il,15016299025il,il
617,231,60.2,0.0,0.0,95.24,85.28,0,2019,0.0,0.0,0.0,150162990250779il,1501il,15016299025il,il
618,213,52.1,0.0,0.0,94.84,88.26,0,2018,0.0,0.0,0.0,150162990250779il,1501il,15016299025il,il
619,225,12.4,1.33,93.33,2.22,92.89,0,2017,0.0,0.0,0.0,150162990250779il,1501il,15016299025il,il
620,200,42.0,0.0,80.5,17.0,57.5,0,2021,0.3636,0.5455,0.8182,150162990250788il,1501il,15016299025il,il
621,209,65.6,0.0,78.95,20.1,64.59,0,2019,0.0,0.0,0.0,150162990250788il,1501il,15016299025il,il
622,218,54.6,0.0,82.11,14.68,71.1,0,2018,0.0,0.0,0.0,150162990250788il,1501il,15016299025il,il
623,246,64.6,0.41,16.67,80.49,73.58,0,2017,0.0,0.0,0.0,150162990250788il,1501il,15016299025il,il
624,263,94.3,27.0,7.6,29.28,41.83,0,2021,0.2727,0.6364,0.8636,150162990250794il,1501il,15016299025il,il
625,269,94.8,31.97,10.41,24.91,39.03,0,2019,0.0,0.0,0.0,150162990250794il,1501il,15016299025il,il
626,270,93.7,22.96,7.04,31.11,48.52,0,2018,0.0,0.0,0.0,150162990250794il,1501il,15016299025il,il
627,248,94.5,35.48,29.03,8.47,39.52,0,2017,0.0,0.0,0.0,150162990250794il,1501il,15016299025il,il
628,62,6.5,0.0,51.61,46.77,75.81,0,2021,0.2727,0.6364,0.8636,150162990250795il,1501il,15016299025il,il
629,86,2.4,0.0,61.63,36.05,72.09,0,2019,0.0,0.0,0.0,150162990250795il,1501il,15016299025il,il
630,46,2.2,0.0,73.91,23.91,86.96,0,2018,0.0,0.0,0.0,150162990250795il,1501il,15016299025il,il
631,83,4.8,2.41,22.89,74.7,96.39,0,2017,0.0,0.0,0.0,150162990250795il,1501il,15016299025il,il
632,288,96.1,45.14,10.42,20.83,29.86,0,2021,0.2727,0.6364,0.8636,150162990250796il,1501il,15016299025il,il
633,282,93.2,39.72,11.7,24.47,35.46,0,2019,0.0,0.0,0.0,150162990250796il,1501il,15016299025il,il
634,217,97.7,43.32,7.83,20.28,30.41,0,2018,0.0,0.0,0.0,150162990250796il,1501il,15016299025il,il
635,224,96.8,43.3,20.54,12.5,27.68,0,2017,0.0,0.0,0.0,150162990250796il,1501il,15016299025il,il
636,126,8.7,0.0,12.7,80.16,86.51,0,2021,0.2727,0.6364,0.8636,150162990250803il,1501il,15016299025il,il
637,119,24.4,0.0,15.13,80.67,89.92,0,2019,0.0,0.0,0.0,150162990250803il,1501il,15016299025il,il
638,120,27.5,0.0,20.83,78.33,90.83,0,2018,0.0,0.0,0.0,150162990250803il,1501il,15016299025il,il
639,107,36.4,0.93,83.18,14.02,93.46,0,2017,0.0,0.0,0.0,150162990250803il,1501il,15016299025il,il
640,31,0.0,0.0,0.0,100.0,96.77,0,2021,0.2727,0.6364,0.8636,150162990250818il,1501il,15016299025il,il
641,32,0.0,0.0,0.0,96.88,93.75,0,2019,0.0,0.0,0.0,150162990250818il,1501il,15016299025il,il
642,38,5.3,0.0,0.0,97.37,100.0,0,2018,0.0,0.0,0.0,150162990250818il,1501il,15016299025il,il
643,54,17.0,0.0,100.0,0.0,92.59,0,2017,0.0,0.0,0.0,150162990250818il,1501il,15016299025il,il
644,144,15.3,16.67,0.0,72.22,76.39,0,2021,0.3636,0.5455,0.8182,150162990250820il,1501il,15016299025il,il
645,141,17.7,21.28,12.77,59.57,79.43,0,2019,0.0,0.0,0.0,150162990250820il,1501il,15016299025il,il
646,134,13.4,22.39,18.66,54.48,81.34,0,2018,0.0,0.0,0.0,150162990250820il,1501il,15016299025il,il
647,134,22.7,20.9,61.19,12.69,82.09,0,2017,0.0,0.0,0.0,150162990250820il,1501il,15016299025il,il
648,46,0.0,0.0,78.26,21.74,93.48,0,2021,0.4545,0.4545,0.7727,150162990250824il,1501il,15016299025il,il
649,62,1.3,0.0,80.65,17.74,79.03,0,2019,0.0,0.0,0.0,150162990250824il,1501il,15016299025il,il
650,79,1.3,0.0,77.22,22.78,92.41,0,2018,0.0,0.0,0.0,150162990250824il,1501il,15016299025il,il
651,68,0.0,0.0,16.18,83.82,97.06,0,2017,0.0,0.0,0.0,150162990250824il,1501il,15016299025il,il
652,179,1.7,0.0,18.44,81.01,91.06,0,2021,0.2727,0.6364,0.8636,150162990250825il,1501il,15016299025il,il
653,204,8.4,0.0,13.73,84.8,89.22,0,2019,0.0,0.0,0.0,150162990250825il,1501il,15016299025il,il
654,246,11.0,0.0,17.07,80.49,93.9,0,2018,0.0,0.0,0.0,150162990250825il,1501il,15016299025il,il
655,229,6.8,0.87,83.41,14.41,95.63,0,2017,0.0,0.0,0.0,150162990250825il,1501il,15016299025il,il
656,42,0.0,0.0,100.0,0.0,100.0,0,2021,0.2727,0.6364,0.8636,150162990250826il,1501il,15016299025il,il
657,62,1.6,0.0,98.39,0.0,91.94,0,2019,0.0,0.0,0.0,150162990250826il,1501il,15016299025il,il
658,84,0.0,0.0,100.0,0.0,98.81,0,2018,0.0,0.0,0.0,150162990250826il,1501il,15016299025il,il
659,87,1.3,0.0,3.45,95.4,100.0,0,2017,0.0,0.0,0.0,150162990250826il,1501il,15016299025il,il
660,101,0.0,0.0,98.02,0.0,96.04,0,2021,0.2727,0.6364,0.8636,150162990250827il,1501il,15016299025il,il
661,117,0.9,0.0,96.58,0.0,76.07,0,2019,0.0,0.0,0.0,150162990250827il,1501il,15016299025il,il
662,114,3.5,0.0,99.12,0.0,78.95,0,2018,0.0,0.0,0.0,150162990250827il,1501il,15016299025il,il
663,112,0.9,0.0,0.89,99.11,96.43,0,2017,0.0,0.0,0.0,150162990250827il,1501il,15016299025il,il
664,91,5.5,0.0,0.0,85.71,76.92,0,2021,0.2727,0.6364,0.8636,150162990250828il,1501il,15016299025il,il
665,123,19.5,0.0,0.0,77.24,91.06,0,2019,0.0,0.0,0.0,150162990250828il,1501il,15016299025il,il
666,121,14.8,0.0,10.74,75.21,90.91,0,2018,0.0,0.0,0.0,150162990250828il,1501il,15016299025il,il
667,174,15.6,10.92,75.29,9.77,86.21,0,2017,0.0,0.0,0.0,150162990250828il,1501il,15016299025il,il
668,13,0.0,0.0,0.0,0.0,84.62,0,2021,0.2727,0.6364,0.8636,150162990250829il,1501il,15016299025il,il
669,32,0.0,0.0,90.62,0.0,90.62,0,2019,0.0,0.0,0.0,150162990250829il,1501il,15016299025il,il
670,50,8.0,0.0,90.0,0.0,96.0,0,2018,0.0,0.0,0.0,150162990250829il,1501il,15016299025il,il
671,64,1.9,1.56,15.62,82.81,96.88,0,2017,0.0,0.0,0.0,150162990250829il,1501il,15016299025il,il
672,226,14.2,16.37,6.64,55.75,76.99,1,2021,0.0,0.9091,1.0,15016299025082Cil,1501il,15016299025il,il
673,218,20.3,16.97,5.96,61.47,79.36,1,2019,0.0,0.0,0.0,15016299025082Cil,1501il,15016299025il,il
674,207,19.8,16.43,9.18,51.69,78.26,1,2018,0.0,0.0,0.0,15016299025082Cil,1501il,15016299025il,il
675,193,23.3,24.35,49.74,6.74,77.2,1,2017,0.0,0.0,0.0,15016299025082Cil,1501il,15016299025il,il
676,74,8.1,0.0,0.0,91.89,97.3,0,2021,0.2727,0.6364,0.8636,150162990250830il,1501il,15016299025il,il
677,96,6.3,0.0,0.0,89.58,93.75,0,2019,0.0,0.0,0.0,150162990250830il,1501il,15016299025il,il
678,74,16.2,0.0,0.0,89.19,95.95,0,2018,0.0,0.0,0.0,150162990250830il,1501il,15016299025il,il
679,72,1.4,0.0,90.28,9.72,100.0,0,2017,0.0,0.0,0.0,150162990250830il,1501il,15016299025il,il
680,10,0.0,0.0,0.0,0.0,0.0,0,2021,0.2727,0.6364,0.8636,150162990250831il,1501il,15016299025il,il
681,15,0.0,0.0,100.0,0.0,86.67,0,2019,0.0,0.0,0.0,150162990250831il,1501il,15016299025il,il
682,26,0.0,0.0,100.0,0.0,96.15,0,2018,0.0,0.0,0.0,150162990250831il,1501il,15016299025il,il
683,43,2.4,0.0,4.65,95.35,100.0,0,2017,0.0,0.0,0.0,150162990250831il,1501il,15016299025il,il
684,84,27.4,0.0,39.29,47.62,65.48,0,2021,0.3636,0.5455,0.8182,150162990250832il,1501il,15016299025il,il
685,69,62.3,0.0,31.88,57.97,71.01,0,2019,0.0,0.0,0.0,150162990250832il,1501il,15016299025il,il
686,103,34.9,0.0,27.18,57.28,72.82,0,2018,0.0,0.0,0.0,150162990250832il,1501il,15016299025il,il
687,92,44.6,13.04,33.7,41.3,72.83,0,2017,0.0,0.0,0.0,150162990250832il,1501il,15016299025il,il
688,224,41.5,0.0,66.96,28.57,66.96,0,2021,0.2727,0.6364,0.8636,150162990250833il,1501il,15016299025il,il
689,266,54.9,0.0,78.2,19.17,63.53,0,2019,0.0,0.0,0.0,150162990250833il,1501il,15016299025il,il
690,279,52.0,0.0,72.76,23.3,70.97,0,2018,0.0,0.0,0.0,150162990250833il,1501il,15016299025il,il
691,487,54.9,2.05,23.82,72.07,61.4,0,2017,0.0,0.0,0.0,150162990250833il,1501il,15016299025il,il
692,12,0.0,0.0,91.67,0.0,91.67,0,2021,0.2727,0.6364,0.8636,150162990250834il,1501il,15016299025il,il
693,34,0.0,0.0,100.0,0.0,73.53,0,2019,0.0,0.0,0.0,150162990250834il,1501il,15016299025il,il
694,83,1.2,0.0,98.8,0.0,92.77,0,2018,0.0,0.0,0.0,150162990250834il,1501il,15016299025il,il
695,96,1.1,0.0,1.04,98.96,94.79,0,2017,0.0,0.0,0.0,150162990250834il,1501il,15016299025il,il
696,77,1.3,0.0,14.29,84.42,92.21,0,2021,0.2727,0.6364,0.8636,150162990250835il,1501il,15016299025il,il
697,61,1.6,0.0,0.0,86.89,93.44,0,2019,0.0,0.0,0.0,150162990250835il,1501il,15016299025il,il
698,90,6.7,0.0,12.22,87.78,98.89,0,2018,0.0,0.0,0.0,150162990250835il,1501il,15016299025il,il
699,59,5.1,0.0,89.83,10.17,93.22,0,2017,0.0,0.0,0.0,150162990250835il,1501il,15016299025il,il
700,45,2.2,0.0,24.44,75.56,95.56,0,2021,0.2727,0.6364,0.8636,150162990250836il,1501il,15016299025il,il
701,45,3.7,0.0,0.0,88.89,93.33,0,2019,0.0,0.0,0.0,150162990250836il,1501il,15016299025il,il
702,66,7.6,0.0,0.0,92.42,100.0,0,2018,0.0,0.0,0.0,150162990250836il,1501il,15016299025il,il
703,51,4.0,1.96,84.31,13.73,100.0,0,2017,0.0,0.0,0.0,150162990250836il,1501il,15016299025il,il
704,89,16.8,0.0,0.0,93.26,95.51,0,2021,0.2727,0.6364,0.8636,150162990250837il,1501il,15016299025il,il
705,96,23.2,0.0,0.0,98.96,95.83,0,2019,0.0,0.0,0.0,150162990250837il,1501il,15016299025il,il
706,113,24.7,0.0,0.0,99.12,95.58,0,2018,0.0,0.0,0.0,150162990250837il,1501il,15016299025il,il
707,103,24.5,0.97,97.09,1.94,94.17,0,2017,0.0,0.0,0.0,150162990250837il,1501il,15016299025il,il
708,45,4.4,0.0,97.78,0.0,84.44,1,2021,0.0,0.9091,1.0,15016299025083Cil,1501il,15016299025il,il
709,76,1.3,0.0,100.0,0.0,90.79,1,2019,0.0,0.0,0.0,15016299025083Cil,1501il,15016299025il,il
710,109,0.9,0.0,100.0,0.0,94.5,1,2018,0.0,0.0,0.0,15016299025083Cil,1501il,15016299025il,il
711,84,1.2,0.0,0.0,100.0,95.24,1,2017,0.0,0.0,0.0,15016299025083Cil,1501il,15016299025il,il
712,30,0.0,0.0,96.67,0.0,96.67,0,2021,0.2727,0.6364,0.8636,150162990250841il,1501il,15016299025il,il
713,51,0.0,0.0,98.04,0.0,92.16,0,2019,0.0,0.0,0.0,150162990250841il,1501il,15016299025il,il
714,52,3.8,0.0,98.08,0.0,100.0,0,2018,0.0,0.0,0.0,150162990250841il,1501il,15016299025il,il
715,78,0.0,0.0,1.28,98.72,98.72,0,2017,0.0,0.0,0.0,150162990250841il,1501il,15016299025il,il
716,71,0.0,0.0,91.55,0.0,92.96,0,2021,0.2727,0.6364,0.8636,150162990250844il,1501il,15016299025il,il
717,58,1.6,0.0,100.0,0.0,94.83,0,2019,0.0,0.0,0.0,150162990250844il,1501il,15016299025il,il
718,47,2.1,0.0,93.62,0.0,100.0,0,2018,0.0,0.0,0.0,150162990250844il,1501il,15016299025il,il
719,69,2.9,0.0,2.9,97.1,98.55,0,2017,0.0,0.0,0.0,150162990250844il,1501il,15016299025il,il
720,73,2.7,0.0,76.71,19.18,91.78,0,2021,0.2727,0.6364,0.8636,150162990250847il,1501il,15016299025il,il
721,76,2.3,0.0,84.21,14.47,89.47,0,2019,0.0,0.0,0.0,150162990250847il,1501il,15016299025il,il
722,48,0.0,0.0,91.67,0.0,100.0,0,2018,0.0,0.0,0.0,150162990250847il,1501il,15016299025il,il
723,79,2.6,0.0,15.19,84.81,98.73,0,2017,0.0,0.0,0.0,150162990250847il,1501il,15016299025il,il
724,51,7.8,0.0,29.41,64.71,90.2,0,2021,0.3636,0.5455,0.8182,150162990250848il,1501il,15016299025il,il
725,53,7.5,0.0,49.06,43.4,84.91,0,2019,0.0,0.0,0.0,150162990250848il,1501il,15016299025il,il
726,66,10.6,0.0,42.42,39.39,87.88,0,2018,0.0,0.0,0.0,150162990250848il,1501il,15016299025il,il
727,87,10.6,10.34,37.93,47.13,87.36,0,2017,0.0,0.0,0.0,150162990250848il,1501il,15016299025il,il
728,85,10.7,12.94,27.06,58.82,76.47,0,2021,0.2727,0.6364,0.8636,150162990250849il,1501il,15016299025il,il
729,75,20.0,0.0,17.33,70.67,68.0,0,2019,0.0,0.0,0.0,150162990250849il,1501il,15016299025il,il
730,62,14.5,0.0,17.74,72.58,82.26,0,2018,0.0,0.0,0.0,150162990250849il,1501il,15016299025il,il
731,64,20.3,14.06,65.62,12.5,75.0,0,2017,0.0,0.0,0.0,150162990250849il,1501il,15016299025il,il
732,80,0.0,0.0,98.75,0.0,100.0,1,2021,0.2727,0.6364,0.8636,15016299025084Cil,1501il,15016299025il,il
733,82,7.4,0.0,98.78,0.0,97.56,1,2019,0.0,0.0,0.0,15016299025084Cil,1501il,15016299025il,il
734,85,1.2,0.0,100.0,0.0,96.47,1,2018,0.0,0.0,0.0,15016299025084Cil,1501il,15016299025il,il
735,79,1.3,0.0,0.0,100.0,93.67,1,2017,0.0,0.0,0.0,15016299025084Cil,1501il,15016299025il,il
736,34,2.9,0.0,76.47,0.0,91.18,0,2021,0.3636,0.5455,0.8182,150162990250850il,1501il,15016299025il,il
737,47,0.0,0.0,74.47,25.53,93.62,0,2019,0.0,0.0,0.0,150162990250850il,1501il,15016299025il,il
738,44,6.8,0.0,77.27,0.0,95.45,0,2018,0.0,0.0,0.0,150162990250850il,1501il,15016299025il,il
739,67,9.2,2.99,23.88,71.64,89.55,0,2017,0.0,0.0,0.0,150162990250850il,1501il,15016299025il,il
740,121,16.5,19.01,38.84,31.4,42.15,0,2021,0.0,0.9091,1.0,150162990250851il,1501il,15016299025il,il
741,143,18.9,18.88,30.77,37.06,39.16,0,2019,0.0,0.0,0.0,150162990250851il,1501il,15016299025il,il
742,137,16.1,16.79,43.07,30.66,44.53,0,2018,0.0,0.0,0.0,150162990250851il,1501il,15016299025il,il
743,153,23.5,18.95,20.92,52.29,49.67,0,2017,0.0,0.0,0.0,150162990250851il,1501il,15016299025il,il
744,152,11.2,7.24,54.61,32.24,76.32,0,2021,0.2727,0.6364,0.8636,150162990250855il,1501il,15016299025il,il
745,127,20.6,17.32,41.73,33.86,55.91,0,2019,0.0,0.0,0.0,150162990250855il,1501il,15016299025il,il
746,78,21.8,15.38,43.59,37.18,64.1,0,2018,0.0,0.0,0.0,150162990250855il,1501il,15016299025il,il
747,424,30.8,27.59,29.48,31.84,45.75,0,2017,0.0,0.0,0.0,150162990250855il,1501il,15016299025il,il
748,17,0.0,0.0,100.0,0.0,82.35,0,2021,0.2727,0.6364,0.8636,150162990250856il,1501il,15016299025il,il
749,29,0.0,0.0,100.0,0.0,93.1,0,2019,0.0,0.0,0.0,150162990250856il,1501il,15016299025il,il
750,49,0.0,0.0,97.96,0.0,100.0,0,2018,0.0,0.0,0.0,150162990250856il,1501il,15016299025il,il
751,67,1.5,1.49,0.0,98.51,98.51,0,2017,0.0,0.0,0.0,150162990250856il,1501il,15016299025il,il
752,262,23.3,0.0,46.56,42.75,71.37,0,2021,0.2727,0.6364,0.8636,150162990250857il,1501il,15016299025il,il
