,totaltested,mathpass,white,black,hispanic,lowincome,charter,year,hybridper,virtualper,schoolmode,schoolcode,countycode,districtcode,state
1278,114,16.5,67.54,10.53,20.18,58.77,0,2018,0.0,0.0,0.0,280372290260001il,2803il,28037229026il,il
1279,137,32.0,68.61,20.44,9.49,62.04,0,2017,0.0,0.0,0.0,280372290260001il,2803il,28037229026il,il
1280,36,13.9,69.44,0.0,0.0,27.78,0,2021,0.7273,0.0,0.4545,280372300260002il,2803il,28037230026il,il
1281,45,16.3,71.11,0.0,0.0,31.11,0,2019,0.0,0.0,0.0,280372300260002il,2803il,28037230026il,il
1282,40,10.0,82.5,0.0,0.0,37.5,0,2018,0.0,0.0,0.0,280372300260002il,2803il,28037230026il,il
1283,148,29.3,77.03,12.16,2.7,37.84,0,2017,0.0,0.0,0.0,280372300260002il,2803il,28037230026il,il
1284,47,23.4,95.74,0.0,0.0,29.79,0,2021,0.2727,0.0,0.2273,280881000260001il,2808il,28088100026il,il
1285,46,17.4,86.96,0.0,0.0,36.96,0,2019,0.0,0.0,0.0,280881000260001il,2808il,28088100026il,il
1286,54,31.5,94.44,0.0,0.0,31.48,0,2018,0.0,0.0,0.0,280881000260001il,2808il,28088100026il,il
1287,68,23.5,88.24,7.35,0.0,27.94,0,2017,0.0,0.0,0.0,280881000260001il,2808il,28088100026il,il
1288,14,0.0,0.0,85.71,0.0,100.0,0,2021,0.6364,0.2727,0.6818,300020010220001il,3000il,30002001022il,il
1289,14,0.0,0.0,78.57,0.0,100.0,0,2019,0.0,0.0,0.0,300020010220001il,3000il,30002001022il,il
1290,19,5.3,0.0,84.21,0.0,100.0,0,2018,0.0,0.0,0.0,300020010220001il,3000il,30002001022il,il
1291,98,0.0,6.12,0.0,85.71,100.0,0,2017,0.0,0.0,0.0,300020010220001il,3000il,30002001022il,il
1292,19,15.8,68.42,0.0,0.0,100.0,0,2021,0.9091,0.0,0.5455,300020050260001il,3000il,30002005026il,il
1293,21,9.5,95.24,0.0,0.0,95.24,0,2019,0.0,0.0,0.0,300020050260001il,3000il,30002005026il,il
1294,25,0.0,84.0,0.0,0.0,100.0,0,2018,0.0,0.0,0.0,300020050260001il,3000il,30002005026il,il
1295,27,7.4,88.89,0.0,7.41,100.0,0,2017,0.0,0.0,0.0,300020050260001il,3000il,30002005026il,il
1296,27,3.7,96.3,0.0,0.0,37.04,0,2021,0.3636,0.0,0.2727,30030010260001il,3003il,3003001026il,il
1297,25,8.0,96.0,0.0,0.0,52.0,0,2019,0.0,0.0,0.0,30030010260001il,3003il,3003001026il,il
1298,27,29.6,92.59,0.0,0.0,0.0,0,2018,0.0,0.0,0.0,30030010260001il,3003il,3003001026il,il
1299,24,21.7,87.5,4.17,8.33,37.5,0,2017,0.0,0.0,0.0,30030010260001il,3003il,3003001026il,il
1300,129,31.8,91.47,0.0,0.0,40.31,0,2021,0.8182,0.0,0.5,30030020260001il,3003il,3003002026il,il
1301,123,25.4,87.8,0.0,0.0,38.21,0,2019,0.0,0.0,0.0,30030020260001il,3003il,3003002026il,il
1302,126,34.2,88.89,0.0,0.0,26.98,0,2018,0.0,0.0,0.0,30030020260001il,3003il,3003002026il,il
1303,120,37.5,94.17,1.67,1.67,30.83,0,2017,0.0,0.0,0.0,30030020260001il,3003il,3003002026il,il
1304,205,26.8,53.66,25.85,12.2,96.1,0,2021,0.0,0.0,0.0,300391650160001il,3003il,30039165016il,il
1305,248,35.1,56.05,27.02,9.27,62.1,0,2019,0.0,0.0,0.0,300391650160001il,3003il,30039165016il,il
1306,220,42.2,49.55,29.09,12.73,60.45,0,2018,0.0,0.0,0.0,300391650160001il,3003il,30039165016il,il
1307,243,37.0,48.97,10.29,33.74,56.38,0,2017,0.0,0.0,0.0,300391650160001il,3003il,30039165016il,il
1308,67,16.4,98.51,0.0,0.0,40.3,0,2021,0.7273,0.0,0.4545,300391760260001il,3003il,30039176026il,il
1309,76,18.7,93.42,0.0,0.0,51.32,0,2019,0.0,0.0,0.0,300391760260001il,3003il,30039176026il,il
1310,59,16.9,98.31,0.0,0.0,38.98,0,2018,0.0,0.0,0.0,300391760260001il,3003il,30039176026il,il
1311,68,20.9,94.12,2.94,0.0,33.82,0,2017,0.0,0.0,0.0,300391760260001il,3003il,30039176026il,il
1312,111,15.3,64.86,16.22,12.61,96.4,0,2021,0.9091,0.0,0.5455,300391860260001il,3003il,30039186026il,il
1313,152,20.6,71.05,15.13,6.58,98.03,0,2019,0.0,0.0,0.0,300391860260001il,3003il,30039186026il,il
1314,139,23.7,74.1,10.79,9.35,100.0,0,2018,0.0,0.0,0.0,300391860260001il,3003il,30039186026il,il
1315,147,27.0,70.07,4.76,20.41,98.64,0,2017,0.0,0.0,0.0,300391860260001il,3003il,30039186026il,il
1316,24,12.5,100.0,0.0,0.0,50.0,0,2021,0.3636,0.0,0.2727,300391960260001il,3003il,30039196026il,il
1317,26,23.1,100.0,0.0,0.0,42.31,0,2019,0.0,0.0,0.0,300391960260001il,3003il,30039196026il,il
1318,33,18.2,93.94,0.0,0.0,48.48,0,2018,0.0,0.0,0.0,300391960260001il,3003il,30039196026il,il
1319,29,21.4,93.1,3.45,3.45,37.93,0,2017,0.0,0.0,0.0,300391960260001il,3003il,30039196026il,il
1320,113,19.5,96.46,0.0,0.0,33.63,0,2021,0.1818,0.0,0.1818,300731010160001il,3007il,30073101016il,il
1321,92,29.3,96.74,0.0,0.0,31.52,0,2019,0.0,0.0,0.0,300731010160001il,3007il,30073101016il,il
1322,100,38.0,98.0,0.0,0.0,41.0,0,2018,0.0,0.0,0.0,300731010160001il,3007il,30073101016il,il
1323,116,39.7,98.28,0.0,0.86,34.48,0,2017,0.0,0.0,0.0,300731010160001il,3007il,30073101016il,il
1324,108,18.5,82.41,0.0,0.0,39.81,0,2021,0.7273,0.0,0.4545,300733000260001il,3007il,30073300026il,il
1325,100,28.0,81.0,0.0,0.0,50.0,0,2019,0.0,0.0,0.0,300733000260001il,3007il,30073300026il,il
1326,89,25.8,87.64,0.0,0.0,42.7,0,2018,0.0,0.0,0.0,300733000260001il,3007il,30073300026il,il
1327,114,28.4,85.96,3.51,3.51,53.51,0,2017,0.0,0.0,0.0,300733000260001il,3007il,30073300026il,il
1328,29,0.0,82.76,0.0,0.0,62.07,0,2021,0.9091,0.0,0.5455,300771000260001il,3007il,30077100026il,il
1329,35,2.9,85.71,0.0,0.0,34.29,0,2019,0.0,0.0,0.0,300771000260001il,3007il,30077100026il,il
1330,25,8.0,88.0,0.0,0.0,52.0,0,2018,0.0,0.0,0.0,300771000260001il,3007il,30077100026il,il
1331,114,13.3,75.44,0.88,16.67,67.54,0,2017,0.0,0.0,0.0,300771000260001il,3007il,30077100026il,il
1332,28,0.0,0.0,71.43,0.0,100.0,0,2021,0.0,0.0,0.0,300771010260001il,3007il,30077101026il,il
1333,32,0.0,0.0,62.5,0.0,100.0,0,2019,0.0,0.0,0.0,300771010260001il,3007il,30077101026il,il
1334,27,3.7,0.0,59.26,0.0,100.0,0,2018,0.0,0.0,0.0,300771010260001il,3007il,30077101026il,il
1335,33,10.3,21.21,0.0,63.64,100.0,0,2017,0.0,0.0,0.0,300771010260001il,3007il,30077101026il,il
1336,41,22.0,70.73,0.0,29.27,51.22,0,2021,0.2727,0.1818,0.4091,300910170220001il,3009il,30091017022il,il
1337,56,35.7,75.0,0.0,25.0,57.14,0,2019,0.0,0.0,0.0,300910170220001il,3009il,30091017022il,il
1338,45,24.4,64.44,0.0,35.56,60.0,0,2018,0.0,0.0,0.0,300910170220001il,3009il,30091017022il,il
1339,42,41.5,64.29,33.33,0.0,61.9,0,2017,0.0,0.0,0.0,300910170220001il,3009il,30091017022il,il
1340,129,13.9,85.27,0.0,10.85,43.41,0,2021,0.9091,0.0,0.5455,300910810160001il,3009il,30091081016il,il
1341,111,22.7,90.09,0.0,0.0,45.05,0,2019,0.0,0.0,0.0,300910810160001il,3009il,30091081016il,il
1342,135,16.3,93.33,0.0,0.0,37.78,0,2018,0.0,0.0,0.0,300910810160001il,3009il,30091081016il,il
1343,130,30.0,96.92,0.77,1.54,41.54,0,2017,0.0,0.0,0.0,300910810160001il,3009il,30091081016il,il
1344,18,5.6,94.44,0.0,0.0,66.67,0,2021,0.7273,0.1818,0.6364,300910840260001il,3009il,30091084026il,il
1345,16,25.0,100.0,0.0,0.0,100.0,0,2019,0.0,0.0,0.0,300910840260001il,3009il,30091084026il,il
1346,23,8.7,100.0,0.0,0.0,43.48,0,2018,0.0,0.0,0.0,300910840260001il,3009il,30091084026il,il
1347,28,25.0,92.86,0.0,3.57,96.43,0,2017,0.0,0.0,0.0,300910840260001il,3009il,30091084026il,il
1348,14,21.4,78.57,0.0,0.0,0.0,0,2021,0.0909,0.0,0.1364,30110010260002il,3011il,3011001026il,il
1349,15,20.0,100.0,0.0,0.0,0.0,0,2019,0.0,0.0,0.0,30110010260002il,3011il,3011001026il,il
1350,21,23.8,100.0,0.0,0.0,0.0,0,2018,0.0,0.0,0.0,30110010260002il,3011il,3011001026il,il
1351,21,19.0,100.0,0.0,0.0,9.52,0,2017,0.0,0.0,0.0,30110010260002il,3011il,3011001026il,il
1352,174,12.6,94.25,0.0,0.0,41.95,0,2021,0.5455,0.2727,0.6364,30110030260006il,3011il,3011003026il,il
1353,192,23.8,92.71,0.0,0.0,47.92,0,2019,0.0,0.0,0.0,30110030260006il,3011il,3011003026il,il
1354,166,34.9,96.39,0.0,0.0,38.55,0,2018,0.0,0.0,0.0,30110030260006il,3011il,3011003026il,il
1355,180,33.7,95.56,1.11,0.56,35.0,0,2017,0.0,0.0,0.0,30110030260006il,3011il,3011003026il,il
1356,13,7.7,100.0,0.0,0.0,0.0,0,2021,0.3636,0.1818,0.4545,30110040260002il,3011il,3011004026il,il
1357,10,0.0,0.0,0.0,0.0,0.0,0,2019,0.0,0.0,0.0,30110040260002il,3011il,3011004026il,il
1358,24,4.2,95.83,0.0,0.0,50.0,0,2018,0.0,0.0,0.0,30110040260002il,3011il,3011004026il,il
1359,25,16.0,96.0,0.0,0.0,20.0,0,2017,0.0,0.0,0.0,30110040260002il,3011il,3011004026il,il
1360,91,17.6,95.6,0.0,0.0,47.25,0,2021,0.6364,0.0,0.4091,30110080260006il,3011il,3011008026il,il
1361,89,19.3,97.75,0.0,0.0,49.44,0,2019,0.0,0.0,0.0,30110080260006il,3011il,3011008026il,il
1362,104,16.3,98.08,0.0,0.0,50.0,0,2018,0.0,0.0,0.0,30110080260006il,3011il,3011008026il,il
1363,81,27.2,100.0,0.0,0.0,39.51,0,2017,0.0,0.0,0.0,30110080260006il,3011il,3011008026il,il
1364,26,8.0,92.31,0.0,0.0,0.0,0,2021,0.2727,0.0,0.2273,30110140240001il,3011il,3011014024il,il
1365,19,0.0,100.0,0.0,0.0,57.89,0,2019,0.0,0.0,0.0,30110140240001il,3011il,3011014024il,il
1366,14,7.1,100.0,0.0,0.0,0.0,0,2018,0.0,0.0,0.0,30110140240001il,3011il,3011014024il,il
1367,102,19.2,89.22,3.92,2.94,60.78,0,2017,0.0,0.0,0.0,30110140240001il,3011il,3011014024il,il
1368,55,20.0,96.36,0.0,0.0,43.64,0,2021,0.0909,0.0,0.1364,30250100260001il,3025il,3025010026il,il
1369,47,27.6,97.87,0.0,0.0,42.55,0,2019,0.0,0.0,0.0,30250100260001il,3025il,3025010026il,il
1370,64,37.5,98.44,0.0,0.0,26.56,0,2018,0.0,0.0,0.0,30250100260001il,3025il,3025010026il,il
1371,55,38.2,98.18,0.0,0.0,47.27,0,2017,0.0,0.0,0.0,30250100260001il,3025il,3025010026il,il
1372,26,30.7,92.31,0.0,0.0,50.0,0,2021,0.0909,0.0,0.1364,30250200260001il,3025il,3025020026il,il
1373,19,36.8,100.0,0.0,0.0,0.0,0,2019,0.0,0.0,0.0,30250200260001il,3025il,3025020026il,il
1374,16,37.6,100.0,0.0,0.0,0.0,0,2018,0.0,0.0,0.0,30250200260001il,3025il,3025020026il,il
1375,91,54.2,96.7,3.3,0.0,48.35,0,2017,0.0,0.0,0.0,30250200260001il,3025il,3025020026il,il
1376,31,25.8,96.77,0.0,0.0,0.0,0,2021,0.0,0.0,0.0909,30250300260001il,3025il,3025030026il,il
1377,23,26.1,100.0,0.0,0.0,0.0,0,2019,0.0,0.0,0.0,30250300260001il,3025il,3025030026il,il
1378,30,43.3,96.67,0.0,0.0,0.0,0,2018,0.0,0.0,0.0,30250300260001il,3025il,3025030026il,il
1379,91,50.0,98.9,0.0,0.0,35.16,0,2017,0.0,0.0,0.0,30250300260001il,3025il,3025030026il,il
1380,180,25.0,87.78,0.0,5.56,25.0,0,2021,0.0,0.0,0.0909,30250400260001il,3025il,3025040026il,il
1381,166,30.1,91.57,0.0,0.0,30.72,0,2019,0.0,0.0,0.0,30250400260001il,3025il,3025040026il,il
1382,152,34.2,88.82,0.0,6.58,39.47,0,2018,0.0,0.0,0.0,30250400260001il,3025il,3025040026il,il
1383,166,34.6,92.77,2.41,0.6,31.93,0,2017,0.0,0.0,0.0,30250400260001il,3025il,3025040026il,il
1384,82,40.2,96.34,0.0,0.0,0.0,0,2021,0.2727,0.0,0.2273,30250500260001il,3025il,3025050026il,il
1385,72,51.4,98.61,0.0,0.0,0.0,0,2019,0.0,0.0,0.0,30250500260001il,3025il,3025050026il,il
1386,84,57.2,100.0,0.0,0.0,0.0,0,2018,0.0,0.0,0.0,30250500260001il,3025il,3025050026il,il
1387,74,48.6,100.0,0.0,0.0,4.05,0,2017,0.0,0.0,0.0,30250500260001il,3025il,3025050026il,il
1388,19,5.3,94.74,0.0,0.0,52.63,0,2021,0.5455,0.0,0.3636,30262010260003il,3026il,3026201026il,il
1389,26,11.5,92.31,0.0,0.0,50.0,0,2019,0.0,0.0,0.0,30262010260003il,3026il,3026201026il,il
1390,19,5.3,94.74,0.0,0.0,52.63,0,2018,0.0,0.0,0.0,30262010260003il,3026il,3026201026il,il
1391,13,15.4,92.31,0.0,0.0,46.15,0,2017,0.0,0.0,0.0,30262010260003il,3026il,3026201026il,il
1392,26,3.8,100.0,0.0,0.0,0.0,0,2021,0.7273,0.0,0.4545,30262020260002il,3026il,3026202026il,il
1393,28,7.1,100.0,0.0,0.0,46.43,0,2019,0.0,0.0,0.0,30262020260002il,3026il,3026202026il,il
1394,26,7.7,100.0,0.0,0.0,46.15,0,2018,0.0,0.0,0.0,30262020260002il,3026il,3026202026il,il
1395,32,18.8,96.88,3.12,0.0,31.25,0,2017,0.0,0.0,0.0,30262020260002il,3026il,3026202026il,il
1396,83,19.3,93.98,0.0,0.0,46.99,0,2021,0.6364,0.0,0.4091,30262030260001il,3026il,3026203026il,il
1397,92,16.3,94.57,0.0,0.0,50.0,0,2019,0.0,0.0,0.0,30262030260001il,3026il,3026203026il,il
1398,95,16.9,94.74,0.0,0.0,47.37,0,2018,0.0,0.0,0.0,30262030260001il,3026il,3026203026il,il
1399,109,21.5,95.41,0.92,0.0,50.46,0,2017,0.0,0.0,0.0,30262030260001il,3026il,3026203026il,il
1400,32,22.6,100.0,0.0,0.0,53.12,0,2021,0.0909,0.0,0.1364,30262040260002il,3026il,3026204026il,il
1401,32,25.0,100.0,0.0,0.0,56.25,0,2019,0.0,0.0,0.0,30262040260002il,3026il,3026204026il,il
1402,28,3.6,96.43,0.0,0.0,60.71,0,2018,0.0,0.0,0.0,30262040260002il,3026il,3026204026il,il
1403,130,4.2,99.23,0.0,0.77,61.54,0,2017,0.0,0.0,0.0,30262040260002il,3026il,3026204026il,il
1404,33,24.2,93.94,0.0,0.0,36.36,0,2021,0.3636,0.0,0.2727,30680020260001il,3068il,3068002026il,il
1405,34,20.6,94.12,0.0,0.0,52.94,0,2019,0.0,0.0,0.0,30680020260001il,3068il,3068002026il,il
1406,34,14.7,97.06,0.0,0.0,47.06,0,2018,0.0,0.0,0.0,30680020260001il,3068il,3068002026il,il
1407,37,33.3,94.59,0.0,2.7,40.54,0,2017,0.0,0.0,0.0,30680020260001il,3068il,3068002026il,il
1408,100,13.0,93.0,0.0,0.0,34.0,0,2021,0.0,0.0,0.0909,30680030260001il,3068il,3068003026il,il
1409,130,16.8,92.31,0.0,0.0,29.23,0,2019,0.0,0.0,0.0,30680030260001il,3068il,3068003026il,il
1410,99,20.2,96.97,0.0,0.0,34.34,0,2018,0.0,0.0,0.0,30680030260001il,3068il,3068003026il,il
1411,107,27.6,94.39,0.93,2.8,36.45,0,2017,0.0,0.0,0.0,30680030260001il,3068il,3068003026il,il
1412,83,22.9,87.95,0.0,0.0,60.24,0,2021,0.5455,0.0,0.3636,30680120260001il,3068il,3068012026il,il
1413,83,25.9,91.57,0.0,0.0,50.6,0,2019,0.0,0.0,0.0,30680120260001il,3068il,3068012026il,il
1414,86,10.5,94.19,0.0,0.0,58.14,0,2018,0.0,0.0,0.0,30680120260001il,3068il,3068012026il,il
1415,96,23.2,90.62,3.12,0.0,43.75,0,2017,0.0,0.0,0.0,30680120260001il,3068il,3068012026il,il
1416,39,12.8,97.44,0.0,0.0,33.33,0,2021,0.0,0.0,0.0909,30680220260001il,3068il,3068022026il,il
1417,44,13.6,93.18,0.0,0.0,45.45,0,2019,0.0,0.0,0.0,30680220260001il,3068il,3068022026il,il
1418,37,24.3,100.0,0.0,0.0,32.43,0,2018,0.0,0.0,0.0,30680220260001il,3068il,3068022026il,il
1419,174,41.3,94.83,0.57,0.0,41.38,0,2017,0.0,0.0,0.0,30680220260001il,3068il,3068022026il,il
1420,567,15.0,9.52,6.17,75.13,68.61,0,2021,0.5455,0.2727,0.5455,310450460220001il,3104il,31045046022il,il
1421,578,17.3,10.21,6.75,76.82,75.95,0,2019,0.0,0.0,0.0,310450460220001il,3104il,31045046022il,il
1422,550,22.5,11.45,6.55,70.91,74.91,0,2018,0.0,0.0,0.0,310450460220001il,3104il,31045046022il,il
1423,592,20.3,12.67,71.62,6.42,73.82,0,2017,0.0,0.0,0.0,310450460220001il,3104il,31045046022il,il
1424,330,8.8,9.09,9.39,74.85,66.97,0,2021,0.6364,0.2727,0.5909,310450460220002il,3104il,31045046022il,il
1425,438,11.7,14.38,9.59,68.49,73.52,0,2019,0.0,0.0,0.0,310450460220002il,3104il,31045046022il,il
1426,442,17.7,17.87,8.82,67.65,71.27,0,2018,0.0,0.0,0.0,310450460220002il,3104il,31045046022il,il
1427,488,12.2,17.83,66.8,9.02,73.16,0,2017,0.0,0.0,0.0,310450460220002il,3104il,31045046022il,il
1428,343,18.4,26.53,8.75,51.31,58.02,0,2021,0.7,0.3,0.65,310450460220003il,3104il,31045046022il,il
1429,464,23.3,25.65,7.97,49.57,58.41,0,2019,0.0,0.0,0.0,310450460220003il,3104il,31045046022il,il
1430,482,18.0,22.2,8.09,57.68,68.05,0,2018,0.0,0.0,0.0,310450460220003il,3104il,31045046022il,il
1431,450,18.8,24.89,56.67,8.0,64.0,0,2017,0.0,0.0,0.0,310450460220003il,3104il,31045046022il,il
1432,497,31.9,46.08,2.62,31.79,32.8,0,2021,0.5455,0.2727,0.5455,310450460220004il,3104il,31045046022il,il
1433,535,31.7,41.68,2.8,35.7,41.31,0,2019,0.0,0.0,0.0,310450460220004il,3104il,31045046022il,il
1434,596,43.8,44.97,3.52,31.21,35.91,0,2018,0.0,0.0,0.0,310450460220004il,3104il,31045046022il,il
1435,601,44.4,44.09,31.78,5.16,36.94,0,2017,0.0,0.0,0.0,310450460220004il,3104il,31045046022il,il
1436,673,32.9,49.33,1.78,29.57,30.01,0,2021,0.5455,0.2727,0.5455,310450460220005il,3104il,31045046022il,il
1437,655,35.1,46.41,6.41,29.47,30.69,0,2019,0.0,0.0,0.0,310450460220005il,3104il,31045046022il,il
1438,622,33.9,51.13,5.31,26.53,33.44,0,2018,0.0,0.0,0.0,310450460220005il,3104il,31045046022il,il
1439,686,39.7,51.9,27.84,5.83,30.03,0,2017,0.0,0.0,0.0,310450460220005il,3104il,31045046022il,il
1440,521,49.3,77.74,2.69,10.94,18.04,0,2021,0.7273,0.0,0.4545,310451010220001il,3104il,31045101022il,il
1441,466,58.0,80.69,3.43,11.59,15.24,0,2019,0.0,0.0,0.0,310451010220001il,3104il,31045101022il,il
1442,459,60.2,81.05,2.61,10.89,13.07,0,2018,0.0,0.0,0.0,310451010220001il,3104il,31045101022il,il
1443,489,59.9,82.82,7.36,2.04,12.68,0,2017,0.0,0.0,0.0,310451010220001il,3104il,31045101022il,il
1444,779,20.2,27.6,9.24,57.38,44.93,0,2021,0.3636,0.5455,0.8182,310451290220001il,3104il,31045129022il,il
1445,939,19.4,26.41,12.14,55.8,47.6,0,2019,0.0,0.0,0.0,310451290220001il,3104il,31045129022il,il
1446,878,21.8,25.63,9.79,58.77,51.37,0,2018,0.0,0.0,0.0,310451290220001il,3104il,31045129022il,il
1447,805,20.2,25.84,58.14,10.06,52.42,0,2017,0.0,0.0,0.0,310451290220001il,3104il,31045129022il,il
1448,871,8.3,2.53,5.97,88.63,38.23,0,2021,0.2727,0.7273,0.8636,310451310220001il,3104il,31045131022il,il
1449,871,13.4,2.87,8.84,85.42,59.82,0,2019,0.0,0.0,0.0,310451310220001il,3104il,31045131022il,il
1450,886,13.5,2.14,7.67,88.26,66.59,0,2018,0.0,0.0,0.0,310451310220001il,3104il,31045131022il,il
1451,761,17.6,3.15,87.12,6.83,65.05,0,2017,0.0,0.0,0.0,310451310220001il,3104il,31045131022il,il
1452,605,20.0,27.27,5.45,61.82,43.64,0,2021,0.3636,0.4545,0.7273,310453000260002il,3104il,31045300026il,il
1453,682,24.2,27.71,6.45,61.0,61.88,0,2019,0.0,0.0,0.0,310453000260002il,3104il,31045300026il,il
1454,600,24.5,32.17,4.17,58.0,59.67,0,2018,0.0,0.0,0.0,310453000260002il,3104il,31045300026il,il
1455,535,28.7,35.14,54.58,4.11,61.5,0,2017,0.0,0.0,0.0,310453000260002il,3104il,31045300026il,il
1456,461,31.0,63.34,3.69,20.39,15.84,0,2021,0.3636,0.4545,0.7273,310453000260003il,3104il,31045300026il,il
1457,387,49.2,64.6,2.84,19.9,24.29,0,2019,0.0,0.0,0.0,310453000260003il,3104il,31045300026il,il
1458,407,40.5,64.86,2.7,20.39,23.1,0,2018,0.0,0.0,0.0,310453000260003il,3104il,31045300026il,il
1459,387,41.0,64.86,20.67,4.13,26.61,0,2017,0.0,0.0,0.0,310453000260003il,3104il,31045300026il,il
1460,435,32.0,63.91,2.99,20.92,15.17,0,2021,0.3636,0.4545,0.7273,310453000260004il,3104il,31045300026il,il
1461,480,47.5,67.92,3.12,16.46,22.71,0,2019,0.0,0.0,0.0,310453000260004il,3104il,31045300026il,il
1462,508,40.3,67.91,3.15,17.13,20.87,0,2018,0.0,0.0,0.0,310453000260004il,3104il,31045300026il,il
1463,509,49.4,68.96,16.31,3.73,23.58,0,2017,0.0,0.0,0.0,310453000260004il,3104il,31045300026il,il
1464,337,47.3,58.75,0.0,20.77,12.76,0,2021,0.9091,0.0,0.4545,310453010260001il,3104il,31045301026il,il
1465,289,50.1,60.55,0.0,21.45,16.96,0,2019,0.0,0.0,0.0,310453010260001il,3104il,31045301026il,il
1466,250,41.6,56.4,0.0,22.8,14.4,0,2018,0.0,0.0,0.0,310453010260001il,3104il,31045301026il,il
1467,257,55.3,74.32,12.45,3.89,10.12,0,2017,0.0,0.0,0.0,310453010260001il,3104il,31045301026il,il
1468,310,34.5,77.42,3.23,10.65,15.16,0,2021,0.0,0.0,0.0909,310453020260001il,3104il,31045302026il,il
1469,332,42.9,76.81,3.31,14.46,15.96,0,2019,0.0,0.0,0.0,310453020260001il,3104il,31045302026il,il
1470,307,39.4,81.76,0.0,10.1,12.05,0,2018,0.0,0.0,0.0,310453020260001il,3104il,31045302026il,il
1471,313,46.6,75.4,15.97,2.24,15.02,0,2017,0.0,0.0,0.0,310453020260001il,3104il,31045302026il,il
1472,553,52.3,77.22,0.0,14.47,15.19,0,2021,0.5455,0.2727,0.6364,310453030260011il,3104il,31045303026il,il
1473,615,50.5,76.42,0.0,13.98,18.86,0,2019,0.0,0.0,0.0,310453030260011il,3104il,31045303026il,il
1474,580,57.4,77.41,0.0,13.62,19.14,0,2018,0.0,0.0,0.0,310453030260011il,3104il,31045303026il,il
1475,599,53.9,77.13,13.52,2.84,18.53,0,2017,0.0,0.0,0.0,310453030260011il,3104il,31045303026il,il
1476,458,54.5,79.69,0.0,9.39,7.42,0,2021,0.5455,0.2727,0.6364,310453030260012il,3104il,31045303026il,il
1477,485,66.7,84.74,0.0,4.95,6.8,0,2019,0.0,0.0,0.0,310453030260012il,3104il,31045303026il,il
1478,521,67.4,83.3,0.0,6.33,6.14,0,2018,0.0,0.0,0.0,310453030260012il,3104il,31045303026il,il
1479,488,67.1,85.04,4.71,1.84,6.56,0,2017,0.0,0.0,0.0,310453030260012il,3104il,31045303026il,il
1480,450,55.3,86.44,0.0,7.11,4.0,0,2021,0.7273,0.0,0.3636,310453040260001il,3104il,31045304026il,il
1481,475,64.5,85.89,0.0,7.58,4.84,0,2019,0.0,0.0,0.0,310453040260001il,3104il,31045304026il,il
1482,458,61.6,87.99,0.0,7.21,5.24,0,2018,0.0,0.0,0.0,310453040260001il,3104il,31045304026il,il
1483,482,64.9,85.68,7.88,1.45,6.02,0,2017,0.0,0.0,0.0,310453040260001il,3104il,31045304026il,il
1484,16,6.3,93.75,0.0,0.0,0.0,0,2021,0.0909,0.0,0.1364,320380030260001il,3203il,32038003026il,il
1485,33,12.5,84.85,0.0,0.0,57.58,0,2019,0.0,0.0,0.0,320380030260001il,3203il,32038003026il,il
1486,19,10.5,84.21,0.0,0.0,57.89,0,2018,0.0,0.0,0.0,320380030260001il,3203il,32038003026il,il
1487,23,26.1,91.3,4.35,4.35,39.13,0,2017,0.0,0.0,0.0,320380030260001il,3203il,32038003026il,il
1488,75,10.7,86.67,0.0,0.0,30.67,0,2021,0.5455,0.0,0.3636,320380040260001il,3203il,32038004026il,il
1489,81,29.6,92.59,0.0,0.0,30.86,0,2019,0.0,0.0,0.0,320380040260001il,3203il,32038004026il,il
1490,90,41.1,83.33,0.0,0.0,35.56,0,2018,0.0,0.0,0.0,320380040260001il,3203il,32038004026il,il
1491,83,40.2,89.16,4.82,1.2,30.12,0,2017,0.0,0.0,0.0,320380040260001il,3203il,32038004026il,il
1492,12,8.3,91.67,0.0,0.0,0.0,0,2021,0.2727,0.0,0.2273,320380060260001il,3203il,32038006026il,il
1493,19,26.3,94.74,0.0,0.0,0.0,0,2019,0.0,0.0,0.0,320380060260001il,3203il,32038006026il,il
1494,23,43.5,86.96,0.0,0.0,0.0,0,2018,0.0,0.0,0.0,320380060260001il,3203il,32038006026il,il
1495,23,50.0,95.65,4.35,0.0,17.39,0,2017,0.0,0.0,0.0,320380060260001il,3203il,32038006026il,il
1496,71,18.3,85.92,0.0,0.0,38.03,0,2021,0.9091,0.0,0.5455,320380090260001il,3203il,32038009026il,il
1497,59,25.4,88.14,0.0,0.0,57.63,0,2019,0.0,0.0,0.0,320380090260001il,3203il,32038009026il,il
1498,76,29.0,85.53,0.0,13.16,42.11,0,2018,0.0,0.0,0.0,320380090260001il,3203il,32038009026il,il
1499,79,26.6,86.08,2.53,5.06,44.3,0,2017,0.0,0.0,0.0,320380090260001il,3203il,32038009026il,il
1500,84,13.1,69.05,0.0,29.76,54.76,0,2021,0.1818,0.0,0.1818,320380100260001il,3203il,32038010026il,il
1501,84,16.7,67.86,0.0,27.38,58.33,0,2019,0.0,0.0,0.0,320380100260001il,3203il,32038010026il,il
1502,64,12.5,57.81,0.0,42.19,56.25,0,2018,0.0,0.0,0.0,320380100260001il,3203il,32038010026il,il
1503,77,28.6,58.44,35.06,0.0,46.75,0,2017,0.0,0.0,0.0,320380100260001il,3203il,32038010026il,il
