,year,schoolcode,dropout,districtcode,countycode,lowincome,white,black,hispanic,state,totalenrolled,schoolmode,virtualper,schoolmode,hybridper,charter
3018,2019,331400011488nyc,1.0,331400nyc,331nyc,84,2,43,53,nyc,525,0.0,0.0,0.0,0.0,0
3019,2021,331400011488nyc,0.0,331400nyc,331nyc,85,2,40,56,nyc,529,0.66,0.4,0.66,0.52,0
3021,2017,331400011558nyc,2.0,331400nyc,331nyc,83,5,31,60,nyc,569,0.0,0.0,0.0,0.0,0
3022,2018,331400011558nyc,2.0,331400nyc,331nyc,85,6,28,61,nyc,568,0.0,0.0,0.0,0.0,0
3023,2019,331400011558nyc,1.0,331400nyc,331nyc,81,6,28,61,nyc,579,0.0,0.0,0.0,0.0,0
3024,2021,331400011558nyc,0.0,331400nyc,331nyc,84,7,29,60,nyc,604,0.66,0.4,0.66,0.52,0
3026,2017,331400011561nyc,1.0,331400nyc,331nyc,83,9,17,70,nyc,686,0.0,0.0,0.0,0.0,0
3027,2018,331400011561nyc,1.0,331400nyc,331nyc,86,10,16,70,nyc,680,0.0,0.0,0.0,0.0,0
3028,2019,331400011561nyc,1.0,331400nyc,331nyc,80,9,15,71,nyc,682,0.0,0.0,0.0,0.0,0
3029,2021,331400011561nyc,0.0,331400nyc,331nyc,79,6,20,68,nyc,713,0.66,0.4,0.66,0.52,0
3031,2017,331400011586nyc,14.0,331400nyc,331nyc,89,3,37,59,nyc,339,0.0,0.0,0.0,0.0,0
3032,2018,331400011586nyc,14.0,331400nyc,331nyc,92,3,37,59,nyc,331,0.0,0.0,0.0,0.0,0
3033,2019,331400011586nyc,5.0,331400nyc,331nyc,90,3,33,62,nyc,298,0.0,0.0,0.0,0.0,0
3034,2021,331400011586nyc,13.0,331400nyc,331nyc,91,2,35,61,nyc,276,0.66,0.4,0.66,0.52,0
3036,2017,331400011610nyc,12.0,331400nyc,331nyc,86,2,49,42,nyc,319,0.0,0.0,0.0,0.0,0
3037,2018,331400011610nyc,10.0,331400nyc,331nyc,81,3,53,38,nyc,402,0.0,0.0,0.0,0.0,0
3038,2019,331400011610nyc,11.0,331400nyc,331nyc,84,3,50,42,nyc,339,0.0,0.0,0.0,0.0,0
3039,2021,331400011610nyc,12.0,331400nyc,331nyc,90,2,40,51,nyc,332,0.66,0.4,0.66,0.52,0
3041,2017,331400011614nyc,0.0,331400nyc,331nyc,79,5,53,36,nyc,234,0.0,0.0,0.0,0.0,0
3042,2018,331400011614nyc,1.0,331400nyc,331nyc,80,5,48,40,nyc,243,0.0,0.0,0.0,0.0,0
3043,2019,331400011614nyc,3.0,331400nyc,331nyc,80,5,46,43,nyc,226,0.0,0.0,0.0,0.0,0
3044,2021,331400011614nyc,2.0,331400nyc,331nyc,86,3,46,44,nyc,262,0.66,0.4,0.66,0.52,0
3046,2017,331400011685nyc,7.0,331400nyc,331nyc,75,1,10,85,nyc,244,0.0,0.0,0.0,0.0,0
3047,2018,331400011685nyc,4.0,331400nyc,331nyc,88,1,7,89,nyc,236,0.0,0.0,0.0,0.0,0
3048,2019,331400011685nyc,4.0,331400nyc,331nyc,86,0,5,92,nyc,222,0.0,0.0,0.0,0.0,0
3049,2021,331400011685nyc,2.0,331400nyc,331nyc,91,3,7,89,nyc,219,0.66,0.4,0.66,0.52,0
3051,2017,331500010448nyc,2.0,331500nyc,331nyc,70,11,38,46,nyc,408,0.0,0.0,0.0,0.0,0
3052,2018,331500010448nyc,8.0,331500nyc,331nyc,69,12,37,45,nyc,410,0.0,0.0,0.0,0.0,0
3053,2019,331500010448nyc,6.0,331500nyc,331nyc,66,15,35,45,nyc,391,0.0,0.0,0.0,0.0,0
3054,2021,331500010448nyc,0.0,331500nyc,331nyc,67,23,32,38,nyc,398,0.66,0.4,0.66,0.52,0
3056,2017,331500011423nyc,31.0,331500nyc,331nyc,89,2,77,19,nyc,168,0.0,0.0,0.0,0.0,0
3057,2018,331500011423nyc,28.0,331500nyc,331nyc,93,2,77,20,nyc,146,0.0,0.0,0.0,0.0,0
3058,2019,331500011423nyc,43.0,331500nyc,331nyc,89,1,64,32,nyc,173,0.0,0.0,0.0,0.0,0
3059,2021,331500011423nyc,17.0,331500nyc,331nyc,83,2,54,40,nyc,168,0.66,0.4,0.66,0.52,0
3061,2017,331500011429nyc,18.0,331500nyc,331nyc,90,3,57,36,nyc,161,0.0,0.0,0.0,0.0,0
3062,2018,331500011429nyc,4.0,331500nyc,331nyc,81,4,58,32,nyc,209,0.0,0.0,0.0,0.0,0
3063,2019,331500011429nyc,0.0,331500nyc,331nyc,81,5,55,35,nyc,248,0.0,0.0,0.0,0.0,0
3064,2021,331500011429nyc,1.0,331500nyc,331nyc,83,7,43,44,nyc,341,0.66,0.4,0.66,0.52,0
3066,2017,331500011462nyc,8.0,331500nyc,331nyc,73,3,69,24,nyc,414,0.0,0.0,0.0,0.0,0
3067,2018,331500011462nyc,10.0,331500nyc,331nyc,81,2,67,26,nyc,449,0.0,0.0,0.0,0.0,0
3068,2019,331500011462nyc,4.0,331500nyc,331nyc,78,3,64,28,nyc,445,0.0,0.0,0.0,0.0,0
3069,2021,331500011462nyc,4.0,331500nyc,331nyc,83,4,55,36,nyc,488,0.66,0.4,0.66,0.52,0
3071,2017,331500011463nyc,8.0,331500nyc,331nyc,81,5,49,38,nyc,246,0.0,0.0,0.0,0.0,0
3072,2018,331500011463nyc,8.0,331500nyc,331nyc,88,8,50,36,nyc,212,0.0,0.0,0.0,0.0,0
3073,2019,331500011463nyc,19.0,331500nyc,331nyc,84,8,47,37,nyc,263,0.0,0.0,0.0,0.0,0
3074,2021,331500011463nyc,10.0,331500nyc,331nyc,81,6,47,41,nyc,236,0.66,0.4,0.66,0.52,0
3076,2017,331500011464nyc,9.0,331500nyc,331nyc,69,16,37,39,nyc,408,0.0,0.0,0.0,0.0,0
3077,2018,331500011464nyc,5.0,331500nyc,331nyc,67,18,35,39,nyc,426,0.0,0.0,0.0,0.0,0
3078,2019,331500011464nyc,4.0,331500nyc,331nyc,66,17,34,42,nyc,446,0.0,0.0,0.0,0.0,0
3079,2021,331500011464nyc,4.0,331500nyc,331nyc,67,21,31,39,nyc,391,0.66,0.4,0.66,0.52,0
3081,2017,331500011497nyc,4.0,331500nyc,331nyc,65,22,40,28,nyc,288,0.0,0.0,0.0,0.0,0
3082,2018,331500011497nyc,5.0,331500nyc,331nyc,58,30,34,26,nyc,256,0.0,0.0,0.0,0.0,0
3083,2019,331500011497nyc,0.0,331500nyc,331nyc,47,36,30,23,nyc,287,0.0,0.0,0.0,0.0,0
3084,2021,331500011497nyc,2.0,331500nyc,331nyc,51,37,28,25,nyc,343,0.66,0.4,0.66,0.52,0
3086,2017,331500011519nyc,3.0,331500nyc,331nyc,86,3,64,26,nyc,587,0.0,0.0,0.0,0.0,0
3087,2018,331500011519nyc,1.0,331500nyc,331nyc,91,2,63,29,nyc,588,0.0,0.0,0.0,0.0,0
3088,2019,331500011519nyc,4.0,331500nyc,331nyc,91,3,63,28,nyc,584,0.0,0.0,0.0,0.0,0
3089,2021,331500011519nyc,3.0,331500nyc,331nyc,80,3,60,30,nyc,473,0.66,0.4,0.66,0.52,0
3091,2017,331500011529nyc,14.0,331500nyc,331nyc,66,14,9,69,nyc,162,0.0,0.0,0.0,0.0,0
3092,2018,331500011529nyc,17.0,331500nyc,331nyc,79,11,13,71,nyc,222,0.0,0.0,0.0,0.0,0
3093,2019,331500011529nyc,15.0,331500nyc,331nyc,76,10,16,69,nyc,225,0.0,0.0,0.0,0.0,0
3094,2021,331500011529nyc,8.0,331500nyc,331nyc,83,17,10,68,nyc,207,0.66,0.4,0.66,0.52,0
3096,2017,331500011592nyc,14.0,331500nyc,331nyc,62,36,35,8,nyc,261,0.0,0.0,0.0,0.0,0
3097,2018,331500011592nyc,8.0,331500nyc,331nyc,88,30,40,7,nyc,260,0.0,0.0,0.0,0.0,0
3098,2019,331500011592nyc,6.0,331500nyc,331nyc,84,31,36,8,nyc,214,0.0,0.0,0.0,0.0,0
3099,2021,331500011592nyc,9.0,331500nyc,331nyc,86,23,31,19,nyc,151,0.66,0.4,0.66,0.52,0
3101,2017,331500011656nyc,1.0,331500nyc,331nyc,76,2,69,22,nyc,864,0.0,0.0,0.0,0.0,0
3102,2018,331500011656nyc,3.0,331500nyc,331nyc,71,3,68,21,nyc,862,0.0,0.0,0.0,0.0,0
3103,2019,331500011656nyc,2.0,331500nyc,331nyc,72,5,65,22,nyc,947,0.0,0.0,0.0,0.0,0
3104,2021,331500011656nyc,1.0,331500nyc,331nyc,72,5,58,26,nyc,954,0.66,0.4,0.66,0.52,0
3106,2017,331500011667nyc,9.0,331500nyc,331nyc,80,7,9,76,nyc,1266,0.0,0.0,0.0,0.0,0
3107,2018,331500011667nyc,6.0,331500nyc,331nyc,86,8,8,74,nyc,1212,0.0,0.0,0.0,0.0,0
3108,2019,331500011667nyc,6.0,331500nyc,331nyc,86,8,8,74,nyc,1212,0.0,0.0,0.0,0.0,0
3109,2021,331500011667nyc,6.0,331500nyc,331nyc,84,8,7,71,nyc,1285,0.66,0.4,0.66,0.52,0
3111,2017,331500011684nyc,0.0,331500nyc,331nyc,42,34,23,25,nyc,652,0.0,0.0,0.0,0.0,0
3112,2018,331500011684nyc,0.0,331500nyc,331nyc,40,42,21,21,nyc,667,0.0,0.0,0.0,0.0,0
3113,2019,331500011684nyc,1.0,331500nyc,331nyc,36,44,17,20,nyc,671,0.0,0.0,0.0,0.0,0
3114,2021,331500011684nyc,1.0,331500nyc,331nyc,43,45,12,17,nyc,691,0.66,0.4,0.66,0.52,0
3116,2017,331500011698nyc,11.0,331500nyc,331nyc,78,4,30,58,nyc,160,0.0,0.0,0.0,0.0,0
3117,2018,331500011698nyc,9.0,331500nyc,331nyc,91,4,33,55,nyc,181,0.0,0.0,0.0,0.0,0
3118,2019,331500011698nyc,14.0,331500nyc,331nyc,88,3,31,56,nyc,154,0.0,0.0,0.0,0.0,0
3119,2021,331500011698nyc,4.0,331500nyc,331nyc,92,5,17,72,nyc,146,0.66,0.4,0.66,0.52,0
3121,2017,331600011455nyc,16.0,331600nyc,331nyc,82,2,84,10,nyc,374,0.0,0.0,0.0,0.0,0
3122,2018,331600011455nyc,11.0,331600nyc,331nyc,81,2,85,10,nyc,398,0.0,0.0,0.0,0.0,0
3123,2019,331600011455nyc,6.0,331600nyc,331nyc,83,2,82,11,nyc,423,0.0,0.0,0.0,0.0,0
3124,2021,331600011455nyc,5.0,331600nyc,331nyc,87,2,78,16,nyc,442,0.66,0.4,0.66,0.52,0
3126,2017,331600011498nyc,5.0,331600nyc,331nyc,82,2,67,27,nyc,640,0.0,0.0,0.0,0.0,0
3127,2018,331600011498nyc,7.0,331600nyc,331nyc,87,3,63,29,nyc,597,0.0,0.0,0.0,0.0,0
3128,2019,331600011498nyc,2.0,331600nyc,331nyc,83,2,64,28,nyc,602,0.0,0.0,0.0,0.0,0
3129,2021,331600011498nyc,0.0,331600nyc,331nyc,84,3,59,31,nyc,626,0.66,0.4,0.66,0.52,0
3131,2017,331600011669nyc,19.0,331600nyc,331nyc,78,0,87,13,nyc,231,0.0,0.0,0.0,0.0,0
3132,2018,331600011669nyc,20.0,331600nyc,331nyc,91,1,80,15,nyc,229,0.0,0.0,0.0,0.0,0
3133,2019,331600011669nyc,12.0,331600nyc,331nyc,92,5,72,21,nyc,248,0.0,0.0,0.0,0.0,0
3134,2021,331600011669nyc,15.0,331600nyc,331nyc,91,2,77,19,nyc,246,0.66,0.4,0.66,0.52,0
3136,2017,331600011688nyc,11.0,331600nyc,331nyc,73,5,74,13,nyc,107,0.0,0.0,0.0,0.0,0
3137,2018,331600011688nyc,0.0,331600nyc,331nyc,97,3,74,15,nyc,122,0.0,0.0,0.0,0.0,0
3138,2019,331600011688nyc,14.0,331600nyc,331nyc,96,3,71,17,nyc,107,0.0,0.0,0.0,0.0,0
3139,2021,331600011688nyc,4.0,331600nyc,331nyc,96,2,57,26,nyc,129,0.66,0.4,0.66,0.52,0
3141,2017,331600011765nyc,0.0,331600nyc,331nyc,73,1,85,12,nyc,265,0.0,0.0,0.0,0.0,0
3142,2018,331600011765nyc,3.0,331600nyc,331nyc,79,1,83,11,nyc,271,0.0,0.0,0.0,0.0,0
3143,2019,331600011765nyc,8.0,331600nyc,331nyc,81,1,83,11,nyc,251,0.0,0.0,0.0,0.0,0
3144,2021,331600011765nyc,2.0,331600nyc,331nyc,87,1,83,13,nyc,181,0.66,0.4,0.66,0.52,0
3146,2017,331700011122nyc,1.0,331700nyc,331nyc,77,0,86,10,nyc,567,0.0,0.0,0.0,0.0,0
3147,2018,331700011122nyc,1.0,331700nyc,331nyc,74,1,84,12,nyc,581,0.0,0.0,0.0,0.0,0
3148,2019,331700011122nyc,3.0,331700nyc,331nyc,74,1,83,12,nyc,573,0.0,0.0,0.0,0.0,0
3149,2021,331700011122nyc,1.0,331700nyc,331nyc,74,1,82,13,nyc,544,0.66,0.4,0.66,0.52,0
3151,2017,331700011382nyc,17.0,331700nyc,331nyc,83,2,78,14,nyc,248,0.0,0.0,0.0,0.0,0
3152,2018,331700011382nyc,8.0,331700nyc,331nyc,80,2,77,13,nyc,277,0.0,0.0,0.0,0.0,0
3153,2019,331700011382nyc,15.0,331700nyc,331nyc,85,2,76,16,nyc,228,0.0,0.0,0.0,0.0,0
3154,2021,331700011382nyc,3.0,331700nyc,331nyc,88,1,74,21,nyc,199,0.66,0.4,0.66,0.52,0
3156,2017,331700011408nyc,19.0,331700nyc,331nyc,88,4,77,12,nyc,176,0.0,0.0,0.0,0.0,0
3157,2018,331700011408nyc,8.0,331700nyc,331nyc,88,6,77,13,nyc,207,0.0,0.0,0.0,0.0,0
3158,2019,331700011408nyc,6.0,331700nyc,331nyc,94,4,80,15,nyc,188,0.0,0.0,0.0,0.0,0
3159,2021,331700011408nyc,3.0,331700nyc,331nyc,95,3,69,23,nyc,253,0.66,0.4,0.66,0.52,0
3161,2017,331700011524nyc,15.0,331700nyc,331nyc,54,12,22,46,nyc,399,0.0,0.0,0.0,0.0,0
3162,2018,331700011524nyc,12.0,331700nyc,331nyc,84,11,24,46,nyc,392,0.0,0.0,0.0,0.0,0
3163,2019,331700011524nyc,13.0,331700nyc,331nyc,83,8,24,48,nyc,344,0.0,0.0,0.0,0.0,0
3164,2021,331700011524nyc,7.0,331700nyc,331nyc,83,8,24,53,nyc,279,0.66,0.4,0.66,0.52,0
3166,2017,331700011528nyc,17.0,331700nyc,331nyc,93,4,79,13,nyc,209,0.0,0.0,0.0,0.0,0
3167,2018,331700011528nyc,12.0,331700nyc,331nyc,94,3,74,17,nyc,196,0.0,0.0,0.0,0.0,0
3168,2019,331700011528nyc,11.0,331700nyc,331nyc,91,3,73,19,nyc,212,0.0,0.0,0.0,0.0,0
3169,2021,331700011528nyc,9.0,331700nyc,331nyc,88,3,73,18,nyc,239,0.66,0.4,0.66,0.52,0
3171,2017,331700011531nyc,5.0,331700nyc,331nyc,85,1,89,8,nyc,273,0.0,0.0,0.0,0.0,0
3172,2018,331700011531nyc,4.0,331700nyc,331nyc,85,2,89,7,nyc,385,0.0,0.0,0.0,0.0,0
3173,2019,331700011531nyc,8.0,331700nyc,331nyc,83,1,88,7,nyc,328,0.0,0.0,0.0,0.0,0
3174,2021,331700011531nyc,0.0,331700nyc,331nyc,91,2,87,8,nyc,269,0.66,0.4,0.66,0.52,0
3176,2017,331700011537nyc,12.0,331700nyc,331nyc,81,2,80,14,nyc,423,0.0,0.0,0.0,0.0,0
3177,2018,331700011537nyc,9.0,331700nyc,331nyc,84,2,79,15,nyc,468,0.0,0.0,0.0,0.0,0
3178,2019,331700011537nyc,10.0,331700nyc,331nyc,80,2,79,14,nyc,454,0.0,0.0,0.0,0.0,0
3179,2021,331700011537nyc,10.0,331700nyc,331nyc,81,4,75,16,nyc,455,0.66,0.4,0.66,0.52,0
3181,2017,331700011539nyc,11.0,331700nyc,331nyc,73,2,79,14,nyc,354,0.0,0.0,0.0,0.0,0
3182,2018,331700011539nyc,16.0,331700nyc,331nyc,85,4,78,13,nyc,352,0.0,0.0,0.0,0.0,0
3183,2019,331700011539nyc,13.0,331700nyc,331nyc,78,2,77,17,nyc,288,0.0,0.0,0.0,0.0,0
3184,2021,331700011539nyc,13.0,331700nyc,331nyc,84,3,72,20,nyc,258,0.66,0.4,0.66,0.52,0
3186,2017,331700011543nyc,1.0,331700nyc,331nyc,76,1,82,11,nyc,359,0.0,0.0,0.0,0.0,0
3187,2018,331700011543nyc,3.0,331700nyc,331nyc,79,1,80,12,nyc,342,0.0,0.0,0.0,0.0,0
3188,2019,331700011543nyc,0.0,331700nyc,331nyc,78,1,77,13,nyc,354,0.0,0.0,0.0,0.0,0
3189,2021,331700011543nyc,0.0,331700nyc,331nyc,72,2,74,14,nyc,396,0.66,0.4,0.66,0.52,0
3191,2017,331700011546nyc,1.0,331700nyc,331nyc,84,1,75,17,nyc,454,0.0,0.0,0.0,0.0,0
3192,2018,331700011546nyc,2.0,331700nyc,331nyc,80,1,77,16,nyc,453,0.0,0.0,0.0,0.0,0
3193,2019,331700011546nyc,1.0,331700nyc,331nyc,77,1,77,16,nyc,463,0.0,0.0,0.0,0.0,0
3194,2021,331700011546nyc,2.0,331700nyc,331nyc,77,2,75,16,nyc,521,0.66,0.4,0.66,0.52,0
3196,2017,331700011547nyc,9.0,331700nyc,331nyc,81,2,83,9,nyc,370,0.0,0.0,0.0,0.0,0
3197,2018,331700011547nyc,10.0,331700nyc,331nyc,83,2,81,10,nyc,363,0.0,0.0,0.0,0.0,0
3198,2019,331700011547nyc,8.0,331700nyc,331nyc,76,3,80,12,nyc,377,0.0,0.0,0.0,0.0,0
3199,2021,331700011547nyc,2.0,331700nyc,331nyc,75,6,69,17,nyc,308,0.66,0.4,0.66,0.52,0
3201,2017,331700011548nyc,11.0,331700nyc,331nyc,84,2,82,15,nyc,312,0.0,0.0,0.0,0.0,0
3202,2018,331700011548nyc,8.0,331700nyc,331nyc,85,1,82,15,nyc,299,0.0,0.0,0.0,0.0,0
3203,2019,331700011548nyc,12.0,331700nyc,331nyc,80,2,77,20,nyc,294,0.0,0.0,0.0,0.0,0
3204,2021,331700011548nyc,6.0,331700nyc,331nyc,84,0,75,23,nyc,286,0.66,0.4,0.66,0.52,0
3206,2017,331700011568nyc,17.0,331700nyc,331nyc,77,0,86,11,nyc,140,0.0,0.0,0.0,0.0,0
3207,2018,331700011568nyc,14.0,331700nyc,331nyc,87,0,81,13,nyc,100,0.0,0.0,0.0,0.0,0
3208,2019,331700011568nyc,11.0,331700nyc,331nyc,85,2,83,14,nyc,107,0.0,0.0,0.0,0.0,0
3209,2021,331700011568nyc,9.0,331700nyc,331nyc,84,0,83,11,nyc,81,0.66,0.4,0.66,0.52,0
3211,2017,331700011590nyc,0.0,331700nyc,331nyc,74,1,88,5,nyc,918,0.0,0.0,0.0,0.0,0
3212,2018,331700011590nyc,0.0,331700nyc,331nyc,71,1,88,5,nyc,894,0.0,0.0,0.0,0.0,0
3213,2019,331700011590nyc,1.0,331700nyc,331nyc,67,1,87,5,nyc,902,0.0,0.0,0.0,0.0,0
3214,2021,331700011590nyc,0.0,331700nyc,331nyc,76,1,86,5,nyc,918,0.66,0.4,0.66,0.52,0
3216,2017,331700011600nyc,5.0,331700nyc,331nyc,81,1,89,6,nyc,1178,0.0,0.0,0.0,0.0,0
3217,2018,331700011600nyc,3.0,331700nyc,331nyc,80,1,87,7,nyc,1136,0.0,0.0,0.0,0.0,0
3218,2019,331700011600nyc,4.0,331700nyc,331nyc,77,1,89,7,nyc,1153,0.0,0.0,0.0,0.0,0
3219,2021,331700011600nyc,4.0,331700nyc,331nyc,81,1,85,10,nyc,1274,0.66,0.4,0.66,0.52,0
3221,2017,331700011745nyc,1.0,331700nyc,331nyc,90,1,89,6,nyc,353,0.0,0.0,0.0,0.0,0
3222,2018,331700011745nyc,1.0,331700nyc,331nyc,90,0,87,9,nyc,373,0.0,0.0,0.0,0.0,0
3223,2019,331700011745nyc,2.0,331700nyc,331nyc,86,0,87,10,nyc,408,0.0,0.0,0.0,0.0,0
3224,2021,331700011745nyc,1.0,331700nyc,331nyc,86,1,81,16,nyc,520,0.66,0.4,0.66,0.52,0
3226,2017,331700011751nyc,7.0,331700nyc,331nyc,81,2,83,10,nyc,380,0.0,0.0,0.0,0.0,0
3227,2018,331700011751nyc,3.0,331700nyc,331nyc,84,1,79,14,nyc,350,0.0,0.0,0.0,0.0,0
3228,2019,331700011751nyc,11.0,331700nyc,331nyc,85,2,75,16,nyc,301,0.0,0.0,0.0,0.0,0
3229,2021,331700011751nyc,0.0,331700nyc,331nyc,85,2,74,16,nyc,281,0.66,0.4,0.66,0.52,0
3231,2017,331800011563nyc,1.0,331800nyc,331nyc,70,2,87,7,nyc,699,0.0,0.0,0.0,0.0,0
3232,2018,331800011563nyc,3.0,331800nyc,331nyc,74,2,87,7,nyc,701,0.0,0.0,0.0,0.0,0
3233,2019,331800011563nyc,5.0,331800nyc,331nyc,72,1,89,6,nyc,640,0.0,0.0,0.0,0.0,0
3234,2021,331800011563nyc,2.0,331800nyc,331nyc,79,3,84,9,nyc,480,0.66,0.4,0.66,0.52,0
3236,2017,331800011566nyc,15.0,331800nyc,331nyc,74,0,88,8,nyc,224,0.0,0.0,0.0,0.0,0
3237,2018,331800011566nyc,16.0,331800nyc,331nyc,82,2,80,13,nyc,193,0.0,0.0,0.0,0.0,0
3238,2019,331800011566nyc,17.0,331800nyc,331nyc,77,5,81,12,nyc,189,0.0,0.0,0.0,0.0,0
3239,2021,331800011566nyc,10.0,331800nyc,331nyc,79,6,79,11,nyc,208,0.66,0.4,0.66,0.52,0
3241,2017,331800011567nyc,8.0,331800nyc,331nyc,78,1,81,12,nyc,366,0.0,0.0,0.0,0.0,0
3242,2018,331800011567nyc,6.0,331800nyc,331nyc,82,2,84,11,nyc,364,0.0,0.0,0.0,0.0,0
3243,2019,331800011567nyc,1.0,331800nyc,331nyc,84,2,84,10,nyc,343,0.0,0.0,0.0,0.0,0
3244,2021,331800011567nyc,6.0,331800nyc,331nyc,85,3,78,15,nyc,286,0.66,0.4,0.66,0.52,0
3246,2017,331800011569nyc,6.0,331800nyc,331nyc,75,0,93,6,nyc,383,0.0,0.0,0.0,0.0,0
3247,2018,331800011569nyc,5.0,331800nyc,331nyc,83,1,91,6,nyc,350,0.0,0.0,0.0,0.0,0
3248,2019,331800011569nyc,3.0,331800nyc,331nyc,82,2,89,7,nyc,296,0.0,0.0,0.0,0.0,0
3249,2021,331800011569nyc,5.0,331800nyc,331nyc,86,2,82,14,nyc,214,0.66,0.4,0.66,0.52,0
3251,2017,331800011576nyc,3.0,331800nyc,331nyc,74,1,88,7,nyc,329,0.0,0.0,0.0,0.0,0
3252,2018,331800011576nyc,6.0,331800nyc,331nyc,81,3,85,7,nyc,402,0.0,0.0,0.0,0.0,0
3253,2019,331800011576nyc,8.0,331800nyc,331nyc,77,4,83,10,nyc,348,0.0,0.0,0.0,0.0,0
3254,2021,331800011576nyc,6.0,331800nyc,331nyc,83,9,74,11,nyc,277,0.66,0.4,0.66,0.52,0
3256,2017,331800011578nyc,10.0,331800nyc,331nyc,79,1,86,11,nyc,174,0.0,0.0,0.0,0.0,0
3257,2018,331800011578nyc,9.0,331800nyc,331nyc,88,3,78,15,nyc,162,0.0,0.0,0.0,0.0,0
3258,2019,331800011578nyc,15.0,331800nyc,331nyc,79,2,82,12,nyc,186,0.0,0.0,0.0,0.0,0
3259,2021,331800011578nyc,24.0,331800nyc,331nyc,77,2,84,7,nyc,126,0.66,0.4,0.66,0.52,0
3261,2017,331800011617nyc,8.0,331800nyc,331nyc,72,2,85,12,nyc,275,0.0,0.0,0.0,0.0,0
3262,2018,331800011617nyc,10.0,331800nyc,331nyc,73,2,83,13,nyc,247,0.0,0.0,0.0,0.0,0
3263,2019,331800011617nyc,5.0,331800nyc,331nyc,72,5,81,11,nyc,236,0.0,0.0,0.0,0.0,0
3264,2021,331800011617nyc,11.0,331800nyc,331nyc,81,5,82,10,nyc,201,0.66,0.4,0.66,0.52,0
3266,2017,331800011629nyc,9.0,331800nyc,331nyc,76,2,87,8,nyc,318,0.0,0.0,0.0,0.0,0
3267,2018,331800011629nyc,3.0,331800nyc,331nyc,76,2,87,9,nyc,314,0.0,0.0,0.0,0.0,0
3268,2019,331800011629nyc,15.0,331800nyc,331nyc,77,3,84,10,nyc,281,0.0,0.0,0.0,0.0,0
3269,2021,331800011629nyc,5.0,331800nyc,331nyc,84,1,83,12,nyc,211,0.66,0.4,0.66,0.52,0
3271,2017,331800011633nyc,0.0,331800nyc,331nyc,95,2,82,13,nyc,421,0.0,0.0,0.0,0.0,0
3272,2018,331800011633nyc,1.0,331800nyc,331nyc,95,2,78,14,nyc,423,0.0,0.0,0.0,0.0,0
3273,2019,331800011633nyc,3.0,331800nyc,331nyc,97,4,79,13,nyc,463,0.0,0.0,0.0,0.0,0
3274,2021,331800011633nyc,2.0,331800nyc,331nyc,88,3,78,14,nyc,475,0.66,0.4,0.66,0.52,0
3276,2017,331800011635nyc,21.0,331800nyc,331nyc,77,1,93,3,nyc,208,0.0,0.0,0.0,0.0,0
3277,2018,331800011635nyc,14.0,331800nyc,331nyc,80,2,89,7,nyc,196,0.0,0.0,0.0,0.0,0
3278,2019,331800011635nyc,13.0,331800nyc,331nyc,85,2,89,7,nyc,189,0.0,0.0,0.0,0.0,0
3279,2021,331800011635nyc,5.0,331800nyc,331nyc,87,1,84,14,nyc,153,0.66,0.4,0.66,0.52,0
3281,2017,331800011637nyc,6.0,331800nyc,331nyc,80,7,78,9,nyc,264,0.0,0.0,0.0,0.0,0
3282,2018,331800011637nyc,11.0,331800nyc,331nyc,85,7,75,9,nyc,279,0.0,0.0,0.0,0.0,0
3283,2019,331800011637nyc,7.0,331800nyc,331nyc,82,6,76,9,nyc,300,0.0,0.0,0.0,0.0,0
3284,2021,331800011637nyc,0.0,331800nyc,331nyc,83,6,68,12,nyc,347,0.66,0.4,0.66,0.52,0
3286,2017,331800011642nyc,13.0,331800nyc,331nyc,77,7,79,12,nyc,300,0.0,0.0,0.0,0.0,0
3287,2018,331800011642nyc,10.0,331800nyc,331nyc,79,8,77,11,nyc,270,0.0,0.0,0.0,0.0,0
3288,2019,331800011642nyc,16.0,331800nyc,331nyc,80,9,77,11,nyc,263,0.0,0.0,0.0,0.0,0
3289,2021,331800011642nyc,6.0,331800nyc,331nyc,98,5,81,12,nyc,169,0.66,0.4,0.66,0.52,0
3291,2017,331800011673nyc,8.0,331800nyc,331nyc,76,2,82,14,nyc,174,0.0,0.0,0.0,0.0,0
3292,2018,331800011673nyc,13.0,331800nyc,331nyc,76,5,77,15,nyc,186,0.0,0.0,0.0,0.0,0
3293,2019,331800011673nyc,27.0,331800nyc,331nyc,81,3,77,17,nyc,178,0.0,0.0,0.0,0.0,0
3294,2021,331800011673nyc,11.0,331800nyc,331nyc,80,1,79,18,nyc,157,0.66,0.4,0.66,0.52,0
3296,2017,331900011404nyc,3.0,331900nyc,331nyc,82,1,70,25,nyc,362,0.0,0.0,0.0,0.0,0
3297,2018,331900011404nyc,5.0,331900nyc,331nyc,84,1,70,27,nyc,316,0.0,0.0,0.0,0.0,0
3298,2019,331900011404nyc,3.0,331900nyc,331nyc,86,1,69,28,nyc,335,0.0,0.0,0.0,0.0,0
3299,2021,331900011404nyc,1.0,331900nyc,331nyc,93,2,64,30,nyc,362,0.66,0.4,0.66,0.52,0
3301,2017,331900011409nyc,0.0,331900nyc,331nyc,77,1,63,31,nyc,277,0.0,0.0,0.0,0.0,0
3302,2018,331900011409nyc,5.0,331900nyc,331nyc,88,1,62,32,nyc,276,0.0,0.0,0.0,0.0,0
