,schoolcode,hybridper,virtualper,year,totaltested,mathpass,schoolmode,black,hispanic,white,lowincome,charter,districtcode,countycode,state
1881,19647331935121ca,0.0,0.0,2018,200,26.0,0.0,3.85,68.8,1.28,94.99,0,1964733ca,19ca,ca
1882,19647331935121ca,0.0,0.0,2019,215,27.91,0.0,1.31,73.8,1.31,93.71,0,1964733ca,19ca,ca
1883,19647331935121ca,0.2727,0.7273,2021,223,43.5,0.8636,1.16,74.52,1.93,95.74,0,1964733ca,19ca,ca
1884,19647331935352ca,0.0,0.0,2015,270,21.0,0.0,17.58,69.92,1.95,74.51,0,1964733ca,19ca,ca
1885,19647331935352ca,0.0,0.0,2016,231,23.0,0.0,18.15,73.93,1.65,86.81,0,1964733ca,19ca,ca
1886,19647331935352ca,0.0,0.0,2017,244,24.18,0.0,12.1,78.65,1.07,92.74,0,1964733ca,19ca,ca
1887,19647331935352ca,0.0,0.0,2018,233,18.45,0.0,14.98,76.66,1.39,86.45,0,1964733ca,19ca,ca
1888,19647331935352ca,0.0,0.0,2019,234,18.8,0.0,7.57,84.46,1.99,81.31,0,1964733ca,19ca,ca
1889,19647331935352ca,0.2727,0.7273,2021,215,15.81,0.8636,9.17,84.28,1.75,91.89,0,1964733ca,19ca,ca
1890,19647331935519ca,0.0,0.0,2015,267,6.0,0.0,20.44,78.2,0.82,78.38,0,1964733ca,19ca,ca
1891,19647331935519ca,0.0,0.0,2016,307,9.0,0.0,17.87,77.07,3.47,89.79,0,1964733ca,19ca,ca
1892,19647331935519ca,0.0,0.0,2017,308,9.09,0.0,14.69,83.65,1.18,87.27,0,1964733ca,19ca,ca
1893,19647331935519ca,0.0,0.0,2018,373,9.92,0.0,13.88,84.42,1.13,91.79,0,1964733ca,19ca,ca
1894,19647331935519ca,0.0,0.0,2019,315,5.71,0.0,18.39,78.93,0.33,90.93,0,1964733ca,19ca,ca
1895,19647331935519ca,0.2727,0.7273,2021,132,10.61,0.8636,12.23,84.53,1.8,96.34,0,1964733ca,19ca,ca
1896,19647331935568ca,0.0,0.0,2015,430,40.0,0.0,1.84,56.11,15.08,67.81,0,1964733ca,19ca,ca
1897,19647331935568ca,0.0,0.0,2016,510,36.0,0.0,1.71,60.24,13.65,71.48,0,1964733ca,19ca,ca
1898,19647331935568ca,0.0,0.0,2017,506,33.2,0.0,1.54,57.71,16.44,76.16,0,1964733ca,19ca,ca
1899,19647331935568ca,0.0,0.0,2018,526,36.5,0.0,3.11,57.96,14.88,75.8,0,1964733ca,19ca,ca
1900,19647331935568ca,0.0,0.0,2019,510,43.33,0.0,2.13,54.59,16.07,72.96,0,1964733ca,19ca,ca
1901,19647331935568ca,0.2727,0.7273,2021,280,56.79,0.8636,1.67,61.88,18.12,71.27,0,1964733ca,19ca,ca
1902,19647331935865ca,0.0,0.0,2015,274,16.0,0.0,3.5,85.83,5.05,77.62,0,1964733ca,19ca,ca
1903,19647331935865ca,0.0,0.0,2016,435,17.0,0.0,2.23,88.26,3.44,84.71,0,1964733ca,19ca,ca
1904,19647331935865ca,0.0,0.0,2017,443,11.74,0.0,3.36,87.89,2.02,85.88,0,1964733ca,19ca,ca
1905,19647331935865ca,0.0,0.0,2018,396,17.68,0.0,4.81,85.58,3.61,91.81,0,1964733ca,19ca,ca
1906,19647331935865ca,0.0,0.0,2019,369,10.84,0.0,4.86,86.22,2.97,88.28,0,1964733ca,19ca,ca
1907,19647331935865ca,0.2727,0.7273,2021,204,24.02,0.8636,2.17,91.34,2.36,92.43,0,1964733ca,19ca,ca
1908,19647331936160ca,0.0,0.0,2015,490,21.0,0.0,21.08,60.63,5.41,57.84,0,1964733ca,19ca,ca
1909,19647331936160ca,0.0,0.0,2016,470,32.0,0.0,19.6,60.59,6.34,71.58,0,1964733ca,19ca,ca
1910,19647331936160ca,0.0,0.0,2017,471,25.05,0.0,22.34,64.64,3.72,84.47,0,1964733ca,19ca,ca
1911,19647331936160ca,0.0,0.0,2018,529,18.53,0.0,20.23,64.79,5.06,84.21,0,1964733ca,19ca,ca
1912,19647331936160ca,0.0,0.0,2019,470,31.49,0.0,18.32,67.24,1.51,75.79,0,1964733ca,19ca,ca
1913,19647331936160ca,0.2727,0.7273,2021,373,27.88,0.8636,23.27,63.53,3.13,80.56,0,1964733ca,19ca,ca
1914,19647331936350ca,0.0,0.0,2015,426,36.0,0.0,3.89,68.29,13.62,67.46,0,1964733ca,19ca,ca
1915,19647331936350ca,0.0,0.0,2016,483,38.0,0.0,2.67,65.71,18.07,72.51,0,1964733ca,19ca,ca
1916,19647331936350ca,0.0,0.0,2017,463,41.68,0.0,2.98,68.53,16.39,75.52,0,1964733ca,19ca,ca
1917,19647331936350ca,0.0,0.0,2018,508,37.2,0.0,2.75,69.54,16.51,74.1,0,1964733ca,19ca,ca
1918,19647331936350ca,0.0,0.0,2019,521,46.83,0.0,3.26,64.11,18.04,71.07,0,1964733ca,19ca,ca
1919,19647331936350ca,0.2727,0.7273,2021,516,43.22,0.8636,2.62,62.19,19.97,68.68,0,1964733ca,19ca,ca
1920,19647331937226ca,0.0,0.0,2015,331,16.0,0.0,5.57,77.13,11.44,65.81,1,1964733ca,19ca,ca
1921,19647331937226ca,0.0,0.0,2016,302,31.0,0.0,4.26,77.19,7.52,79.6,1,1964733ca,19ca,ca
1922,19647331937226ca,0.0,0.0,2017,342,21.64,0.0,5.57,75.44,14.18,85.21,1,1964733ca,19ca,ca
1923,19647331937226ca,0.0,0.0,2018,336,17.56,0.0,4.29,71.17,13.5,84.19,1,1964733ca,19ca,ca
1924,19647331937226ca,0.0,0.0,2019,288,30.21,0.0,5.17,66.09,16.09,82.52,1,1964733ca,19ca,ca
1925,19647331937226ca,0.2727,0.7273,2021,201,31.84,0.8636,4.04,73.29,11.8,85.45,1,1964733ca,19ca,ca
1926,19647331937424ca,0.0,0.0,2015,364,6.0,0.0,0.0,99.19,0.61,79.83,0,1964733ca,19ca,ca
1927,19647331937424ca,0.0,0.0,2016,443,10.0,0.0,0.29,97.38,1.74,85.56,0,1964733ca,19ca,ca
1928,19647331937424ca,0.0,0.0,2017,279,13.62,0.0,0.0,99.38,0.31,96.63,0,1964733ca,19ca,ca
1929,19647331937424ca,0.0,0.0,2018,273,8.79,0.0,0.33,98.34,0.66,95.85,0,1964733ca,19ca,ca
1930,19647331937424ca,0.0,0.0,2019,280,12.14,0.0,0.33,99.02,0.0,94.84,0,1964733ca,19ca,ca
1931,19647331937424ca,0.2727,0.7273,2021,224,16.52,0.8636,1.1,97.79,0.55,97.08,0,1964733ca,19ca,ca
1932,19647331937622ca,0.0,0.0,2015,451,21.0,0.0,0.35,96.46,1.59,88.35,0,1964733ca,19ca,ca
1933,19647331937622ca,0.0,0.0,2016,496,27.0,0.0,0.57,96.36,1.53,89.72,0,1964733ca,19ca,ca
1934,19647331937622ca,0.0,0.0,2017,466,21.46,0.0,3.56,93.68,0.99,93.08,0,1964733ca,19ca,ca
1935,19647331937622ca,0.0,0.0,2018,462,23.16,0.0,1.84,94.02,2.53,91.3,0,1964733ca,19ca,ca
1936,19647331937622ca,0.0,0.0,2019,398,26.13,0.0,1.72,95.91,1.51,88.82,0,1964733ca,19ca,ca
1937,19647331937622ca,0.2727,0.7273,2021,238,20.17,0.8636,0.22,96.71,1.54,92.93,0,1964733ca,19ca,ca
1938,19647331937838ca,0.0,0.0,2015,468,11.0,0.0,6.19,67.56,19.4,53.11,0,1964733ca,19ca,ca
1939,19647331937838ca,0.0,0.0,2016,544,25.0,0.0,6.59,68.41,17.74,60.42,0,1964733ca,19ca,ca
1940,19647331937838ca,0.0,0.0,2017,539,25.42,0.0,7.65,66.16,17.97,67.78,0,1964733ca,19ca,ca
1941,19647331937838ca,0.0,0.0,2018,457,24.07,0.0,7.17,70.25,17.74,65.88,0,1964733ca,19ca,ca
1942,19647331937838ca,0.0,0.0,2019,487,29.36,0.0,6.52,67.89,15.22,63.76,0,1964733ca,19ca,ca
1943,19647331937838ca,0.2727,0.7273,2021,22,27.27,0.8636,5.02,68.39,14.33,59.41,0,1964733ca,19ca,ca
1944,19647331938307ca,0.0,0.0,2015,536,14.0,0.0,1.32,96.69,0.33,85.64,0,1964733ca,19ca,ca
1945,19647331938307ca,0.0,0.0,2016,567,19.0,0.0,1.95,96.42,0.49,88.3,0,1964733ca,19ca,ca
1946,19647331938307ca,0.0,0.0,2017,519,19.65,0.0,0.26,98.94,0.53,86.45,0,1964733ca,19ca,ca
1947,19647331938307ca,0.0,0.0,2018,601,22.46,0.0,0.68,98.12,1.02,91.64,0,1964733ca,19ca,ca
1948,19647331938307ca,0.0,0.0,2019,473,23.68,0.0,0.39,98.07,1.16,88.82,0,1964733ca,19ca,ca
1949,19647331938307ca,0.2727,0.7273,2021,310,29.35,0.8636,0.86,99.14,0.0,92.65,0,1964733ca,19ca,ca
1950,19647331938554ca,0.0,0.0,2015,390,12.0,0.0,1.72,94.54,1.44,72.48,1,1964733ca,19ca,ca
1951,19647331938554ca,0.0,0.0,2016,327,27.0,0.0,1.84,95.08,2.25,80.86,1,1964733ca,19ca,ca
1952,19647331938554ca,0.0,0.0,2017,401,27.18,0.0,1.31,93.89,3.28,90.15,1,1964733ca,19ca,ca
1953,19647331938554ca,0.0,0.0,2018,392,27.81,0.0,1.14,96.31,2.27,85.8,1,1964733ca,19ca,ca
1954,19647331938554ca,0.0,0.0,2019,308,28.9,0.0,0.29,95.14,3.43,83.68,1,1964733ca,19ca,ca
1955,19647331938554ca,0.2727,0.7273,2021,272,23.16,0.8636,1.08,93.55,3.23,88.75,1,1964733ca,19ca,ca
1956,19647331938612ca,0.0,0.0,2015,454,26.0,0.0,12.64,38.1,37.55,54.87,1,1964733ca,19ca,ca
1957,19647331938612ca,0.0,0.0,2016,496,35.0,0.0,12.15,33.38,43.54,60.9,1,1964733ca,19ca,ca
1958,19647331938612ca,0.0,0.0,2017,561,38.15,0.0,10.55,39.77,38.15,69.43,1,1964733ca,19ca,ca
1959,19647331938612ca,0.0,0.0,2018,564,30.14,0.0,9.91,35.05,44.77,66.91,1,1964733ca,19ca,ca
1960,19647331938612ca,0.0,0.0,2019,469,40.51,0.0,6.7,36.31,42.83,61.31,1,1964733ca,19ca,ca
1961,19647331938612ca,0.2727,0.7273,2021,449,47.88,0.8636,5.36,35.88,41.86,59.29,1,1964733ca,19ca,ca
1962,19647331938885ca,0.0,0.0,2015,383,22.0,0.0,18.74,56.67,13.82,72.55,1,1964733ca,19ca,ca
1963,19647331938885ca,0.0,0.0,2016,367,31.0,0.0,26.24,50.35,9.93,71.07,1,1964733ca,19ca,ca
1964,19647331938885ca,0.0,0.0,2017,388,34.79,0.0,24.7,56.35,10.31,75.16,1,1964733ca,19ca,ca
1965,19647331938885ca,0.0,0.0,2018,313,33.23,0.0,26.38,52.12,14.66,74.32,1,1964733ca,19ca,ca
1966,19647331938885ca,0.0,0.0,2019,278,32.37,0.0,23.28,51.04,13.13,73.76,1,1964733ca,19ca,ca
1967,19647331938885ca,0.2727,0.7273,2021,252,40.48,0.8636,22.89,53.68,14.44,71.9,1,1964733ca,19ca,ca
1968,19647331938968ca,0.0,0.0,2015,492,38.0,0.0,3.31,63.62,9.53,73.43,0,1964733ca,19ca,ca
1969,19647331938968ca,0.0,0.0,2016,439,38.0,0.0,5.85,55.03,13.16,77.23,0,1964733ca,19ca,ca
1970,19647331938968ca,0.0,0.0,2017,494,40.69,0.0,2.95,59.74,12.27,72.92,0,1964733ca,19ca,ca
1971,19647331938968ca,0.0,0.0,2018,543,39.23,0.0,4.79,61.88,10.73,80.42,0,1964733ca,19ca,ca
1972,19647331938968ca,0.0,0.0,2019,563,35.88,0.0,3.51,60.7,14.38,75.35,0,1964733ca,19ca,ca
1973,19647331938968ca,0.2727,0.7273,2021,377,39.52,0.8636,2.99,64.18,14.26,85.47,0,1964733ca,19ca,ca
1974,19647331939040ca,0.0,0.0,2015,77,12.0,0.0,11.91,61.35,16.4,58.95,0,1964733ca,19ca,ca
1975,19647331939040ca,0.0,0.0,2016,358,41.0,0.0,13.5,64.3,13.5,69.58,0,1964733ca,19ca,ca
1976,19647331939040ca,0.0,0.0,2017,347,36.31,0.0,12.0,64.84,13.68,75.07,0,1964733ca,19ca,ca
1977,19647331939040ca,0.0,0.0,2018,380,34.74,0.0,14.04,60.26,14.69,70.03,0,1964733ca,19ca,ca
1978,19647331939040ca,0.0,0.0,2019,400,30.5,0.0,15.95,58.9,13.5,64.5,0,1964733ca,19ca,ca
1979,19647331939040ca,0.2727,0.7273,2021,346,33.24,0.8636,13.38,62.06,14.69,68.99,0,1964733ca,19ca,ca
1980,19647331939107ca,0.0,0.0,2015,227,33.0,0.0,4.57,54.57,30.91,61.51,0,1964733ca,19ca,ca
1981,19647331939107ca,0.0,0.0,2016,310,35.0,0.0,3.33,58.48,30.3,69.15,0,1964733ca,19ca,ca
1982,19647331939107ca,0.0,0.0,2017,279,22.94,0.0,3.81,55.43,32.55,76.68,0,1964733ca,19ca,ca
1983,19647331939107ca,0.0,0.0,2018,322,27.02,0.0,3.92,58.82,29.74,76.2,0,1964733ca,19ca,ca
1984,19647331939107ca,0.0,0.0,2019,285,30.53,0.0,0.99,57.95,33.11,74.29,0,1964733ca,19ca,ca
1985,19647331939107ca,0.2727,0.7273,2021,192,50.52,0.8636,2.66,57.81,30.56,74.18,0,1964733ca,19ca,ca
1986,19647331939305ca,0.0,0.0,2015,177,9.0,0.0,42.56,54.96,0.83,86.02,0,1964733ca,19ca,ca
1987,19647331939305ca,0.0,0.0,2016,209,6.0,0.0,43.57,51.04,2.49,88.05,0,1964733ca,19ca,ca
1988,19647331939305ca,0.0,0.0,2017,153,3.27,0.0,44.08,52.13,1.9,80.6,0,1964733ca,19ca,ca
1989,19647331939305ca,0.0,0.0,2018,185,3.24,0.0,40.33,56.38,2.06,90.96,0,1964733ca,19ca,ca
1990,19647331939305ca,0.0,0.0,2019,204,7.35,0.0,43.78,53.23,1.0,90.25,0,1964733ca,19ca,ca
1991,19647331939305ca,0.2727,0.7273,2021,44,4.55,0.8636,40.43,57.45,0.53,97.49,0,1964733ca,19ca,ca
1992,19647331939479ca,0.0,0.0,2015,132,5.0,0.0,74.2,17.31,4.24,47.56,0,1964733ca,19ca,ca
1993,19647331939479ca,0.0,0.0,2016,238,20.0,0.0,71.83,18.65,4.37,56.75,0,1964733ca,19ca,ca
1994,19647331939479ca,0.0,0.0,2017,223,14.8,0.0,68.5,25.5,4.0,71.58,0,1964733ca,19ca,ca
1995,19647331939479ca,0.0,0.0,2018,179,7.26,0.0,73.73,19.49,4.66,73.76,0,1964733ca,19ca,ca
1996,19647331939479ca,0.0,0.0,2019,212,15.09,0.0,73.68,18.86,3.07,73.16,0,1964733ca,19ca,ca
1997,19647331939479ca,0.2727,0.7273,2021,105,15.24,0.8636,77.25,15.57,1.8,73.24,0,1964733ca,19ca,ca
1998,19647331939859ca,0.0,0.0,2015,291,10.0,0.0,2.45,91.58,0.54,72.24,0,1964733ca,19ca,ca
1999,19647331939859ca,0.0,0.0,2016,333,18.0,0.0,1.97,90.99,2.82,90.05,0,1964733ca,19ca,ca
2000,19647331939859ca,0.0,0.0,2017,302,18.87,0.0,1.85,92.9,1.54,93.63,0,1964733ca,19ca,ca
2001,19647331939859ca,0.0,0.0,2018,284,15.85,0.0,0.0,93.02,1.66,92.74,0,1964733ca,19ca,ca
2002,19647331939859ca,0.0,0.0,2019,269,19.7,0.0,2.83,92.23,1.77,90.88,0,1964733ca,19ca,ca
2003,19647331939859ca,0.2727,0.7273,2021,230,23.04,0.8636,1.11,93.33,1.11,93.89,0,1964733ca,19ca,ca
2004,19647331939941ca,0.0,0.0,2015,483,21.0,0.0,3.74,78.38,9.56,59.51,0,1964733ca,19ca,ca
2005,19647331939941ca,0.0,0.0,2016,437,24.0,0.0,2.42,80.61,9.7,69.23,0,1964733ca,19ca,ca
2006,19647331939941ca,0.0,0.0,2017,441,21.09,0.0,1.58,83.23,8.28,79.02,0,1964733ca,19ca,ca
2007,19647331939941ca,0.0,0.0,2018,453,22.74,0.0,2.76,84.19,9.01,78.21,0,1964733ca,19ca,ca
2008,19647331939941ca,0.0,0.0,2019,497,27.97,0.0,2.37,78.14,11.84,75.05,0,1964733ca,19ca,ca
2009,19647331939941ca,0.2727,0.7273,2021,378,38.89,0.8636,2.08,82.26,6.98,69.35,0,1964733ca,19ca,ca
2010,19647331995448ca,0.0,0.0,2015,401,53.0,0.0,1.15,77.88,5.99,89.76,0,1964733ca,19ca,ca
2011,19647331995448ca,0.0,0.0,2016,395,62.0,0.0,1.93,78.26,6.04,80.82,0,1964733ca,19ca,ca
2012,19647331995448ca,0.0,0.0,2017,376,48.67,0.0,1.45,80.63,4.12,80.88,0,1964733ca,19ca,ca
2013,19647331995448ca,0.0,0.0,2018,397,51.89,0.0,1.63,82.28,1.86,88.89,0,1964733ca,19ca,ca
2014,19647331995448ca,0.0,0.0,2019,407,59.95,0.0,1.07,80.17,2.56,85.28,0,1964733ca,19ca,ca
2015,19647331995448ca,0.2727,0.7273,2021,372,54.3,0.8636,1.49,85.89,2.23,87.1,0,1964733ca,19ca,ca
2016,19647331996115ca,0.0,0.0,2015,153,8.0,0.0,10.78,73.43,11.78,49.87,0,1964733ca,19ca,ca
2017,19647331996115ca,0.0,0.0,2016,220,4.0,0.0,9.09,73.25,14.29,64.26,0,1964733ca,19ca,ca
2018,19647331996115ca,0.0,0.0,2017,112,6.25,0.0,9.23,72.1,15.45,76.37,0,1964733ca,19ca,ca
2019,19647331996115ca,0.0,0.0,2018,349,4.01,0.0,8.24,75.57,11.36,74.57,0,1964733ca,19ca,ca
2020,19647331996115ca,0.0,0.0,2019,308,6.17,0.0,8.35,71.69,14.39,73.51,0,1964733ca,19ca,ca
2021,19647331996115ca,0.2727,0.7273,2021,237,7.59,0.8636,10.89,71.57,10.19,78.41,0,1964733ca,19ca,ca
2022,19647331996610ca,0.0,0.0,2015,53,30.0,0.0,0.0,98.25,0.0,71.99,1,1964733ca,19ca,ca
2023,19647331996610ca,0.0,0.0,2016,54,11.0,0.0,0.0,94.74,2.63,88.09,1,1964733ca,19ca,ca
2024,19647331996610ca,0.0,0.0,2017,46,28.26,0.0,0.0,100.0,0.0,81.1,1,1964733ca,19ca,ca
2025,19647331996610ca,0.0,0.0,2018,44,11.36,0.0,0.0,90.62,3.12,58.05,1,1964733ca,19ca,ca
2026,19647331996610ca,0.0,0.0,2019,60,13.33,0.0,0.0,94.55,3.64,83.94,1,1964733ca,19ca,ca
2027,19647331996610ca,0.2727,0.7273,2021,35,20.0,0.8636,0.0,91.67,1.67,72.85,1,1964733ca,19ca,ca
2028,19647336016885ca,0.0,0.0,2015,147,23.0,0.0,0.0,99.32,0.68,92.98,0,1964733ca,19ca,ca
2029,19647336016885ca,0.0,0.0,2016,144,16.0,0.0,0.62,98.12,0.62,88.61,0,1964733ca,19ca,ca
2030,19647336016885ca,0.0,0.0,2017,146,15.07,0.0,0.65,96.73,2.61,88.42,0,1964733ca,19ca,ca
2031,19647336016885ca,0.0,0.0,2018,133,15.04,0.0,0.0,97.04,1.97,94.15,0,1964733ca,19ca,ca
2032,19647336016885ca,0.0,0.0,2019,182,14.29,0.0,0.53,98.4,1.06,94.15,0,1964733ca,19ca,ca
2033,19647336016885ca,0.2727,0.7273,2021,68,14.71,0.8636,0.0,96.67,2.22,97.81,0,1964733ca,19ca,ca
2034,19647336019475ca,0.0,0.0,2015,81,32.0,0.0,13.1,73.81,7.14,78.85,0,1964733ca,19ca,ca
2035,19647336019475ca,0.0,0.0,2016,81,23.0,0.0,10.96,69.86,4.11,89.02,0,1964733ca,19ca,ca
2036,19647336019475ca,0.0,0.0,2017,72,19.44,0.0,21.92,67.12,5.48,91.12,0,1964733ca,19ca,ca
2037,19647336019475ca,0.0,0.0,2018,73,13.7,0.0,6.49,87.01,2.6,89.81,0,1964733ca,19ca,ca
2038,19647336019475ca,0.0,0.0,2019,74,35.14,0.0,5.95,82.14,4.76,89.49,0,1964733ca,19ca,ca
2039,19647336019475ca,0.2727,0.7273,2021,64,32.81,0.8636,7.41,85.19,3.7,88.41,0,1964733ca,19ca,ca
2040,19647336058002ca,0.0,0.0,2015,178,14.0,0.0,2.17,89.13,2.72,93.11,0,1964733ca,19ca,ca
2041,19647336058002ca,0.0,0.0,2016,168,18.0,0.0,1.57,92.67,0.52,90.41,0,1964733ca,19ca,ca
2042,19647336058002ca,0.0,0.0,2017,181,21.55,0.0,2.21,90.06,1.1,88.77,0,1964733ca,19ca,ca
2043,19647336058002ca,0.0,0.0,2018,163,9.82,0.0,1.18,89.35,2.37,94.05,0,1964733ca,19ca,ca
2044,19647336058002ca,0.0,0.0,2019,163,12.27,0.0,0.76,87.88,4.55,92.98,0,1964733ca,19ca,ca
2045,19647336058002ca,0.2727,0.7273,2021,113,18.58,0.8636,0.0,91.15,4.42,96.82,0,1964733ca,19ca,ca
2046,19647336061451ca,0.0,0.0,2015,151,32.0,0.0,7.46,91.04,0.5,87.94,0,1964733ca,19ca,ca
2047,19647336061451ca,0.0,0.0,2016,196,24.0,0.0,10.16,88.77,0.0,86.7,0,1964733ca,19ca,ca
2048,19647336061451ca,0.0,0.0,2017,181,19.34,0.0,11.56,87.28,0.58,92.96,0,1964733ca,19ca,ca
2049,19647336061451ca,0.0,0.0,2018,167,21.56,0.0,12.3,87.7,0.0,88.51,0,1964733ca,19ca,ca
2050,19647336061451ca,0.0,0.0,2019,184,25.0,0.0,10.18,88.62,0.0,94.42,0,1964733ca,19ca,ca
2051,19647336061451ca,0.2727,0.7273,2021,164,29.27,0.8636,12.27,86.5,0.0,92.1,0,1964733ca,19ca,ca
2052,19647336116750ca,0.0,0.0,2015,96,36.0,0.0,4.49,94.38,1.12,68.22,1,1964733ca,19ca,ca
2053,19647336116750ca,0.0,0.0,2016,86,53.0,0.0,2.75,93.58,1.83,80.67,1,1964733ca,19ca,ca
2054,19647336116750ca,0.0,0.0,2017,100,45.0,0.0,4.12,89.69,0.0,83.48,1,1964733ca,19ca,ca
2055,19647336116750ca,0.0,0.0,2018,91,52.75,0.0,1.89,92.45,2.83,76.84,1,1964733ca,19ca,ca
2056,19647336116750ca,0.0,0.0,2019,102,46.08,0.0,3.92,90.2,0.0,73.71,1,1964733ca,19ca,ca
2057,19647336116750ca,0.2727,0.7273,2021,101,23.76,0.8636,0.96,93.27,0.0,93.2,1,1964733ca,19ca,ca
2058,19647740109538ca,0.0,0.0,2015,406,17.0,0.0,4.19,94.34,1.05,97.41,0,1964774ca,19ca,ca
2059,19647740109538ca,0.0,0.0,2016,410,11.0,0.0,6.49,92.84,0.45,86.91,0,1964774ca,19ca,ca
2060,19647740109538ca,0.0,0.0,2017,385,7.53,0.0,4.83,94.02,0.69,88.88,0,1964774ca,19ca,ca
2061,19647740109538ca,0.0,0.0,2018,367,10.9,0.0,5.48,93.84,0.68,85.0,0,1964774ca,19ca,ca
2062,19647740109538ca,0.0,0.0,2019,371,12.67,0.0,2.34,96.62,0.78,89.24,0,1964774ca,19ca,ca
2063,19647740109538ca,0.2727,0.7273,2021,234,14.96,0.8636,2.51,96.8,0.23,92.6,0,1964774ca,19ca,ca
2064,19647741935436ca,0.0,0.0,2015,534,19.0,0.0,7.72,91.32,0.48,96.37,0,1964774ca,19ca,ca
2065,19647741935436ca,0.0,0.0,2016,532,11.0,0.0,7.86,91.07,0.18,93.79,0,1964774ca,19ca,ca
2066,19647741935436ca,0.0,0.0,2017,488,13.32,0.0,7.18,92.63,0.18,92.71,0,1964774ca,19ca,ca
2067,19647741935436ca,0.0,0.0,2018,488,11.68,0.0,4.17,94.88,0.38,79.89,0,1964774ca,19ca,ca
2068,19647741935436ca,0.0,0.0,2019,436,12.39,0.0,6.85,91.89,0.36,86.41,0,1964774ca,19ca,ca
2069,19647741935436ca,0.2727,0.7273,2021,417,11.27,0.8636,4.66,95.15,0.0,95.4,0,1964774ca,19ca,ca
2070,19647901935923ca,0.0,0.0,2015,347,37.0,0.0,9.03,59.38,21.85,50.03,0,1964790ca,19ca,ca
2071,19647901935923ca,0.0,0.0,2016,376,34.0,0.0,7.41,58.1,25.93,48.71,0,1964790ca,19ca,ca
2072,19647901935923ca,0.0,0.0,2017,404,39.11,0.0,8.89,60.82,19.71,51.04,0,1964790ca,19ca,ca
2073,19647901935923ca,0.0,0.0,2018,380,34.21,0.0,5.87,59.78,22.07,51.86,0,1964790ca,19ca,ca
2074,19647901935923ca,0.0,0.0,2019,339,46.31,0.0,4.58,62.41,21.2,49.68,0,1964790ca,19ca,ca
2075,19647901935923ca,0.2727,0.7273,2021,323,35.29,0.8636,5.36,63.54,19.03,55.92,0,1964790ca,19ca,ca
2076,19648080124552ca,0.0,0.0,2015,134,12.0,0.0,0.63,89.87,6.33,78.96,0,1964808ca,19ca,ca
2077,19648080124552ca,0.0,0.0,2016,151,12.0,0.0,0.0,94.49,2.36,83.54,0,1964808ca,19ca,ca
2078,19648080124552ca,0.0,0.0,2017,120,14.17,0.0,0.81,89.52,7.26,75.93,0,1964808ca,19ca,ca
2079,19648080124552ca,0.0,0.0,2018,121,9.09,0.0,1.46,91.97,3.65,78.0,0,1964808ca,19ca,ca
2080,19648080124552ca,0.0,0.0,2019,123,24.39,0.0,0.0,99.26,0.74,80.7,0,1964808ca,19ca,ca
2081,19648080124552ca,0.2727,0.7273,2021,88,19.32,0.8636,0.0,96.72,0.82,67.13,0,1964808ca,19ca,ca
2082,19648081930155ca,0.0,0.0,2015,671,21.0,0.0,0.57,89.71,1.0,81.57,0,1964808ca,19ca,ca
2083,19648081930155ca,0.0,0.0,2016,624,25.0,0.0,0.14,87.12,1.43,80.92,0,1964808ca,19ca,ca
2084,19648081930155ca,0.0,0.0,2017,635,24.25,0.0,0.94,89.97,1.88,61.12,0,1964808ca,19ca,ca
2085,19648081930155ca,0.0,0.0,2018,605,23.14,0.0,0.56,90.4,1.81,73.39,0,1964808ca,19ca,ca
2086,19648081930155ca,0.0,0.0,2019,642,21.96,0.0,0.31,91.73,1.4,73.31,0,1964808ca,19ca,ca
2087,19648081930155ca,0.2727,0.7273,2021,488,19.67,0.8636,0.0,92.86,0.0,62.34,0,1964808ca,19ca,ca
2088,19648081930825ca,0.0,0.0,2015,682,17.0,0.0,0.0,98.99,0.72,91.74,0,1964808ca,19ca,ca
2089,19648081930825ca,0.0,0.0,2016,617,16.0,0.0,0.0,99.73,0.0,92.51,0,1964808ca,19ca,ca
2090,19648081930825ca,0.0,0.0,2017,669,13.0,0.0,0.0,99.28,0.43,89.85,0,1964808ca,19ca,ca
2091,19648081930825ca,0.0,0.0,2018,634,10.09,0.0,0.16,99.06,0.16,91.13,0,1964808ca,19ca,ca
2092,19648081930825ca,0.0,0.0,2019,574,14.98,0.0,0.0,98.74,0.16,83.05,0,1964808ca,19ca,ca
2093,19648081930825ca,0.2727,0.7273,2021,356,15.17,0.8636,0.0,98.54,0.49,75.17,0,1964808ca,19ca,ca
2094,19648081935998ca,0.0,0.0,2015,579,18.0,0.0,0.73,94.71,2.5,87.67,0,1964808ca,19ca,ca
2095,19648081935998ca,0.0,0.0,2016,611,18.0,0.0,0.62,95.69,2.31,87.3,0,1964808ca,19ca,ca
2096,19648081935998ca,0.0,0.0,2017,610,16.72,0.0,0.32,96.17,1.28,85.23,0,1964808ca,19ca,ca
2097,19648081935998ca,0.0,0.0,2018,602,13.12,0.0,0.17,97.83,1.17,87.41,0,1964808ca,19ca,ca
2098,19648081935998ca,0.0,0.0,2019,560,14.64,0.0,0.51,96.26,1.36,84.85,0,1964808ca,19ca,ca
2099,19648081935998ca,0.2727,0.7273,2021,336,18.45,0.8636,0.0,97.12,0.18,70.04,0,1964808ca,19ca,ca
