,schoolcode,hybridper,virtualper,year,totaltested,elapass,schoolmode,black,hispanic,white,lowincome,charter,districtcode,countycode,state
856,15635291530252ca,0.0,0.0,2019,542,50.18,0.0,0.17,97.74,1.91,91.59,0,1563529ca,15ca,ca
857,15635291530252ca,0.0,1.0,2021,58,98.28,1.0,0.71,97.59,1.28,88.21,0,1563529ca,15ca,ca
858,15635291530369ca,0.0,0.0,2015,420,73.0,0.0,2.98,32.41,57.46,22.86,0,1563529ca,15ca,ca
859,15635291530369ca,0.0,0.0,2016,453,75.0,0.0,1.98,29.84,57.51,24.19,0,1563529ca,15ca,ca
860,15635291530369ca,0.0,0.0,2017,450,71.56,0.0,3.09,29.36,57.4,24.44,0,1563529ca,15ca,ca
861,15635291530369ca,0.0,0.0,2018,419,65.63,0.0,2.82,34.48,55.04,31.31,0,1563529ca,15ca,ca
862,15635291530369ca,0.0,0.0,2019,458,73.58,0.0,2.87,32.76,53.07,32.23,0,1563529ca,15ca,ca
863,15635291530369ca,0.0,1.0,2021,45,95.56,1.0,3.27,36.0,46.36,35.9,0,1563529ca,15ca,ca
864,15635291530385ca,0.0,0.0,2015,530,60.0,0.0,11.07,65.44,13.59,69.0,0,1563529ca,15ca,ca
865,15635291530385ca,0.0,0.0,2016,568,54.0,0.0,7.28,70.03,13.08,70.25,0,1563529ca,15ca,ca
866,15635291530385ca,0.0,0.0,2017,553,56.78,0.0,10.89,68.4,10.58,70.47,0,1563529ca,15ca,ca
867,15635291530385ca,0.0,0.0,2018,618,52.27,0.0,8.66,67.17,13.83,69.18,0,1563529ca,15ca,ca
868,15635291530385ca,0.0,0.0,2019,607,60.96,0.0,8.11,70.42,9.46,69.78,0,1563529ca,15ca,ca
869,15635291530385ca,0.0,1.0,2021,42,100.0,1.0,9.77,68.53,9.34,72.99,0,1563529ca,15ca,ca
870,15635291530476ca,0.0,0.0,2015,413,62.0,0.0,2.58,33.13,55.95,17.12,0,1563529ca,15ca,ca
871,15635291530476ca,0.0,0.0,2016,472,66.0,0.0,2.4,36.2,51.8,20.08,0,1563529ca,15ca,ca
872,15635291530476ca,0.0,0.0,2017,476,68.07,0.0,2.86,38.67,51.05,20.34,0,1563529ca,15ca,ca
873,15635291530476ca,0.0,0.0,2018,503,75.15,0.0,2.78,38.29,49.21,27.43,0,1563529ca,15ca,ca
874,15635291530476ca,0.0,0.0,2019,473,71.88,0.0,3.88,40.58,44.66,28.17,0,1563529ca,15ca,ca
875,15635291530476ca,0.0,1.0,2021,26,96.15,1.0,2.44,38.33,46.34,28.84,0,1563529ca,15ca,ca
876,15635291530708ca,0.0,0.0,2015,572,44.0,0.0,14.41,61.22,21.1,64.49,0,1563529ca,15ca,ca
877,15635291530708ca,0.0,0.0,2016,605,45.0,0.0,14.35,57.57,16.38,67.75,0,1563529ca,15ca,ca
878,15635291530708ca,0.0,0.0,2017,580,38.97,0.0,10.86,63.0,18.29,68.09,0,1563529ca,15ca,ca
879,15635291530708ca,0.0,0.0,2018,632,47.78,0.0,13.25,63.74,16.18,74.09,0,1563529ca,15ca,ca
880,15635291530708ca,0.0,0.0,2019,607,52.55,0.0,12.11,66.52,15.7,72.04,0,1563529ca,15ca,ca
881,15635291530708ca,0.0,1.0,2021,19,100.0,1.0,11.36,70.89,13.58,77.68,0,1563529ca,15ca,ca
882,15635291532290ca,0.0,0.0,2015,435,39.0,0.0,5.94,83.12,8.72,82.58,0,1563529ca,15ca,ca
883,15635291532290ca,0.0,0.0,2016,468,37.0,0.0,3.64,84.48,8.05,82.83,0,1563529ca,15ca,ca
884,15635291532290ca,0.0,0.0,2017,490,50.41,0.0,4.61,87.45,5.72,82.14,0,1563529ca,15ca,ca
885,15635291532290ca,0.0,0.0,2018,489,44.17,0.0,4.75,88.12,5.85,82.51,0,1563529ca,15ca,ca
886,15635291532290ca,0.0,0.0,2019,504,37.3,0.0,4.91,86.58,6.24,83.61,0,1563529ca,15ca,ca
887,15635291532290ca,0.0,1.0,2021,15,93.33,1.0,4.55,88.46,4.88,85.77,0,1563529ca,15ca,ca
888,15635291532605ca,0.0,0.0,2015,431,48.0,0.0,5.35,85.8,6.79,82.24,0,1563529ca,15ca,ca
889,15635291532605ca,0.0,0.0,2016,440,55.0,0.0,2.39,89.35,6.09,84.44,0,1563529ca,15ca,ca
890,15635291532605ca,0.0,0.0,2017,416,51.44,0.0,2.1,89.08,6.3,82.94,0,1563529ca,15ca,ca
891,15635291532605ca,0.0,0.0,2018,438,44.98,0.0,3.51,91.03,4.09,87.16,0,1563529ca,15ca,ca
892,15635291532605ca,0.0,0.0,2019,448,55.8,0.0,2.36,90.15,6.85,86.07,0,1563529ca,15ca,ca
893,15635291532605ca,0.0,1.0,2021,92,79.35,1.0,3.12,92.19,2.93,89.1,0,1563529ca,15ca,ca
894,15635291533330ca,0.0,0.0,2015,391,61.0,0.0,5.17,68.8,21.07,62.66,0,1563529ca,15ca,ca
895,15635291533330ca,0.0,0.0,2016,420,61.0,0.0,5.24,68.55,18.45,63.51,0,1563529ca,15ca,ca
896,15635291533330ca,0.0,0.0,2017,432,55.09,0.0,6.16,72.17,16.3,64.27,0,1563529ca,15ca,ca
897,15635291533330ca,0.0,0.0,2018,450,58.22,0.0,7.32,69.87,15.27,64.78,0,1563529ca,15ca,ca
898,15635291533330ca,0.0,0.0,2019,439,63.33,0.0,5.19,70.24,18.17,71.71,0,1563529ca,15ca,ca
899,15635291533330ca,0.0,1.0,2021,14,92.86,1.0,6.11,73.44,15.88,72.62,0,1563529ca,15ca,ca
900,15635291535087ca,0.0,0.0,2015,297,38.0,0.0,0.29,89.5,8.75,76.21,0,1563529ca,15ca,ca
901,15635291535087ca,0.0,0.0,2016,304,41.0,0.0,0.56,91.06,6.42,80.0,0,1563529ca,15ca,ca
902,15635291535087ca,0.0,0.0,2017,313,41.85,0.0,0.51,86.92,10.26,80.74,0,1563529ca,15ca,ca
903,15635291535087ca,0.0,0.0,2018,348,30.75,0.0,0.7,90.65,6.78,80.74,0,1563529ca,15ca,ca
904,15635291535087ca,0.0,0.0,2019,348,43.1,0.0,0.94,91.98,5.42,83.48,0,1563529ca,15ca,ca
905,15635291535087ca,0.0,1.0,2021,13,92.31,1.0,0.78,91.19,6.48,81.91,0,1563529ca,15ca,ca
906,15635291535392ca,0.0,0.0,2015,391,19.0,0.0,9.4,81.62,5.98,89.84,0,1563529ca,15ca,ca
907,15635291535392ca,0.0,0.0,2016,429,59.0,0.0,9.94,79.71,3.31,92.48,0,1563529ca,15ca,ca
908,15635291535392ca,0.0,0.0,2017,451,56.98,0.0,8.22,82.77,5.41,92.19,0,1563529ca,15ca,ca
909,15635291535392ca,0.0,0.0,2018,463,47.73,0.0,7.84,82.75,3.92,93.11,0,1563529ca,15ca,ca
910,15635291535392ca,0.0,0.0,2019,473,40.8,0.0,9.56,82.48,4.25,94.01,0,1563529ca,15ca,ca
911,15635291535392ca,0.0,1.0,2021,24,87.5,1.0,9.71,83.99,4.43,94.35,0,1563529ca,15ca,ca
912,15635291536606ca,0.0,0.0,2015,418,41.0,0.0,14.13,66.38,11.99,79.01,0,1563529ca,15ca,ca
913,15635291536606ca,0.0,0.0,2016,423,30.0,0.0,10.28,65.52,10.69,84.43,0,1563529ca,15ca,ca
914,15635291536606ca,0.0,0.0,2017,440,47.73,0.0,14.18,69.57,11.72,81.91,0,1563529ca,15ca,ca
915,15635291536606ca,0.0,0.0,2018,448,44.42,0.0,14.78,68.36,11.55,84.5,0,1563529ca,15ca,ca
916,15635291536606ca,0.0,0.0,2019,373,44.24,0.0,13.15,71.96,10.67,82.72,0,1563529ca,15ca,ca
917,15635291536606ca,0.0,1.0,2021,17,94.12,1.0,16.31,68.74,9.13,87.55,0,1563529ca,15ca,ca
918,15636281533843ca,0.0,0.0,2015,16,6.0,0.0,0.0,31.58,68.42,86.59,0,1563628ca,15ca,ca
919,15636281533843ca,0.0,0.0,2016,19,37.0,0.0,0.0,34.62,65.38,83.78,0,1563628ca,15ca,ca
920,15636281533843ca,0.0,0.0,2017,25,12.0,0.0,0.0,42.86,52.38,83.56,0,1563628ca,15ca,ca
921,15636281533843ca,0.0,0.0,2018,19,10.53,0.0,0.0,19.05,80.95,88.57,0,1563628ca,15ca,ca
922,15636281533843ca,0.0,0.0,2019,17,17.65,0.0,0.0,27.78,66.67,88.73,0,1563628ca,15ca,ca
923,15636281533843ca,0.2727,0.0,2021,17,0.0,0.1364,0.0,36.0,64.0,93.98,0,1563628ca,15ca,ca
924,15636851530997ca,0.0,0.0,2015,37,30.0,0.0,10.42,18.75,56.25,57.74,0,1563685ca,15ca,ca
925,15636851530997ca,0.0,0.0,2016,41,37.0,0.0,6.38,31.91,57.45,65.22,0,1563685ca,15ca,ca
926,15636851530997ca,0.0,0.0,2017,46,58.7,0.0,2.04,42.86,44.9,56.36,0,1563685ca,15ca,ca
927,15636851530997ca,0.0,0.0,2018,39,12.82,0.0,3.57,42.86,50.0,61.9,0,1563685ca,15ca,ca
928,15636851530997ca,0.0,0.0,2019,30,36.67,0.0,3.12,46.88,40.62,58.3,0,1563685ca,15ca,ca
929,15636851530997ca,0.0,0.7273,2021,34,20.59,0.7273,2.22,42.22,48.89,57.5,0,1563685ca,15ca,ca
930,15636851531987ca,0.0,0.0,2015,93,65.0,0.0,5.71,22.86,49.52,10.07,0,1563685ca,15ca,ca
931,15636851531987ca,0.0,0.0,2016,96,53.0,0.0,9.09,18.18,49.35,12.15,0,1563685ca,15ca,ca
932,15636851531987ca,0.0,0.0,2017,71,59.15,0.0,5.26,28.42,41.05,10.93,0,1563685ca,15ca,ca
933,15636851531987ca,0.0,0.0,2018,90,57.78,0.0,11.39,22.78,45.57,11.24,0,1563685ca,15ca,ca
934,15636851531987ca,0.0,0.0,2019,79,73.42,0.0,2.99,32.84,35.82,12.55,0,1563685ca,15ca,ca
935,15636851531987ca,0.2727,0.7273,2021,64,62.5,0.8636,8.96,19.4,50.75,11.29,0,1563685ca,15ca,ca
936,15638181535905ca,0.0,0.0,2015,216,33.0,0.0,0.78,41.18,54.51,55.14,0,1563818ca,15ca,ca
937,15638181535905ca,0.0,0.0,2016,228,40.0,0.0,0.88,38.05,54.42,59.1,0,1563818ca,15ca,ca
938,15638181535905ca,0.0,0.0,2017,209,48.33,0.0,0.45,44.34,48.87,58.5,0,1563818ca,15ca,ca
939,15638181535905ca,0.0,0.0,2018,195,41.03,0.0,0.0,54.78,36.96,61.81,0,1563818ca,15ca,ca
940,15638181535905ca,0.0,0.0,2019,218,33.49,0.0,0.0,51.12,45.29,64.62,0,1563818ca,15ca,ca
941,15638181535905ca,1.0,0.0,2021,168,47.62,0.5,1.98,56.75,39.68,79.62,0,1563818ca,15ca,ca
942,15638261536135ca,0.0,0.0,2015,256,58.0,0.0,3.78,26.12,66.32,29.52,0,1563826ca,15ca,ca
943,15638261536135ca,0.0,0.0,2016,274,72.0,0.0,0.62,32.92,63.38,27.4,0,1563826ca,15ca,ca
944,15638261536135ca,0.0,0.0,2017,305,51.8,0.0,1.75,31.93,63.16,31.26,0,1563826ca,15ca,ca
945,15638261536135ca,0.0,0.0,2018,266,59.02,0.0,2.0,28.33,65.0,34.46,0,1563826ca,15ca,ca
946,15638261536135ca,0.0,0.0,2019,272,58.82,0.0,1.76,29.58,66.55,35.52,0,1563826ca,15ca,ca
947,15638261536135ca,0.0,0.7273,2021,175,56.0,0.7273,0.33,34.53,62.21,30.12,0,1563826ca,15ca,ca
948,15638591530351ca,0.0,0.0,2015,39,10.0,0.0,0.0,97.44,2.56,80.18,0,1563859ca,15ca,ca
949,15638591530351ca,0.0,0.0,2016,38,21.0,0.0,2.17,91.3,6.52,92.05,0,1563859ca,15ca,ca
950,15638591530351ca,0.0,0.0,2017,28,21.43,0.0,0.0,100.0,0.0,82.88,0,1563859ca,15ca,ca
951,15638591530351ca,0.0,0.0,2018,39,23.08,0.0,4.55,95.45,0.0,86.6,0,1563859ca,15ca,ca
952,15638591530351ca,0.0,0.0,2019,42,19.05,0.0,0.0,97.67,2.33,79.0,0,1563859ca,15ca,ca
953,15638591530351ca,0.7273,0.1818,2021,31,9.68,0.5455,0.0,100.0,0.0,97.03,0,1563859ca,15ca,ca
954,15638591536440ca,0.0,0.0,2015,338,52.0,0.0,1.87,90.93,6.4,75.87,0,1563859ca,15ca,ca
955,15638591536440ca,0.0,0.0,2016,342,63.0,0.0,2.05,90.03,7.42,79.28,0,1563859ca,15ca,ca
956,15638591536440ca,0.0,0.0,2017,374,55.61,0.0,1.83,92.66,4.82,77.87,0,1563859ca,15ca,ca
957,15638591536440ca,0.0,0.0,2018,401,56.11,0.0,0.76,93.65,4.57,80.24,0,1563859ca,15ca,ca
958,15638591536440ca,0.0,0.0,2019,358,55.59,0.0,3.09,92.27,4.12,76.51,0,1563859ca,15ca,ca
959,15638591536440ca,0.7273,0.1818,2021,330,52.42,0.5455,0.43,93.26,5.87,86.35,0,1563859ca,15ca,ca
960,15737421531367ca,0.0,0.0,2015,312,75.0,0.0,6.65,22.15,62.97,38.04,0,1573742ca,15ca,ca
961,15737421531367ca,0.0,0.0,2016,291,78.0,0.0,5.14,24.77,58.91,36.87,0,1573742ca,15ca,ca
962,15737421531367ca,0.0,0.0,2017,307,75.24,0.0,6.63,26.22,58.21,35.19,0,1573742ca,15ca,ca
963,15737421531367ca,0.0,0.0,2018,329,72.34,0.0,6.48,24.23,59.72,53.84,0,1573742ca,15ca,ca
964,15737421531367ca,0.0,0.0,2019,337,73.29,0.0,4.86,27.84,56.22,56.91,0,1573742ca,15ca,ca
965,15737421531367ca,0.1818,0.7273,2021,253,69.96,0.9091,4.44,25.44,57.4,58.02,0,1573742ca,15ca,ca
966,15739081534155ca,0.0,0.0,2015,163,41.0,0.0,1.88,95.77,0.94,80.15,0,1573908ca,15ca,ca
967,15739081534155ca,0.0,0.0,2016,202,42.0,0.0,0.45,98.65,0.9,83.33,0,1573908ca,15ca,ca
968,15739081534155ca,0.0,0.0,2017,208,57.69,0.0,0.47,98.12,0.94,83.45,0,1573908ca,15ca,ca
969,15739081534155ca,0.0,0.0,2018,202,50.5,0.0,0.43,97.41,0.86,89.11,0,1573908ca,15ca,ca
970,15739081534155ca,0.0,0.0,2019,223,31.84,0.0,0.44,97.79,1.33,89.43,0,1573908ca,15ca,ca
971,15739081534155ca,0.0,0.9091,2021,225,38.67,1.0,0.39,98.07,1.54,83.2,0,1573908ca,15ca,ca
972,15751681530401ca,0.0,0.0,2015,60,57.0,0.0,0.0,36.25,55.0,42.2,0,1575168ca,15ca,ca
973,15751681530401ca,0.0,0.0,2016,74,51.0,0.0,0.0,39.74,44.87,55.76,0,1575168ca,15ca,ca
974,15751681530401ca,0.0,0.0,2017,76,64.47,0.0,1.96,41.18,47.06,57.97,0,1575168ca,15ca,ca
975,15751681530401ca,0.0,0.0,2018,50,68.0,0.0,1.39,37.5,56.94,57.03,0,1575168ca,15ca,ca
976,15751681530401ca,0.0,0.0,2019,67,65.67,0.0,0.0,50.79,36.51,58.04,0,1575168ca,15ca,ca
977,15751681530401ca,0.3636,0.3636,2021,45,66.67,0.6364,1.47,36.76,52.94,50.0,0,1575168ca,15ca,ca
978,16638911632207ca,0.0,0.0,2015,196,36.0,0.0,6.53,81.41,10.55,89.52,0,1663891ca,16ca,ca
979,16638911632207ca,0.0,0.0,2016,184,46.0,0.0,2.35,90.14,7.04,76.05,0,1663891ca,16ca,ca
980,16638911632207ca,0.0,0.0,2017,180,47.78,0.0,1.44,87.56,9.57,77.62,0,1663891ca,16ca,ca
981,16638911632207ca,0.0,0.0,2018,188,55.85,0.0,3.32,90.05,6.64,80.36,0,1663891ca,16ca,ca
982,16638911632207ca,0.0,0.0,2019,190,54.21,0.0,1.44,88.94,9.13,83.04,0,1663891ca,16ca,ca
983,16638911632207ca,0.0,0.3636,2021,186,68.82,0.3636,3.59,87.44,7.17,91.26,0,1663891ca,16ca,ca
984,16639820110205ca,0.0,0.0,2015,66,85.0,0.0,3.85,40.38,40.38,25.7,1,1663982ca,16ca,ca
985,16639820110205ca,0.0,0.0,2016,50,68.0,0.0,0.0,49.15,40.68,21.49,1,1663982ca,16ca,ca
986,16639820110205ca,0.0,0.0,2017,58,63.79,0.0,6.45,41.94,41.94,20.34,1,1663982ca,16ca,ca
987,16639820110205ca,0.0,0.0,2018,61,85.25,0.0,6.9,46.55,31.03,28.51,1,1663982ca,16ca,ca
988,16639820110205ca,0.0,0.0,2019,55,87.27,0.0,1.72,44.83,25.86,27.59,1,1663982ca,16ca,ca
989,16639820110205ca,0.0,0.3636,2021,48,83.33,0.3636,3.57,53.57,25.0,33.62,1,1663982ca,16ca,ca
990,16639821635606ca,0.0,0.0,2015,463,50.0,0.0,6.5,52.62,26.42,41.73,0,1663982ca,16ca,ca
991,16639821635606ca,0.0,0.0,2016,440,50.0,0.0,6.73,54.93,26.46,51.64,0,1663982ca,16ca,ca
992,16639821635606ca,0.0,0.0,2017,423,49.65,0.0,6.67,59.31,21.61,47.18,0,1663982ca,16ca,ca
993,16639821635606ca,0.0,0.0,2018,414,55.07,0.0,6.9,56.65,25.12,53.8,0,1663982ca,16ca,ca
994,16639821635606ca,0.0,0.0,2019,375,55.73,0.0,4.33,59.96,24.46,52.46,0,1663982ca,16ca,ca
995,16639821635606ca,0.2727,0.4545,2021,405,58.77,0.5909,4.09,59.7,21.98,53.01,0,1663982ca,16ca,ca
996,16739321630953ca,0.0,0.0,2015,129,20.0,0.0,0.0,95.71,3.57,82.48,0,1673932ca,16ca,ca
997,16739321630953ca,0.0,0.0,2016,133,32.0,0.0,0.0,94.44,4.44,88.14,0,1673932ca,16ca,ca
998,16739321630953ca,0.0,0.0,2017,161,28.57,0.0,0.0,98.73,1.27,86.04,0,1673932ca,16ca,ca
999,16739321630953ca,0.0,0.0,2018,140,32.86,0.0,0.0,96.58,3.42,87.1,0,1673932ca,16ca,ca
1000,16739321630953ca,0.0,0.0,2019,107,42.99,0.0,0.0,98.75,1.25,89.78,0,1673932ca,16ca,ca
1001,16739321630953ca,0.0,0.3636,2021,126,46.83,0.3636,0.0,96.45,2.54,89.41,0,1673932ca,16ca,ca
1002,17640141734359ca,0.0,0.0,2015,117,44.0,0.0,1.56,42.19,49.22,71.46,0,1764014ca,17ca,ca
1003,17640141734359ca,0.0,0.0,2016,118,57.0,0.0,2.21,30.88,58.82,73.24,0,1764014ca,17ca,ca
1004,17640141734359ca,0.0,0.0,2017,118,60.17,0.0,1.55,39.53,45.74,68.34,0,1764014ca,17ca,ca
1005,17640141734359ca,0.0,0.0,2018,109,43.12,0.0,0.0,42.4,40.8,72.76,0,1764014ca,17ca,ca
1006,17640141734359ca,0.0,0.0,2019,114,42.11,0.0,0.65,37.25,56.86,75.66,0,1764014ca,17ca,ca
1007,17640141734359ca,0.3636,0.5455,2021,101,40.59,0.8182,0.0,44.09,44.88,65.58,0,1764014ca,17ca,ca
1008,17640221735000ca,0.0,0.0,2015,148,55.0,0.0,4.52,32.9,55.48,76.76,0,1764022ca,17ca,ca
1009,17640221735000ca,0.0,0.0,2016,120,43.0,0.0,4.62,46.24,38.15,78.64,0,1764022ca,17ca,ca
1010,17640221735000ca,0.0,0.0,2017,140,37.86,0.0,2.78,45.83,40.97,61.73,0,1764022ca,17ca,ca
1011,17640221735000ca,0.0,0.0,2018,118,50.85,0.0,2.72,50.54,30.98,74.37,0,1764022ca,17ca,ca
1012,17640221735000ca,0.0,0.0,2019,156,39.1,0.0,2.33,54.07,30.23,77.16,0,1764022ca,17ca,ca
1013,17640221735000ca,0.0909,0.6364,2021,92,33.7,0.6818,1.68,51.96,37.99,84.98,0,1764022ca,17ca,ca
1014,17640301732304ca,0.0,0.0,2015,72,79.0,0.0,1.05,32.63,52.63,46.02,0,1764030ca,17ca,ca
1015,17640301732304ca,0.0,0.0,2016,86,60.0,0.0,1.89,25.47,56.6,46.02,0,1764030ca,17ca,ca
1016,17640301732304ca,0.0,0.0,2017,101,59.41,0.0,0.0,26.83,57.32,47.56,0,1764030ca,17ca,ca
1017,17640301732304ca,0.0,0.0,2018,79,62.03,0.0,0.0,25.88,52.94,53.99,0,1764030ca,17ca,ca
1018,17640301732304ca,0.0,0.0,2019,78,35.9,0.0,1.06,34.04,51.06,59.42,0,1764030ca,17ca,ca
1019,17640301732304ca,0.2727,0.6364,2021,69,49.28,0.8636,2.06,42.27,51.55,61.1,0,1764030ca,17ca,ca
1020,17640551736008ca,0.0,0.0,2015,102,67.0,0.0,0.0,20.18,70.18,41.09,0,1764055ca,17ca,ca
1021,17640551736008ca,0.0,0.0,2016,104,51.0,0.0,0.9,17.12,79.28,65.33,0,1764055ca,17ca,ca
1022,17640551736008ca,0.0,0.0,2017,99,63.64,0.0,0.84,19.33,77.31,57.58,0,1764055ca,17ca,ca
1023,17640551736008ca,0.0,0.0,2018,111,53.15,0.0,0.0,27.69,61.54,63.23,0,1764055ca,17ca,ca
1024,17640551736008ca,0.0,0.0,2019,126,57.14,0.0,0.79,25.2,69.29,49.69,0,1764055ca,17ca,ca
1025,17640551736008ca,0.0,0.6364,2021,88,38.64,0.6364,0.81,29.84,64.52,48.41,0,1764055ca,17ca,ca
1026,18641391833805ca,0.0,0.0,2015,194,54.0,0.0,1.02,13.71,73.6,25.18,0,1864139ca,18ca,ca
1027,18641391833805ca,0.0,0.0,2016,182,59.0,0.0,1.61,15.05,69.35,30.21,0,1864139ca,18ca,ca
1028,18641391833805ca,0.0,0.0,2017,168,64.88,0.0,2.87,15.79,71.77,28.66,0,1864139ca,18ca,ca
1029,18641391833805ca,0.0,0.0,2018,182,57.14,0.0,2.21,19.34,65.75,33.46,0,1864139ca,18ca,ca
1030,18641391833805ca,0.0,0.0,2019,171,56.73,0.0,1.73,14.45,73.41,33.2,0,1864139ca,18ca,ca
1031,18641391833805ca,0.3636,0.0909,2021,175,46.86,0.2727,1.01,24.75,55.56,34.54,0,1864139ca,18ca,ca
1032,19101991933399ca,0.0,0.0,2015,137,81.0,0.0,7.69,25.0,48.72,4.68,0,1910199ca,19ca,ca
1033,19101991933399ca,0.0,0.0,2016,113,85.0,0.0,6.12,25.85,48.3,10.27,0,1910199ca,19ca,ca
1034,19101991933399ca,0.0,0.0,2017,127,76.38,0.0,8.4,25.19,40.46,7.64,0,1910199ca,19ca,ca
1035,19101991933399ca,0.0,0.0,2018,76,77.63,0.0,11.76,25.74,32.35,17.89,0,1910199ca,19ca,ca
1036,19101991933399ca,0.0,0.0,2019,126,91.27,0.0,8.57,29.29,21.43,17.98,0,1910199ca,19ca,ca
1037,19101991933399ca,0.2727,0.7273,2021,44,93.18,0.8636,3.55,29.08,26.95,20.48,0,1910199ca,19ca,ca
1038,19101991995869ca,0.0,0.0,2015,130,88.0,0.0,2.11,64.08,12.68,23.84,0,1910199ca,19ca,ca
1039,19101991995869ca,0.0,0.0,2016,138,96.0,0.0,3.47,61.81,11.11,26.94,0,1910199ca,19ca,ca
1040,19101991995869ca,0.0,0.0,2017,144,93.06,0.0,3.03,62.88,9.09,29.58,0,1910199ca,19ca,ca
1041,19101991995869ca,0.0,0.0,2018,133,95.49,0.0,1.53,61.83,12.21,36.46,0,1910199ca,19ca,ca
1042,19101991995869ca,0.0,0.0,2019,129,89.15,0.0,2.31,56.15,3.08,31.84,0,1910199ca,19ca,ca
1043,19101991995869ca,0.2727,0.7273,2021,101,83.17,0.8636,2.22,64.44,6.67,36.89,0,1910199ca,19ca,ca
1044,19101991996214ca,0.0,0.0,2015,15,7.0,0.0,33.33,66.67,0.0,62.38,0,1910199ca,19ca,ca
1045,19101991996214ca,0.0,0.0,2016,31,0.0,0.0,22.92,72.92,4.17,78.5,0,1910199ca,19ca,ca
1046,19101991996214ca,0.0,0.0,2017,55,7.27,0.0,15.87,79.37,1.59,96.0,0,1910199ca,19ca,ca
1047,19101991996214ca,0.0,0.0,2018,55,10.91,0.0,20.34,76.27,1.69,84.66,0,1910199ca,19ca,ca
1048,19101991996214ca,0.0,0.0,2019,30,10.0,0.0,16.67,81.48,1.85,82.02,0,1910199ca,19ca,ca
1049,19101991996214ca,0.2727,0.7273,2021,62,20.97,0.8636,18.0,78.0,2.0,73.74,0,1910199ca,19ca,ca
1050,19642461996537ca,0.0,0.0,2015,334,23.0,0.0,17.37,56.81,16.9,82.79,1,1964246ca,19ca,ca
1051,19642461996537ca,0.0,0.0,2016,529,20.0,0.0,16.95,59.32,17.37,83.32,1,1964246ca,19ca,ca
1052,19642461996537ca,0.0,0.0,2017,355,26.48,0.0,15.54,53.04,23.31,85.94,1,1964246ca,19ca,ca
1053,19642461996537ca,0.0,0.0,2018,252,31.75,0.0,16.18,47.55,28.43,82.6,1,1964246ca,19ca,ca
1054,19642461996537ca,0.0,0.0,2019,168,42.86,0.0,17.37,52.11,23.16,78.14,1,1964246ca,19ca,ca
1055,19642461996537ca,0.2727,0.7273,2021,152,41.45,0.8636,11.49,53.38,20.27,76.57,1,1964246ca,19ca,ca
1056,19642611930288ca,0.0,0.0,2015,790,80.0,0.0,1.39,14.45,13.53,19.01,0,1964261ca,19ca,ca
1057,19642611930288ca,0.0,0.0,2016,830,77.0,0.0,1.26,14.43,13.17,22.74,0,1964261ca,19ca,ca
1058,19642611930288ca,0.0,0.0,2017,847,77.1,0.0,1.83,13.06,11.97,21.11,0,1964261ca,19ca,ca
1059,19642611930288ca,0.0,0.0,2018,776,65.46,0.0,3.3,13.45,15.61,26.2,0,1964261ca,19ca,ca
1060,19642611930288ca,0.0,0.0,2019,667,74.06,0.0,2.66,13.32,12.56,26.02,0,1964261ca,19ca,ca
1061,19642611930288ca,0.0,1.0,2021,625,72.48,1.0,2.98,15.85,11.79,25.22,0,1964261ca,19ca,ca
1062,19642871930601ca,0.0,0.0,2015,426,64.0,0.0,0.2,92.76,0.4,86.94,0,1964287ca,19ca,ca
1063,19642871930601ca,0.0,0.0,2016,445,64.0,0.0,0.45,92.78,0.9,85.51,0,1964287ca,19ca,ca
1064,19642871930601ca,0.0,0.0,2017,418,59.81,0.0,1.51,91.58,0.0,84.13,0,1964287ca,19ca,ca
1065,19642871930601ca,0.0,0.0,2018,427,64.87,0.0,0.23,89.5,0.91,85.75,0,1964287ca,19ca,ca
1066,19642871930601ca,0.0,0.0,2019,402,54.73,0.0,0.7,91.12,0.93,100.0,0,1964287ca,19ca,ca
1067,19642871930601ca,0.2727,0.7273,2021,351,72.08,0.8636,0.54,90.35,0.54,84.18,0,1964287ca,19ca,ca
1068,19642871938166ca,0.0,0.0,2015,453,54.0,0.0,0.41,88.34,1.02,87.82,0,1964287ca,19ca,ca
1069,19642871938166ca,0.0,0.0,2016,444,58.0,0.0,0.59,88.24,0.59,85.62,0,1964287ca,19ca,ca
1070,19642871938166ca,0.0,0.0,2017,456,59.65,0.0,0.22,86.29,0.67,85.25,0,1964287ca,19ca,ca
1071,19642871938166ca,0.0,0.0,2018,430,52.56,0.0,0.64,89.91,0.0,87.42,0,1964287ca,19ca,ca
1072,19642871938166ca,0.0,0.0,2019,427,60.89,0.0,1.01,84.44,0.4,100.0,0,1964287ca,19ca,ca
1073,19642871938166ca,0.2727,0.7273,2021,371,58.22,0.8636,0.44,87.2,0.0,81.76,0,1964287ca,19ca,ca
1074,19642951930700ca,0.0,0.0,2015,242,60.0,0.0,0.4,91.57,2.01,88.78,0,1964295ca,19ca,ca
1075,19642951930700ca,0.0,0.0,2016,244,61.0,0.0,1.09,92.7,2.55,84.68,0,1964295ca,19ca,ca
1076,19642951930700ca,0.0,0.0,2017,263,68.06,0.0,0.0,93.55,0.81,83.63,0,1964295ca,19ca,ca
1077,19642951930700ca,0.0,0.0,2018,237,66.24,0.0,0.0,94.67,1.33,85.55,0,1964295ca,19ca,ca
