,schoolcode,hybridper,virtualper,year,totaltested,elapass,schoolmode,black,hispanic,white,lowincome,charter,districtcode,countycode,state
1078,19642951930700ca,0.0,0.0,2019,213,65.73,0.0,0.84,93.7,0.0,93.68,0,1964295ca,19ca,ca
1079,19642951930700ca,0.0,0.7273,2021,177,52.54,0.7273,0.52,92.71,1.56,92.6,0,1964295ca,19ca,ca
1080,19643031930775ca,0.0,0.0,2015,370,66.0,0.0,14.29,70.98,5.58,83.22,0,1964303ca,19ca,ca
1081,19643031930775ca,0.0,0.0,2016,385,77.0,0.0,10.9,74.94,4.64,79.08,0,1964303ca,19ca,ca
1082,19643031930775ca,0.0,0.0,2017,376,68.62,0.0,11.9,76.2,4.05,74.73,0,1964303ca,19ca,ca
1083,19643031930775ca,0.0,0.0,2018,372,70.97,0.0,9.11,78.82,2.71,73.11,0,1964303ca,19ca,ca
1084,19643031930775ca,0.0,0.0,2019,357,74.79,0.0,9.24,78.67,3.32,79.11,0,1964303ca,19ca,ca
1085,19643031930775ca,0.2727,0.7273,2021,56,92.86,0.8636,8.36,79.54,4.32,77.47,0,1964303ca,19ca,ca
1086,19643031935618ca,0.0,0.0,2015,480,65.0,0.0,15.22,48.75,18.5,56.15,0,1964303ca,19ca,ca
1087,19643031935618ca,0.0,0.0,2016,479,67.0,0.0,15.6,54.82,11.93,54.84,0,1964303ca,19ca,ca
1088,19643031935618ca,0.0,0.0,2017,404,71.29,0.0,15.45,50.64,15.88,52.01,0,1964303ca,19ca,ca
1089,19643031935618ca,0.0,0.0,2018,429,65.73,0.0,13.75,54.79,14.17,55.63,0,1964303ca,19ca,ca
1090,19643031935618ca,0.0,0.0,2019,441,63.49,0.0,15.07,55.19,14.87,56.85,0,1964303ca,19ca,ca
1091,19643031935618ca,0.2727,0.7273,2021,52,94.23,0.8636,13.39,54.5,12.47,63.17,0,1964303ca,19ca,ca
1092,19643111930981ca,0.0,0.0,2015,387,64.0,0.0,3.38,6.75,72.47,7.43,0,1964311ca,19ca,ca
1093,19643111930981ca,0.0,0.0,2016,366,86.0,0.0,3.12,6.51,76.04,8.81,0,1964311ca,19ca,ca
1094,19643111930981ca,0.0,0.0,2017,367,87.74,0.0,1.51,7.81,74.81,7.43,0,1964311ca,19ca,ca
1095,19643111930981ca,0.0,0.0,2018,383,82.51,0.0,3.32,10.88,67.07,16.93,0,1964311ca,19ca,ca
1096,19643111930981ca,0.0,0.0,2019,314,68.47,0.0,3.12,9.66,71.02,16.98,0,1964311ca,19ca,ca
1097,19643111930981ca,0.2727,0.7273,2021,246,76.83,0.8636,3.07,9.56,68.6,17.52,0,1964311ca,19ca,ca
1098,19643291937739ca,0.0,0.0,2015,302,71.0,0.0,1.47,52.2,30.5,34.01,0,1964329ca,19ca,ca
1099,19643291937739ca,0.0,0.0,2016,323,55.0,0.0,3.53,48.82,25.88,32.65,0,1964329ca,19ca,ca
1100,19643291937739ca,0.0,0.0,2017,327,79.2,0.0,4.53,48.34,27.79,33.36,0,1964329ca,19ca,ca
1101,19643291937739ca,0.0,0.0,2018,316,75.32,0.0,6.07,50.16,25.24,37.52,0,1964329ca,19ca,ca
1102,19643291937739ca,0.0,0.0,2019,314,74.2,0.0,4.32,57.35,24.5,36.99,0,1964329ca,19ca,ca
1103,19643291937739ca,0.2727,0.7273,2021,16,100.0,0.8636,1.67,60.54,14.72,38.49,0,1964329ca,19ca,ca
1104,19643371931187ca,0.0,0.0,2015,559,76.0,0.0,2.81,29.73,56.07,37.44,0,1964337ca,19ca,ca
1105,19643371931187ca,0.0,0.0,2016,353,68.0,0.0,2.26,26.77,57.26,34.34,0,1964337ca,19ca,ca
1106,19643371931187ca,0.0,0.0,2017,582,68.9,0.0,3.72,28.76,50.24,34.81,0,1964337ca,19ca,ca
1107,19643371931187ca,0.0,0.0,2018,571,68.83,0.0,2.42,27.42,58.03,41.35,0,1964337ca,19ca,ca
1108,19643371931187ca,0.0,0.0,2019,595,68.07,0.0,3.98,24.31,57.19,42.14,0,1964337ca,19ca,ca
1109,19643371931187ca,0.1818,0.7273,2021,69,72.46,0.8182,2.35,22.02,64.03,37.14,0,1964337ca,19ca,ca
1110,19643371931237ca,0.0,0.0,2015,529,57.0,0.0,2.65,44.87,41.39,30.83,0,1964337ca,19ca,ca
1111,19643371931237ca,0.0,0.0,2016,571,78.0,0.0,3.3,47.3,34.53,27.05,0,1964337ca,19ca,ca
1112,19643371931237ca,0.0,0.0,2017,614,75.08,0.0,3.17,46.35,36.19,28.02,0,1964337ca,19ca,ca
1113,19643371931237ca,0.0,0.0,2018,579,68.39,0.0,3.01,42.47,39.13,33.0,0,1964337ca,19ca,ca
1114,19643371931237ca,0.0,0.0,2019,545,66.97,0.0,3.21,45.75,35.96,31.93,0,1964337ca,19ca,ca
1115,19643371931237ca,0.1818,0.7273,2021,325,73.54,0.8182,2.74,48.54,34.31,29.91,0,1964337ca,19ca,ca
1116,19643521930239ca,0.0,0.0,2015,80,3.0,0.0,16.28,74.42,4.65,83.97,0,1964352ca,19ca,ca
1117,19643521930239ca,0.0,0.0,2016,94,5.0,0.0,28.0,60.0,2.0,77.24,0,1964352ca,19ca,ca
1118,19643521930239ca,0.0,0.0,2017,106,4.72,0.0,23.53,68.63,0.0,78.21,0,1964352ca,19ca,ca
1119,19643521930239ca,0.0,0.0,2018,88,1.14,0.0,34.62,57.69,3.85,79.89,0,1964352ca,19ca,ca
1120,19643521930239ca,0.0,0.0,2019,81,6.17,0.0,19.64,75.0,0.0,88.82,0,1964352ca,19ca,ca
1121,19643521930239ca,0.0,1.0,2021,51,7.84,1.0,14.29,71.43,7.14,85.03,0,1964352ca,19ca,ca
1122,19643521933951ca,0.0,0.0,2015,456,44.0,0.0,16.84,75.66,1.62,79.86,0,1964352ca,19ca,ca
1123,19643521933951ca,0.0,0.0,2016,421,44.0,0.0,11.91,81.84,2.54,80.59,0,1964352ca,19ca,ca
1124,19643521933951ca,0.0,0.0,2017,468,52.14,0.0,11.71,82.34,1.75,81.17,0,1964352ca,19ca,ca
1125,19643521933951ca,0.0,0.0,2018,515,49.13,0.0,11.04,80.3,2.81,87.74,0,1964352ca,19ca,ca
1126,19643521933951ca,0.0,0.0,2019,407,53.56,0.0,9.07,86.05,0.93,85.11,0,1964352ca,19ca,ca
1127,19643521933951ca,0.0,1.0,2021,413,44.79,1.0,10.95,84.84,0.63,77.51,0,1964352ca,19ca,ca
1128,19643521934926ca,0.0,0.0,2015,530,53.0,0.0,18.13,72.31,1.99,87.13,0,1964352ca,19ca,ca
1129,19643521934926ca,0.0,0.0,2016,477,50.0,0.0,16.49,76.32,1.93,79.83,0,1964352ca,19ca,ca
1130,19643521934926ca,0.0,0.0,2017,537,44.69,0.0,18.58,69.95,2.19,79.52,0,1964352ca,19ca,ca
1131,19643521934926ca,0.0,0.0,2018,533,46.15,0.0,18.04,73.57,1.25,84.84,0,1964352ca,19ca,ca
1132,19643521934926ca,0.0,0.0,2019,536,50.56,0.0,14.96,74.3,1.23,82.54,0,1964352ca,19ca,ca
1133,19643521934926ca,0.0,1.0,2021,493,41.99,1.0,19.82,70.64,1.28,78.05,0,1964352ca,19ca,ca
1134,19643521935048ca,0.0,0.0,2015,381,48.0,0.0,18.73,67.18,1.35,83.61,0,1964352ca,19ca,ca
1135,19643521935048ca,0.0,0.0,2016,492,48.0,0.0,23.16,63.32,1.43,79.62,0,1964352ca,19ca,ca
1136,19643521935048ca,0.0,0.0,2017,429,47.55,0.0,17.96,70.39,2.67,84.48,0,1964352ca,19ca,ca
1137,19643521935048ca,0.0,0.0,2018,407,50.12,0.0,14.46,74.85,1.98,89.21,0,1964352ca,19ca,ca
1138,19643521935048ca,0.0,0.0,2019,470,45.96,0.0,15.6,75.4,1.2,84.18,0,1964352ca,19ca,ca
1139,19643521935048ca,0.0,1.0,2021,434,47.0,1.0,18.08,72.54,1.37,78.85,0,1964352ca,19ca,ca
1140,19643781931666ca,0.0,0.0,2015,405,65.0,0.0,5.0,57.62,26.9,47.09,0,1964378ca,19ca,ca
1141,19643781931666ca,0.0,0.0,2016,387,63.0,0.0,4.4,61.86,22.74,49.69,0,1964378ca,19ca,ca
1142,19643781931666ca,0.0,0.0,2017,374,57.22,0.0,3.23,65.86,19.09,49.84,0,1964378ca,19ca,ca
1143,19643781931666ca,0.0,0.0,2018,347,46.97,0.0,2.54,64.51,20.56,51.62,0,1964378ca,19ca,ca
1144,19643781931666ca,0.0,0.0,2019,326,62.27,0.0,1.89,71.7,17.25,50.28,0,1964378ca,19ca,ca
1145,19643781931666ca,0.2727,0.7273,2021,170,58.82,0.8636,5.54,68.22,16.91,48.56,0,1964378ca,19ca,ca
1146,19643941931823ca,0.0,0.0,2015,489,74.0,0.0,5.8,38.31,35.49,30.87,0,1964394ca,19ca,ca
1147,19643941931823ca,0.0,0.0,2016,574,77.0,0.0,4.13,41.02,34.18,32.43,0,1964394ca,19ca,ca
1148,19643941931823ca,0.0,0.0,2017,598,78.76,0.0,3.32,38.54,34.72,32.0,0,1964394ca,19ca,ca
1149,19643941931823ca,0.0,0.0,2018,576,73.44,0.0,3.89,37.52,35.93,33.22,0,1964394ca,19ca,ca
1150,19643941931823ca,0.0,0.0,2019,549,72.13,0.0,4.79,42.74,33.85,31.94,0,1964394ca,19ca,ca
1151,19643941931823ca,0.2727,0.6364,2021,150,84.67,0.8636,3.88,44.44,34.04,25.08,0,1964394ca,19ca,ca
1152,19644441932201ca,0.0,0.0,2015,472,76.0,0.0,20.56,40.12,22.95,36.41,0,1964444ca,19ca,ca
1153,19644441932201ca,0.0,0.0,2016,485,78.0,0.0,20.97,37.1,24.6,35.9,0,1964444ca,19ca,ca
1154,19644441932201ca,0.0,0.0,2017,475,77.89,0.0,20.49,38.71,23.91,34.04,0,1964444ca,19ca,ca
1155,19644441932201ca,0.0,0.0,2018,509,75.25,0.0,20.28,34.45,27.95,38.49,0,1964444ca,19ca,ca
1156,19644441932201ca,0.0,0.0,2019,488,74.8,0.0,13.91,40.0,25.74,35.01,0,1964444ca,19ca,ca
1157,19644441932201ca,0.5455,0.4545,2021,494,69.03,0.7273,17.14,33.33,25.24,29.6,0,1964444ca,19ca,ca
1158,19644691932482ca,0.0,0.0,2015,210,52.0,0.0,4.53,75.72,9.05,67.38,0,1964469ca,19ca,ca
1159,19644691932482ca,0.0,0.0,2016,223,67.0,0.0,1.73,72.29,12.55,74.78,0,1964469ca,19ca,ca
1160,19644691932482ca,0.0,0.0,2017,198,69.7,0.0,3.12,80.73,5.73,66.41,0,1964469ca,19ca,ca
1161,19644691932482ca,0.0,0.0,2018,179,70.39,0.0,2.6,81.25,4.17,75.92,0,1964469ca,19ca,ca
1162,19644691932482ca,0.0,0.0,2019,175,60.57,0.0,1.0,79.1,7.46,74.66,0,1964469ca,19ca,ca
1163,19644691932482ca,0.2727,0.6364,2021,99,42.42,0.8636,3.29,77.63,4.61,75.29,0,1964469ca,19ca,ca
1164,19645271932706ca,0.0,0.0,2015,604,56.0,0.0,0.16,98.06,0.97,77.24,0,1964527ca,19ca,ca
1165,19645271932706ca,0.0,0.0,2016,559,67.0,0.0,0.0,98.44,1.56,74.45,0,1964527ca,19ca,ca
1166,19645271932706ca,0.0,0.0,2017,595,62.18,0.0,0.0,98.68,0.17,71.63,0,1964527ca,19ca,ca
1167,19645271932706ca,0.0,0.0,2018,553,59.49,0.0,0.18,97.81,0.91,66.61,0,1964527ca,19ca,ca
1168,19645271932706ca,0.0,0.0,2019,506,56.32,0.0,0.37,98.14,0.74,65.21,0,1964527ca,19ca,ca
1169,19645271932706ca,0.0,1.0,2021,404,61.63,1.0,0.71,96.99,0.89,64.65,0,1964527ca,19ca,ca
1170,19645351932763ca,0.0,0.0,2015,322,67.0,0.0,4.97,22.52,50.33,12.83,0,1964535ca,19ca,ca
1171,19645351932763ca,0.0,0.0,2016,290,70.0,0.0,4.36,22.18,53.09,11.83,0,1964535ca,19ca,ca
1172,19645351932763ca,0.0,0.0,2017,267,85.77,0.0,7.97,25.25,49.17,12.22,0,1964535ca,19ca,ca
1173,19645351932763ca,0.0,0.0,2018,291,83.85,0.0,7.34,23.43,50.7,18.07,0,1964535ca,19ca,ca
1174,19645351932763ca,0.0,0.0,2019,282,83.69,0.0,5.86,27.04,46.25,16.53,0,1964535ca,19ca,ca
1175,19645351932763ca,0.1818,0.6364,2021,168,74.4,0.7273,5.77,21.47,50.32,15.98,0,1964535ca,19ca,ca
1176,19645681932144ca,0.0,0.0,2015,666,84.0,0.0,1.04,16.96,52.53,14.68,0,1964568ca,19ca,ca
1177,19645681932144ca,0.0,0.0,2016,632,84.0,0.0,0.46,13.13,53.44,16.08,0,1964568ca,19ca,ca
1178,19645681932144ca,0.0,0.0,2017,626,84.5,0.0,0.61,12.48,54.79,17.42,0,1964568ca,19ca,ca
1179,19645681932144ca,0.0,0.0,2018,625,73.6,0.0,0.46,13.98,54.53,23.94,0,1964568ca,19ca,ca
1180,19645681932144ca,0.0,0.0,2019,625,66.72,0.0,0.61,14.05,53.28,26.22,0,1964568ca,19ca,ca
1181,19645681932144ca,0.0,1.0,2021,548,85.04,1.0,1.07,14.46,52.36,22.02,0,1964568ca,19ca,ca
1182,19645681933530ca,0.0,0.0,2015,599,59.0,0.0,1.32,35.93,48.34,68.16,0,1964568ca,19ca,ca
1183,19645681933530ca,0.0,0.0,2016,549,53.0,0.0,2.2,32.26,47.3,68.82,0,1964568ca,19ca,ca
1184,19645681933530ca,0.0,0.0,2017,523,60.99,0.0,0.85,34.86,47.72,67.6,0,1964568ca,19ca,ca
1185,19645681933530ca,0.0,0.0,2018,535,56.26,0.0,1.08,31.9,49.46,69.72,0,1964568ca,19ca,ca
1186,19645681933530ca,0.0,0.0,2019,497,50.3,0.0,2.04,33.58,51.95,72.83,0,1964568ca,19ca,ca
1187,19645681933530ca,0.0,1.0,2021,371,52.02,1.0,1.38,36.74,49.31,66.02,0,1964568ca,19ca,ca
1188,19645681934082ca,0.0,0.0,2015,384,60.0,0.0,2.18,26.63,56.9,66.45,0,1964568ca,19ca,ca
1189,19645681934082ca,0.0,0.0,2016,383,69.0,0.0,1.22,26.03,58.15,65.24,0,1964568ca,19ca,ca
1190,19645681934082ca,0.0,0.0,2017,377,52.79,0.0,2.12,23.87,57.56,63.15,0,1964568ca,19ca,ca
1191,19645681934082ca,0.0,0.0,2018,337,69.44,0.0,2.35,20.42,62.91,64.41,0,1964568ca,19ca,ca
1192,19645681934082ca,0.0,0.0,2019,390,51.79,0.0,1.52,22.73,61.87,67.02,0,1964568ca,19ca,ca
1193,19645681934082ca,0.0,1.0,2021,348,49.43,1.0,1.12,25.56,57.3,59.43,0,1964568ca,19ca,ca
1194,19645681995497ca,0.0,0.0,2015,27,48.0,0.0,4.17,25.0,45.83,22.02,0,1964568ca,19ca,ca
1195,19645681995497ca,0.0,0.0,2016,25,64.0,0.0,3.12,15.62,68.75,34.02,0,1964568ca,19ca,ca
1196,19645681995497ca,0.0,0.0,2017,29,79.31,0.0,0.0,9.09,81.82,23.89,0,1964568ca,19ca,ca
1197,19645681995497ca,0.0,0.0,2018,16,81.25,0.0,7.41,25.93,59.26,33.05,0,1964568ca,19ca,ca
1198,19645681995497ca,0.0,0.0,2019,31,61.29,0.0,0.0,22.22,62.96,45.0,0,1964568ca,19ca,ca
1199,19645681995497ca,0.0,1.0,2021,21,57.14,1.0,1.23,23.46,65.43,27.74,0,1964568ca,19ca,ca
1200,19645681996131ca,0.0,0.0,2015,260,92.0,0.0,0.0,8.7,79.05,55.31,0,1964568ca,19ca,ca
1201,19645681996131ca,0.0,0.0,2016,250,92.0,0.0,0.35,10.21,75.7,53.46,0,1964568ca,19ca,ca
1202,19645681996131ca,0.0,0.0,2017,284,91.9,0.0,0.0,4.31,83.19,51.82,0,1964568ca,19ca,ca
1203,19645681996131ca,0.0,0.0,2018,230,93.48,0.0,0.39,5.91,80.31,53.73,0,1964568ca,19ca,ca
1204,19645681996131ca,0.0,0.0,2019,249,94.78,0.0,0.0,6.62,83.09,56.4,0,1964568ca,19ca,ca
1205,19645681996131ca,0.0,1.0,2021,274,84.31,1.0,0.0,3.77,83.22,55.14,0,1964568ca,19ca,ca
1206,19645920100354ca,0.0,0.0,2015,124,96.0,0.0,6.94,75.69,6.25,77.1,1,1964592ca,19ca,ca
1207,19645920100354ca,0.0,0.0,2016,141,94.0,0.0,10.56,73.94,4.93,78.89,1,1964592ca,19ca,ca
1208,19645920100354ca,0.0,0.0,2017,136,94.12,0.0,15.32,63.71,4.03,76.38,1,1964592ca,19ca,ca
1209,19645920100354ca,0.0,0.0,2018,117,89.74,0.0,10.94,63.28,3.91,81.14,1,1964592ca,19ca,ca
1210,19645920100354ca,0.0,0.0,2019,127,95.28,0.0,19.84,63.49,3.17,82.41,1,1964592ca,19ca,ca
1211,19645920100354ca,0.2727,0.7273,2021,154,78.57,0.8636,12.6,76.38,5.51,83.8,1,1964592ca,19ca,ca
1212,19646341934231ca,0.0,0.0,2015,266,22.0,0.0,32.17,65.38,0.0,63.35,0,1964634ca,19ca,ca
1213,19646341934231ca,0.0,0.0,2016,239,17.0,0.0,36.75,60.68,0.43,50.88,0,1964634ca,19ca,ca
1214,19646341934231ca,0.0,0.0,2017,210,21.9,0.0,37.5,60.19,1.39,70.1,0,1964634ca,19ca,ca
1215,19646341934231ca,0.0,0.0,2018,202,26.24,0.0,32.52,65.05,0.49,77.44,0,1964634ca,19ca,ca
1216,19646341934231ca,0.0,0.0,2019,188,29.26,0.0,28.8,68.48,0.0,86.89,0,1964634ca,19ca,ca
1217,19646341934231ca,0.2727,0.7273,2021,183,29.51,0.8636,27.31,67.87,0.4,98.07,0,1964634ca,19ca,ca
1218,19646341936046ca,0.0,0.0,2015,238,17.0,0.0,26.43,68.28,0.88,83.13,0,1964634ca,19ca,ca
1219,19646341936046ca,0.0,0.0,2016,177,38.0,0.0,29.41,68.63,0.49,71.74,0,1964634ca,19ca,ca
1220,19646341936046ca,0.0,0.0,2017,184,22.28,0.0,27.01,72.04,0.47,81.65,0,1964634ca,19ca,ca
1221,19646341936046ca,0.0,0.0,2018,189,33.86,0.0,30.0,68.24,0.0,76.96,0,1964634ca,19ca,ca
1222,19646341936046ca,0.0,0.0,2019,140,29.29,0.0,30.92,67.76,0.66,81.98,0,1964634ca,19ca,ca
1223,19646341936046ca,0.2727,0.7273,2021,88,39.77,0.8636,29.68,69.03,0.0,77.05,0,1964634ca,19ca,ca
1224,19646341996529ca,0.0,0.0,2015,63,38.0,0.0,50.0,50.0,0.0,54.09,1,1964634ca,19ca,ca
1225,19646341996529ca,0.0,0.0,2016,51,75.0,0.0,63.53,30.59,0.0,40.0,1,1964634ca,19ca,ca
1226,19646341996529ca,0.0,0.0,2017,83,63.86,0.0,39.76,59.04,0.0,78.64,1,1964634ca,19ca,ca
1227,19646341996529ca,0.0,0.0,2018,86,45.35,0.0,55.91,44.09,0.0,74.18,1,1964634ca,19ca,ca
1228,19646341996529ca,0.0,0.0,2019,89,49.44,0.0,57.89,38.16,1.32,73.31,1,1964634ca,19ca,ca
1229,19646341996529ca,0.2727,0.7273,2021,82,69.51,0.8636,70.49,27.87,0.0,72.73,1,1964634ca,19ca,ca
1230,19646831930080ca,0.0,0.0,2015,323,80.0,0.0,1.31,8.99,76.78,7.6,0,1964683ca,19ca,ca
1231,19646831930080ca,0.0,0.0,2016,495,67.0,0.0,1.49,8.57,77.47,7.01,0,1964683ca,19ca,ca
1232,19646831930080ca,0.0,0.0,2017,491,68.23,0.0,1.71,13.86,74.63,5.85,0,1964683ca,19ca,ca
1233,19646831930080ca,0.0,0.0,2018,429,71.1,0.0,1.42,11.94,76.32,11.25,0,1964683ca,19ca,ca
1234,19646831930080ca,0.0,0.0,2019,445,63.15,0.0,1.0,13.23,72.95,10.76,0,1964683ca,19ca,ca
1235,19646831930080ca,0.2727,0.7273,2021,49,93.88,0.8636,0.92,13.13,71.89,12.38,0,1964683ca,19ca,ca
1236,19646831931781ca,0.0,0.0,2015,136,82.0,0.0,3.86,6.44,80.69,6.99,0,1964683ca,19ca,ca
1237,19646831931781ca,0.0,0.0,2016,414,70.0,0.0,4.76,8.53,76.98,8.5,0,1964683ca,19ca,ca
1238,19646831931781ca,0.0,0.0,2017,470,76.6,0.0,5.93,8.52,78.15,7.5,0,1964683ca,19ca,ca
1239,19646831931781ca,0.0,0.0,2018,497,58.55,0.0,2.7,11.23,77.75,13.59,0,1964683ca,19ca,ca
1240,19646831931781ca,0.0,0.0,2019,451,74.72,0.0,4.21,8.0,76.21,12.1,0,1964683ca,19ca,ca
1241,19646831931781ca,0.2727,0.7273,2021,17,64.71,0.8636,4.22,13.08,72.36,10.61,0,1964683ca,19ca,ca
1242,19646911996438ca,0.0,0.0,2015,131,68.0,0.0,14.73,71.32,3.1,78.43,1,1964691ca,19ca,ca
1243,19646911996438ca,0.0,0.0,2016,132,70.0,0.0,9.57,77.39,7.83,80.72,1,1964691ca,19ca,ca
1244,19646911996438ca,0.0,0.0,2017,120,70.0,0.0,4.96,85.82,2.13,81.47,1,1964691ca,19ca,ca
1245,19646911996438ca,0.0,0.0,2018,137,61.31,0.0,9.16,81.68,3.82,82.42,1,1964691ca,19ca,ca
1246,19646911996438ca,0.0,0.0,2019,129,71.32,0.0,3.33,89.17,3.33,81.57,1,1964691ca,19ca,ca
1247,19646911996438ca,0.2727,0.7273,2021,108,60.19,0.8636,6.15,86.92,1.54,80.24,1,1964691ca,19ca,ca
1248,19647090100602ca,0.0,0.0,2015,132,73.0,0.0,0.74,97.78,0.0,89.09,1,1964709ca,19ca,ca
1249,19647090100602ca,0.0,0.0,2016,135,76.0,0.0,0.0,95.17,0.0,95.01,1,1964709ca,19ca,ca
1250,19647090100602ca,0.0,0.0,2017,143,76.92,0.0,1.38,96.55,0.0,90.48,1,1964709ca,19ca,ca
1251,19647090100602ca,0.0,0.0,2018,145,71.72,0.0,0.72,99.28,0.0,91.84,1,1964709ca,19ca,ca
1252,19647090100602ca,0.0,0.0,2019,137,74.45,0.0,0.0,100.0,0.0,89.16,1,1964709ca,19ca,ca
1253,19647090100602ca,0.2727,0.7273,2021,130,59.23,0.8636,1.38,98.62,0.0,90.18,1,1964709ca,19ca,ca
1254,19647251930411ca,0.0,0.0,2015,45,78.0,0.0,0.0,63.64,36.36,68.02,0,1964725ca,19ca,ca
1255,19647251930411ca,0.0,0.0,2016,51,61.0,0.0,0.0,65.12,32.56,69.0,0,1964725ca,19ca,ca
1256,19647251930411ca,0.0,0.0,2017,44,50.0,0.0,0.0,72.73,25.0,73.33,0,1964725ca,19ca,ca
1257,19647251930411ca,0.0,0.0,2018,20,20.0,0.0,2.7,78.38,18.92,69.77,0,1964725ca,19ca,ca
1258,19647251930411ca,0.0,0.0,2019,34,61.76,0.0,0.0,69.44,27.78,71.64,0,1964725ca,19ca,ca
1259,19647251930411ca,0.3636,0.6364,2021,32,46.88,0.8182,0.0,81.82,18.18,57.87,0,1964725ca,19ca,ca
1260,19647251934470ca,0.0,0.0,2015,764,27.0,0.0,19.92,69.17,1.63,78.93,0,1964725ca,19ca,ca
1261,19647251934470ca,0.0,0.0,2016,693,27.0,0.0,17.48,70.83,1.18,78.9,0,1964725ca,19ca,ca
1262,19647251934470ca,0.0,0.0,2017,669,33.03,0.0,13.54,78.46,1.02,86.52,0,1964725ca,19ca,ca
1263,19647251934470ca,0.0,0.0,2018,549,30.05,0.0,15.06,74.96,2.54,87.17,0,1964725ca,19ca,ca
1264,19647251934470ca,0.0,0.0,2019,522,25.1,0.0,15.28,74.01,0.99,82.39,0,1964725ca,19ca,ca
1265,19647251934470ca,0.2727,0.7273,2021,268,35.07,0.8636,12.16,77.7,1.35,75.88,0,1964725ca,19ca,ca
1266,19647251934678ca,0.0,0.0,2015,796,42.0,0.0,16.49,43.94,19.26,49.57,0,1964725ca,19ca,ca
1267,19647251934678ca,0.0,0.0,2016,803,65.0,0.0,19.35,40.2,18.6,51.21,0,1964725ca,19ca,ca
1268,19647251934678ca,0.0,0.0,2017,723,63.62,0.0,15.76,44.4,18.23,58.29,0,1964725ca,19ca,ca
1269,19647251934678ca,0.0,0.0,2018,720,51.25,0.0,19.89,46.68,13.26,57.2,0,1964725ca,19ca,ca
1270,19647251934678ca,0.0,0.0,2019,695,46.47,0.0,20.21,52.07,10.62,60.32,0,1964725ca,19ca,ca
1271,19647251934678ca,0.2727,0.7273,2021,528,63.07,0.8636,17.48,55.5,10.86,60.37,0,1964725ca,19ca,ca
1272,19647251935758ca,0.0,0.0,2015,782,65.0,0.0,8.72,58.77,24.47,47.48,0,1964725ca,19ca,ca
1273,19647251935758ca,0.0,0.0,2016,773,60.0,0.0,8.79,46.56,32.24,44.16,0,1964725ca,19ca,ca
1274,19647251935758ca,0.0,0.0,2017,807,60.97,0.0,7.89,45.35,33.57,44.73,0,1964725ca,19ca,ca
1275,19647251935758ca,0.0,0.0,2018,772,52.07,0.0,10.9,45.01,31.21,40.19,0,1964725ca,19ca,ca
1276,19647251935758ca,0.0,0.0,2019,760,56.84,0.0,8.89,44.78,32.67,39.91,0,1964725ca,19ca,ca
1277,19647251935758ca,0.2727,0.7273,2021,464,76.08,0.8636,8.78,45.04,33.72,36.2,0,1964725ca,19ca,ca
1278,19647251936947ca,0.0,0.0,2015,1036,62.0,0.0,21.59,38.74,11.49,57.36,0,1964725ca,19ca,ca
1279,19647251936947ca,0.0,0.0,2016,1010,56.0,0.0,20.21,39.75,13.13,58.08,0,1964725ca,19ca,ca
1280,19647251936947ca,0.0,0.0,2017,1055,55.26,0.0,15.66,44.03,9.98,65.13,0,1964725ca,19ca,ca
1281,19647251936947ca,0.0,0.0,2018,947,48.57,0.0,15.07,47.72,10.52,60.9,0,1964725ca,19ca,ca
1282,19647251936947ca,0.0,0.0,2019,869,63.52,0.0,18.55,47.36,6.32,68.13,0,1964725ca,19ca,ca
1283,19647251936947ca,0.2727,0.7273,2021,590,71.86,0.8636,14.26,51.3,8.32,63.9,0,1964725ca,19ca,ca
1284,19647251937176ca,0.0,0.0,2015,69,20.0,0.0,13.16,76.32,0.0,73.95,0,1964725ca,19ca,ca
1285,19647251937176ca,0.0,0.0,2016,80,8.0,0.0,16.95,69.49,0.0,76.74,0,1964725ca,19ca,ca
1286,19647251937176ca,0.0,0.0,2017,92,6.52,0.0,25.68,59.46,2.7,86.29,0,1964725ca,19ca,ca
1287,19647251937176ca,0.0,0.0,2018,80,7.5,0.0,18.52,66.67,3.7,84.62,0,1964725ca,19ca,ca
1288,19647251937176ca,0.0,0.0,2019,61,4.92,0.0,15.79,76.32,5.26,86.25,0,1964725ca,19ca,ca
1289,19647251937176ca,0.2727,0.7273,2021,20,5.0,0.8636,12.96,79.63,3.7,84.35,0,1964725ca,19ca,ca
1290,19647251939875ca,0.0,0.0,2015,857,56.0,0.0,11.07,55.15,21.15,56.27,0,1964725ca,19ca,ca
1291,19647251939875ca,0.0,0.0,2016,827,45.0,0.0,11.01,57.94,20.04,56.99,0,1964725ca,19ca,ca
1292,19647251939875ca,0.0,0.0,2017,839,59.71,0.0,9.8,55.89,19.02,65.38,0,1964725ca,19ca,ca
1293,19647251939875ca,0.0,0.0,2018,756,58.07,0.0,11.84,54.57,17.81,60.45,0,1964725ca,19ca,ca
1294,19647251939875ca,0.0,0.0,2019,787,63.91,0.0,11.63,53.58,19.85,61.03,0,1964725ca,19ca,ca
1295,19647251939875ca,0.2727,0.7273,2021,622,63.5,0.8636,11.17,57.45,19.89,57.68,0,1964725ca,19ca,ca
1296,19647251995539ca,0.0,0.0,2015,164,98.0,0.0,17.14,36.57,9.14,44.48,0,1964725ca,19ca,ca
