,schoolcode,districtcode,countycode,year,charter,elapass,schoolmode,virtualper,hybridper,totaltested,lowincome,white,black,hispanic,state
0,001902001,001902tx,001tx,2015,0.0,60.0,0.0,0.0,0,45,28.89,82.2222,2.2222,4.4444,tx
1,001902001,001902tx,001tx,2016,0.0,47.37,0.0,0.0,0,38,26.32,86.8421,0.0,0.0,tx
2,001902001,001902tx,001tx,2017,0.0,41.46,0.0,0.0,0,41,36.59,80.4878,7.3171,7.3171,tx
3,001902001,001902tx,001tx,2018,0.0,59.57,0.0,0.0,0,47,29.79,87.234,2.1277,6.383,tx
4,001902001,001902tx,001tx,2019,0.0,63.04,0.0,0.0,0,46,58.7,78.2609,2.1739,8.6957,tx
5,001902001,001902tx,001tx,2021,0.0,68.29,0.0,0.0,0,41,43.9,82.9268,2.439,12.1951,tx
6,001903001,001903tx,001tx,2015,0.0,55.06,0.0,0.0,0,89,47.19,87.6404,3.3708,4.4944,tx
7,001903001,001903tx,001tx,2016,0.0,68.42,0.0,0.0,0,95,54.74,87.3684,2.1053,9.4737,tx
8,001903001,001903tx,001tx,2017,0.0,51.89,0.0,0.0,0,106,51.89,73.5849,7.5472,10.3774,tx
9,001903001,001903tx,001tx,2018,0.0,48.84,0.0,0.0,0,129,52.71,83.7209,3.1008,7.7519,tx
10,001903001,001903tx,001tx,2019,0.0,59.62,0.0,0.0,0,104,45.19,76.9231,6.7308,9.6154,tx
11,001903001,001903tx,001tx,2021,0.0,71.43,0.0,0.0,0,91,42.86,73.6264,4.3956,16.4835,tx
12,001904001,001904tx,001tx,2015,0.0,61.54,0.0,0.0,0,52,50.0,78.8462,5.7692,13.4615,tx
13,001904001,001904tx,001tx,2016,0.0,50.0,0.0,0.0,0,64,50.0,85.9375,6.25,7.8125,tx
14,001904001,001904tx,001tx,2017,0.0,53.73,0.0,0.0,0,67,53.73,73.1343,7.4627,16.4179,tx
15,001904001,001904tx,001tx,2018,0.0,56.72,0.0,0.0,0,67,52.24,76.1194,8.9552,8.9552,tx
16,001904001,001904tx,001tx,2019,0.0,46.97,0.0,0.0,0,66,51.52,87.8788,6.0606,4.5455,tx
17,001904001,001904tx,001tx,2021,0.0,62.3,0.0,0.0,0,61,47.54,75.4098,13.1148,6.5574,tx
18,001906002,001906tx,001tx,2015,0.0,42.86,0.0,0.0,0,28,35.71,78.5714,10.7143,7.1429,tx
19,001906002,001906tx,001tx,2016,0.0,41.94,0.0,0.0,0,31,48.39,77.4194,9.6774,9.6774,tx
20,001906002,001906tx,001tx,2017,0.0,52.27,0.0,0.0,0,44,47.73,77.2727,6.8182,15.9091,tx
21,001906002,001906tx,001tx,2018,0.0,72.73,0.0,0.0,0,22,40.91,81.8182,9.0909,9.0909,tx
22,001906002,001906tx,001tx,2019,0.0,70.0,0.0,0.0,0,30,43.33,80.0,3.3333,16.6667,tx
23,001906002,001906tx,001tx,2021,0.0,63.64,0.0,0.0,0,22,31.82,77.2727,4.5455,18.1818,tx
24,001907001,001907tx,001tx,2015,0.0,33.58,0.0,0.0,0,268,73.88,34.3284,26.8657,37.6866,tx
25,001907001,001907tx,001tx,2016,0.0,35.71,0.0,0.0,0,266,75.19,26.6917,26.6917,43.985,tx
26,001907001,001907tx,001tx,2017,0.0,34.74,0.0,0.0,0,331,72.51,26.5861,29.3051,41.6918,tx
27,001907001,001907tx,001tx,2018,0.0,33.04,0.0,0.0,0,336,66.07,22.619,31.8452,42.2619,tx
28,001907001,001907tx,001tx,2019,0.0,42.64,0.0,0.0,0,326,72.09,22.3926,28.8344,44.4785,tx
29,001907001,001907tx,001tx,2021,0.0,42.66,0.0,0.0,0,286,90.56,24.4755,28.6713,40.9091,tx
30,001908002,001908tx,001tx,2015,0.0,37.82,0.0,0.0,0,119,56.3,55.4622,21.8487,20.1681,tx
31,001908002,001908tx,001tx,2016,0.0,37.5,0.0,0.0,0,112,70.54,42.8571,21.4286,30.3571,tx
32,001908002,001908tx,001tx,2017,0.0,34.29,0.0,0.0,0,140,32.86,45.0,25.0,23.5714,tx
33,001908002,001908tx,001tx,2018,0.0,38.17,0.0,0.0,0,131,45.04,49.6183,21.374,25.1908,tx
34,001908002,001908tx,001tx,2019,0.0,45.14,0.0,0.0,0,144,58.33,55.5556,15.2778,23.6111,tx
35,001908002,001908tx,001tx,2021,0.0,31.3,0.0,0.0,0,115,43.48,39.1304,18.2609,37.3913,tx
36,001909001,001909tx,001tx,2015,0.0,37.5,0.0,0.0,0,24,45.83,83.3333,0.0,8.3333,tx
37,001909001,001909tx,001tx,2016,0.0,64.29,0.0,0.0,0,28,35.71,96.4286,0.0,3.5714,tx
38,001909001,001909tx,001tx,2017,0.0,54.29,0.0,0.0,0,35,54.29,91.4286,0.0,5.7143,tx
39,001909001,001909tx,001tx,2018,0.0,55.88,0.0,0.0,0,34,50.0,88.2353,2.9412,2.9412,tx
40,001909001,001909tx,001tx,2019,0.0,66.67,0.0,0.0,0,33,54.55,87.8788,0.0,9.0909,tx
41,001909001,001909tx,001tx,2021,0.0,82.14,0.0,0.0,0,28,42.86,82.1429,3.5714,3.5714,tx
42,002901001,002901tx,002tx,2015,0.0,40.0,0.0,0.0,0,295,18.64,32.5424,1.6949,62.7119,tx
43,002901001,002901tx,002tx,2016,0.0,43.69,0.0,0.0,0,309,34.63,26.8608,1.9417,69.5793,tx
44,002901001,002901tx,002tx,2017,0.0,38.53,0.0,0.0,0,353,43.06,26.3456,1.4164,70.255,tx
45,002901001,002901tx,002tx,2018,0.0,39.9,0.0,0.0,0,386,40.41,25.1295,0.5181,72.0207,tx
46,002901001,002901tx,002tx,2019,0.0,45.61,0.0,0.0,0,399,41.35,26.5664,0.5013,70.6767,tx
47,002901001,002901tx,002tx,2021,0.0,41.93,0.0,0.0,0,322,45.03,27.6398,1.5528,66.7702,tx
48,002901002,002901tx,002tx,2015,0.0,0.0,0.0,0.0,0,8,25.0,25.0,0.0,75.0,tx
49,002901002,002901tx,002tx,2016,0.0,0.0,0.0,0.0,0,11,45.45,36.3636,0.0,63.6364,tx
50,002901002,002901tx,002tx,2017,0.0,16.67,0.0,0.0,0,12,50.0,50.0,0.0,41.6667,tx
51,002901002,002901tx,002tx,2018,0.0,0.0,0.0,0.0,0,10,60.0,30.0,0.0,70.0,tx
52,002901002,002901tx,002tx,2019,0.0,0.0,0.0,0.0,0,11,45.45,54.5455,0.0,45.4545,tx
53,002901002,002901tx,002tx,2021,0.0,15.38,0.0,0.0,0,13,84.62,23.0769,7.6923,69.2308,tx
54,003902001,003902tx,003tx,2015,0.0,60.41,0.0,0.0,0,197,46.7,65.4822,5.0761,24.8731,tx
55,003902001,003902tx,003tx,2016,0.0,52.0,0.0,0.0,0,225,49.78,65.7778,5.7778,24.8889,tx
56,003902001,003902tx,003tx,2017,0.0,55.41,0.0,0.0,0,231,50.65,65.8009,8.658,23.3766,tx
57,003902001,003902tx,003tx,2018,0.0,59.31,0.0,0.0,0,231,47.62,69.2641,7.3593,18.6147,tx
58,003902001,003902tx,003tx,2019,0.0,65.59,0.0,0.0,0,247,55.06,65.587,8.502,20.6478,tx
59,003902001,003902tx,003tx,2021,0.0,67.91,0.0,0.0,0,215,49.3,57.6744,7.907,31.6279,tx
60,003903001,003903tx,003tx,2015,0.0,42.65,0.0,0.0,0,544,65.62,28.8603,25.1838,40.625,tx
61,003903001,003903tx,003tx,2016,0.0,44.06,0.0,0.0,0,572,73.43,27.4476,27.6224,40.9091,tx
62,003903001,003903tx,003tx,2017,0.0,33.93,0.0,0.0,0,669,73.69,23.4679,30.1943,41.5546,tx
63,003903001,003903tx,003tx,2018,0.0,36.87,0.0,0.0,0,670,74.03,21.791,28.5075,45.0746,tx
64,003903001,003903tx,003tx,2019,0.0,39.78,0.0,0.0,0,719,73.57,23.3658,28.79,42.9764,tx
65,003903001,003903tx,003tx,2021,0.0,46.69,0.0,0.0,0,634,58.2,21.6088,24.9211,49.5268,tx
66,003904001,003904tx,003tx,2015,0.0,41.06,0.0,0.0,0,151,46.36,87.4172,0.0,9.9338,tx
67,003904001,003904tx,003tx,2016,0.0,43.2,0.0,0.0,0,169,48.52,88.1657,1.1834,7.6923,tx
68,003904001,003904tx,003tx,2017,0.0,45.66,0.0,0.0,0,173,54.91,79.7688,2.3121,12.7168,tx
69,003904001,003904tx,003tx,2018,0.0,44.29,0.0,0.0,0,140,55.0,81.4286,4.2857,10.7143,tx
70,003904001,003904tx,003tx,2019,0.0,48.54,0.0,0.0,0,171,51.46,84.2105,1.7544,6.4327,tx
71,003904001,003904tx,003tx,2021,0.0,57.14,0.0,0.0,0,147,47.62,87.7551,2.0408,6.1224,tx
72,003905001,003905tx,003tx,2015,0.0,32.41,0.0,0.0,0,145,65.52,24.8276,10.3448,63.4483,tx
73,003905001,003905tx,003tx,2016,0.0,38.13,0.0,0.0,0,139,66.19,37.4101,10.0719,49.6403,tx
74,003905001,003905tx,003tx,2017,0.0,36.32,0.0,0.0,0,201,68.16,26.8657,15.4229,55.2239,tx
75,003905001,003905tx,003tx,2018,0.0,35.48,0.0,0.0,0,155,73.55,27.7419,14.8387,52.2581,tx
76,003905001,003905tx,003tx,2019,0.0,46.67,0.0,0.0,0,165,78.79,24.2424,16.9697,55.7576,tx
77,003905001,003905tx,003tx,2021,0.0,47.47,0.0,0.0,0,158,55.06,29.1139,14.557,54.4304,tx
78,003906001,003906tx,003tx,2015,0.0,58.62,0.0,0.0,0,29,55.17,86.2069,3.4483,6.8966,tx
79,003906001,003906tx,003tx,2016,0.0,30.77,0.0,0.0,0,26,61.54,88.4615,0.0,7.6923,tx
80,003906001,003906tx,003tx,2017,0.0,33.33,0.0,0.0,0,33,54.55,90.9091,0.0,3.0303,tx
81,003906001,003906tx,003tx,2018,0.0,35.0,0.0,0.0,0,40,65.0,95.0,2.5,2.5,tx
82,003906001,003906tx,003tx,2019,0.0,29.17,0.0,0.0,0,24,66.67,91.6667,0.0,4.1667,tx
83,003906001,003906tx,003tx,2021,0.0,61.11,0.0,0.0,0,18,55.56,94.4444,0.0,5.5556,tx
84,003907001,003907tx,003tx,2015,0.0,42.97,0.0,0.0,0,128,39.84,75.0,7.0312,17.1875,tx
85,003907001,003907tx,003tx,2016,0.0,35.45,0.0,0.0,0,110,43.64,74.5455,2.7273,20.0,tx
86,003907001,003907tx,003tx,2017,0.0,36.17,0.0,0.0,0,141,51.06,80.8511,4.9645,12.766,tx
87,003907001,003907tx,003tx,2018,0.0,37.88,0.0,0.0,0,132,53.79,72.7273,3.7879,21.9697,tx
88,003907001,003907tx,003tx,2019,0.0,52.83,0.0,0.0,0,106,56.6,73.5849,4.717,19.8113,tx
89,003907001,003907tx,003tx,2021,0.0,48.7,0.0,0.0,0,115,58.26,64.3478,4.3478,27.8261,tx
90,004901001,004901tx,004tx,2015,0.0,50.0,0.0,0.0,0,270,48.89,59.6296,0.7407,37.037,tx
91,004901001,004901tx,004tx,2016,0.0,27.53,0.0,0.0,0,287,48.43,54.007,2.439,37.6307,tx
92,004901001,004901tx,004tx,2017,0.0,38.18,0.0,0.0,0,330,56.36,52.1212,1.8182,42.4242,tx
93,004901001,004901tx,004tx,2018,0.0,32.49,0.0,0.0,0,237,95.78,47.2574,2.9536,45.1477,tx
94,004901001,004901tx,004tx,2019,0.0,45.45,0.0,0.0,0,297,61.62,49.8316,1.3468,45.1178,tx
95,004901001,004901tx,004tx,2021,0.0,43.5,0.0,0.0,0,246,65.45,52.8455,0.813,41.4634,tx
96,005901001,005901tx,005tx,2015,0.0,62.5,0.0,0.0,0,40,22.5,90.0,0.0,5.0,tx
97,005901001,005901tx,005tx,2016,0.0,65.52,0.0,0.0,0,29,24.14,86.2069,0.0,10.3448,tx
98,005901001,005901tx,005tx,2017,0.0,68.57,0.0,0.0,0,35,25.71,82.8571,0.0,8.5714,tx
99,005901001,005901tx,005tx,2018,0.0,52.63,0.0,0.0,0,38,34.21,84.2105,0.0,13.1579,tx
100,005901001,005901tx,005tx,2019,0.0,66.04,0.0,0.0,0,53,39.62,83.0189,1.8868,15.0943,tx
101,005901001,005901tx,005tx,2021,0.0,75.0,0.0,0.0,0,40,45.0,72.5,5.0,15.0,tx
102,005902001,005902tx,005tx,2015,0.0,68.18,0.0,0.0,0,66,16.67,96.9697,0.0,3.0303,tx
103,005902001,005902tx,005tx,2016,0.0,74.67,0.0,0.0,0,75,9.33,86.6667,2.6667,9.3333,tx
104,005902001,005902tx,005tx,2017,0.0,68.35,0.0,0.0,0,79,18.99,93.6709,0.0,5.0633,tx
105,005902001,005902tx,005tx,2018,0.0,70.51,0.0,0.0,0,78,20.51,87.1795,0.0,10.2564,tx
106,005902001,005902tx,005tx,2019,0.0,83.95,0.0,0.0,0,81,9.88,88.8889,1.2346,6.1728,tx
107,005902001,005902tx,005tx,2021,0.0,78.57,0.0,0.0,0,84,20.24,83.3333,0.0,10.7143,tx
108,005904001,005904tx,005tx,2015,0.0,56.82,0.0,0.0,0,44,22.73,68.1818,0.0,27.2727,tx
109,005904001,005904tx,005tx,2016,0.0,72.22,0.0,0.0,0,36,30.56,63.8889,0.0,36.1111,tx
110,005904001,005904tx,005tx,2017,0.0,61.11,0.0,0.0,0,36,30.56,75.0,0.0,22.2222,tx
111,005904001,005904tx,005tx,2018,0.0,61.76,0.0,0.0,0,34,26.47,70.5882,0.0,26.4706,tx
112,005904001,005904tx,005tx,2019,0.0,64.71,0.0,0.0,0,34,50.0,67.6471,0.0,26.4706,tx
113,005904001,005904tx,005tx,2021,0.0,57.58,0.0,0.0,0,33,33.33,72.7273,0.0,24.2424,tx
114,006902001,006902tx,006tx,2015,0.0,66.67,0.0,0.0,0,24,37.5,87.5,4.1667,8.3333,tx
115,006902001,006902tx,006tx,2016,0.0,70.83,0.0,0.0,0,24,16.67,79.1667,0.0,16.6667,tx
116,006902001,006902tx,006tx,2017,0.0,54.17,0.0,0.0,0,24,33.33,83.3333,4.1667,12.5,tx
117,006902001,006902tx,006tx,2018,0.0,40.0,0.0,0.0,0,30,56.67,70.0,10.0,16.6667,tx
118,006902001,006902tx,006tx,2019,0.0,47.62,0.0,0.0,0,21,42.86,85.7143,0.0,4.7619,tx
119,006902001,006902tx,006tx,2021,0.0,37.5,0.0,0.0,0,24,20.83,75.0,0.0,25.0,tx
120,007901001,007901tx,007tx,2015,0.0,19.05,0.0,0.0,0,42,69.05,4.7619,0.0,95.2381,tx
121,007901001,007901tx,007tx,2016,0.0,25.0,0.0,0.0,0,48,77.08,2.0833,0.0,97.9167,tx
122,007901001,007901tx,007tx,2017,0.0,22.03,0.0,0.0,0,59,76.27,8.4746,0.0,91.5254,tx
123,007901001,007901tx,007tx,2018,0.0,28.95,0.0,0.0,0,38,76.32,5.2632,0.0,94.7368,tx
124,007901001,007901tx,007tx,2019,0.0,31.25,0.0,0.0,0,32,81.25,3.125,0.0,93.75,tx
125,007901001,007901tx,007tx,2021,0.0,35.9,0.0,0.0,0,39,76.92,5.1282,0.0,94.8718,tx
126,007902001,007902tx,007tx,2015,0.0,32.03,0.0,0.0,0,128,54.69,35.1562,1.5625,60.9375,tx
127,007902001,007902tx,007tx,2016,0.0,45.16,0.0,0.0,0,124,50.0,39.5161,0.0,59.6774,tx
128,007902001,007902tx,007tx,2017,0.0,38.41,0.0,0.0,0,151,58.28,37.0861,1.3245,59.6026,tx
129,007902001,007902tx,007tx,2018,0.0,44.85,0.0,0.0,0,136,53.68,34.5588,1.4706,63.9706,tx
130,007902001,007902tx,007tx,2019,0.0,56.45,0.0,0.0,0,124,51.61,41.129,0.8065,57.2581,tx
131,007902001,007902tx,007tx,2021,0.0,55.36,0.0,0.0,0,112,52.68,33.0357,0.8929,64.2857,tx
132,007904001,007904tx,007tx,2015,0.0,31.76,0.0,0.0,0,148,71.62,18.2432,1.3514,78.3784,tx
133,007904001,007904tx,007tx,2016,0.0,18.79,0.0,0.0,0,149,80.54,14.094,2.6846,81.8792,tx
134,007904001,007904tx,007tx,2017,0.0,32.67,0.0,0.0,0,150,76.67,15.3333,0.6667,84.0,tx
135,007904001,007904tx,007tx,2018,0.0,27.81,0.0,0.0,0,151,71.52,16.5563,1.3245,81.457,tx
136,007904001,007904tx,007tx,2019,0.0,27.84,0.0,0.0,0,176,75.57,18.1818,1.1364,80.6818,tx
137,007904001,007904tx,007tx,2021,0.0,36.76,0.0,0.0,0,136,69.12,6.6176,0.0,90.4412,tx
138,007905001,007905tx,007tx,2015,0.0,40.21,0.0,0.0,0,286,46.85,25.1748,0.3497,73.0769,tx
139,007905001,007905tx,007tx,2016,0.0,42.38,0.0,0.0,0,269,51.67,26.7658,0.0,72.4907,tx
140,007905001,007905tx,007tx,2017,0.0,34.31,0.0,0.0,0,341,55.72,22.8739,0.0,75.0733,tx
141,007905001,007905tx,007tx,2018,0.0,35.88,0.0,0.0,0,354,63.84,26.8362,0.0,71.1864,tx
142,007905001,007905tx,007tx,2019,0.0,42.9,0.0,0.0,0,352,56.82,28.4091,0.5682,69.0341,tx
143,007905001,007905tx,007tx,2021,0.0,51.05,0.0,0.0,0,237,59.92,25.7384,0.0,72.1519,tx
144,007906001,007906tx,007tx,2015,0.0,37.32,0.0,0.0,0,142,65.49,14.0845,1.4085,83.8028,tx
145,007906001,007906tx,007tx,2016,0.0,28.95,0.0,0.0,0,152,71.05,9.8684,0.6579,88.8158,tx
146,007906001,007906tx,007tx,2017,0.0,28.92,0.0,0.0,0,166,77.71,13.8554,0.6024,85.5422,tx
147,007906001,007906tx,007tx,2018,0.0,39.88,0.0,0.0,0,173,75.14,15.0289,0.578,84.3931,tx
148,007906001,007906tx,007tx,2019,0.0,34.25,0.0,0.0,0,146,75.34,13.6986,0.6849,83.5616,tx
149,007906001,007906tx,007tx,2021,0.0,32.76,0.0,0.0,0,116,47.41,10.3448,0.8621,87.069,tx
150,008901001,008901tx,008tx,2015,0.0,51.68,0.0,0.0,0,149,41.61,53.6913,10.7383,30.8725,tx
151,008901001,008901tx,008tx,2016,0.0,54.5,0.0,0.0,0,189,37.57,60.3175,9.5238,28.5714,tx
152,008901001,008901tx,008tx,2017,0.0,44.55,0.0,0.0,0,211,45.97,58.7678,10.4265,29.8578,tx
153,008901001,008901tx,008tx,2018,0.0,55.75,0.0,0.0,0,226,46.02,58.8496,8.4071,29.2035,tx
154,008901001,008901tx,008tx,2019,0.0,56.12,0.0,0.0,0,196,48.47,57.1429,11.2245,29.0816,tx
155,008901001,008901tx,008tx,2021,0.0,61.34,0.0,0.0,0,194,39.69,55.1546,5.1546,33.5052,tx
156,008902001,008902tx,008tx,2015,0.0,47.78,0.0,0.0,0,270,51.85,43.3333,9.6296,45.1852,tx
157,008902001,008902tx,008tx,2016,0.0,52.99,0.0,0.0,0,234,50.85,40.5983,14.1026,43.1624,tx
158,008902001,008902tx,008tx,2017,0.0,42.68,0.0,0.0,0,239,55.23,34.728,15.0628,47.2803,tx
159,008902001,008902tx,008tx,2018,0.0,44.19,0.0,0.0,0,267,63.3,33.3333,12.3596,51.3109,tx
160,008902001,008902tx,008tx,2019,0.0,49.63,0.0,0.0,0,270,56.67,36.2963,10.0,50.0,tx
161,008902001,008902tx,008tx,2021,0.0,45.45,0.0,0.0,0,231,58.44,33.7662,11.6883,49.3506,tx
162,008903001,008903tx,008tx,2015,0.0,57.58,0.0,0.0,0,66,54.55,31.8182,12.1212,51.5152,tx
163,008903001,008903tx,008tx,2016,0.0,41.07,0.0,0.0,0,56,58.93,32.1429,5.3571,60.7143,tx
164,008903001,008903tx,008tx,2017,0.0,56.79,0.0,0.0,0,81,60.49,38.2716,9.8765,50.6173,tx
165,008903001,008903tx,008tx,2018,0.0,38.89,0.0,0.0,0,54,61.11,40.7407,12.963,46.2963,tx
166,008903001,008903tx,008tx,2019,0.0,51.61,0.0,0.0,0,62,50.0,51.6129,8.0645,40.3226,tx
167,008903001,008903tx,008tx,2021,0.0,64.18,0.0,0.0,0,67,55.22,43.2836,4.4776,46.2687,tx
168,009901001,009901tx,009tx,2015,0.0,32.22,0.0,0.0,0,90,85.56,12.2222,0.0,87.7778,tx
169,009901001,009901tx,009tx,2016,0.0,31.0,0.0,0.0,0,100,80.0,13.0,0.0,87.0,tx
170,009901001,009901tx,009tx,2017,0.0,23.77,0.0,0.0,0,122,86.07,9.8361,0.0,90.1639,tx
171,009901001,009901tx,009tx,2018,0.0,25.93,0.0,0.0,0,108,79.63,11.1111,0.0,87.963,tx
172,009901001,009901tx,009tx,2019,0.0,39.42,0.0,0.0,0,104,80.77,11.5385,0.9615,84.6154,tx
173,009901001,009901tx,009tx,2021,0.0,45.92,0.0,0.0,0,98,36.73,15.3061,0.0,79.5918,tx
174,010901001,010901tx,010tx,2015,0.0,60.0,0.0,0.0,0,20,40.0,95.0,0.0,5.0,tx
175,010901001,010901tx,010tx,2016,0.0,67.86,0.0,0.0,0,28,53.57,64.2857,0.0,35.7143,tx
176,010901001,010901tx,010tx,2017,0.0,43.48,0.0,0.0,0,23,60.87,73.913,4.3478,13.0435,tx
177,010901001,010901tx,010tx,2018,0.0,50.0,0.0,0.0,0,24,79.17,75.0,0.0,25.0,tx
178,010901001,010901tx,010tx,2019,0.0,44.83,0.0,0.0,0,29,51.72,82.7586,3.4483,13.7931,tx
179,010901001,010901tx,010tx,2021,0.0,54.17,0.0,0.0,0,24,54.17,66.6667,0.0,29.1667,tx
180,010902001,010902tx,010tx,2015,0.0,57.95,0.0,0.0,0,176,48.3,66.4773,1.1364,30.1136,tx
181,010902001,010902tx,010tx,2016,0.0,54.84,0.0,0.0,0,186,46.77,65.0538,0.5376,32.2581,tx
182,010902001,010902tx,010tx,2017,0.0,45.11,0.0,0.0,0,184,44.57,58.1522,0.0,39.1304,tx
183,010902001,010902tx,010tx,2018,0.0,36.17,0.0,0.0,0,188,53.19,59.0426,0.5319,38.2979,tx
184,010902001,010902tx,010tx,2019,0.0,50.0,0.0,0.0,0,216,50.46,62.5,0.0,36.1111,tx
185,010902001,010902tx,010tx,2021,0.0,46.91,0.0,0.0,0,194,45.36,54.1237,0.0,41.2371,tx
186,011901001,011901tx,011tx,2015,0.0,41.57,0.0,0.0,0,356,56.74,39.8876,9.8315,46.0674,tx
187,011901001,011901tx,011tx,2016,0.0,43.93,0.0,0.0,0,387,54.26,39.5349,8.5271,48.062,tx
188,011901001,011901tx,011tx,2017,0.0,31.49,0.0,0.0,0,451,63.41,33.9246,8.6475,52.9933,tx
189,011901001,011901tx,011tx,2018,0.0,31.61,0.0,0.0,0,503,68.39,30.0199,7.1571,58.8469,tx
190,011901001,011901tx,011tx,2019,0.0,37.19,0.0,0.0,0,519,62.43,30.0578,5.5877,59.1522,tx
191,011901001,011901tx,011tx,2021,0.0,34.75,0.0,0.0,0,446,63.0,30.7175,4.9327,60.7623,tx
192,011901002,011901tx,011tx,2015,0.0,39.19,0.0,0.0,0,421,72.45,21.1401,3.5629,72.6841,tx
193,011901002,011901tx,011tx,2016,0.0,33.17,0.0,0.0,0,404,70.54,18.5644,4.4554,73.7624,tx
194,011901002,011901tx,011tx,2017,0.0,26.44,0.0,0.0,0,556,68.35,18.3453,2.518,76.6187,tx
195,011901002,011901tx,011tx,2018,0.0,32.1,0.0,0.0,0,623,73.35,17.175,2.2472,79.2937,tx
196,011901002,011901tx,011tx,2019,0.0,32.83,0.0,0.0,0,591,73.94,15.9052,1.5228,80.0338,tx
197,011901002,011901tx,011tx,2021,0.0,39.76,1.0,1.0,0,503,75.15,14.5129,0.994,82.3062,tx
198,011901005,011901tx,011tx,2015,0.0,70.37,0.0,0.0,0,54,72.22,27.7778,5.5556,66.6667,tx
199,011901005,011901tx,011tx,2016,0.0,75.47,0.0,0.0,0,53,50.94,28.3019,0.0,66.0377,tx
200,011901005,011901tx,011tx,2017,0.0,64.91,0.0,0.0,0,57,61.4,22.807,3.5088,70.1754,tx
201,011901005,011901tx,011tx,2018,0.0,70.49,0.0,0.0,0,61,68.85,22.9508,0.0,72.1311,tx
202,011901005,011901tx,011tx,2019,0.0,76.27,0.0,0.0,0,59,62.71,25.4237,1.6949,67.7966,tx
203,011901005,011901tx,011tx,2021,0.0,78.87,0.0,0.0,0,71,67.61,32.3944,0.0,61.9718,tx
204,011901022,011901tx,011tx,2015,0.0,12.5,0.0,0.0,0,16,81.25,6.25,6.25,87.5,tx
205,011901022,011901tx,011tx,2016,0.0,0.0,0.0,0.0,0,14,85.71,7.1429,7.1429,71.4286,tx
206,011901022,011901tx,011tx,2017,0.0,3.57,0.0,0.0,0,28,85.71,14.2857,7.1429,78.5714,tx
207,011901022,011901tx,011tx,2018,0.0,4.0,0.0,0.0,0,25,92.0,24.0,8.0,68.0,tx
208,011901022,011901tx,011tx,2019,0.0,7.41,0.0,0.0,0,27,88.89,7.4074,0.0,88.8889,tx
209,011901022,011901tx,011tx,2021,0.0,2.94,0.0,0.0,0,34,79.41,5.8824,8.8235,82.3529,tx
210,011902001,011902tx,011tx,2015,0.0,37.14,0.0,0.0,0,377,71.62,26.2599,15.1194,56.2334,tx
211,011902001,011902tx,011tx,2016,0.0,33.92,0.0,0.0,0,395,72.41,23.5443,15.443,57.7215,tx
212,011902001,011902tx,011tx,2017,0.0,33.78,0.0,0.0,0,447,72.93,23.0425,13.6465,61.0738,tx
213,011902001,011902tx,011tx,2018,0.0,31.38,0.0,0.0,0,427,75.64,16.3934,13.3489,66.0422,tx
214,011902001,011902tx,011tx,2019,0.0,33.47,0.0,0.0,0,484,73.55,18.595,11.7769,67.3554,tx
215,011902001,011902tx,011tx,2021,0.0,39.43,0.0,0.0,0,350,74.86,16.2857,10.5714,71.4286,tx
216,011904002,011904tx,011tx,2015,0.0,52.99,0.0,0.0,0,134,53.73,61.194,8.9552,26.1194,tx
217,011904002,011904tx,011tx,2016,0.0,53.59,0.0,0.0,0,153,44.44,59.4771,5.8824,29.4118,tx
218,011904002,011904tx,011tx,2017,0.0,38.46,0.0,0.0,0,143,65.03,44.7552,6.993,41.958,tx
219,011904002,011904tx,011tx,2018,0.0,42.94,0.0,0.0,0,170,61.76,54.7059,10.5882,28.8235,tx
220,011904002,011904tx,011tx,2019,0.0,63.46,0.0,0.0,0,156,45.51,58.3333,7.0513,29.4872,tx
221,011904002,011904tx,011tx,2021,0.0,46.91,0.0,0.0,0,162,54.94,57.4074,7.4074,30.8642,tx
222,012901001,012901tx,012tx,2015,0.0,59.52,0.0,0.0,0,42,59.52,66.6667,4.7619,19.0476,tx
223,012901001,012901tx,012tx,2016,0.0,31.37,0.0,0.0,0,51,54.9,64.7059,3.9216,17.6471,tx
224,012901001,012901tx,012tx,2017,0.0,52.17,0.0,0.0,0,46,58.7,67.3913,4.3478,23.913,tx
225,012901001,012901tx,012tx,2018,0.0,65.31,0.0,0.0,0,49,57.14,75.5102,2.0408,12.2449,tx
226,012901001,012901tx,012tx,2019,0.0,83.78,0.0,0.0,0,37,40.54,78.3784,0.0,18.9189,tx
227,012901001,012901tx,012tx,2021,0.0,60.42,0.0,0.0,0,48,54.17,66.6667,0.0,29.1667,tx
228,013901001,013901tx,013tx,2015,0.0,21.3,0.0,0.0,0,324,63.89,14.1975,2.4691,81.1728,tx
229,013901001,013901tx,013tx,2016,0.0,17.28,0.0,0.0,0,382,65.97,11.7801,1.0471,86.6492,tx
230,013901001,013901tx,013tx,2017,0.0,23.97,0.0,0.0,0,413,72.15,12.1065,2.4213,84.5036,tx
231,013901001,013901tx,013tx,2018,0.0,27.94,0.0,0.0,0,383,7.31,13.8381,3.6554,80.4178,tx
232,013901001,013901tx,013tx,2019,0.0,30.84,0.0,0.0,0,308,75.97,11.039,2.5974,86.039,tx
233,013901001,013901tx,013tx,2021,0.0,43.24,0.0,0.0,0,259,81.85,13.5135,0.3861,84.9421,tx
