,schoolcode,districtcode,countycode,year,charter,elapass,schoolmode,virtualper,hybridper,totaltested,lowincome,white,black,hispanic,state
1677,043910005,043910tx,043tx,2018,0.0,71.01,0.0,0.0,0,721,33.01,38.1415,15.2566,23.301,tx
1678,043910005,043910tx,043tx,2019,0.0,71.51,0.0,0.0,0,709,35.26,37.7997,17.2073,23.1312,tx
1679,043910005,043910tx,043tx,2021,0.0,64.5,0.0,0.0,0,538,35.13,38.1041,15.9851,26.2082,tx
1680,043910006,043910tx,043tx,2015,0.0,82.35,0.0,0.0,0,255,15.69,23.1373,5.8824,13.3333,tx
1681,043910006,043910tx,043tx,2016,0.0,82.75,0.0,0.0,0,255,16.86,20.7843,5.8824,16.0784,tx
1682,043910006,043910tx,043tx,2017,0.0,77.57,0.0,0.0,0,214,20.09,13.0841,4.6729,20.0935,tx
1683,043910006,043910tx,043tx,2018,0.0,68.6,0.0,0.0,0,258,22.87,12.7907,7.3643,20.9302,tx
1684,043910006,043910tx,043tx,2019,0.0,75.11,0.0,0.0,0,229,24.02,16.1572,8.2969,20.9607,tx
1685,043910006,043910tx,043tx,2021,0.0,84.13,0.0,0.0,0,208,23.08,12.0192,6.7308,15.8654,tx
1686,043910007,043910tx,043tx,2015,0.0,76.79,0.0,0.0,0,728,19.51,49.3132,16.0714,16.4835,tx
1687,043910007,043910tx,043tx,2016,0.0,73.46,0.0,0.0,0,712,22.61,43.3989,17.8371,21.9101,tx
1688,043910007,043910tx,043tx,2017,0.0,63.97,0.0,0.0,0,791,31.23,44.5006,20.2276,18.7105,tx
1689,043910007,043910tx,043tx,2018,0.0,66.32,0.0,0.0,0,772,31.87,37.4352,20.2073,23.9637,tx
1690,043910007,043910tx,043tx,2019,0.0,68.7,0.0,0.0,0,770,36.75,36.7532,19.4805,27.7922,tx
1691,043910007,043910tx,043tx,2021,0.0,68.31,0.0,0.0,0,628,34.24,33.9172,19.7452,27.0701,tx
1692,043910008,043910tx,043tx,2015,0.0,85.34,0.0,0.0,0,116,12.07,65.5172,1.7241,11.2069,tx
1693,043910008,043910tx,043tx,2016,0.0,88.55,0.0,0.0,0,131,12.21,58.0153,3.8168,14.5038,tx
1694,043910008,043910tx,043tx,2017,0.0,91.67,0.0,0.0,0,132,10.61,59.8485,5.303,16.6667,tx
1695,043910008,043910tx,043tx,2018,0.0,91.06,0.0,0.0,0,123,8.13,60.1626,3.252,18.6992,tx
1696,043910008,043910tx,043tx,2019,0.0,94.44,0.0,0.0,0,126,15.87,51.5873,7.9365,23.8095,tx
1697,043910008,043910tx,043tx,2021,0.0,83.17,0.0,0.0,0,101,27.72,52.4752,7.9208,24.7525,tx
1698,043910009,043910tx,043tx,2015,0.0,90.95,0.0,0.0,0,674,8.9,35.1632,4.0059,10.2374,tx
1699,043910009,043910tx,043tx,2016,0.0,93.15,0.0,0.0,0,657,8.37,33.0289,5.175,8.3714,tx
1700,043910009,043910tx,043tx,2017,0.0,87.36,0.0,0.0,0,736,9.51,37.0924,5.5707,9.5109,tx
1701,043910009,043910tx,043tx,2018,0.0,86.53,0.0,0.0,0,698,12.03,28.7966,6.7335,9.7421,tx
1702,043910009,043910tx,043tx,2019,0.0,90.77,0.0,0.0,0,715,12.87,30.3497,8.5315,9.7902,tx
1703,043910009,043910tx,043tx,2021,0.0,85.53,0.0,0.0,0,615,15.45,23.7398,7.8049,10.8943,tx
1704,043910010,043910tx,043tx,2015,0.0,0.0,0.0,0.0,0,11,54.55,9.0909,27.2727,54.5455,tx
1705,043910010,043910tx,043tx,2016,0.0,0.0,0.0,0.0,0,17,58.82,11.7647,35.2941,41.1765,tx
1706,043910010,043910tx,043tx,2017,0.0,10.0,0.0,0.0,0,20,45.0,15.0,45.0,25.0,tx
1707,043910010,043910tx,043tx,2018,0.0,13.95,0.0,0.0,0,43,53.49,13.9535,39.5349,32.5581,tx
1708,043910010,043910tx,043tx,2019,0.0,8.11,0.0,0.0,0,37,59.46,18.9189,16.2162,56.7568,tx
1709,043910010,043910tx,043tx,2021,0.0,0.0,0.0,0.0,0,30,73.33,13.3333,30.0,50.0,tx
1710,043910011,043910tx,043tx,2015,0.0,72.15,0.0,0.0,0,535,33.08,38.3178,14.3925,29.7196,tx
1711,043910011,043910tx,043tx,2016,0.0,72.95,0.0,0.0,0,573,31.24,39.4415,13.6126,28.6213,tx
1712,043910011,043910tx,043tx,2017,0.0,66.23,0.0,0.0,0,616,34.42,37.8247,12.3377,32.3052,tx
1713,043910011,043910tx,043tx,2018,0.0,64.36,0.0,0.0,0,651,38.25,36.5591,12.7496,31.3364,tx
1714,043910011,043910tx,043tx,2019,0.0,69.93,0.0,0.0,0,675,38.07,31.1111,12.4444,31.4074,tx
1715,043910011,043910tx,043tx,2021,0.0,65.52,0.0,0.0,0,525,37.33,31.8095,11.619,31.0476,tx
1716,043911001,043911tx,043tx,2015,0.0,44.73,0.0,0.0,0,275,54.91,45.8182,5.4545,44.3636,tx
1717,043911001,043911tx,043tx,2016,0.0,54.96,0.0,0.0,0,282,62.41,46.4539,4.9645,45.7447,tx
1718,043911001,043911tx,043tx,2017,0.0,51.47,0.0,0.0,0,375,60.27,44.2667,7.7333,45.0667,tx
1719,043911001,043911tx,043tx,2018,0.0,45.13,0.0,0.0,0,390,58.46,37.1795,8.9744,50.0,tx
1720,043911001,043911tx,043tx,2019,0.0,50.0,0.0,0.0,0,442,61.54,34.8416,10.181,50.4525,tx
1721,043911001,043911tx,043tx,2021,0.0,53.85,0.0,0.0,0,533,48.59,29.6435,16.5103,48.9681,tx
1722,043912001,043912tx,043tx,2015,0.0,78.72,0.0,0.0,0,531,6.97,73.258,7.7213,12.9944,tx
1723,043912001,043912tx,043tx,2016,0.0,76.86,0.0,0.0,0,592,5.91,72.6351,8.1081,11.9932,tx
1724,043912001,043912tx,043tx,2017,0.0,79.67,0.0,0.0,0,738,6.78,64.4986,10.0271,14.6341,tx
1725,043912001,043912tx,043tx,2018,0.0,75.89,0.0,0.0,0,925,7.78,66.7027,8.8649,12.8649,tx
1726,043912001,043912tx,043tx,2019,0.0,82.04,0.0,0.0,0,1069,8.61,60.6174,11.319,13.7512,tx
1727,043912001,043912tx,043tx,2021,0.0,75.26,0.0,0.0,0,768,8.2,61.5885,8.4635,14.8438,tx
1728,043914001,043914tx,043tx,2015,0.0,68.38,0.0,0.0,0,525,15.81,48.9524,15.0476,21.1429,tx
1729,043914001,043914tx,043tx,2016,0.0,72.61,0.0,0.0,0,606,17.82,46.8647,16.8317,21.2871,tx
1730,043914001,043914tx,043tx,2017,0.0,70.27,0.0,0.0,0,693,18.47,47.3304,16.4502,21.3564,tx
1731,043914001,043914tx,043tx,2018,0.0,75.29,0.0,0.0,0,692,21.39,45.8092,17.1965,19.5087,tx
1732,043914001,043914tx,043tx,2019,0.0,77.28,0.0,0.0,0,757,19.82,45.4425,13.8705,24.0423,tx
1733,043914001,043914tx,043tx,2021,0.0,76.31,0.0,0.0,0,743,8.48,43.0686,16.4199,22.7456,tx
1734,043914003,043914tx,043tx,2015,0.0,61.43,0.0,0.0,0,446,15.02,54.2601,14.1256,24.4395,tx
1735,043914003,043914tx,043tx,2016,0.0,63.83,0.0,0.0,0,506,18.77,55.1383,9.6838,26.8775,tx
1736,043914003,043914tx,043tx,2017,0.0,66.07,0.0,0.0,0,504,22.22,53.5714,11.1111,28.373,tx
1737,043914003,043914tx,043tx,2018,0.0,65.0,0.0,0.0,0,500,23.4,51.2,10.4,27.8,tx
1738,043914003,043914tx,043tx,2019,0.0,73.38,0.0,0.0,0,571,17.16,49.0368,14.5359,25.394,tx
1739,043914003,043914tx,043tx,2021,0.0,67.58,0.0,0.0,0,654,13.15,47.2477,16.055,26.1468,tx
1740,043917001,043917tx,043tx,2015,0.0,46.77,0.0,0.0,0,62,46.77,74.1935,0.0,19.3548,tx
1741,043917001,043917tx,043tx,2016,0.0,35.59,0.0,0.0,0,59,49.15,69.4915,0.0,30.5085,tx
1742,043917001,043917tx,043tx,2017,0.0,52.83,0.0,0.0,0,53,41.51,69.8113,0.0,22.6415,tx
1743,043917001,043917tx,043tx,2018,0.0,58.82,0.0,0.0,0,68,42.65,66.1765,0.0,30.8824,tx
1744,043917001,043917tx,043tx,2019,0.0,62.86,0.0,0.0,0,70,42.86,68.5714,0.0,31.4286,tx
1745,043917001,043917tx,043tx,2021,0.0,47.95,0.0,0.0,0,73,46.58,64.3836,0.0,32.8767,tx
1746,043919001,043919tx,043tx,2015,0.0,92.2,0.0,0.0,0,346,3.18,83.237,1.7341,7.2254,tx
1747,043919001,043919tx,043tx,2016,0.0,91.99,0.0,0.0,0,337,3.86,78.9318,2.3739,6.8249,tx
1748,043919001,043919tx,043tx,2017,0.0,90.91,0.0,0.0,0,396,2.27,78.7879,1.7677,9.0909,tx
1749,043919001,043919tx,043tx,2018,0.0,89.22,0.0,0.0,0,371,0.0,4.3127,0.2695,0.8086,tx
1750,043919001,043919tx,043tx,2019,0.0,90.95,0.0,0.0,0,409,4.65,75.5501,4.89,6.6015,tx
1751,043919001,043919tx,043tx,2021,0.0,86.58,0.0,0.0,0,365,0.27,71.5068,4.9315,9.0411,tx
1752,044902001,044902tx,044tx,2015,0.0,55.26,0.0,0.0,0,38,52.63,44.7368,0.0,47.3684,tx
1753,044902001,044902tx,044tx,2016,0.0,54.05,0.0,0.0,0,37,62.16,40.5405,10.8108,48.6486,tx
1754,044902001,044902tx,044tx,2017,0.0,46.34,0.0,0.0,0,41,48.78,51.2195,4.878,41.4634,tx
1755,044902001,044902tx,044tx,2018,0.0,58.14,0.0,0.0,0,43,46.51,37.2093,4.6512,53.4884,tx
1756,044902001,044902tx,044tx,2019,0.0,82.76,0.0,0.0,0,29,41.38,31.0345,3.4483,62.069,tx
1757,044902001,044902tx,044tx,2021,0.0,60.98,0.0,0.0,0,41,39.02,51.2195,9.7561,39.0244,tx
1758,045902001,045902tx,045tx,2015,0.0,45.26,0.0,0.0,0,137,44.53,53.2847,13.8686,29.1971,tx
1759,045902001,045902tx,045tx,2016,0.0,35.76,0.0,0.0,0,151,46.36,46.3576,9.9338,40.3974,tx
1760,045902001,045902tx,045tx,2017,0.0,40.77,0.0,0.0,0,130,55.38,40.0,13.8462,42.3077,tx
1761,045902001,045902tx,045tx,2018,0.0,41.94,0.0,0.0,0,155,59.35,45.1613,14.8387,38.0645,tx
1762,045902001,045902tx,045tx,2019,0.0,50.71,0.0,0.0,0,140,62.14,41.4286,15.0,40.7143,tx
1763,045902001,045902tx,045tx,2021,0.0,42.76,0.0,0.0,0,152,43.42,47.3684,9.8684,38.8158,tx
1764,045903001,045903tx,045tx,2015,0.0,38.24,0.0,0.0,0,102,71.57,24.5098,24.5098,50.9804,tx
1765,045903001,045903tx,045tx,2016,0.0,36.45,0.0,0.0,0,107,66.36,23.3645,14.9533,60.7477,tx
1766,045903001,045903tx,045tx,2017,0.0,29.25,0.0,0.0,0,106,71.7,22.6415,12.2642,64.1509,tx
1767,045903001,045903tx,045tx,2018,0.0,36.13,0.0,0.0,0,119,81.51,23.5294,19.3277,54.6218,tx
1768,045903001,045903tx,045tx,2019,0.0,46.39,0.0,0.0,0,97,72.16,26.8041,15.4639,54.6392,tx
1769,045903001,045903tx,045tx,2021,0.0,40.22,0.0,0.0,0,92,55.43,13.0435,19.5652,61.9565,tx
1770,045905002,045905tx,045tx,2015,0.0,44.0,0.0,0.0,0,50,38.0,50.0,16.0,30.0,tx
1771,045905002,045905tx,045tx,2016,0.0,60.0,0.0,0.0,0,50,34.0,36.0,8.0,52.0,tx
1772,045905002,045905tx,045tx,2017,0.0,50.0,0.0,0.0,0,46,30.43,56.5217,15.2174,26.087,tx
1773,045905002,045905tx,045tx,2018,0.0,41.38,0.0,0.0,0,58,36.21,48.2759,8.6207,41.3793,tx
1774,045905002,045905tx,045tx,2019,0.0,54.9,0.0,0.0,0,51,60.78,47.0588,9.8039,43.1373,tx
1775,045905002,045905tx,045tx,2021,0.0,56.6,0.0,0.0,0,53,49.06,43.3962,15.0943,39.6226,tx
1776,046802001,046802tx,046tx,2015,1.0,9.52,0.0,0.0,0,21,0.0,42.8571,19.0476,33.3333,tx
1777,046802001,046802tx,046tx,2016,1.0,10.53,0.0,0.0,0,19,0.0,52.6316,5.2632,42.1053,tx
1778,046802001,046802tx,046tx,2017,1.0,11.11,0.0,0.0,0,18,0.0,44.4444,16.6667,38.8889,tx
1779,046802001,046802tx,046tx,2018,1.0,7.69,0.0,0.0,0,26,0.0,26.9231,26.9231,42.3077,tx
1780,046802001,046802tx,046tx,2019,1.0,14.29,0.0,0.0,0,21,0.0,33.3333,33.3333,23.8095,tx
1781,046802001,046802tx,046tx,2021,1.0,5.88,0.0,0.0,0,17,0.0,29.4118,17.6471,52.9412,tx
1782,046802004,046802tx,046tx,2015,1.0,0.0,0.0,0.0,0,14,0.0,21.4286,14.2857,57.1429,tx
1783,046802004,046802tx,046tx,2016,1.0,17.65,0.0,0.0,0,17,0.0,29.4118,35.2941,29.4118,tx
1784,046802004,046802tx,046tx,2017,1.0,8.0,0.0,0.0,0,25,8.0,52.0,8.0,32.0,tx
1785,046802004,046802tx,046tx,2018,1.0,14.29,0.0,0.0,0,21,14.29,28.5714,23.8095,47.619,tx
1786,046802004,046802tx,046tx,2019,1.0,15.79,0.0,0.0,0,19,21.05,26.3158,26.3158,36.8421,tx
1787,046802004,046802tx,046tx,2021,1.0,42.86,0.0,0.0,0,14,7.14,28.5714,21.4286,50.0,tx
1788,046802007,046802tx,046tx,2015,1.0,19.05,0.0,0.0,0,42,0.0,50.0,21.4286,28.5714,tx
1789,046802007,046802tx,046tx,2016,1.0,15.62,0.0,0.0,0,32,0.0,62.5,3.125,28.125,tx
1790,046802007,046802tx,046tx,2017,1.0,23.53,0.0,0.0,0,51,3.92,45.098,15.6863,39.2157,tx
1791,046802007,046802tx,046tx,2018,1.0,8.51,0.0,0.0,0,47,2.13,51.0638,8.5106,40.4255,tx
1792,046802007,046802tx,046tx,2019,1.0,27.66,0.0,0.0,0,47,8.51,27.6596,17.0213,48.9362,tx
1793,046802007,046802tx,046tx,2021,1.0,40.0,0.0,0.0,0,35,8.57,48.5714,22.8571,20.0,tx
1794,046802010,046802tx,046tx,2015,1.0,0.0,0.0,0.0,0,14,100.0,50.0,21.4286,28.5714,tx
1795,046802010,046802tx,046tx,2016,1.0,33.33,0.0,0.0,0,6,16.67,33.3333,16.6667,50.0,tx
1796,046802010,046802tx,046tx,2017,1.0,11.11,0.0,0.0,0,9,33.33,55.5556,11.1111,33.3333,tx
1797,046802010,046802tx,046tx,2018,1.0,14.29,0.0,0.0,0,7,57.14,0.0,0.0,100.0,tx
1798,046802010,046802tx,046tx,2019,1.0,7.14,0.0,0.0,0,14,35.71,57.1429,35.7143,7.1429,tx
1799,046802010,046802tx,046tx,2021,1.0,10.0,0.0,0.0,0,10,0.0,40.0,20.0,40.0,tx
1800,046802011,046802tx,046tx,2015,1.0,0.0,0.0,0.0,0,10,100.0,80.0,10.0,10.0,tx
1801,046802011,046802tx,046tx,2016,1.0,0.0,0.0,0.0,0,10,0.0,40.0,10.0,40.0,tx
1802,046802011,046802tx,046tx,2017,1.0,15.38,0.0,0.0,0,13,7.69,38.4615,38.4615,23.0769,tx
1803,046802011,046802tx,046tx,2018,1.0,12.5,0.0,0.0,0,16,6.25,31.25,43.75,18.75,tx
1804,046802011,046802tx,046tx,2019,1.0,0.0,0.0,0.0,0,13,7.69,46.1538,30.7692,15.3846,tx
1805,046802011,046802tx,046tx,2021,1.0,20.0,0.0,0.0,0,5,0.0,20.0,60.0,20.0,tx
1806,046901001,046901tx,046tx,2015,0.0,7.41,0.0,0.0,0,27,55.56,18.5185,11.1111,70.3704,tx
1807,046901001,046901tx,046tx,2016,0.0,9.52,0.0,0.0,0,42,57.14,26.1905,2.381,66.6667,tx
1808,046901001,046901tx,046tx,2017,0.0,5.41,0.0,0.0,0,74,62.16,18.9189,4.0541,72.973,tx
1809,046901001,046901tx,046tx,2018,0.0,15.38,0.0,0.0,0,52,57.69,23.0769,11.5385,61.5385,tx
1810,046901001,046901tx,046tx,2019,0.0,7.5,0.0,0.0,0,40,70.0,15.0,12.5,70.0,tx
1811,046901001,046901tx,046tx,2021,0.0,8.33,0.0,0.0,0,12,33.33,58.3333,16.6667,25.0,tx
1812,046901002,046901tx,046tx,2015,0.0,62.28,0.0,0.0,0,631,30.9,51.664,1.5848,44.2155,tx
1813,046901002,046901tx,046tx,2016,0.0,63.85,0.0,0.0,0,556,29.86,49.8201,2.518,44.4245,tx
1814,046901002,046901tx,046tx,2017,0.0,72.73,0.0,0.0,0,638,28.68,51.2539,2.8213,43.8871,tx
1815,046901002,046901tx,046tx,2018,0.0,68.31,0.0,0.0,0,669,27.95,52.1674,2.3916,42.1525,tx
1816,046901002,046901tx,046tx,2019,0.0,73.92,0.0,0.0,0,694,35.3,46.9741,3.0259,46.6859,tx
1817,046901002,046901tx,046tx,2021,0.0,70.74,0.0,0.0,0,704,30.68,43.608,1.5625,50.9943,tx
1818,046902001,046902tx,046tx,2015,0.0,54.22,0.0,0.0,0,640,33.12,46.7188,3.125,46.4062,tx
1819,046902001,046902tx,046tx,2016,0.0,53.3,0.0,0.0,0,696,36.06,48.8506,2.2989,44.8276,tx
1820,046902001,046902tx,046tx,2017,0.0,51.35,0.0,0.0,0,777,39.51,46.332,1.9305,47.2329,tx
1821,046902001,046902tx,046tx,2018,0.0,55.95,0.0,0.0,0,765,34.9,43.7908,2.7451,47.8431,tx
1822,046902001,046902tx,046tx,2019,0.0,62.15,0.0,0.0,0,811,41.68,42.5401,3.0826,49.3218,tx
1823,046902001,046902tx,046tx,2021,0.0,65.88,0.0,0.0,0,551,39.93,44.2831,2.1779,47.7314,tx
1824,046902002,046902tx,046tx,2015,0.0,75.23,0.0,0.0,0,642,16.82,57.1651,2.9595,34.1121,tx
1825,046902002,046902tx,046tx,2016,0.0,81.06,0.0,0.0,0,644,15.06,56.5217,2.1739,36.0248,tx
1826,046902002,046902tx,046tx,2017,0.0,74.89,0.0,0.0,0,693,16.59,51.8038,3.1746,40.2597,tx
1827,046902002,046902tx,046tx,2018,0.0,71.79,0.0,0.0,0,748,17.65,51.4706,2.9412,39.3048,tx
1828,046902002,046902tx,046tx,2019,0.0,78.39,0.0,0.0,0,805,16.02,51.9255,2.236,38.7578,tx
1829,046902002,046902tx,046tx,2021,0.0,77.66,0.0,0.0,0,837,16.13,49.9403,2.8674,40.0239,tx
1830,046902003,046902tx,046tx,2015,0.0,54.41,0.0,0.0,0,272,41.91,69.1176,1.4706,25.7353,tx
1831,046902003,046902tx,046tx,2016,0.0,50.19,0.0,0.0,0,259,42.08,68.3398,0.3861,27.027,tx
1832,046902003,046902tx,046tx,2017,0.0,47.22,0.0,0.0,0,288,44.1,64.9306,1.0417,30.2083,tx
1833,046902003,046902tx,046tx,2018,0.0,53.0,0.0,0.0,0,317,44.48,59.9369,1.2618,34.3849,tx
1834,046902003,046902tx,046tx,2019,0.0,58.86,0.0,0.0,0,316,42.72,63.6076,0.6329,29.7468,tx
1835,046902003,046902tx,046tx,2021,0.0,57.79,0.0,0.0,0,263,38.78,61.597,0.3802,33.0798,tx
1836,046902007,046902tx,046tx,2015,0.0,95.52,0.0,0.0,0,67,22.39,49.2537,2.9851,37.3134,tx
1837,046902007,046902tx,046tx,2016,0.0,89.13,0.0,0.0,0,92,21.74,56.5217,2.1739,39.1304,tx
1838,046902007,046902tx,046tx,2017,0.0,91.67,0.0,0.0,0,96,22.92,52.0833,2.0833,38.5417,tx
1839,046902007,046902tx,046tx,2018,0.0,84.95,0.0,0.0,0,93,19.35,60.2151,4.3011,27.957,tx
1840,046902007,046902tx,046tx,2019,0.0,89.69,0.0,0.0,0,97,18.56,62.8866,1.0309,27.8351,tx
1841,046902007,046902tx,046tx,2021,0.0,87.0,0.0,0.0,0,100,32.0,59.0,1.0,36.0,tx
1842,047901001,047901tx,047tx,2015,0.0,60.81,0.0,0.0,0,74,54.05,47.2973,1.3514,51.3514,tx
1843,047901001,047901tx,047tx,2016,0.0,55.7,0.0,0.0,0,79,59.49,46.8354,0.0,50.6329,tx
1844,047901001,047901tx,047tx,2017,0.0,38.78,0.0,0.0,0,98,67.35,32.6531,1.0204,62.2449,tx
1845,047901001,047901tx,047tx,2018,0.0,52.43,0.0,0.0,0,103,62.14,49.5146,0.9709,47.5728,tx
1846,047901001,047901tx,047tx,2019,0.0,55.43,0.0,0.0,0,92,54.35,51.087,0.0,47.8261,tx
1847,047901001,047901tx,047tx,2021,0.0,49.0,0.0,0.0,0,100,56.0,48.0,0.0,47.0,tx
1848,047902001,047902tx,047tx,2015,0.0,62.22,0.0,0.0,0,45,55.56,68.8889,2.2222,26.6667,tx
1849,047902001,047902tx,047tx,2016,0.0,34.04,0.0,0.0,0,47,59.57,57.4468,0.0,40.4255,tx
1850,047902001,047902tx,047tx,2017,0.0,45.45,0.0,0.0,0,55,56.36,60.0,0.0,36.3636,tx
1851,047902001,047902tx,047tx,2018,0.0,42.11,0.0,0.0,0,57,50.88,71.9298,0.0,24.5614,tx
1852,047902001,047902tx,047tx,2019,0.0,63.64,0.0,0.0,0,66,63.64,66.6667,0.0,31.8182,tx
1853,047902001,047902tx,047tx,2021,0.0,61.67,0.0,0.0,0,60,56.67,51.6667,1.6667,40.0,tx
1854,047903001,047903tx,047tx,2015,0.0,50.0,0.0,0.0,0,8,87.5,37.5,0.0,62.5,tx
1855,047903001,047903tx,047tx,2016,0.0,25.0,0.0,0.0,0,8,75.0,37.5,0.0,62.5,tx
1856,047903001,047903tx,047tx,2017,0.0,68.75,0.0,0.0,0,16,87.5,37.5,0.0,56.25,tx
1857,047903001,047903tx,047tx,2018,0.0,62.5,0.0,0.0,0,8,87.5,12.5,0.0,87.5,tx
1858,047903001,047903tx,047tx,2019,0.0,50.0,0.0,0.0,0,10,50.0,30.0,0.0,60.0,tx
1859,047903001,047903tx,047tx,2021,0.0,50.0,0.0,0.0,0,6,83.33,16.6667,0.0,83.3333,tx
1860,047905001,047905tx,047tx,2015,0.0,61.54,0.0,0.0,0,13,76.92,53.8462,0.0,46.1538,tx
1861,047905001,047905tx,047tx,2016,0.0,66.67,0.0,0.0,0,9,44.44,77.7778,0.0,22.2222,tx
1862,047905001,047905tx,047tx,2017,0.0,28.57,0.0,0.0,0,14,64.29,85.7143,0.0,14.2857,tx
1863,047905001,047905tx,047tx,2018,0.0,60.0,0.0,0.0,0,10,70.0,90.0,0.0,10.0,tx
1864,047905001,047905tx,047tx,2019,0.0,58.33,0.0,0.0,0,12,58.33,58.3333,0.0,41.6667,tx
1865,047905001,047905tx,047tx,2021,0.0,80.0,0.0,0.0,0,10,50.0,60.0,0.0,40.0,tx
1866,048901001,048901tx,048tx,2015,0.0,60.0,0.0,0.0,0,15,53.33,33.3333,0.0,66.6667,tx
1867,048901001,048901tx,048tx,2016,0.0,57.14,0.0,0.0,0,14,71.43,28.5714,0.0,71.4286,tx
1868,048901001,048901tx,048tx,2017,0.0,28.57,0.0,0.0,0,14,64.29,35.7143,0.0,64.2857,tx
1869,048901001,048901tx,048tx,2018,0.0,63.16,0.0,0.0,0,19,68.42,26.3158,0.0,68.4211,tx
1870,048901001,048901tx,048tx,2019,0.0,57.69,0.0,0.0,0,26,42.31,38.4615,0.0,61.5385,tx
1871,048901001,048901tx,048tx,2021,0.0,42.86,0.0,0.0,0,21,80.95,33.3333,0.0,61.9048,tx
1872,048903001,048903tx,048tx,2015,0.0,50.0,0.0,0.0,0,22,68.18,63.6364,0.0,36.3636,tx
1873,048903001,048903tx,048tx,2016,0.0,52.63,0.0,0.0,0,19,84.21,57.8947,0.0,42.1053,tx
1874,048903001,048903tx,048tx,2017,0.0,48.28,0.0,0.0,0,29,79.31,44.8276,0.0,51.7241,tx
1875,048903001,048903tx,048tx,2018,0.0,31.82,0.0,0.0,0,22,77.27,40.9091,0.0,50.0,tx
1876,048903001,048903tx,048tx,2019,0.0,29.17,0.0,0.0,0,24,75.0,62.5,0.0,33.3333,tx
1877,048903001,048903tx,048tx,2021,0.0,38.46,0.0,0.0,0,13,84.62,30.7692,7.6923,53.8462,tx
1878,049901001,049901tx,049tx,2015,0.0,40.1,0.0,0.0,0,207,76.33,27.5362,7.2464,56.5217,tx
1879,049901001,049901tx,049tx,2016,0.0,28.75,0.0,0.0,0,240,77.92,30.0,8.3333,58.3333,tx
1880,049901001,049901tx,049tx,2017,0.0,22.87,0.0,0.0,0,293,73.04,26.9625,9.215,57.6792,tx
1881,049901001,049901tx,049tx,2018,0.0,30.67,0.0,0.0,0,326,77.3,29.4479,7.9755,55.8282,tx
1882,049901001,049901tx,049tx,2019,0.0,33.04,0.0,0.0,0,342,69.88,29.5322,7.8947,58.4795,tx
1883,049901001,049901tx,049tx,2021,0.0,23.5,0.0,0.0,0,183,74.86,18.0328,6.0109,66.6667,tx
1884,049902001,049902tx,049tx,2015,0.0,66.67,0.0,0.0,0,36,11.11,97.2222,0.0,0.0,tx
1885,049902001,049902tx,049tx,2016,0.0,75.0,0.0,0.0,0,28,17.86,89.2857,0.0,10.7143,tx
1886,049902001,049902tx,049tx,2017,0.0,68.18,0.0,0.0,0,44,15.91,90.9091,2.2727,4.5455,tx
1887,049902001,049902tx,049tx,2018,0.0,78.57,0.0,0.0,0,42,11.9,83.3333,2.381,4.7619,tx
1888,049902001,049902tx,049tx,2019,0.0,90.0,0.0,0.0,0,30,13.33,93.3333,0.0,6.6667,tx
1889,049902001,049902tx,049tx,2021,0.0,92.68,0.0,0.0,0,41,2.44,95.122,0.0,0.0,tx
1890,049903001,049903tx,049tx,2015,0.0,38.46,0.0,0.0,0,52,57.69,82.6923,0.0,13.4615,tx
1891,049903001,049903tx,049tx,2016,0.0,35.48,0.0,0.0,0,62,48.39,70.9677,0.0,25.8065,tx
1892,049903001,049903tx,049tx,2017,0.0,50.7,0.0,0.0,0,71,40.85,69.0141,1.4085,26.7606,tx
1893,049903001,049903tx,049tx,2018,0.0,55.38,0.0,0.0,0,65,56.92,60.0,1.5385,36.9231,tx
1894,049903001,049903tx,049tx,2019,0.0,57.14,0.0,0.0,0,70,52.86,71.4286,0.0,25.7143,tx
1895,049903001,049903tx,049tx,2021,0.0,56.96,0.0,0.0,0,79,43.04,67.0886,0.0,31.6456,tx
1896,049905001,049905tx,049tx,2015,0.0,46.84,0.0,0.0,0,79,37.97,87.3418,1.2658,11.3924,tx
1897,049905001,049905tx,049tx,2016,0.0,57.47,0.0,0.0,0,87,35.63,3.4483,1.1494,10.3448,tx
1898,049905001,049905tx,049tx,2017,0.0,60.92,0.0,0.0,0,87,37.93,87.3563,0.0,9.1954,tx
1899,049905001,049905tx,049tx,2018,0.0,72.62,0.0,0.0,0,84,35.71,79.7619,0.0,16.6667,tx
1900,049905001,049905tx,049tx,2019,0.0,66.67,0.0,0.0,0,90,37.78,77.7778,1.1111,15.5556,tx
1901,049905001,049905tx,049tx,2021,0.0,66.67,0.0,0.0,0,87,34.48,89.6552,0.0,9.1954,tx
1902,049906001,049906tx,049tx,2015,0.0,73.53,0.0,0.0,0,34,44.12,70.5882,0.0,17.6471,tx
1903,049906001,049906tx,049tx,2016,0.0,64.86,0.0,0.0,0,37,16.22,86.4865,0.0,10.8108,tx
1904,049906001,049906tx,049tx,2017,0.0,65.91,0.0,0.0,0,44,36.36,84.0909,2.2727,6.8182,tx
1905,049906001,049906tx,049tx,2018,0.0,54.55,0.0,0.0,0,33,42.42,75.7576,0.0,18.1818,tx
1906,049906001,049906tx,049tx,2019,0.0,59.09,0.0,0.0,0,44,36.36,72.7273,0.0,22.7273,tx
1907,049906001,049906tx,049tx,2021,0.0,62.22,0.0,0.0,0,45,37.78,80.0,0.0,17.7778,tx
