,schoolcode,districtcode,countycode,year,charter,dropout,schoolmode,virtualper,hybridper,totalenrolled,lowincome,white,black,hispanic,state
416,116915001tx,116915tx,116tx,2017,0.0,0,0.0,0.0,0.0,211,47.3934,58.7678,1.4218,36.9668,tx
417,117904001tx,117904tx,117tx,2017,0.0,0,0.0,0.0,0.0,204,39.7059,74.5098,0.9804,20.098,tx
419,118902001tx,118902tx,118tx,2017,0.0,0,0.0,0.0,0.0,96,27.0833,66.6667,4.1667,28.125,tx
421,120901001tx,120901tx,120tx,2017,0.0,0,0.0,0.0,0.0,481,55.9252,44.2827,12.6819,40.5405,tx
422,120901004tx,120901tx,120tx,2017,0.0,0,0.0,0.0,0.0,38,81.5789,31.5789,21.0526,47.3684,tx
425,123908002tx,123908tx,123tx,2017,0.0,0,0.0,0.0,0.0,29,48.2759,72.4138,3.4483,20.6897,tx
426,123910006tx,123910tx,123tx,2017,0.0,0,0.0,0.0,0.0,223,90.583,3.5874,84.3049,8.9686,tx
428,123913001tx,123913tx,123tx,2017,0.0,0,0.0,0.0,0.0,147,54.4218,34.0136,25.8503,36.7347,tx
430,126902007tx,126902tx,126tx,2017,0.0,0,0.0,0.0,0.0,76,47.3684,56.5789,6.5789,27.6316,tx
431,126904001tx,126904tx,126tx,2017,0.0,0,0.0,0.0,0.0,389,29.563,77.635,3.0848,16.4524,tx
432,126905002tx,126905tx,126tx,2017,0.0,0,0.0,0.0,0.0,81,61.7284,83.9506,1.2346,12.3457,tx
433,126905003tx,126905tx,126tx,2017,0.0,0,0.0,0.0,0.0,418,44.9761,70.5742,0.9569,24.4019,tx
434,127905001tx,127905tx,127tx,2017,0.0,0,0.0,0.0,0.0,45,68.8889,75.5556,4.4444,13.3333,tx
435,128904001tx,128904tx,128tx,2017,0.0,0,0.0,0.0,0.0,124,16.129,75.8065,0.8065,21.7742,tx
439,132902001tx,132902tx,132tx,2017,0.0,0,0.0,0.0,0.0,41,19.5122,65.8537,2.439,31.7073,tx
441,134901001tx,134901tx,134tx,2017,0.0,0,0.0,0.0,0.0,214,56.0748,59.3458,0.9346,37.8505,tx
442,135001001tx,135001tx,135tx,2017,0.0,0,0.0,0.0,0.0,37,0.0,83.7838,0.0,16.2162,tx
444,138902001tx,138902tx,138tx,2017,0.0,0,0.0,0.0,0.0,94,65.9574,42.5532,7.4468,47.8723,tx
446,138904001tx,138904tx,138tx,2017,0.0,0,0.0,0.0,0.0,40,67.5,67.5,0.0,32.5,tx
449,140908001tx,140908tx,140tx,2017,0.0,0,0.0,0.0,0.0,126,47.619,39.6825,0.0,57.1429,tx
450,141902001tx,141902tx,141tx,2017,0.0,0,0.0,0.0,0.0,75,66.6667,52.0,0.0,46.6667,tx
451,143903001tx,143903tx,143tx,2017,0.0,0,0.0,0.0,0.0,204,25.9804,75.0,7.8431,15.6863,tx
452,144902001tx,144902tx,144tx,2017,0.0,0,0.0,0.0,0.0,281,40.2135,73.6655,8.1851,15.3025,tx
455,145907002tx,145907tx,145tx,2017,0.0,0,0.0,0.0,0.0,51,82.3529,54.902,27.451,15.6863,tx
457,147901001tx,147901tx,147tx,2017,0.0,0,0.0,0.0,0.0,86,69.7674,29.0698,20.9302,46.5116,tx
460,148905101tx,148905tx,148tx,2017,0.0,0,0.0,0.0,0.0,33,57.5758,60.6061,0.0,27.2727,tx
462,152901007tx,152901tx,152tx,2017,0.0,0,0.0,0.0,0.0,293,77.4744,11.6041,27.3038,58.7031,tx
463,152901024tx,152901tx,152tx,2017,0.0,0,0.0,0.0,0.0,182,47.8022,39.011,19.7802,35.7143,tx
464,152902001tx,152902tx,152tx,2017,0.0,0,0.0,0.0,0.0,244,51.6393,48.7705,1.2295,45.9016,tx
471,153907001tx,153907tx,153tx,2017,0.0,0,0.0,0.0,0.0,40,67.5,30.0,0.0,70.0,tx
472,154901001tx,154901tx,154tx,2017,0.0,0,0.0,0.0,0.0,677,63.5155,44.1654,20.9749,31.9055,tx
473,156905001tx,156905tx,156tx,2017,0.0,0,0.0,0.0,0.0,66,36.3636,46.9697,0.0,50.0,tx
474,157901001tx,157901tx,157tx,2017,0.0,0,0.0,0.0,0.0,230,40.4348,65.2174,0.0,33.913,tx
476,160904001tx,160904tx,160tx,2017,0.0,0,0.0,0.0,0.0,56,55.3571,83.9286,0.0,16.0714,tx
478,161807006tx,161807tx,161tx,2017,0.0,0,0.0,0.0,0.0,262,45.4198,25.9542,18.3206,37.0229,tx
483,161901001tx,161901tx,161tx,2017,0.0,0,0.0,0.0,0.0,175,18.2857,93.1429,0.5714,4.0,tx
484,161907001tx,161907tx,161tx,2017,0.0,0,0.0,0.0,0.0,564,20.3901,85.1064,0.7092,12.234,tx
491,161920001tx,161920tx,161tx,2017,0.0,0,0.0,0.0,0.0,825,19.8788,77.3333,5.0909,14.0606,tx
492,161920002tx,161920tx,161tx,2017,0.0,0,0.0,0.0,0.0,21,42.8571,71.4286,4.7619,23.8095,tx
493,161923001tx,161923tx,161tx,2017,0.0,0,0.0,0.0,0.0,179,32.4022,69.8324,7.2626,20.1117,tx
494,162904001tx,162904tx,162tx,2017,0.0,0,0.0,0.0,0.0,72,22.2222,56.9444,1.3889,37.5,tx
496,163908001tx,163908tx,163tx,2017,0.0,0,0.0,0.0,0.0,1433,47.9414,33.0775,4.187,59.5953,tx
497,164901001tx,164901tx,164tx,2017,0.0,0,0.0,0.0,0.0,97,64.9485,38.1443,1.0309,60.8247,tx
498,165901006tx,165901tx,165tx,2017,0.0,0,0.0,0.0,0.0,311,42.4437,19.2926,1.9293,73.6334,tx
499,165901030tx,165901tx,165tx,2017,0.0,0,0.0,0.0,0.0,38,71.0526,7.8947,15.7895,76.3158,tx
501,166905001tx,166905tx,166tx,2017,0.0,0,0.0,0.0,0.0,205,43.9024,76.0976,1.4634,20.0,tx
504,167904001tx,167904tx,167tx,2017,0.0,0,0.0,0.0,0.0,43,74.4186,67.4419,0.0,30.2326,tx
505,168901001tx,168901tx,168tx,2017,0.0,0,0.0,0.0,0.0,265,48.3019,37.7358,9.434,50.566,tx
506,168902001tx,168902tx,168tx,2017,0.0,0,0.0,0.0,0.0,41,68.2927,39.0244,9.7561,51.2195,tx
507,168903001tx,168903tx,168tx,2017,0.0,0,0.0,0.0,0.0,84,34.5238,65.4762,0.0,30.9524,tx
510,169906001tx,169906tx,169tx,2017,0.0,0,0.0,0.0,0.0,56,51.7857,89.2857,0.0,5.3571,tx
511,169909001tx,169909tx,169tx,2017,0.0,0,0.0,0.0,0.0,46,60.8696,93.4783,0.0,4.3478,tx
512,169911001tx,169911tx,169tx,2017,0.0,0,0.0,0.0,0.0,79,48.1013,73.4177,0.0,21.519,tx
514,170908002tx,170908tx,170tx,2017,0.0,0,0.0,0.0,0.0,119,66.3866,42.8571,5.8824,47.0588,tx
515,173901001tx,173901tx,173tx,2017,0.0,0,0.0,0.0,0.0,47,70.2128,72.3404,0.0,23.4043,tx
516,174901001tx,174901tx,174tx,2017,0.0,0,0.0,0.0,0.0,114,61.4035,78.0702,6.1404,14.0351,tx
519,175904001tx,175904tx,175tx,2017,0.0,0,0.0,0.0,0.0,154,59.7403,75.3247,10.3896,12.987,tx
522,177901001tx,177901tx,177tx,2017,0.0,0,0.0,0.0,0.0,142,46.4789,44.3662,1.4085,52.1127,tx
523,177903001tx,177903tx,177tx,2017,0.0,0,0.0,0.0,0.0,62,32.2581,77.4194,0.0,20.9677,tx
524,177905001tx,177905tx,177tx,2017,0.0,0,0.0,0.0,0.0,55,29.0909,81.8182,0.0,18.1818,tx
526,178904008tx,178904tx,178tx,2017,0.0,0,0.0,0.0,0.0,393,63.8677,10.4326,3.3079,82.1883,tx
527,178904054tx,178904tx,178tx,2017,0.0,0,0.0,0.0,0.0,364,76.6484,7.1429,8.2418,83.2418,tx
528,178904143tx,178904tx,178tx,2017,0.0,0,0.0,0.0,0.0,93,72.043,16.129,5.3763,74.1935,tx
531,178912002tx,178912tx,178tx,2017,0.0,0,0.0,0.0,0.0,68,83.8235,20.5882,0.0,79.4118,tx
533,182901001tx,182901tx,182tx,2017,0.0,0,0.0,0.0,0.0,81,48.1481,71.6049,1.2346,24.6914,tx
535,182904001tx,182904tx,182tx,2017,0.0,0,0.0,0.0,0.0,149,40.9396,85.2349,0.6711,12.7517,tx
538,184907009tx,184907tx,184tx,2017,0.0,0,0.0,0.0,0.0,456,12.9386,82.2368,2.193,11.4035,tx
540,184909001tx,184909tx,184tx,2017,0.0,0,0.0,0.0,0.0,401,8.4788,87.0324,1.7456,8.2294,tx
542,185904001tx,185904tx,185tx,2017,0.0,0,0.0,0.0,0.0,50,72.0,56.0,0.0,42.0,tx
543,186901001tx,186901tx,186tx,2017,0.0,0,0.0,0.0,0.0,62,61.2903,30.6452,1.6129,67.7419,tx
544,186903001tx,186903tx,186tx,2017,0.0,0,0.0,0.0,0.0,129,43.4109,37.2093,1.5504,57.3643,tx
545,187901001tx,187901tx,187tx,2017,0.0,0,0.0,0.0,0.0,154,32.4675,70.7792,0.6494,5.1948,tx
547,187906001tx,187906tx,187tx,2017,0.0,0,0.0,0.0,0.0,53,83.0189,33.9623,30.1887,32.0755,tx
548,187910001tx,187910tx,187tx,2017,0.0,0,0.0,0.0,0.0,290,62.4138,87.5862,1.0345,8.6207,tx
551,188904001tx,188904tx,188tx,2017,0.0,0,0.0,0.0,0.0,508,12.9921,78.5433,0.5906,14.5669,tx
553,194903001tx,194903tx,194tx,2017,0.0,0,0.0,0.0,0.0,230,49.5652,79.1304,1.7391,12.6087,tx
555,194905001tx,194905tx,194tx,2017,0.0,0,0.0,0.0,0.0,157,47.7707,82.8025,8.2803,3.1847,tx
556,195902001tx,195902tx,195tx,2017,0.0,0,0.0,0.0,0.0,48,81.25,6.25,0.0,93.75,tx
557,196902001tx,196902tx,196tx,2017,0.0,0,0.0,0.0,0.0,155,47.7419,42.5806,2.5806,52.9032,tx
558,197902001tx,197902tx,197tx,2017,0.0,0,0.0,0.0,0.0,68,25.0,85.2941,1.4706,11.7647,tx
562,198906001tx,198906tx,198tx,2017,0.0,0,0.0,0.0,0.0,164,65.8537,28.6585,8.5366,57.9268,tx
564,200902001tx,200902tx,200tx,2017,0.0,0,0.0,0.0,0.0,150,24.6667,60.0,0.0,38.6667,tx
567,201903001tx,201903tx,201tx,2017,0.0,0,0.0,0.0,0.0,47,93.617,23.4043,57.4468,19.1489,tx
568,201904001tx,201904tx,201tx,2017,0.0,0,0.0,0.0,0.0,67,64.1791,70.1493,4.4776,20.8955,tx
569,202905002tx,202905tx,202tx,2017,0.0,0,0.0,0.0,0.0,208,70.6731,87.0192,5.7692,2.8846,tx
570,206901001tx,206901tx,206tx,2017,0.0,0,0.0,0.0,0.0,207,45.4106,48.7923,0.4831,49.2754,tx
571,206903001tx,206903tx,206tx,2017,0.0,0,0.0,0.0,0.0,49,51.0204,57.1429,4.0816,34.6939,tx
572,208901001tx,208901tx,208tx,2017,0.0,0,0.0,0.0,0.0,67,46.2687,64.1791,0.0,34.3284,tx
574,209902001tx,209902tx,209tx,2017,0.0,0,0.0,0.0,0.0,46,67.3913,91.3043,0.0,8.6957,tx
575,210904002tx,210904tx,210tx,2017,0.0,0,0.0,0.0,0.0,162,85.8025,37.037,26.5432,31.4815,tx
577,212804001tx,212804tx,212tx,2017,0.0,0,0.0,0.0,0.0,70,11.4286,81.4286,2.8571,8.5714,tx
578,212804102tx,212804tx,212tx,2017,0.0,0,0.0,0.0,0.0,39,12.8205,84.6154,2.5641,10.2564,tx
579,212804103tx,212804tx,212tx,2017,0.0,0,0.0,0.0,0.0,39,28.2051,92.3077,0.0,2.5641,tx
580,212904002tx,212904tx,212tx,2017,0.0,0,0.0,0.0,0.0,335,52.2388,72.8358,11.6418,12.5373,tx
581,213901001tx,213901tx,213tx,2017,0.0,0,0.0,0.0,0.0,527,36.0531,64.8956,0.9488,30.3605,tx
584,216901001tx,216901tx,216tx,2017,0.0,0,0.0,0.0,0.0,82,43.9024,41.4634,0.0,52.439,tx
587,217901001tx,217901tx,217tx,2017,0.0,0,0.0,0.0,0.0,72,52.7778,56.9444,5.5556,36.1111,tx
589,219901001tx,219901tx,219tx,2017,0.0,0,0.0,0.0,0.0,79,37.9747,73.4177,2.5316,20.2532,tx
590,220801001tx,220801tx,220tx,2017,0.0,0,0.0,0.0,0.0,66,12.1212,60.6061,16.6667,9.0909,tx
594,220819001tx,220819tx,220tx,2017,0.0,0,0.0,0.0,0.0,55,20.0,69.0909,5.4545,16.3636,tx
595,220901007tx,220901tx,220tx,2017,0.0,0,0.0,0.0,0.0,475,69.6842,15.1579,38.1053,42.1053,tx
596,220905082tx,220905tx,220tx,2017,0.0,0,0.0,0.0,0.0,392,62.7551,13.2653,14.2857,63.0102,tx
609,221801011tx,221801tx,221tx,2017,0.0,0,0.0,0.0,0.0,59,25.4237,84.7458,0.0,13.5593,tx
611,221801043tx,221801tx,221tx,2017,0.0,0,0.0,0.0,0.0,302,11.5894,70.5298,1.9868,15.894,tx
614,221801058tx,221801tx,221tx,2017,0.0,0,0.0,0.0,0.0,160,5.625,68.125,1.25,21.875,tx
616,221905001tx,221905tx,221tx,2017,0.0,0,0.0,0.0,0.0,44,38.6364,90.9091,0.0,4.5455,tx
617,222901001tx,222901tx,222tx,2017,0.0,0,0.0,0.0,0.0,46,41.3043,32.6087,0.0,65.2174,tx
618,223902001tx,223902tx,223tx,2017,0.0,0,0.0,0.0,0.0,82,75.6098,26.8293,0.0,70.7317,tx
619,224901001tx,224901tx,224tx,2017,0.0,0,0.0,0.0,0.0,65,61.5385,63.0769,0.0,35.3846,tx
620,224902001tx,224902tx,224tx,2017,0.0,0,0.0,0.0,0.0,48,56.25,87.5,0.0,12.5,tx
622,226901001tx,226901tx,226tx,2017,0.0,0,0.0,0.0,0.0,172,22.093,75.5814,0.0,19.186,tx
623,226903038tx,226903tx,226tx,2017,0.0,0,0.0,0.0,0.0,113,78.7611,24.7788,7.9646,65.4867,tx
624,226905001tx,226905tx,226tx,2017,0.0,0,0.0,0.0,0.0,101,52.4752,79.2079,0.9901,15.8416,tx
626,226905202tx,226905tx,226tx,2017,0.0,0,0.0,0.0,0.0,6,83.3333,50.0,33.3333,16.6667,tx
627,226906001tx,226906tx,226tx,2017,0.0,0,0.0,0.0,0.0,344,10.7558,79.3605,0.0,18.8953,tx
628,226908001tx,226908tx,226tx,2017,0.0,0,0.0,0.0,0.0,87,44.8276,60.9195,1.1494,35.6322,tx
635,227816004tx,227816tx,227tx,2017,0.0,0,0.0,0.0,0.0,128,43.75,34.375,14.0625,24.2188,tx
637,227817001tx,227817tx,227tx,2017,0.0,0,0.0,0.0,0.0,47,57.4468,17.0213,25.5319,53.1915,tx
639,227901012tx,227901tx,227tx,2017,0.0,0,0.0,0.0,0.0,567,65.6085,20.1058,17.9894,58.5538,tx
642,227901028tx,227901tx,227tx,2017,0.0,0,0.0,0.0,0.0,367,56.9482,19.346,7.9019,63.7602,tx
647,228904001tx,228904tx,228tx,2017,0.0,0,0.0,0.0,0.0,28,64.2857,92.8571,0.0,7.1429,tx
648,228905001tx,228905tx,228tx,2017,0.0,0,0.0,0.0,0.0,59,57.6271,86.4407,5.0847,5.0847,tx
650,229906001tx,229906tx,229tx,2017,0.0,0,0.0,0.0,0.0,62,41.9355,88.7097,6.4516,4.8387,tx
651,230904001tx,230904tx,230tx,2017,0.0,0,0.0,0.0,0.0,115,66.9565,71.3043,10.4348,15.6522,tx
652,230905001tx,230905tx,230tx,2017,0.0,0,0.0,0.0,0.0,333,36.9369,87.3874,0.6006,10.8108,tx
654,231902001tx,231902tx,231tx,2017,0.0,0,0.0,0.0,0.0,71,50.7042,54.9296,1.4085,42.2535,tx
656,232904001tx,232904tx,232tx,2017,0.0,0,0.0,0.0,0.0,69,39.1304,78.2609,1.4493,18.8406,tx
657,233903001tx,233903tx,233tx,2017,0.0,0,0.0,0.0,0.0,53,26.4151,45.283,1.8868,49.0566,tx
659,234905001tx,234905tx,234tx,2017,0.0,0,0.0,0.0,0.0,168,31.5476,77.9762,2.381,18.4524,tx
660,234909001tx,234909tx,234tx,2017,0.0,0,0.0,0.0,0.0,127,48.8189,78.7402,2.3622,9.4488,tx
665,240901008tx,240901tx,240tx,2017,0.0,0,0.0,0.0,0.0,432,85.4167,0.2315,0.0,99.0741,tx
667,241902001tx,241902tx,241tx,2017,0.0,0,0.0,0.0,0.0,336,29.1667,68.1548,4.4643,27.0833,tx
670,242905001tx,242905tx,242tx,2017,0.0,0,0.0,0.0,0.0,30,50.0,76.6667,0.0,20.0,tx
671,242906001tx,242906tx,242tx,2017,0.0,0,0.0,0.0,0.0,53,9.434,86.7925,0.0,7.5472,tx
675,243905009tx,243905tx,243tx,2017,0.0,0,0.0,0.0,0.0,29,79.3103,20.6897,41.3793,27.5862,tx
677,244901001tx,244901tx,244tx,2017,0.0,0,0.0,0.0,0.0,33,78.7879,42.4242,3.0303,48.4848,tx
678,244905001tx,244905tx,244tx,2017,0.0,0,0.0,0.0,0.0,58,44.8276,74.1379,3.4483,22.4138,tx
683,246909015tx,246909tx,246tx,2017,0.0,0,0.0,0.0,0.0,118,51.6949,31.3559,10.1695,43.2203,tx
684,247901002tx,247901tx,247tx,2017,0.0,0,0.0,0.0,0.0,61,67.2131,27.8689,3.2787,68.8525,tx
685,247903002tx,247903tx,247tx,2017,0.0,0,0.0,0.0,0.0,31,41.9355,54.8387,0.0,41.9355,tx
688,248902001tx,248902tx,248tx,2017,0.0,0,0.0,0.0,0.0,110,32.7273,55.4545,0.9091,40.0,tx
689,249901001tx,249901tx,249tx,2017,0.0,0,0.0,0.0,0.0,220,26.3636,81.3636,4.5455,12.7273,tx
690,249908001tx,249908tx,249tx,2017,0.0,0,0.0,0.0,0.0,75,50.6667,74.6667,0.0,22.6667,tx
691,250904001tx,250904tx,250tx,2017,0.0,0,0.0,0.0,0.0,347,51.8732,76.9452,1.4409,16.1383,tx
694,251902001tx,251902tx,251tx,2017,0.0,0,0.0,0.0,0.0,127,57.4803,27.5591,0.0,71.6535,tx
696,252902002tx,252902tx,252tx,2017,0.0,0,0.0,0.0,0.0,77,63.6364,87.013,2.5974,9.0909,tx
701,005902001tx,005902tx,005tx,2018,0.0,0,0.0,0.0,0.0,317,24.2902,90.2208,0.6309,7.571,tx
707,011901005tx,011901tx,011tx,2018,0.0,0,0.0,0.0,0.0,224,62.5,25.0,1.7857,70.5357,tx
708,011905001tx,011905tx,011tx,2018,0.0,0,0.0,0.0,0.0,42,59.5238,28.5714,2.381,66.6667,tx
710,014803004tx,014803tx,014tx,2018,0.0,0,0.0,0.0,0.0,72,12.5,69.4444,5.5556,15.2778,tx
711,014803101tx,014803tx,014tx,2018,0.0,0,0.0,0.0,0.0,52,36.5385,59.6154,5.7692,26.9231,tx
712,014804006tx,014804tx,014tx,2018,0.0,0,0.0,0.0,0.0,339,3.8348,66.3717,2.9499,21.5339,tx
713,014905001tx,014905tx,014tx,2018,0.0,0,0.0,0.0,0.0,222,39.6396,69.8198,2.7027,27.4775,tx
714,014906004tx,014906tx,014tx,2018,0.0,0,0.0,0.0,0.0,395,85.0633,12.1519,58.481,23.038,tx
715,014909005tx,014909tx,014tx,2018,0.0,0,0.0,0.0,0.0,75,80.0,12.0,50.6667,37.3333,tx
716,014910001tx,014910tx,014tx,2018,0.0,0,0.0,0.0,0.0,450,43.7778,68.2222,1.1111,28.4444,tx
717,015802001tx,015802tx,015tx,2018,0.0,0,0.0,0.0,0.0,177,100.0,9.6045,45.1977,40.113,tx
718,015802004tx,015802tx,015tx,2018,0.0,0,0.0,0.0,0.0,88,100.0,2.2727,53.4091,40.9091,tx
719,015805001tx,015805tx,015tx,2018,0.0,0,0.0,0.0,0.0,228,76.3158,3.0702,0.4386,95.614,tx
723,015815041tx,015815tx,015tx,2018,0.0,0,0.0,0.0,0.0,140,61.4286,2.1429,0.0,96.4286,tx
727,015831002tx,015831tx,015tx,2018,0.0,0,0.0,0.0,0.0,118,62.7119,17.7966,5.0847,72.0339,tx
728,015834001tx,015834tx,015tx,2018,0.0,0,0.0,0.0,0.0,313,2.2364,31.6294,1.278,36.7412,tx
729,015835002tx,015835tx,015tx,2018,0.0,0,0.0,0.0,0.0,178,26.9663,44.382,2.2472,49.4382,tx
735,015906001tx,015906tx,015tx,2018,0.0,0,0.0,0.0,0.0,490,5.7143,39.5918,21.0204,22.6531,tx
737,015907022tx,015907tx,015tx,2018,0.0,0,0.0,0.0,0.0,400,77.0,4.0,1.75,93.75,tx
738,015907023tx,015907tx,015tx,2018,0.0,0,0.0,0.0,0.0,210,51.4286,2.8571,2.8571,91.4286,tx
739,015907026tx,015907tx,015tx,2018,0.0,0,0.0,0.0,0.0,64,46.875,10.9375,1.5625,81.25,tx
742,015909006tx,015909tx,015tx,2018,0.0,0,0.0,0.0,0.0,121,65.2893,20.6612,0.0,76.0331,tx
743,015910009tx,015910tx,015tx,2018,0.0,0,0.0,0.0,0.0,495,24.0404,34.9495,3.4343,54.5455,tx
744,015910012tx,015910tx,015tx,2018,0.0,0,0.0,0.0,0.0,626,65.3355,18.8498,13.4185,62.6198,tx
746,015911003tx,015911tx,015tx,2018,0.0,0,0.0,0.0,0.0,74,87.8378,21.6216,5.4054,70.2703,tx
748,015915006tx,015915tx,015tx,2018,0.0,0,0.0,0.0,0.0,854,24.9415,22.8337,5.2693,50.5855,tx
749,015915008tx,015915tx,015tx,2018,0.0,0,0.0,0.0,0.0,765,70.1961,13.3333,11.8954,71.7647,tx
754,017901001tx,017901tx,017tx,2018,0.0,0,0.0,0.0,0.0,88,26.1364,79.5455,1.1364,14.7727,tx
755,018901001tx,018901tx,018tx,2018,0.0,0,0.0,0.0,0.0,314,41.0828,60.1911,2.5478,29.9363,tx
756,018903001tx,018903tx,018tx,2018,0.0,0,0.0,0.0,0.0,49,75.5102,38.7755,2.0408,57.1429,tx
757,018904001tx,018904tx,018tx,2018,0.0,0,0.0,0.0,0.0,217,50.2304,67.2811,3.2258,28.5714,tx
758,018905003tx,018905tx,018tx,2018,0.0,0,0.0,0.0,0.0,56,75.0,46.4286,0.0,53.5714,tx
759,018906001tx,018906tx,018tx,2018,0.0,0,0.0,0.0,0.0,41,41.4634,68.2927,2.439,29.2683,tx
760,018908001tx,018908tx,018tx,2018,0.0,0,0.0,0.0,0.0,39,74.359,64.1026,2.5641,33.3333,tx
761,019902002tx,019902tx,019tx,2018,0.0,0,0.0,0.0,0.0,375,51.7333,68.8,14.6667,9.3333,tx
763,019909001tx,019909tx,019tx,2018,0.0,0,0.0,0.0,0.0,180,53.8889,90.0,0.0,5.5556,tx
765,020902002tx,020902tx,020tx,2018,0.0,0,0.0,0.0,0.0,76,72.3684,31.5789,10.5263,56.5789,tx
773,023902001tx,023902tx,023tx,2018,0.0,0,0.0,0.0,0.0,66,62.1212,45.4545,4.5455,45.4545,tx
775,025904001tx,025904tx,025tx,2018,0.0,0,0.0,0.0,0.0,57,45.614,66.6667,0.0,31.5789,tx
776,025905001tx,025905tx,025tx,2018,0.0,0,0.0,0.0,0.0,109,66.9725,77.9817,0.9174,19.2661,tx
777,025906001tx,025906tx,025tx,2018,0.0,0,0.0,0.0,0.0,88,65.9091,88.6364,1.1364,4.5455,tx
778,025908001tx,025908tx,025tx,2018,0.0,0,0.0,0.0,0.0,41,51.2195,75.6098,2.439,21.9512,tx
779,026901001tx,026901tx,026tx,2018,0.0,0,0.0,0.0,0.0,561,46.1676,54.0107,8.7344,35.1159,tx
780,030902001tx,030902tx,030tx,2018,0.0,0,0.0,0.0,0.0,431,42.6914,82.1346,1.8561,13.9211,tx
781,030906001tx,030906tx,030tx,2018,0.0,0,0.0,0.0,0.0,116,45.6897,81.8966,0.0,13.7931,tx
784,031901008tx,031901tx,031tx,2018,0.0,0,0.0,0.0,0.0,422,96.4455,2.6066,0.4739,95.4976,tx
786,031903005tx,031903tx,031tx,2018,0.0,0,0.0,0.0,0.0,338,62.1302,6.8047,0.8876,91.716,tx
787,031903008tx,031903tx,031tx,2018,0.0,0,0.0,0.0,0.0,335,59.7015,6.2687,0.2985,90.4478,tx
792,031916004tx,031916tx,031tx,2018,0.0,0,0.0,0.0,0.0,897,58.7514,4.4593,1.4493,78.8183,tx
793,031916005tx,031916tx,031tx,2018,0.0,0,0.0,0.0,0.0,817,41.1261,8.6903,0.7344,76.2546,tx
795,033901001tx,033901tx,033tx,2018,0.0,0,0.0,0.0,0.0,50,24.0,88.0,2.0,10.0,tx
796,033902001tx,033902tx,033tx,2018,0.0,0,0.0,0.0,0.0,221,20.362,86.4253,1.81,8.5973,tx
797,033904001tx,033904tx,033tx,2018,0.0,0,0.0,0.0,0.0,96,35.4167,85.4167,0.0,11.4583,tx
798,034902001tx,034902tx,034tx,2018,0.0,0,0.0,0.0,0.0,33,75.7576,72.7273,15.1515,6.0606,tx
799,034903001tx,034903tx,034tx,2018,0.0,0,0.0,0.0,0.0,373,55.496,75.6032,10.7239,9.9196,tx
802,034909001tx,034909tx,034tx,2018,0.0,0,0.0,0.0,0.0,73,54.7945,91.7808,2.7397,1.3699,tx
804,035903001tx,035903tx,035tx,2018,0.0,0,0.0,0.0,0.0,81,12.3457,85.1852,2.4691,8.642,tx
806,036902005tx,036902tx,036tx,2018,0.0,0,0.0,0.0,0.0,40,45.0,62.5,5.0,27.5,tx
810,037909001tx,037909tx,037tx,2018,0.0,0,0.0,0.0,0.0,81,54.321,76.5432,4.9383,14.8148,tx
811,039904001tx,039904tx,039tx,2018,0.0,0,0.0,0.0,0.0,43,48.8372,90.6977,2.3256,4.6512,tx
812,039905001tx,039905tx,039tx,2018,0.0,0,0.0,0.0,0.0,50,66.0,88.0,0.0,10.0,tx
813,040901001tx,040901tx,040tx,2018,0.0,0,0.0,0.0,0.0,101,95.0495,10.8911,1.9802,86.1386,tx
814,041901001tx,041901tx,041tx,2018,0.0,0,0.0,0.0,0.0,88,44.3182,62.5,0.0,36.3636,tx
815,042903001tx,042903tx,042tx,2018,0.0,0,0.0,0.0,0.0,73,68.4932,65.7534,1.3699,31.5068,tx
816,043801001tx,043801tx,043tx,2018,0.0,0,0.0,0.0,0.0,238,10.9244,40.3361,8.4034,13.0252,tx
818,043905008tx,043905tx,043tx,2018,0.0,0,0.0,0.0,0.0,2226,15.9479,46.7655,17.9695,18.6433,tx
819,043905010tx,043905tx,043tx,2018,0.0,0,0.0,0.0,0.0,1847,5.6308,58.0942,6.5512,11.3156,tx
821,043908001tx,043908tx,043tx,2018,0.0,0,0.0,0.0,0.0,867,12.8028,68.1661,8.3045,17.6471,tx
822,043910008tx,043910tx,043tx,2018,0.0,0,0.0,0.0,0.0,448,9.375,60.0446,3.3482,15.8482,tx
830,046902206tx,046902tx,046tx,2018,0.0,0,0.0,0.0,0.0,217,47.4654,47.4654,3.6866,46.0829,tx
831,047901001tx,047901tx,047tx,2018,0.0,0,0.0,0.0,0.0,357,61.0644,49.8599,1.4006,46.7787,tx
832,047903001tx,047903tx,047tx,2018,0.0,0,0.0,0.0,0.0,38,81.5789,31.5789,0.0,65.7895,tx
833,047905001tx,047905tx,047tx,2018,0.0,0,0.0,0.0,0.0,41,70.7317,82.9268,0.0,17.0732,tx
834,048901001tx,048901tx,048tx,2018,0.0,0,0.0,0.0,0.0,64,64.0625,34.375,0.0,62.5,tx
835,048903001tx,048903tx,048tx,2018,0.0,0,0.0,0.0,0.0,97,76.2887,49.4845,0.0,47.4227,tx
836,049902001tx,049902tx,049tx,2018,0.0,0,0.0,0.0,0.0,160,13.75,91.875,0.0,4.375,tx
837,049907001tx,049907tx,049tx,2018,0.0,0,0.0,0.0,0.0,173,12.1387,91.9075,0.578,2.3121,tx
