,schoolcode,districtcode,countycode,year,charter,mathpass,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,state
568,321100011288,1newyork,88newyork,2017,0.0,77.0,0.0,0.0,0.0,159,71.6981,8.805,40.2516,42.1384,newyork
569,321100011290,1newyork,90newyork,2017,0.0,39.0,0.0,0.0,0.0,235,69.3617,1.2766,40.0,56.1702,newyork
570,321100011299,1newyork,99newyork,2017,0.0,56.0,0.0,0.0,0.0,210,82.381,13.3333,27.619,50.9524,newyork
571,321100011418,1newyork,18newyork,2017,0.0,44.0,0.0,0.0,0.0,206,75.7282,10.6796,32.5243,54.8544,newyork
572,321100011455,1newyork,55newyork,2017,0.0,62.0,0.0,0.0,0.0,899,73.8598,3.5595,53.9488,39.822,newyork
573,321100011508,1newyork,08newyork,2017,0.0,47.0,0.0,0.0,0.0,231,80.0866,6.4935,30.7359,59.7403,newyork
574,321100011509,1newyork,09newyork,2017,0.0,70.0,0.0,0.0,0.0,210,98.5714,14.7619,5.7143,62.381,newyork
575,321100011513,1newyork,13newyork,2017,0.0,76.0,0.0,0.0,0.0,203,90.1478,9.8522,14.2857,63.0542,newyork
576,321100011514,1newyork,14newyork,2017,0.0,52.0,0.0,0.0,0.0,198,75.7576,1.5152,71.2121,21.7172,newyork
577,321100011542,1newyork,42newyork,2017,0.0,55.0,0.0,0.0,0.0,187,75.9358,11.2299,31.5508,47.0588,newyork
578,321100011544,1newyork,44newyork,2017,0.0,37.0,0.0,0.0,0.0,282,64.1844,1.4184,31.5603,64.539,newyork
579,321100011545,1newyork,45newyork,2017,0.0,35.0,0.0,0.0,0.0,168,63.0952,2.9762,45.8333,41.6667,newyork
580,321100860956,86newyork,56newyork,2017,0.0,81.0,0.0,0.0,0.0,109,44.0367,0.0,72.4771,25.6881,newyork
581,321200010242,1newyork,42newyork,2017,0.0,79.0,0.0,0.0,0.0,126,87.3016,0.7937,14.2857,79.3651,newyork
582,321200011248,1newyork,48newyork,2017,0.0,37.0,0.0,0.0,0.0,138,86.2319,0.7246,26.087,71.0145,newyork
583,321200011251,1newyork,51newyork,2017,0.0,51.0,0.0,0.0,0.0,150,93.3333,0.6667,32.6667,65.3333,newyork
584,321200011267,1newyork,67newyork,2017,0.0,57.0,0.0,0.0,0.0,210,95.2381,0.9524,19.5238,77.619,newyork
585,321200011271,1newyork,71newyork,2017,0.0,48.0,0.0,0.0,0.0,236,86.4407,0.4237,27.9661,68.2203,newyork
586,321200011388,1newyork,88newyork,2017,0.0,82.0,0.0,0.0,0.0,171,96.4912,0.0,0.0,100.0,newyork
587,321200011478,1newyork,78newyork,2017,0.0,59.0,0.0,0.0,0.0,104,85.5769,0.9615,20.1923,75.9615,newyork
588,321200011479,1newyork,79newyork,2017,0.0,30.0,0.0,0.0,0.0,93,94.6237,1.0753,39.7849,55.914,newyork
589,321200011511,1newyork,11newyork,2017,0.0,37.0,0.0,0.0,0.0,192,86.9792,3.125,38.0208,55.2083,newyork
590,321200011521,1newyork,21newyork,2017,0.0,58.0,0.0,0.0,0.0,173,97.6879,2.3121,23.6994,71.0983,newyork
591,321200011550,1newyork,50newyork,2017,0.0,35.0,0.0,0.0,0.0,325,99.3846,2.7692,8.9231,77.8462,newyork
592,321200011684,1newyork,84newyork,2017,0.0,43.0,0.0,0.0,0.0,170,83.5294,1.1765,52.9412,43.5294,newyork
594,321200860965,86newyork,65newyork,2017,0.0,90.0,0.0,0.0,0.0,170,92.9412,2.3529,27.6471,67.0588,newyork
595,321200861010,86newyork,10newyork,2017,0.0,22.0,0.0,0.0,0.0,45,84.4444,0.0,64.4444,35.5556,newyork
596,331300010265,1newyork,65newyork,2017,0.0,43.0,0.0,0.0,0.0,153,81.6993,0.0,69.9346,24.8366,newyork
597,331300011350,1newyork,50newyork,2017,0.0,41.0,0.0,0.0,0.0,181,90.6077,0.5525,83.4254,13.2597,newyork
598,331300011412,1newyork,12newyork,2017,0.0,46.0,0.0,0.0,0.0,240,85.0,0.4167,74.5833,22.0833,newyork
599,331300011419,1newyork,19newyork,2017,0.0,63.0,0.0,0.0,0.0,279,84.5878,4.6595,69.8925,16.129,newyork
600,331300011430,1newyork,30newyork,2017,0.0,100.0,0.0,0.0,0.0,388,60.3093,22.6804,8.7629,6.1856,newyork
601,331300011483,1newyork,83newyork,2017,0.0,54.0,0.0,0.0,0.0,214,82.7103,2.3364,64.486,26.6355,newyork
602,331300011527,1newyork,27newyork,2017,0.0,52.0,0.0,0.0,0.0,154,84.4156,9.0909,73.3766,12.3377,newyork
603,331300011553,1newyork,53newyork,2017,0.0,50.0,0.0,0.0,0.0,14,85.7143,0.0,71.4286,14.2857,newyork
604,331300011595,1newyork,95newyork,2017,0.0,95.0,0.0,0.0,0.0,60,76.6667,3.3333,76.6667,11.6667,newyork
605,331300011605,1newyork,05newyork,2017,0.0,56.0,0.0,0.0,0.0,396,77.5253,2.0202,72.4747,19.697,newyork
606,331300011616,1newyork,16newyork,2017,0.0,32.0,0.0,0.0,0.0,37,94.5946,0.0,62.1622,35.1351,newyork
607,331300011670,1newyork,70newyork,2017,0.0,59.0,0.0,0.0,0.0,299,72.2408,0.0,82.9431,13.0435,newyork
608,331300011674,1newyork,74newyork,2017,0.0,60.0,0.0,0.0,0.0,173,79.7688,2.8902,67.052,20.8092,newyork
609,331300860901,86newyork,01newyork,2017,0.0,88.0,0.0,0.0,0.0,140,77.8571,0.7143,77.8571,15.0,newyork
610,331400011071,1newyork,71newyork,2017,0.0,36.0,0.0,0.0,0.0,234,73.9316,2.1368,16.2393,79.9145,newyork
611,331400011449,1newyork,49newyork,2017,0.0,0.0,0.0,0.0,0.0,4,25.0,75.0,0.0,0.0,newyork
612,331400011454,1newyork,54newyork,2017,0.0,52.0,0.0,0.0,0.0,114,82.4561,0.8772,28.0702,69.2982,newyork
613,331400011474,1newyork,74newyork,2017,0.0,38.0,0.0,0.0,0.0,462,83.7662,1.5152,35.2814,60.3896,newyork
614,331400011477,1newyork,77newyork,2017,0.0,49.0,0.0,0.0,0.0,233,88.412,1.7167,37.7682,58.7983,newyork
615,331400011478,1newyork,78newyork,2017,0.0,46.0,0.0,0.0,0.0,419,75.4177,0.9547,32.2196,61.5752,newyork
616,331400011488,1newyork,88newyork,2017,0.0,67.0,0.0,0.0,0.0,231,87.4459,1.7316,47.1861,48.4848,newyork
617,331400011558,1newyork,58newyork,2017,0.0,77.0,0.0,0.0,0.0,184,83.1522,4.3478,35.8696,57.6087,newyork
618,331400011561,1newyork,61newyork,2017,0.0,79.0,0.0,0.0,0.0,224,86.1607,10.7143,14.2857,73.2143,newyork
619,331400011610,1newyork,10newyork,2017,0.0,60.0,0.0,0.0,0.0,137,88.3212,1.4599,49.635,45.2555,newyork
620,331400011614,1newyork,14newyork,2017,0.0,60.0,0.0,0.0,0.0,117,81.1966,8.547,48.7179,38.4615,newyork
622,331400860945,86newyork,45newyork,2017,0.0,40.0,0.0,0.0,0.0,150,81.3333,5.3333,16.6667,74.6667,newyork
623,331500011423,1newyork,23newyork,2017,0.0,43.0,0.0,0.0,0.0,28,92.8571,0.0,78.5714,21.4286,newyork
624,331500011429,1newyork,29newyork,2017,0.0,49.0,0.0,0.0,0.0,97,90.7216,2.0619,61.8557,34.0206,newyork
625,331500011462,1newyork,62newyork,2017,0.0,56.0,0.0,0.0,0.0,219,72.1461,2.2831,67.1233,26.9406,newyork
626,331500011463,1newyork,63newyork,2017,0.0,48.0,0.0,0.0,0.0,125,81.6,5.6,47.2,37.6,newyork
627,331500011464,1newyork,64newyork,2017,0.0,59.0,0.0,0.0,0.0,272,75.7353,9.1912,41.1765,43.0147,newyork
628,331500011497,1newyork,97newyork,2017,0.0,50.0,0.0,0.0,0.0,186,73.6559,15.0538,46.2366,29.5699,newyork
629,331500011519,1newyork,19newyork,2017,0.0,46.0,0.0,0.0,0.0,276,88.7681,1.8116,63.7681,27.8986,newyork
630,331500011529,1newyork,29newyork,2017,0.0,84.0,0.0,0.0,0.0,19,73.6842,10.5263,21.0526,68.4211,newyork
631,331500011592,1newyork,92newyork,2017,0.0,40.0,0.0,0.0,0.0,114,64.9123,40.3509,31.5789,7.0175,newyork
632,331500011667,1newyork,67newyork,2017,0.0,61.0,0.0,0.0,0.0,475,81.2632,6.9474,9.0526,76.8421,newyork
633,331500011684,1newyork,84newyork,2017,0.0,96.0,0.0,0.0,0.0,95,38.9474,38.9474,21.0526,23.1579,newyork
634,331500860953,86newyork,53newyork,2017,0.0,75.0,0.0,0.0,0.0,75,84.0,1.3333,48.0,48.0,newyork
636,331600011455,1newyork,55newyork,2017,0.0,42.0,0.0,0.0,0.0,206,83.9806,1.4563,85.4369,9.2233,newyork
637,331600011498,1newyork,98newyork,2017,0.0,46.0,0.0,0.0,0.0,243,84.7737,1.6461,67.4897,26.749,newyork
638,331600011688,1newyork,88newyork,2017,0.0,9.0,0.0,0.0,0.0,47,72.3404,8.5106,68.0851,12.766,newyork
639,331600011765,1newyork,65newyork,2017,0.0,51.0,0.0,0.0,0.0,120,69.1667,1.6667,89.1667,9.1667,newyork
640,331700011122,1newyork,22newyork,2017,0.0,70.0,0.0,0.0,0.0,213,80.7512,0.4695,86.8545,9.3897,newyork
641,331700011382,1newyork,82newyork,2017,0.0,50.0,0.0,0.0,0.0,173,86.1272,2.8902,75.7225,14.4509,newyork
642,331700011408,1newyork,08newyork,2017,0.0,24.0,0.0,0.0,0.0,82,86.5854,6.0976,73.1707,13.4146,newyork
643,331700011524,1newyork,24newyork,2017,0.0,49.0,0.0,0.0,0.0,227,55.5066,11.4537,25.9912,48.8987,newyork
644,331700011528,1newyork,28newyork,2017,0.0,38.0,0.0,0.0,0.0,145,89.6552,5.5172,77.2414,10.3448,newyork
645,331700011531,1newyork,31newyork,2017,0.0,52.0,0.0,0.0,0.0,92,81.5217,2.1739,89.1304,6.5217,newyork
646,331700011537,1newyork,37newyork,2017,0.0,47.0,0.0,0.0,0.0,185,84.8649,4.3243,74.0541,17.2973,newyork
647,331700011539,1newyork,39newyork,2017,0.0,57.0,0.0,0.0,0.0,148,73.6486,3.3784,79.0541,13.5135,newyork
648,331700011543,1newyork,43newyork,2017,0.0,85.0,0.0,0.0,0.0,94,73.4043,1.0638,79.7872,15.9574,newyork
649,331700011546,1newyork,46newyork,2017,0.0,67.0,0.0,0.0,0.0,130,83.8462,1.5385,80.7692,13.0769,newyork
650,331700011547,1newyork,47newyork,2017,0.0,63.0,0.0,0.0,0.0,186,82.2581,1.6129,83.871,9.6774,newyork
651,331700011548,1newyork,48newyork,2017,0.0,39.0,0.0,0.0,0.0,182,86.8132,2.1978,84.6154,12.0879,newyork
652,331700011568,1newyork,68newyork,2017,0.0,42.0,0.0,0.0,0.0,26,80.7692,0.0,80.7692,15.3846,newyork
653,331700011590,1newyork,90newyork,2017,0.0,87.0,0.0,0.0,0.0,311,74.5981,1.2862,88.1029,4.5016,newyork
654,331700011600,1newyork,00newyork,2017,0.0,59.0,0.0,0.0,0.0,453,83.0022,0.6623,88.7417,6.6225,newyork
655,331700011745,1newyork,45newyork,2017,0.0,76.0,0.0,0.0,0.0,245,90.6122,1.2245,93.0612,4.0816,newyork
656,331700011751,1newyork,51newyork,2017,0.0,49.0,0.0,0.0,0.0,124,75.8065,4.8387,81.4516,8.0645,newyork
657,331700860879,86newyork,79newyork,2017,0.0,85.0,0.0,0.0,0.0,53,67.9245,0.0,98.1132,1.8868,newyork
658,331700860882,86newyork,82newyork,2017,0.0,91.0,0.0,0.0,0.0,82,63.4146,0.0,90.2439,6.0976,newyork
659,331800011563,1newyork,63newyork,2017,0.0,72.0,0.0,0.0,0.0,339,71.3864,2.0649,89.3805,6.4897,newyork
660,331800011566,1newyork,66newyork,2017,0.0,37.0,0.0,0.0,0.0,122,75.4098,0.8197,87.7049,8.1967,newyork
661,331800011567,1newyork,67newyork,2017,0.0,44.0,0.0,0.0,0.0,245,75.9184,1.2245,82.449,10.6122,newyork
662,331800011576,1newyork,76newyork,2017,0.0,43.0,0.0,0.0,0.0,163,71.1656,0.6135,88.3436,4.908,newyork
663,331800011578,1newyork,78newyork,2017,0.0,56.0,0.0,0.0,0.0,27,92.5926,3.7037,77.7778,14.8148,newyork
664,331800011617,1newyork,17newyork,2017,0.0,55.0,0.0,0.0,0.0,175,70.8571,2.2857,87.4286,8.5714,newyork
665,331800011629,1newyork,29newyork,2017,0.0,41.0,0.0,0.0,0.0,165,72.1212,3.6364,84.8485,7.8788,newyork
666,331800011633,1newyork,33newyork,2017,0.0,69.0,0.0,0.0,0.0,149,94.6309,2.0134,84.5638,10.7383,newyork
667,331800011635,1newyork,35newyork,2017,0.0,36.0,0.0,0.0,0.0,56,75.0,1.7857,94.6429,0.0,newyork
668,331800011637,1newyork,37newyork,2017,0.0,61.0,0.0,0.0,0.0,151,76.1589,5.298,78.8079,9.2715,newyork
669,331800011642,1newyork,42newyork,2017,0.0,29.0,0.0,0.0,0.0,170,80.0,8.2353,80.0,8.2353,newyork
670,331900011404,1newyork,04newyork,2017,0.0,63.0,0.0,0.0,0.0,172,75.0,1.7442,73.2558,22.093,newyork
671,331900011409,1newyork,09newyork,2017,0.0,57.0,0.0,0.0,0.0,178,73.5955,0.5618,60.6742,30.8989,newyork
672,331900011502,1newyork,02newyork,2017,0.0,48.0,0.0,0.0,0.0,193,80.3109,0.0,75.6477,21.7617,newyork
673,331900011504,1newyork,04newyork,2017,0.0,40.0,0.0,0.0,0.0,117,76.9231,2.5641,68.3761,27.3504,newyork
674,331900011507,1newyork,07newyork,2017,0.0,39.0,0.0,0.0,0.0,229,91.2664,0.0,60.262,37.1179,newyork
675,331900011510,1newyork,10newyork,2017,0.0,50.0,0.0,0.0,0.0,127,83.4646,0.7874,73.2283,21.2598,newyork
676,331900011583,1newyork,83newyork,2017,0.0,48.0,0.0,0.0,0.0,126,99.2063,0.7937,0.0,99.2063,newyork
677,331900011615,1newyork,15newyork,2017,0.0,41.0,0.0,0.0,0.0,387,74.4186,1.5504,62.0155,30.7494,newyork
678,331900011618,1newyork,18newyork,2017,0.0,63.0,0.0,0.0,0.0,195,85.1282,0.5128,43.5897,48.7179,newyork
679,331900011639,1newyork,39newyork,2017,0.0,32.0,0.0,0.0,0.0,224,90.1786,4.0179,25.0,53.5714,newyork
680,331900011659,1newyork,59newyork,2017,0.0,48.0,0.0,0.0,0.0,144,93.0556,1.3889,22.2222,59.0278,newyork
681,331900011660,1newyork,60newyork,2017,0.0,63.0,0.0,0.0,0.0,160,95.0,0.625,70.625,25.0,newyork
682,331900011683,1newyork,83newyork,2017,0.0,46.0,0.0,0.0,0.0,159,84.9057,5.0314,50.3145,27.044,newyork
683,331900011764,1newyork,64newyork,2017,0.0,49.0,0.0,0.0,0.0,140,75.0,1.4286,41.4286,41.4286,newyork
684,331900860880,86newyork,80newyork,2017,0.0,95.0,0.0,0.0,0.0,32,81.25,3.125,46.875,46.875,newyork
685,332000011445,1newyork,45newyork,2017,0.0,77.0,0.0,0.0,0.0,836,75.1196,24.7608,2.9904,29.067,newyork
686,332000011485,1newyork,85newyork,2017,0.0,78.0,0.0,0.0,0.0,408,75.0,17.1569,9.3137,59.0686,newyork
687,332000011490,1newyork,90newyork,2017,0.0,76.0,0.0,0.0,0.0,1331,69.5718,32.5319,4.2074,35.5372,newyork
688,332000011505,1newyork,05newyork,2017,0.0,83.0,0.0,0.0,0.0,889,80.5399,17.9978,11.1361,27.5591,newyork
689,332000011609,1newyork,09newyork,2017,0.0,81.0,0.0,0.0,0.0,159,94.3396,16.3522,25.1572,14.4654,newyork
690,332100011337,1newyork,37newyork,2017,0.0,52.0,0.0,0.0,0.0,180,93.8889,22.7778,4.4444,41.1111,newyork
691,332100011344,1newyork,44newyork,2017,0.0,69.0,0.0,0.0,0.0,196,50.0,39.2857,18.3673,25.5102,newyork
692,332100011348,1newyork,48newyork,2017,0.0,48.0,0.0,0.0,0.0,157,78.3439,12.7389,54.1401,25.4777,newyork
693,332100011410,1newyork,10newyork,2017,0.0,67.0,0.0,0.0,0.0,898,77.951,21.4922,40.0891,22.6058,newyork
694,332100011468,1newyork,68newyork,2017,0.0,85.0,0.0,0.0,0.0,134,74.6269,44.7761,26.8657,20.8955,newyork
695,332100011525,1newyork,25newyork,2017,0.0,76.0,0.0,0.0,0.0,798,71.8045,27.4436,23.183,23.6842,newyork
696,332100011540,1newyork,40newyork,2017,0.0,70.0,0.0,0.0,0.0,1148,79.5296,11.7596,37.108,22.6481,newyork
697,332100011620,1newyork,20newyork,2017,0.0,53.0,0.0,0.0,0.0,155,83.871,6.4516,65.1613,21.2903,newyork
698,332100011690,1newyork,90newyork,2017,0.0,59.0,0.0,0.0,0.0,245,77.1429,46.1224,4.898,31.8367,newyork
699,332100011728,1newyork,28newyork,2017,0.0,21.0,0.0,0.0,0.0,53,81.1321,3.7736,56.6038,35.8491,newyork
700,332100860949,86newyork,49newyork,2017,0.0,80.0,0.0,0.0,0.0,125,85.6,16.8,38.4,34.4,newyork
701,332200011405,1newyork,05newyork,2017,0.0,80.0,0.0,0.0,0.0,639,74.6479,19.5618,41.3146,11.7371,newyork
702,332200011425,1newyork,25newyork,2017,0.0,65.0,0.0,0.0,0.0,1312,82.6982,42.0732,19.6646,19.8933,newyork
703,332200011535,1newyork,35newyork,2017,0.0,76.0,0.0,0.0,0.0,114,50.8772,46.4912,13.1579,18.4211,newyork
704,332200011555,1newyork,55newyork,2017,0.0,87.0,0.0,0.0,0.0,144,73.6111,5.5556,74.3056,6.25,newyork
705,332200011611,1newyork,11newyork,2017,0.0,71.0,0.0,0.0,0.0,176,69.8864,25.5682,35.7955,23.8636,newyork
706,332200011630,1newyork,30newyork,2017,0.0,53.0,0.0,0.0,0.0,57,91.2281,19.2982,42.1053,31.5789,newyork
707,332200861051,86newyork,51newyork,2017,0.0,24.0,0.0,0.0,0.0,188,68.0851,0.5319,84.5745,12.234,newyork
708,332200861053,86newyork,53newyork,2017,0.0,75.0,0.0,0.0,0.0,148,79.0541,2.7027,81.7568,8.7838,newyork
709,332300010514,1newyork,14newyork,2017,0.0,55.0,0.0,0.0,0.0,69,94.2029,1.4493,85.5072,8.6957,newyork
710,332300011493,1newyork,93newyork,2017,0.0,40.0,0.0,0.0,0.0,164,93.9024,1.2195,87.1951,8.5366,newyork
711,332300011643,1newyork,43newyork,2017,0.0,27.0,0.0,0.0,0.0,48,68.75,0.0,75.0,20.8333,newyork
712,332300011644,1newyork,44newyork,2017,0.0,80.0,0.0,0.0,0.0,139,79.8561,0.7194,90.6475,5.7554,newyork
713,332300011697,1newyork,97newyork,2017,0.0,43.0,0.0,0.0,0.0,138,83.3333,2.1739,79.7101,15.942,newyork
714,333200011168,1newyork,68newyork,2017,0.0,86.0,0.0,0.0,0.0,87,95.4023,4.5977,50.5747,36.7816,newyork
715,333200011403,1newyork,03newyork,2017,0.0,49.0,0.0,0.0,0.0,157,63.0573,3.1847,14.6497,75.1592,newyork
716,333200011545,1newyork,45newyork,2017,0.0,42.0,0.0,0.0,0.0,240,97.5,2.0833,8.3333,88.3333,newyork
717,333200011549,1newyork,49newyork,2017,0.0,32.0,0.0,0.0,0.0,230,63.913,1.7391,20.4348,75.6522,newyork
718,333200011552,1newyork,52newyork,2017,0.0,43.0,0.0,0.0,0.0,146,95.2055,2.0548,17.1233,80.137,newyork
719,333200011554,1newyork,54newyork,2017,0.0,83.0,0.0,0.0,0.0,99,88.8889,4.0404,14.1414,73.7374,newyork
720,333200011556,1newyork,56newyork,2017,0.0,24.0,0.0,0.0,0.0,200,96.0,1.0,15.0,81.5,newyork
722,342400011236,1newyork,36newyork,2017,0.0,50.0,0.0,0.0,0.0,164,93.9024,9.1463,4.2683,60.9756,newyork
723,342400011264,1newyork,64newyork,2017,0.0,88.0,0.0,0.0,0.0,193,88.0829,12.4352,3.6269,61.658,newyork
724,342400011267,1newyork,67newyork,2017,0.0,59.0,0.0,0.0,0.0,155,79.3548,14.1935,9.6774,64.5161,newyork
725,342400011293,1newyork,93newyork,2017,0.0,89.0,0.0,0.0,0.0,150,85.3333,4.6667,7.3333,67.3333,newyork
726,342400011296,1newyork,96newyork,2017,0.0,61.0,0.0,0.0,0.0,255,92.9412,0.0,0.0,100.0,newyork
727,342400011299,1newyork,99newyork,2017,0.0,88.0,0.0,0.0,0.0,40,45.0,30.0,17.5,25.0,newyork
728,342400011455,1newyork,55newyork,2017,0.0,70.0,0.0,0.0,0.0,855,76.7251,6.4327,8.1871,57.3099,newyork
729,342400011485,1newyork,85newyork,2017,0.0,54.0,0.0,0.0,0.0,663,73.3032,17.1946,6.0332,63.9517,newyork
730,342400011530,1newyork,30newyork,2017,0.0,0.0,0.0,0.0,0.0,2,100.0,0.0,0.0,50.0,newyork
731,342400011550,1newyork,50newyork,2017,0.0,75.0,0.0,0.0,0.0,252,61.1111,7.5397,6.746,78.5714,newyork
732,342400011560,1newyork,60newyork,2017,0.0,75.0,0.0,0.0,0.0,250,83.2,11.6,5.6,59.6,newyork
733,342400011585,1newyork,85newyork,2017,0.0,87.0,0.0,0.0,0.0,260,71.9231,30.0,1.1538,40.3846,newyork
734,342400011600,1newyork,00newyork,2017,0.0,63.0,0.0,0.0,0.0,638,83.3856,6.1129,5.0157,79.4671,newyork
735,342400011610,1newyork,10newyork,2017,0.0,91.0,0.0,0.0,0.0,414,47.8261,5.314,6.0386,45.4106,newyork
736,342500011240,1newyork,40newyork,2017,0.0,69.0,0.0,0.0,0.0,225,80.4444,10.6667,13.3333,53.3333,newyork
737,342500011241,1newyork,41newyork,2017,0.0,84.0,0.0,0.0,0.0,128,77.3438,2.3438,8.5938,31.25,newyork
738,342500011252,1newyork,52newyork,2017,0.0,75.0,0.0,0.0,0.0,202,66.3366,21.7822,17.8218,23.2673,newyork
739,342500011263,1newyork,63newyork,2017,0.0,53.0,0.0,0.0,0.0,178,94.382,6.1798,1.6854,46.6292,newyork
740,342500011281,1newyork,81newyork,2017,0.0,89.0,0.0,0.0,0.0,200,85.0,4.5,13.0,18.0,newyork
741,342500011285,1newyork,85newyork,2017,0.0,61.0,0.0,0.0,0.0,83,50.6024,45.7831,7.2289,37.3494,newyork
742,342500011425,1newyork,25newyork,2017,0.0,72.0,0.0,0.0,0.0,1438,77.3992,4.242,19.4019,42.6982,newyork
743,342500011460,1newyork,60newyork,2017,0.0,52.0,0.0,0.0,0.0,837,73.5962,3.3453,19.1159,59.4982,newyork
744,342500011525,1newyork,25newyork,2017,0.0,97.0,0.0,0.0,0.0,41,43.9024,29.2683,4.878,12.1951,newyork
745,342500011670,1newyork,70newyork,2017,0.0,81.0,0.0,0.0,0.0,253,81.4229,13.834,8.3004,40.7115,newyork
746,342600011315,1newyork,15newyork,2017,0.0,63.0,0.0,0.0,0.0,213,67.1362,7.0423,38.0282,18.7793,newyork
747,342600011415,1newyork,15newyork,2017,0.0,79.0,0.0,0.0,0.0,798,53.6341,11.9048,26.3158,27.193,newyork
748,342600011430,1newyork,30newyork,2017,0.0,92.0,0.0,0.0,0.0,929,78.3638,14.5318,6.6738,22.605,newyork
749,342600011435,1newyork,35newyork,2017,0.0,50.0,0.0,0.0,0.0,591,74.7885,4.0609,48.5618,17.5973,newyork
750,342600011495,1newyork,95newyork,2017,0.0,76.0,0.0,0.0,0.0,1095,77.6256,17.2603,17.7169,33.242,newyork
751,342600011566,1newyork,66newyork,2017,0.0,62.0,0.0,0.0,0.0,473,65.5391,6.3425,58.351,15.222,newyork
752,342700010314,1newyork,14newyork,2017,0.0,38.0,0.0,0.0,0.0,183,71.5847,2.1858,39.3443,30.0546,newyork
753,342700010323,1newyork,23newyork,2017,0.0,100.0,0.0,0.0,0.0,348,44.2529,49.4253,15.2299,14.6552,newyork
754,342700011260,1newyork,60newyork,2017,0.0,28.0,0.0,0.0,0.0,172,83.1395,1.1628,54.0698,40.6977,newyork
755,342700011261,1newyork,61newyork,2017,0.0,73.0,0.0,0.0,0.0,44,81.8182,2.2727,70.4545,13.6364,newyork
756,342700011262,1newyork,62newyork,2017,0.0,74.0,0.0,0.0,0.0,158,75.3165,13.2911,46.2025,32.2785,newyork
757,342700011302,1newyork,02newyork,2017,0.0,49.0,0.0,0.0,0.0,206,70.8738,1.4563,39.8058,51.9417,newyork
758,342700011308,1newyork,08newyork,2017,0.0,74.0,0.0,0.0,0.0,261,70.8812,19.1571,10.728,38.6973,newyork
759,342700011309,1newyork,09newyork,2017,0.0,53.0,0.0,0.0,0.0,243,70.7819,3.2922,46.9136,41.1523,newyork
760,342700011324,1newyork,24newyork,2017,0.0,56.0,0.0,0.0,0.0,96,80.2083,8.3333,51.0417,34.375,newyork
761,342700011334,1newyork,34newyork,2017,0.0,56.0,0.0,0.0,0.0,155,70.3226,5.1613,19.3548,38.0645,newyork
762,342700011351,1newyork,51newyork,2017,0.0,44.0,0.0,0.0,0.0,206,78.1553,3.8835,53.3981,35.9223,newyork
763,342700011400,1newyork,00newyork,2017,0.0,39.0,0.0,0.0,0.0,227,80.6167,1.3216,70.9251,13.2159,newyork
764,342700011475,1newyork,75newyork,2017,0.0,60.0,0.0,0.0,0.0,917,83.7514,3.9258,12.2137,47.7644,newyork
765,342700011480,1newyork,80newyork,2017,0.0,65.0,0.0,0.0,0.0,1117,84.2435,2.7753,22.9185,36.6159,newyork
766,342700011650,1newyork,50newyork,2017,0.0,81.0,0.0,0.0,0.0,275,67.6364,12.0,13.0909,38.1818,newyork
767,342800011167,1newyork,67newyork,2017,0.0,65.0,0.0,0.0,0.0,255,70.1961,19.2157,20.3922,38.0392,newyork
768,342800011284,1newyork,84newyork,2017,0.0,90.0,0.0,0.0,0.0,108,75.9259,1.8519,44.4444,12.037,newyork
769,342800011310,1newyork,10newyork,2017,0.0,77.0,0.0,0.0,0.0,178,90.4494,2.2472,43.2584,16.2921,newyork
770,342800011325,1newyork,25newyork,2017,0.0,81.0,0.0,0.0,0.0,135,81.4815,0.7407,39.2593,28.8889,newyork
771,342800011328,1newyork,28newyork,2017,0.0,96.0,0.0,0.0,0.0,123,83.7398,5.6911,32.5203,25.2033,newyork
772,342800011350,1newyork,50newyork,2017,0.0,71.0,0.0,0.0,0.0,154,81.1688,2.5974,40.9091,13.6364,newyork
773,342800011440,1newyork,40newyork,2017,0.0,75.0,0.0,0.0,0.0,966,66.2526,29.1925,10.9731,36.2319,newyork
774,342800011505,1newyork,05newyork,2017,0.0,54.0,0.0,0.0,0.0,1297,86.9699,3.3153,28.219,37.394,newyork
775,342800011620,1newyork,20newyork,2017,0.0,86.0,0.0,0.0,0.0,344,84.593,5.814,24.4186,25.2907,newyork
776,342800011680,1newyork,80newyork,2017,0.0,93.0,0.0,0.0,0.0,119,59.6639,3.3613,25.2101,9.2437,newyork
777,342800011686,1newyork,86newyork,2017,0.0,87.0,0.0,0.0,0.0,468,64.3162,37.3932,3.4188,49.7863,newyork
778,342800011687,1newyork,87newyork,2017,0.0,100.0,0.0,0.0,0.0,32,71.875,3.125,3.125,3.125,newyork
779,342800011690,1newyork,90newyork,2017,0.0,46.0,0.0,0.0,0.0,208,75.4808,1.4423,64.4231,21.1538,newyork
780,342800011896,1newyork,96newyork,2017,0.0,73.0,0.0,0.0,0.0,167,74.8503,1.7964,52.6946,9.5808,newyork
781,342900011248,1newyork,48newyork,2017,0.0,56.0,0.0,0.0,0.0,198,76.7677,0.5051,86.3636,6.0606,newyork
782,342900011259,1newyork,59newyork,2017,0.0,29.0,0.0,0.0,0.0,221,78.2805,2.2624,85.9729,4.0724,newyork
783,342900011265,1newyork,65newyork,2017,0.0,74.0,0.0,0.0,0.0,138,81.8841,2.8986,81.8841,10.1449,newyork
784,342900011272,1newyork,72newyork,2017,0.0,46.0,0.0,0.0,0.0,241,77.5934,0.8299,77.5934,12.8631,newyork
