,schoolcode,year,charter,mathpass,schoolmode,virtualper,hybridper,totaltested,lowincome,white,black,hispanic,asian,state,countycode,districtcode
0,001902001tx,2015,0.0,57.78,0.0,0.0,0,45,28.89,84.4444,2.2222,2.2222,4.4444,tx,001tx,001902tx
1,001902001tx,2016,0.0,75.0,0.0,0.0,0,40,25.0,87.5,0.0,0.0,0.0,tx,001tx,001902tx
2,001902001tx,2017,0.0,58.97,0.0,0.0,0,39,35.9,82.0513,5.1282,7.6923,0.0,tx,001tx,001902tx
3,001902001tx,2018,0.0,69.77,0.0,0.0,0,43,32.56,86.0465,2.3256,6.9767,0.0,tx,001tx,001902tx
4,001902001tx,2019,0.0,68.09,0.0,0.0,0,47,59.57,78.7234,2.1277,8.5106,0.0,tx,001tx,001902tx
5,001902001tx,2021,0.0,65.0,0.0,0.0,0,40,45.0,82.5,2.5,12.5,2.5,tx,001tx,001902tx
6,001903001tx,2015,0.0,33.8,0.0,0.0,0,71,47.89,90.1408,4.2254,2.8169,0.0,tx,001tx,001903tx
7,001903001tx,2016,0.0,26.03,0.0,0.0,0,73,54.79,87.6712,2.7397,8.2192,1.3699,tx,001tx,001903tx
8,001903001tx,2017,0.0,38.37,0.0,0.0,0,86,58.14,74.4186,9.3023,9.3023,0.0,tx,001tx,001903tx
9,001903001tx,2018,0.0,61.22,0.0,0.0,0,98,53.06,82.6531,3.0612,9.1837,0.0,tx,001tx,001903tx
10,001903001tx,2019,0.0,74.65,0.0,0.0,0,71,50.7,76.0563,8.4507,11.2676,0.0,tx,001tx,001903tx
11,001903001tx,2021,0.0,48.61,0.0,0.0,0,72,41.67,75.0,2.7778,16.6667,0.0,tx,001tx,001903tx
12,001903041tx,2015,0.0,82.61,0.0,0.0,0,23,34.78,86.9565,0.0,13.0435,0.0,tx,001tx,001903tx
13,001903041tx,2016,0.0,100.0,0.0,0.0,0,18,16.67,72.2222,0.0,16.6667,5.5556,tx,001tx,001903tx
14,001903041tx,2017,0.0,100.0,0.0,0.0,0,17,29.41,76.4706,5.8824,5.8824,0.0,tx,001tx,001903tx
15,001903041tx,2018,0.0,88.89,0.0,0.0,0,18,27.78,72.2222,0.0,11.1111,5.5556,tx,001tx,001903tx
16,001903041tx,2019,0.0,92.86,0.0,0.0,0,14,28.57,57.1429,0.0,28.5714,7.1429,tx,001tx,001903tx
17,001903041tx,2021,0.0,77.78,0.0,0.0,0,18,22.22,83.3333,0.0,11.1111,0.0,tx,001tx,001903tx
18,001904001tx,2015,0.0,63.46,0.0,0.0,0,52,48.08,78.8462,3.8462,13.4615,1.9231,tx,001tx,001904tx
19,001904001tx,2016,0.0,53.85,0.0,0.0,0,65,49.23,83.0769,7.6923,9.2308,0.0,tx,001tx,001904tx
20,001904001tx,2017,0.0,62.07,0.0,0.0,0,58,51.72,72.4138,5.1724,17.2414,0.0,tx,001tx,001904tx
21,001904001tx,2018,0.0,67.24,0.0,0.0,0,58,48.28,79.3103,8.6207,6.8966,1.7241,tx,001tx,001904tx
22,001904001tx,2019,0.0,48.48,0.0,0.0,0,33,84.85,84.8485,9.0909,6.0606,0.0,tx,001tx,001904tx
23,001904001tx,2021,0.0,28.21,0.0,0.0,0,39,64.1,66.6667,17.9487,7.6923,2.5641,tx,001tx,001904tx
24,001906002tx,2015,0.0,37.04,0.0,0.0,0,27,29.63,81.4815,11.1111,3.7037,3.7037,tx,001tx,001906tx
