,schoolcode,year,charter,mathpass,schoolmode,virtualper,hybridper,totaltested,lowincome,white,black,hispanic,asian,state,countycode,districtcode
3858,057905023tx,2015,0.0,10.68,0.0,0.0,0,309,75.73,0.3236,76.3754,22.9773,0.0,tx,057tx,057905tx
3859,057905023tx,2016,0.0,16.15,0.0,0.0,0,291,85.91,0.6873,72.8522,26.1168,0.0,tx,057tx,057905tx
3860,057905023tx,2017,0.0,15.76,0.0,0.0,0,387,85.27,2.584,68.7339,28.1654,0.2584,tx,057tx,057905tx
3861,057905023tx,2018,0.0,43.64,0.0,0.0,0,291,74.23,0.3436,70.7904,28.1787,0.0,tx,057tx,057905tx
3862,057905023tx,2019,0.0,38.26,0.0,0.0,0,298,56.71,1.3423,71.8121,26.1745,0.0,tx,057tx,057905tx
3863,057905023tx,2021,0.0,7.55,0.0,0.0,0,212,64.62,1.4151,69.3396,27.8302,0.4717,tx,057tx,057905tx
3864,057905024tx,2015,0.0,11.5,0.0,0.0,0,287,79.79,0.6969,21.6028,74.9129,1.7422,tx,057tx,057905tx
3865,057905024tx,2016,0.0,15.1,0.0,0.0,0,298,87.92,1.0067,23.8255,71.4765,2.349,tx,057tx,057905tx
3866,057905024tx,2017,0.0,33.57,0.0,0.0,0,280,77.86,2.1429,21.7857,73.2143,1.4286,tx,057tx,057905tx
3867,057905024tx,2018,0.0,18.52,0.0,0.0,0,270,79.63,2.2222,23.7037,70.7407,0.3704,tx,057tx,057905tx
3868,057905024tx,2019,0.0,40.14,0.0,0.0,0,294,54.08,1.3605,24.1497,71.7687,0.6803,tx,057tx,057905tx
3869,057905024tx,2021,0.0,30.8,0.0,0.0,0,237,62.03,1.6878,27.8481,67.0886,0.8439,tx,057tx,057905tx
3870,057905025tx,2015,0.0,18.22,0.0,0.0,0,922,81.13,0.5423,27.115,71.0412,0.4338,tx,057tx,057905tx
3871,057905025tx,2016,0.0,16.44,0.0,0.0,0,876,86.07,1.0274,30.3653,68.1507,0.1142,tx,057tx,057905tx
3872,057905025tx,2017,0.0,18.07,0.0,0.0,0,941,82.25,1.4878,27.0988,70.2444,0.4251,tx,057tx,057905tx
3873,057905025tx,2018,0.0,30.58,0.0,0.0,0,945,79.68,0.8466,27.4074,70.4762,0.3175,tx,057tx,057905tx
3874,057905025tx,2019,0.0,51.98,0.0,0.0,0,908,49.34,0.9912,22.9075,74.8899,0.1101,tx,057tx,057905tx
3875,057905025tx,2021,0.0,10.45,0.0,0.0,0,785,57.32,1.0191,25.8599,70.4459,0.0,tx,057tx,057905tx
3876,057905028tx,2015,0.0,12.4,0.0,0.0,0,258,89.53,1.5504,16.6667,63.5659,17.8295,tx,057tx,057905tx
3877,057905028tx,2016,0.0,16.46,0.0,0.0,0,237,90.72,1.6878,18.5654,61.1814,17.2996,tx,057tx,057905tx
3878,057905028tx,2017,0.0,32.5,0.0,0.0,0,400,84.0,2.75,24.25,54.25,18.0,tx,057tx,057905tx
3879,057905028tx,2018,0.0,54.95,0.0,0.0,0,293,70.31,2.0478,23.2082,55.9727,18.43,tx,057tx,057905tx
3880,057905028tx,2019,0.0,58.91,0.0,0.0,0,275,57.82,2.5455,21.4545,58.1818,16.7273,tx,057tx,057905tx
3881,057905028tx,2021,0.0,41.03,0.0,0.0,0,234,61.11,1.2821,19.6581,67.094,7.6923,tx,057tx,057905tx
3882,057905032tx,2015,0.0,2.54,0.0,0.0,0,118,83.9,1.6949,66.1017,32.2034,0.0,tx,057tx,057905tx
3883,057905032tx,2016,0.0,10.16,0.0,0.0,0,128,89.84,0.7812,67.9688,30.4688,0.0,tx,057tx,057905tx
3884,057905032tx,2017,0.0,23.32,0.0,0.0,0,193,86.53,0.5181,61.658,37.8238,0.0,tx,057tx,057905tx
3885,057905032tx,2018,0.0,37.65,0.0,0.0,0,162,85.8,0.0,58.0247,41.358,0.0,tx,057tx,057905tx
3886,057905032tx,2019,0.0,43.66,0.0,0.0,0,142,60.56,0.0,59.8592,40.1408,0.0,tx,057tx,057905tx
