,schoolcode,year,charter,mathpass,schoolmode,virtualper,hybridper,totaltested,lowincome,white,black,hispanic,asian,state,countycode,districtcode
3703,057903042,2016,0.0,81.0,0.0,0.0,0,100,58.0,14.0,6.0,61.0,17.0,texas,057texas,903042texas
3704,057903042,2017,0.0,97.14,0.0,0.0,0,105,65.71,11.4286,2.8571,70.4762,14.2857,texas,057texas,903042texas
3705,057903042,2018,0.0,93.75,0.0,0.0,0,112,57.14,12.5,2.6786,59.8214,21.4286,texas,057texas,903042texas
3706,057903042,2019,0.0,100.0,0.0,0.0,0,94,52.13,12.766,3.1915,48.9362,29.7872,texas,057texas,903042texas
3707,057903042,2021,0.0,84.27,0.0,0.0,0,89,61.8,12.3596,2.2472,61.7978,21.3483,texas,057texas,903042texas
3708,057903044,2015,0.0,69.09,0.0,0.0,0,55,76.36,18.1818,12.7273,54.5455,10.9091,texas,057texas,903044texas
3709,057903044,2016,0.0,88.64,0.0,0.0,0,88,64.77,15.9091,12.5,59.0909,9.0909,texas,057texas,903044texas
3710,057903044,2017,0.0,82.35,0.0,0.0,0,51,70.59,13.7255,7.8431,66.6667,9.8039,texas,057texas,903044texas
3711,057903044,2018,0.0,84.29,0.0,0.0,0,70,75.71,11.4286,20.0,60.0,4.2857,texas,057texas,903044texas
3712,057903044,2019,0.0,96.36,0.0,0.0,0,55,80.0,16.3636,14.5455,56.3636,7.2727,texas,057texas,903044texas
3713,057903044,2021,0.0,60.78,0.0,0.0,0,51,76.47,0.0,19.6078,68.6275,3.9216,texas,057texas,903044texas
3714,057903045,2015,0.0,99.0,0.0,0.0,0,100,31.0,29.0,8.0,35.0,26.0,texas,057texas,903045texas
3715,057903045,2016,0.0,98.68,0.0,0.0,0,76,36.84,34.2105,2.6316,26.3158,30.2632,texas,057texas,903045texas
3716,057903045,2017,0.0,100.0,0.0,0.0,0,91,26.37,53.8462,6.5934,13.1868,21.978,texas,057texas,903045texas
3717,057903045,2018,0.0,99.14,0.0,0.0,0,116,37.93,34.4828,6.0345,25.8621,31.8966,texas,057texas,903045texas
3718,057903045,2019,0.0,98.86,0.0,0.0,0,88,34.09,34.0909,2.2727,39.7727,20.4545,texas,057texas,903045texas
3719,057903045,2021,0.0,85.83,0.0,0.0,0,120,44.17,30.0,6.6667,40.0,16.6667,texas,057texas,903045texas
3720,057903046,2015,0.0,90.11,0.0,0.0,0,91,42.86,29.6703,5.4945,38.4615,19.7802,texas,057texas,903046texas
3721,057903046,2016,0.0,85.37,0.0,0.0,0,123,54.47,19.5122,17.8862,47.1545,13.8211,texas,057texas,903046texas
3722,057903046,2017,0.0,96.91,0.0,0.0,0,97,56.7,23.7113,14.433,47.4227,8.2474,texas,057texas,903046texas
3723,057903046,2018,0.0,96.38,0.0,0.0,0,138,71.74,15.942,15.2174,58.6957,8.6957,texas,057texas,903046texas
3724,057903046,2019,0.0,99.17,0.0,0.0,0,121,67.77,11.5702,18.1818,52.8926,10.7438,texas,057texas,903046texas
3725,057903046,2021,0.0,67.74,0.0,0.0,0,124,74.19,12.9032,19.3548,56.4516,6.4516,texas,057texas,903046texas
3726,057903047,2015,0.0,85.71,0.0,0.0,0,49,36.73,8.1633,34.6939,16.3265,40.8163,texas,057texas,903047texas
3727,057903047,2016,0.0,97.33,0.0,0.0,0,75,25.33,14.6667,16.0,12.0,54.6667,texas,057texas,903047texas
3728,057903047,2017,0.0,88.52,0.0,0.0,0,61,31.15,16.3934,26.2295,21.3115,31.1475,texas,057texas,903047texas
3729,057903047,2018,0.0,94.29,0.0,0.0,0,70,31.43,17.1429,20.0,22.8571,32.8571,texas,057texas,903047texas
3730,057903047,2019,0.0,100.0,0.0,0.0,0,50,30.0,24.0,22.0,26.0,24.0,texas,057texas,903047texas
3731,057903047,2021,0.0,62.5,0.0,0.0,0,104,40.38,6.7308,28.8462,24.0385,31.7308,texas,057texas,903047texas
3732,057904001,2015,0.0,0.0,0.0,0.0,0,112,64.29,2.6786,71.4286,20.5357,0.0,texas,057texas,904001texas
3733,057904001,2016,0.0,2.27,0.0,0.0,0,88,65.91,3.4091,75.0,20.4545,0.0,texas,057texas,904001texas
3734,057904001,2017,0.0,1.65,0.0,0.0,0,121,69.42,0.8264,80.1653,17.3554,0.0,texas,057texas,904001texas
3735,057904001,2018,0.0,0.0,0.0,0.0,0,71,61.97,2.8169,83.0986,12.6761,0.0,texas,057texas,904001texas
3736,057904001,2019,0.0,36.47,0.0,0.0,0,532,73.5,2.6316,73.6842,20.3008,0.5639,texas,057texas,904001texas
3737,057904001,2021,0.0,5.58,0.0,0.0,0,412,64.56,3.1553,72.5728,21.3592,0.4854,texas,057texas,904001texas
3738,057904003,2015,0.0,74.29,0.0,0.0,0,35,51.43,0.0,68.5714,25.7143,0.0,texas,057texas,904003texas
3739,057904003,2016,0.0,64.86,0.0,0.0,0,37,51.35,5.4054,59.4595,32.4324,2.7027,texas,057texas,904003texas
3740,057904003,2017,0.0,79.41,0.0,0.0,0,34,47.06,0.0,44.1176,52.9412,2.9412,texas,057texas,904003texas
3741,057904003,2018,0.0,70.0,0.0,0.0,0,40,47.5,2.5,45.0,50.0,2.5,texas,057texas,904003texas
3742,057904003,2019,0.0,87.5,0.0,0.0,0,16,43.75,6.25,43.75,31.25,0.0,texas,057texas,904003texas
3743,057904003,2021,0.0,41.67,0.0,0.0,0,12,33.33,0.0,58.3333,41.6667,0.0,texas,057texas,904003texas
3744,057904041,2015,0.0,72.37,0.0,0.0,0,76,48.68,11.8421,50.0,31.5789,3.9474,texas,057texas,904041texas
3745,057904041,2016,0.0,75.0,0.0,0.0,0,80,42.5,6.25,76.25,8.75,3.75,texas,057texas,904041texas
3746,057904041,2017,0.0,95.65,0.0,0.0,0,46,50.0,6.5217,50.0,32.6087,4.3478,texas,057texas,904041texas
3747,057904041,2018,0.0,97.06,0.0,0.0,0,34,64.71,8.8235,52.9412,35.2941,0.0,texas,057texas,904041texas
3748,057904041,2019,0.0,75.32,0.0,0.0,0,77,61.04,1.2987,67.5325,23.3766,0.0,texas,057texas,904041texas
3749,057904041,2021,0.0,31.94,0.0,0.0,0,72,66.67,0.0,69.4444,20.8333,2.7778,texas,057texas,904041texas
3750,057904042,2015,0.0,70.91,0.0,0.0,0,55,52.73,5.4545,60.0,29.0909,1.8182,texas,057texas,904042texas
3751,057904042,2016,0.0,61.97,0.0,0.0,0,71,57.75,2.8169,57.7465,32.3944,5.6338,texas,057texas,904042texas
3752,057904042,2017,0.0,85.29,0.0,0.0,0,34,52.94,2.9412,50.0,38.2353,0.0,texas,057texas,904042texas
3753,057904042,2018,0.0,88.0,0.0,0.0,0,25,44.0,4.0,56.0,32.0,4.0,texas,057texas,904042texas
3754,057904042,2019,0.0,96.97,0.0,0.0,0,66,59.09,1.5152,63.6364,33.3333,1.5152,texas,057texas,904042texas
3755,057904042,2021,0.0,41.46,0.0,0.0,0,41,60.98,2.439,68.2927,24.3902,0.0,texas,057texas,904042texas
3756,057905001,2015,0.0,16.43,0.0,0.0,0,487,85.01,3.6961,17.2485,75.3593,2.2587,texas,057texas,905001texas
3757,057905001,2016,0.0,24.5,0.0,0.0,0,449,84.86,3.5635,16.0356,77.5056,2.4499,texas,057texas,905001texas
3758,057905001,2017,0.0,30.05,0.0,0.0,0,569,78.38,4.3937,12.478,81.0193,1.7575,texas,057texas,905001texas
3759,057905001,2018,0.0,51.94,0.0,0.0,0,541,76.16,5.1756,12.1996,79.8521,2.0333,texas,057texas,905001texas
3760,057905001,2019,0.0,72.24,0.0,0.0,0,526,46.2,4.7529,10.8365,82.3194,1.5209,texas,057texas,905001texas
3761,057905001,2021,0.0,38.32,0.0,0.0,0,441,48.3,3.1746,15.4195,78.9116,0.4535,texas,057texas,905001texas
3762,057905002,2015,0.0,23.55,0.0,0.0,0,327,79.51,0.3058,2.1407,96.9419,0.0,texas,057texas,905002texas
3763,057905002,2016,0.0,47.86,0.0,0.0,0,351,86.61,0.2849,2.849,96.8661,0.0,texas,057texas,905002texas
3764,057905002,2017,0.0,44.54,0.0,0.0,0,357,82.63,0.0,2.8011,96.9188,0.2801,texas,057texas,905002texas
3765,057905002,2018,0.0,57.58,0.0,0.0,0,356,81.46,0.5618,4.2135,94.9438,0.0,texas,057texas,905002texas
3766,057905002,2019,0.0,57.94,0.0,0.0,0,378,53.7,0.2646,3.7037,95.7672,0.0,texas,057texas,905002texas
3767,057905002,2021,0.0,29.68,0.0,0.0,0,283,54.06,1.7668,3.5336,92.5795,0.3534,texas,057texas,905002texas
3768,057905003,2015,0.0,34.72,0.0,0.0,0,72,81.94,0.0,30.5556,69.4444,0.0,texas,057texas,905003texas
3769,057905003,2016,0.0,7.23,0.0,0.0,0,83,84.34,1.2048,28.9157,68.6747,1.2048,texas,057texas,905003texas
3770,057905003,2017,0.0,39.34,0.0,0.0,0,61,83.61,0.0,21.3115,75.4098,1.6393,texas,057texas,905003texas
3771,057905003,2018,0.0,43.28,0.0,0.0,0,67,89.55,1.4925,40.2985,58.209,0.0,texas,057texas,905003texas
3772,057905003,2019,0.0,71.05,0.0,0.0,0,38,65.79,0.0,44.7368,55.2632,0.0,texas,057texas,905003texas
3773,057905003,2021,0.0,50.0,0.0,0.0,0,60,55.0,3.3333,30.0,65.0,0.0,texas,057texas,905003texas
3774,057905005,2015,0.0,26.68,0.0,0.0,0,506,83.79,0.1976,3.1621,96.2451,0.1976,texas,057texas,905005texas
3775,057905005,2016,0.0,52.92,0.0,0.0,0,463,85.31,0.216,3.6717,95.8963,0.0,texas,057texas,905005texas
3776,057905005,2017,0.0,35.55,0.0,0.0,0,467,81.8,0.6424,2.7837,95.9315,0.2141,texas,057texas,905005texas
3777,057905005,2018,0.0,70.14,0.0,0.0,0,442,81.67,0.6787,4.0724,94.3439,0.2262,texas,057texas,905005texas
3778,057905005,2019,0.0,76.32,0.0,0.0,0,494,47.17,0.6073,3.4413,95.749,0.0,texas,057texas,905005texas
3779,057905005,2021,0.0,23.94,0.0,0.0,0,284,50.7,1.4085,5.2817,93.3099,0.0,texas,057texas,905005texas
3780,057905006,2015,0.0,18.66,0.0,0.0,0,284,82.75,4.9296,19.0141,75.0,0.3521,texas,057texas,905006texas
3781,057905006,2016,0.0,30.45,0.0,0.0,0,243,81.07,1.6461,17.6955,80.6584,0.0,texas,057texas,905006texas
3782,057905006,2017,0.0,39.06,0.0,0.0,0,256,75.78,5.8594,15.625,77.3438,0.0,texas,057texas,905006texas
3783,057905006,2018,0.0,57.75,0.0,0.0,0,284,73.24,4.2254,17.2535,76.7606,1.4085,texas,057texas,905006texas
3784,057905006,2019,0.0,57.56,0.0,0.0,0,271,41.7,3.69,15.8672,77.8598,1.476,texas,057texas,905006texas
3785,057905006,2021,0.0,19.56,0.0,0.0,0,225,46.67,3.5556,22.2222,71.5556,0.8889,texas,057texas,905006texas
3786,057905007,2015,0.0,12.36,0.0,0.0,0,534,78.84,0.5618,3.7453,95.3184,0.3745,texas,057texas,905007texas
3787,057905007,2016,0.0,11.5,0.0,0.0,0,400,81.0,0.75,3.5,95.5,0.0,texas,057texas,905007texas
3788,057905007,2017,0.0,25.56,0.0,0.0,0,493,76.67,0.4057,3.4483,95.9432,0.0,texas,057texas,905007texas
3789,057905007,2018,0.0,55.03,0.0,0.0,0,467,73.02,0.2141,3.4261,95.5032,0.0,texas,057texas,905007texas
3790,057905007,2019,0.0,70.78,0.0,0.0,0,397,49.37,0.5038,4.2821,94.9622,0.0,texas,057texas,905007texas
3791,057905007,2021,0.0,33.05,0.0,0.0,0,236,50.0,0.4237,2.9661,94.9153,0.0,texas,057texas,905007texas
3792,057905008,2015,0.0,16.11,0.0,0.0,0,391,81.33,1.023,27.11,70.844,0.2558,texas,057texas,905008texas
3793,057905008,2016,0.0,30.23,0.0,0.0,0,473,89.43,0.6342,32.3467,66.5962,0.0,texas,057texas,905008texas
3794,057905008,2017,0.0,20.94,0.0,0.0,0,468,81.2,1.0684,28.6325,69.0171,0.4274,texas,057texas,905008texas
3795,057905008,2018,0.0,35.9,0.0,0.0,0,454,79.96,1.3216,32.3789,66.0793,0.0,texas,057texas,905008texas
3796,057905008,2019,0.0,42.37,0.0,0.0,0,380,42.63,0.2632,33.1579,64.2105,0.0,texas,057texas,905008texas
3797,057905008,2021,0.0,10.88,0.0,0.0,0,239,49.37,0.8368,32.636,65.272,0.8368,texas,057texas,905008texas
3798,057905009,2015,0.0,18.25,0.0,0.0,0,126,76.19,0.0,80.1587,19.8413,0.0,texas,057texas,905009texas
3799,057905009,2016,0.0,23.88,0.0,0.0,0,134,92.54,0.0,79.1045,20.8955,0.0,texas,057texas,905009texas
3800,057905009,2017,0.0,13.89,0.0,0.0,0,144,82.64,0.0,73.6111,26.3889,0.0,texas,057texas,905009texas
3801,057905009,2018,0.0,33.71,0.0,0.0,0,178,75.84,0.0,70.7865,28.6517,0.0,texas,057texas,905009texas
3802,057905009,2019,0.0,41.67,0.0,0.0,0,168,60.71,0.0,71.4286,27.9762,0.0,texas,057texas,905009texas
3803,057905009,2021,0.0,3.33,0.0,0.0,0,120,70.0,0.0,75.0,23.3333,0.0,texas,057texas,905009texas
3804,057905012,2015,0.0,12.94,0.0,0.0,0,286,87.76,0.3497,29.7203,69.2308,0.6993,texas,057texas,905012texas
3805,057905012,2016,0.0,30.28,0.0,0.0,0,218,90.37,1.3761,27.5229,70.6422,0.0,texas,057texas,905012texas
3806,057905012,2017,0.0,30.94,0.0,0.0,0,265,86.04,0.3774,28.3019,70.1887,0.0,texas,057texas,905012texas
3807,057905012,2018,0.0,42.2,0.0,0.0,0,218,76.61,0.9174,26.6055,71.1009,0.0,texas,057texas,905012texas
3808,057905012,2019,0.0,37.95,0.0,0.0,0,224,54.46,0.4464,23.6607,73.2143,0.4464,texas,057texas,905012texas
3809,057905012,2021,0.0,9.56,0.0,0.0,0,251,58.57,0.7968,31.4741,66.9323,0.0,texas,057texas,905012texas
3810,057905013,2015,0.0,12.14,0.0,0.0,0,173,83.24,0.0,50.289,49.711,0.0,texas,057texas,905013texas
3811,057905013,2016,0.0,25.29,0.0,0.0,0,170,85.88,0.5882,50.5882,48.8235,0.0,texas,057texas,905013texas
3812,057905013,2017,0.0,17.99,0.0,0.0,0,189,83.07,0.0,45.5026,54.4974,0.0,texas,057texas,905013texas
3813,057905013,2018,0.0,34.07,0.0,0.0,0,182,74.18,0.5495,43.4066,55.4945,0.0,texas,057texas,905013texas
3814,057905013,2019,0.0,37.69,0.0,0.0,0,199,55.78,2.5126,41.7085,55.7789,0.0,texas,057texas,905013texas
3815,057905013,2021,0.0,1.87,0.0,0.0,0,107,61.68,1.8692,42.9907,53.271,0.0,texas,057texas,905013texas
3816,057905014,2015,0.0,25.9,0.0,0.0,0,390,86.15,1.0256,23.5897,75.3846,0.0,texas,057texas,905014texas
3817,057905014,2016,0.0,38.75,0.0,0.0,0,431,88.63,0.6961,21.3457,77.2622,0.0,texas,057texas,905014texas
3818,057905014,2017,0.0,37.78,0.0,0.0,0,487,84.19,0.616,19.7125,77.4127,1.848,texas,057texas,905014texas
3819,057905014,2018,0.0,40.42,0.0,0.0,0,480,81.04,1.0417,20.8333,77.5,0.0,texas,057texas,905014texas
3820,057905014,2019,0.0,47.01,0.0,0.0,0,485,52.16,0.0,17.5258,81.8557,0.0,texas,057texas,905014texas
3821,057905014,2021,0.0,20.61,0.0,0.0,0,359,55.99,1.1142,12.8134,85.5153,0.0,texas,057texas,905014texas
3822,057905015,2015,0.0,23.39,0.0,0.0,0,372,75.81,13.7097,20.4301,63.9785,0.0,texas,057texas,905015texas
3823,057905015,2016,0.0,21.05,0.0,0.0,0,304,84.21,11.1842,24.6711,62.8289,0.0,texas,057texas,905015texas
3824,057905015,2017,0.0,15.95,0.0,0.0,0,395,79.49,10.8861,21.7722,65.8228,0.0,texas,057texas,905015texas
3825,057905015,2018,0.0,33.76,0.0,0.0,0,394,78.68,8.3756,18.7817,71.066,0.2538,texas,057texas,905015texas
3826,057905015,2019,0.0,47.45,0.0,0.0,0,392,46.94,6.6327,16.3265,74.2347,0.0,texas,057texas,905015texas
3827,057905015,2021,0.0,13.7,0.0,0.0,0,365,53.7,5.7534,13.9726,78.0822,0.0,texas,057texas,905015texas
3828,057905016,2015,0.0,4.02,0.0,0.0,0,423,80.14,0.4728,70.922,28.1324,0.0,texas,057texas,905016texas
3829,057905016,2016,0.0,13.24,0.0,0.0,0,355,86.2,0.2817,70.9859,27.8873,0.2817,texas,057texas,905016texas
3830,057905016,2017,0.0,15.06,0.0,0.0,0,385,88.05,0.5195,65.1948,33.2468,0.7792,texas,057texas,905016texas
3831,057905016,2018,0.0,40.45,0.0,0.0,0,314,78.34,1.5924,68.7898,28.9809,0.0,texas,057texas,905016texas
3832,057905016,2019,0.0,55.28,0.0,0.0,0,284,57.39,0.3521,73.9437,24.2958,0.7042,texas,057texas,905016texas
3833,057905016,2021,0.0,10.94,0.0,0.0,0,320,67.19,0.625,65.0,31.5625,0.3125,texas,057texas,905016texas
3834,057905017,2015,0.0,15.65,0.0,0.0,0,428,91.36,0.7009,19.8598,79.2056,0.0,texas,057texas,905017texas
3835,057905017,2016,0.0,34.23,0.0,0.0,0,447,91.5,1.1186,21.2528,76.9575,0.0,texas,057texas,905017texas
3836,057905017,2017,0.0,36.88,0.0,0.0,0,564,84.93,0.8865,20.922,77.8369,0.0,texas,057texas,905017texas
3837,057905017,2018,0.0,61.21,0.0,0.0,0,464,80.17,0.8621,19.3966,79.3103,0.0,texas,057texas,905017texas
3838,057905017,2019,0.0,66.52,0.0,0.0,0,448,55.36,2.2321,26.3393,69.1964,0.0,texas,057texas,905017texas
3839,057905017,2021,0.0,18.93,0.0,0.0,0,375,61.07,1.0667,25.0667,72.2667,0.0,texas,057texas,905017texas
3840,057905018,2015,0.0,30.54,0.0,0.0,0,501,86.23,0.998,0.7984,98.004,0.0,texas,057texas,905018texas
3841,057905018,2016,0.0,58.61,0.0,0.0,0,476,90.34,0.8403,2.1008,96.6387,0.0,texas,057texas,905018texas
3842,057905018,2017,0.0,65.22,0.0,0.0,0,437,87.41,1.6018,1.1442,96.3387,0.0,texas,057texas,905018texas
3843,057905018,2018,0.0,74.06,0.0,0.0,0,478,82.43,0.8368,3.5565,94.7699,0.6276,texas,057texas,905018texas
3844,057905018,2019,0.0,75.69,0.0,0.0,0,473,47.99,0.8457,2.3256,96.6173,0.0,texas,057texas,905018texas
3845,057905018,2021,0.0,12.94,0.0,0.0,0,402,55.22,0.7463,3.2338,95.5224,0.0,texas,057texas,905018texas
3846,057905021,2015,0.0,17.32,0.0,0.0,0,514,79.18,4.2802,12.4514,80.9339,0.9728,texas,057texas,905021texas
3847,057905021,2016,0.0,14.02,0.0,0.0,0,485,84.74,5.1546,11.9588,81.2371,0.4124,texas,057texas,905021texas
3848,057905021,2017,0.0,34.88,0.0,0.0,0,602,75.25,3.4884,9.8007,85.0498,0.8306,texas,057texas,905021texas
3849,057905021,2018,0.0,24.62,0.0,0.0,0,520,66.92,2.5,9.6154,85.3846,0.9615,texas,057texas,905021texas
3850,057905021,2019,0.0,33.2,0.0,0.0,0,515,36.89,4.466,11.8447,81.9417,0.5825,texas,057texas,905021texas
3851,057905021,2021,0.0,3.23,0.0,0.0,0,341,47.51,3.2258,13.1965,77.7126,1.7595,texas,057texas,905021texas
3852,057905022,2015,0.0,35.57,0.0,0.0,0,343,69.68,12.5364,9.0379,76.6764,0.0,texas,057texas,905022texas
3853,057905022,2016,0.0,51.9,0.0,0.0,0,316,70.89,14.557,8.8608,73.1013,0.6329,texas,057texas,905022texas
3854,057905022,2017,0.0,49.69,0.0,0.0,0,326,74.54,11.9632,8.2822,78.2209,0.0,texas,057texas,905022texas
3855,057905022,2018,0.0,60.96,0.0,0.0,0,333,73.27,8.1081,7.8078,79.8799,1.8018,texas,057texas,905022texas
3856,057905022,2019,0.0,79.25,0.0,0.0,0,347,39.77,14.6974,7.2046,75.5043,0.8646,texas,057texas,905022texas
3857,057905022,2021,0.0,47.06,0.0,0.0,0,289,51.9,14.5329,6.2284,76.4706,0.346,texas,057texas,905022texas
3858,057905023,2015,0.0,10.68,0.0,0.0,0,309,75.73,0.3236,76.3754,22.9773,0.0,texas,057texas,905023texas
3859,057905023,2016,0.0,16.15,0.0,0.0,0,291,85.91,0.6873,72.8522,26.1168,0.0,texas,057texas,905023texas
3860,057905023,2017,0.0,15.76,0.0,0.0,0,387,85.27,2.584,68.7339,28.1654,0.2584,texas,057texas,905023texas
3861,057905023,2018,0.0,43.64,0.0,0.0,0,291,74.23,0.3436,70.7904,28.1787,0.0,texas,057texas,905023texas
3862,057905023,2019,0.0,38.26,0.0,0.0,0,298,56.71,1.3423,71.8121,26.1745,0.0,texas,057texas,905023texas
3863,057905023,2021,0.0,7.55,0.0,0.0,0,212,64.62,1.4151,69.3396,27.8302,0.4717,texas,057texas,905023texas
3864,057905024,2015,0.0,11.5,0.0,0.0,0,287,79.79,0.6969,21.6028,74.9129,1.7422,texas,057texas,905024texas
3865,057905024,2016,0.0,15.1,0.0,0.0,0,298,87.92,1.0067,23.8255,71.4765,2.349,texas,057texas,905024texas
3866,057905024,2017,0.0,33.57,0.0,0.0,0,280,77.86,2.1429,21.7857,73.2143,1.4286,texas,057texas,905024texas
3867,057905024,2018,0.0,18.52,0.0,0.0,0,270,79.63,2.2222,23.7037,70.7407,0.3704,texas,057texas,905024texas
3868,057905024,2019,0.0,40.14,0.0,0.0,0,294,54.08,1.3605,24.1497,71.7687,0.6803,texas,057texas,905024texas
3869,057905024,2021,0.0,30.8,0.0,0.0,0,237,62.03,1.6878,27.8481,67.0886,0.8439,texas,057texas,905024texas
3870,057905025,2015,0.0,18.22,0.0,0.0,0,922,81.13,0.5423,27.115,71.0412,0.4338,texas,057texas,905025texas
3871,057905025,2016,0.0,16.44,0.0,0.0,0,876,86.07,1.0274,30.3653,68.1507,0.1142,texas,057texas,905025texas
3872,057905025,2017,0.0,18.07,0.0,0.0,0,941,82.25,1.4878,27.0988,70.2444,0.4251,texas,057texas,905025texas
3873,057905025,2018,0.0,30.58,0.0,0.0,0,945,79.68,0.8466,27.4074,70.4762,0.3175,texas,057texas,905025texas
3874,057905025,2019,0.0,51.98,0.0,0.0,0,908,49.34,0.9912,22.9075,74.8899,0.1101,texas,057texas,905025texas
3875,057905025,2021,0.0,10.45,0.0,0.0,0,785,57.32,1.0191,25.8599,70.4459,0.0,texas,057texas,905025texas
3876,057905028,2015,0.0,12.4,0.0,0.0,0,258,89.53,1.5504,16.6667,63.5659,17.8295,texas,057texas,905028texas
3877,057905028,2016,0.0,16.46,0.0,0.0,0,237,90.72,1.6878,18.5654,61.1814,17.2996,texas,057texas,905028texas
3878,057905028,2017,0.0,32.5,0.0,0.0,0,400,84.0,2.75,24.25,54.25,18.0,texas,057texas,905028texas
3879,057905028,2018,0.0,54.95,0.0,0.0,0,293,70.31,2.0478,23.2082,55.9727,18.43,texas,057texas,905028texas
3880,057905028,2019,0.0,58.91,0.0,0.0,0,275,57.82,2.5455,21.4545,58.1818,16.7273,texas,057texas,905028texas
3881,057905028,2021,0.0,41.03,0.0,0.0,0,234,61.11,1.2821,19.6581,67.094,7.6923,texas,057texas,905028texas
3882,057905032,2015,0.0,2.54,0.0,0.0,0,118,83.9,1.6949,66.1017,32.2034,0.0,texas,057texas,905032texas
3883,057905032,2016,0.0,10.16,0.0,0.0,0,128,89.84,0.7812,67.9688,30.4688,0.0,texas,057texas,905032texas
3884,057905032,2017,0.0,23.32,0.0,0.0,0,193,86.53,0.5181,61.658,37.8238,0.0,texas,057texas,905032texas
3885,057905032,2018,0.0,37.65,0.0,0.0,0,162,85.8,0.0,58.0247,41.358,0.0,texas,057texas,905032texas
3886,057905032,2019,0.0,43.66,0.0,0.0,0,142,60.56,0.0,59.8592,40.1408,0.0,texas,057texas,905032texas
3887,057905032,2021,0.0,18.35,0.0,0.0,0,109,58.72,0.0,64.2202,35.7798,0.0,texas,057texas,905032texas
3888,057905033,2015,0.0,64.81,0.0,0.0,0,54,62.96,1.8519,27.7778,70.3704,0.0,texas,057texas,905033texas
3889,057905033,2016,0.0,62.5,0.0,0.0,0,32,62.5,0.0,25.0,68.75,6.25,texas,057texas,905033texas
3890,057905033,2017,0.0,87.5,0.0,0.0,0,8,100.0,12.5,12.5,75.0,0.0,texas,057texas,905033texas
3891,057905033,2018,0.0,90.91,0.0,0.0,0,22,72.73,0.0,22.7273,72.7273,4.5455,texas,057texas,905033texas
3892,057905033,2019,0.0,100.0,0.0,0.0,0,41,24.39,0.0,19.5122,80.4878,0.0,texas,057texas,905033texas
3893,057905033,2021,0.0,68.18,0.0,0.0,0,22,40.91,4.5455,13.6364,81.8182,0.0,texas,057texas,905033texas
3894,057905034,2015,0.0,48.19,0.0,0.0,0,83,22.89,36.1446,28.9157,27.7108,3.6145,texas,057texas,905034texas
3895,057905034,2016,0.0,78.31,0.0,0.0,0,83,38.55,42.1687,31.3253,22.8916,1.2048,texas,057texas,905034texas
3896,057905034,2017,0.0,83.16,0.0,0.0,0,95,36.84,36.8421,30.5263,29.4737,2.1053,texas,057texas,905034texas
3897,057905034,2018,0.0,79.05,0.0,0.0,0,105,28.57,40.0,23.8095,32.381,1.9048,texas,057texas,905034texas
3898,057905034,2019,0.0,63.41,0.0,0.0,0,82,25.61,18.2927,40.2439,32.9268,1.2195,texas,057texas,905034texas
3899,057905034,2021,0.0,27.06,0.0,0.0,0,85,30.59,27.0588,16.4706,44.7059,0.0,texas,057texas,905034texas
3900,057905036,2015,0.0,73.81,0.0,0.0,0,42,59.52,4.7619,28.5714,66.6667,0.0,texas,057texas,905036texas
3901,057905036,2016,0.0,84.21,0.0,0.0,0,38,76.32,2.6316,10.5263,86.8421,0.0,texas,057texas,905036texas
3902,057905036,2017,0.0,83.33,0.0,0.0,0,12,91.67,0.0,25.0,75.0,0.0,texas,057texas,905036texas
3903,057905036,2018,0.0,100.0,0.0,0.0,0,21,61.9,0.0,33.3333,61.9048,4.7619,texas,057texas,905036texas
3904,057905036,2019,0.0,100.0,0.0,0.0,0,28,39.29,3.5714,10.7143,78.5714,7.1429,texas,057texas,905036texas
3905,057905036,2021,0.0,39.13,0.0,0.0,0,23,43.48,0.0,13.0435,86.9565,0.0,texas,057texas,905036texas
3906,057905037,2015,0.0,47.37,0.0,0.0,0,38,55.26,2.6316,31.5789,65.7895,0.0,texas,057texas,905037texas
3907,057905037,2016,0.0,67.74,0.0,0.0,0,31,74.19,6.4516,32.2581,61.2903,0.0,texas,057texas,905037texas
3908,057905037,2017,0.0,72.22,0.0,0.0,0,18,66.67,0.0,22.2222,77.7778,0.0,texas,057texas,905037texas
3909,057905037,2018,0.0,88.89,0.0,0.0,0,27,70.37,3.7037,25.9259,70.3704,0.0,texas,057texas,905037texas
3910,057905037,2019,0.0,95.83,0.0,0.0,0,24,54.17,0.0,12.5,87.5,0.0,texas,057texas,905037texas
3911,057905037,2021,0.0,20.0,0.0,0.0,0,15,33.33,6.6667,33.3333,60.0,0.0,texas,057texas,905037texas
3912,057905038,2015,0.0,62.86,0.0,0.0,0,35,62.86,8.5714,25.7143,65.7143,0.0,texas,057texas,905038texas
3913,057905038,2016,0.0,62.07,0.0,0.0,0,29,75.86,0.0,17.2414,82.7586,0.0,texas,057texas,905038texas
3914,057905038,2017,0.0,68.18,0.0,0.0,0,22,72.73,4.5455,45.4545,50.0,0.0,texas,057texas,905038texas
3915,057905038,2018,0.0,93.94,0.0,0.0,0,33,81.82,3.0303,6.0606,87.8788,0.0,texas,057texas,905038texas
3916,057905038,2019,0.0,96.43,0.0,0.0,0,28,35.71,0.0,28.5714,71.4286,0.0,texas,057texas,905038texas
