,schoolcode,lowincome,black,hispanic,white,countycode,districtcode,year,totaltested,elapass,hybridper,virtualper,schoolmode,charter,state
808,15101570119669ca,81.4,0.78,93.81,1.37,15ca,15ca10157ca,2019,121,66.94,0.0,0.0,0.0,1,ca
809,15101570119669ca,83.8,0.46,95.44,1.06,15ca,15ca10157ca,2021,148,58.78,0.0,1.0,1.0,1,ca
810,15101571530310ca,87.0,14.9,67.21,15.62,15ca,15ca10157ca,2015,327,5.0,0.0,0.0,0.0,0,ca
811,15101571530310ca,93.4,10.93,72.68,14.64,15ca,15ca10157ca,2016,296,6.0,0.0,0.0,0.0,0,ca
812,15101571530310ca,93.7,13.73,69.2,14.76,15ca,15ca10157ca,2017,290,9.31,0.0,0.0,0.0,0,ca
813,15101571530310ca,96.3,17.31,65.22,15.52,15ca,15ca10157ca,2018,214,7.48,0.0,0.0,0.0,0,ca
814,15101571530310ca,94.5,15.66,66.11,16.72,15ca,15ca10157ca,2019,168,8.33,0.0,0.0,0.0,0,ca
815,15101571530310ca,90.3,14.0,66.3,18.38,15ca,15ca10157ca,2021,111,14.41,0.0,1.0,1.0,0,ca
816,15634120100529ca,82.3,0.73,86.55,2.34,15ca,15ca63412ca,2015,255,66.0,0.0,0.0,0.0,0,ca
817,15634120100529ca,84.6,0.52,87.81,1.71,15ca,15ca63412ca,2016,278,73.0,0.0,0.0,0.0,0,ca
818,15634120100529ca,87.5,0.43,86.66,1.85,15ca,15ca63412ca,2017,333,66.37,0.0,0.0,0.0,0,ca
819,15634120100529ca,88.5,0.2,87.39,2.31,15ca,15ca63412ca,2018,302,68.54,0.0,0.0,0.0,0,ca
820,15634120100529ca,87.1,0.27,87.7,1.75,15ca,15ca63412ca,2019,347,60.81,0.0,0.0,0.0,0,ca
821,15634120100529ca,84.9,0.4,86.36,1.66,15ca,15ca63412ca,2021,294,63.27,0.36,0.64,0.82,0,ca
822,15634120116384ca,91.0,0.96,90.63,0.96,15ca,15ca63412ca,2015,228,62.0,0.0,0.0,0.0,0,ca
823,15634120116384ca,92.1,0.71,90.37,1.16,15ca,15ca63412ca,2016,190,73.0,0.0,0.0,0.0,0,ca
824,15634120116384ca,93.4,0.89,90.78,0.8,15ca,15ca63412ca,2017,271,68.63,0.0,0.0,0.0,0,ca
825,15634120116384ca,95.2,0.73,90.4,0.89,15ca,15ca63412ca,2018,292,63.01,0.0,0.0,0.0,0,ca
826,15634120116384ca,94.3,0.48,90.56,0.81,15ca,15ca63412ca,2019,259,65.64,0.0,0.0,0.0,0,ca
827,15634120116384ca,92.7,0.59,90.56,1.41,15ca,15ca63412ca,2021,211,56.4,0.36,0.64,0.82,0,ca
828,15634121531656ca,78.1,0.64,97.45,0.64,15ca,15ca63412ca,2015,50,4.0,0.0,0.0,0.0,0,ca
829,15634121531656ca,81.4,1.34,93.29,1.34,15ca,15ca63412ca,2016,57,11.0,0.0,0.0,0.0,0,ca
830,15634121531656ca,86.7,0.52,94.3,1.55,15ca,15ca63412ca,2017,56,14.29,0.0,0.0,0.0,0,ca
831,15634121531656ca,89.4,0.0,95.17,1.38,15ca,15ca63412ca,2018,56,7.14,0.0,0.0,0.0,0,ca
832,15634121531656ca,95.5,1.03,94.85,0.0,15ca,15ca63412ca,2019,44,13.64,0.0,0.0,0.0,0,ca
833,15634121531656ca,96.6,1.06,92.55,2.13,15ca,15ca63412ca,2021,25,8.0,0.36,0.64,0.82,0,ca
834,15634121531672ca,85.4,0.48,80.53,1.8,15ca,15ca63412ca,2015,371,63.0,0.0,0.0,0.0,0,ca
835,15634121531672ca,87.7,0.13,80.99,1.64,15ca,15ca63412ca,2016,347,65.0,0.0,0.0,0.0,0,ca
836,15634121531672ca,90.3,0.4,80.39,1.27,15ca,15ca63412ca,2017,331,70.69,0.0,0.0,0.0,0,ca
837,15634121531672ca,94.3,0.35,82.11,0.99,15ca,15ca63412ca,2018,325,69.54,0.0,0.0,0.0,0,ca
838,15634121531672ca,93.2,0.22,82.8,1.15,15ca,15ca63412ca,2019,337,65.58,0.0,0.0,0.0,0,ca
839,15634121531672ca,91.1,0.08,86.41,1.41,15ca,15ca63412ca,2021,245,56.33,0.36,0.64,0.82,0,ca
840,15635290100198ca,79.6,6.41,80.52,8.4,15ca,15ca63529ca,2015,519,48.0,0.0,0.0,0.0,0,ca
841,15635290100198ca,82.3,6.79,80.56,7.79,15ca,15ca63529ca,2016,529,57.0,0.0,0.0,0.0,0,ca
842,15635290100198ca,81.8,6.16,82.04,7.2,15ca,15ca63529ca,2017,555,53.15,0.0,0.0,0.0,0,ca
843,15635290100198ca,83.6,5.42,83.36,6.82,15ca,15ca63529ca,2018,535,51.03,0.0,0.0,0.0,0,ca
844,15635290100198ca,88.1,5.57,84.78,6.13,15ca,15ca63529ca,2019,551,50.09,0.0,0.0,0.0,0,ca
845,15635290100198ca,88.2,4.69,86.8,5.34,15ca,15ca63529ca,2021,75,74.67,0.0,1.0,1.0,0,ca
846,15635290110999ca,23.3,2.24,32.92,55.21,15ca,15ca63529ca,2015,526,63.0,0.0,0.0,0.0,0,ca
847,15635290110999ca,22.9,2.46,32.16,54.22,15ca,15ca63529ca,2016,529,59.0,0.0,0.0,0.0,0,ca
848,15635290110999ca,23.1,2.2,33.22,53.31,15ca,15ca63529ca,2017,554,70.94,0.0,0.0,0.0,0,ca
849,15635290110999ca,25.9,1.99,32.77,52.29,15ca,15ca63529ca,2018,553,65.46,0.0,0.0,0.0,0,ca
850,15635290110999ca,26.5,2.42,34.17,51.19,15ca,15ca63529ca,2019,546,64.84,0.0,0.0,0.0,0,ca
851,15635290110999ca,25.0,2.66,35.57,50.36,15ca,15ca63529ca,2021,49,97.96,0.0,1.0,1.0,0,ca
852,15635291530252ca,85.3,0.32,93.69,2.99,15ca,15ca63529ca,2015,461,48.0,0.0,0.0,0.0,0,ca
853,15635291530252ca,88.3,0.24,94.59,2.43,15ca,15ca63529ca,2016,502,37.0,0.0,0.0,0.0,0,ca
854,15635291530252ca,87.8,0.3,95.43,1.87,15ca,15ca63529ca,2017,566,44.35,0.0,0.0,0.0,0,ca
855,15635291530252ca,88.3,0.27,96.12,1.79,15ca,15ca63529ca,2018,556,54.5,0.0,0.0,0.0,0,ca
856,15635291530252ca,91.6,0.34,97.35,1.89,15ca,15ca63529ca,2019,542,50.18,0.0,0.0,0.0,0,ca
857,15635291530252ca,88.2,0.43,97.32,1.88,15ca,15ca63529ca,2021,58,98.28,0.0,1.0,1.0,0,ca
858,15635291530369ca,22.9,2.54,30.52,58.76,15ca,15ca63529ca,2015,420,73.0,0.0,0.0,0.0,0,ca
859,15635291530369ca,24.2,2.41,30.97,57.93,15ca,15ca63529ca,2016,453,75.0,0.0,0.0,0.0,0,ca
860,15635291530369ca,24.4,2.6,31.23,57.32,15ca,15ca63529ca,2017,450,71.56,0.0,0.0,0.0,0,ca
861,15635291530369ca,31.3,2.92,31.59,56.3,15ca,15ca63529ca,2018,419,65.63,0.0,0.0,0.0,0,ca
862,15635291530369ca,32.2,2.72,31.36,55.74,15ca,15ca63529ca,2019,458,73.58,0.0,0.0,0.0,0,ca
863,15635291530369ca,35.9,2.54,34.51,50.16,15ca,15ca63529ca,2021,45,95.56,0.0,1.0,1.0,0,ca
864,15635291530385ca,69.0,8.56,65.45,15.32,15ca,15ca63529ca,2015,530,60.0,0.0,0.0,0.0,0,ca
865,15635291530385ca,70.3,9.65,66.97,13.76,15ca,15ca63529ca,2016,568,54.0,0.0,0.0,0.0,0,ca
866,15635291530385ca,70.5,9.96,67.48,13.02,15ca,15ca63529ca,2017,553,56.78,0.0,0.0,0.0,0,ca
867,15635291530385ca,69.2,9.13,68.56,12.1,15ca,15ca63529ca,2018,618,52.27,0.0,0.0,0.0,0,ca
868,15635291530385ca,69.8,9.24,68.52,11.71,15ca,15ca63529ca,2019,607,60.96,0.0,0.0,0.0,0,ca
869,15635291530385ca,73.0,7.84,69.45,11.3,15ca,15ca63529ca,2021,42,100.0,0.0,1.0,1.0,0,ca
870,15635291530476ca,17.1,2.96,29.65,59.14,15ca,15ca63529ca,2015,413,62.0,0.0,0.0,0.0,0,ca
871,15635291530476ca,20.1,2.69,33.53,55.7,15ca,15ca63529ca,2016,472,66.0,0.0,0.0,0.0,0,ca
872,15635291530476ca,20.3,2.6,36.39,52.35,15ca,15ca63529ca,2017,476,68.07,0.0,0.0,0.0,0,ca
873,15635291530476ca,27.4,2.88,39.05,48.66,15ca,15ca63529ca,2018,503,75.15,0.0,0.0,0.0,0,ca
874,15635291530476ca,28.2,3.26,37.61,49.43,15ca,15ca63529ca,2019,473,71.88,0.0,0.0,0.0,0,ca
875,15635291530476ca,28.8,3.45,37.78,47.3,15ca,15ca63529ca,2021,26,96.15,0.0,1.0,1.0,0,ca
876,15635291530708ca,64.5,14.16,57.85,20.75,15ca,15ca63529ca,2015,572,44.0,0.0,0.0,0.0,0,ca
877,15635291530708ca,67.8,13.44,60.68,18.96,15ca,15ca63529ca,2016,605,45.0,0.0,0.0,0.0,0,ca
878,15635291530708ca,68.1,13.16,61.38,17.92,15ca,15ca63529ca,2017,580,38.97,0.0,0.0,0.0,0,ca
879,15635291530708ca,74.1,13.08,63.01,16.1,15ca,15ca63529ca,2018,632,47.78,0.0,0.0,0.0,0,ca
880,15635291530708ca,72.0,12.36,64.39,16.11,15ca,15ca63529ca,2019,607,52.55,0.0,0.0,0.0,0,ca
881,15635291530708ca,77.7,10.83,70.47,14.14,15ca,15ca63529ca,2021,19,100.0,0.0,1.0,1.0,0,ca
882,15635291532290ca,82.6,4.87,85.76,7.1,15ca,15ca63529ca,2015,435,39.0,0.0,0.0,0.0,0,ca
883,15635291532290ca,82.8,4.83,85.43,7.26,15ca,15ca63529ca,2016,468,37.0,0.0,0.0,0.0,0,ca
884,15635291532290ca,82.1,4.66,85.27,7.51,15ca,15ca63529ca,2017,490,50.41,0.0,0.0,0.0,0,ca
885,15635291532290ca,82.5,5.2,85.81,6.78,15ca,15ca63529ca,2018,489,44.17,0.0,0.0,0.0,0,ca
886,15635291532290ca,83.6,5.53,86.42,6.17,15ca,15ca63529ca,2019,504,37.3,0.0,0.0,0.0,0,ca
887,15635291532290ca,85.8,5.0,87.08,5.96,15ca,15ca63529ca,2021,15,93.33,0.0,1.0,1.0,0,ca
888,15635291532605ca,82.2,2.64,85.3,9.85,15ca,15ca63529ca,2015,431,48.0,0.0,0.0,0.0,0,ca
889,15635291532605ca,84.4,3.11,86.77,7.77,15ca,15ca63529ca,2016,440,55.0,0.0,0.0,0.0,0,ca
890,15635291532605ca,82.9,2.79,89.05,6.31,15ca,15ca63529ca,2017,416,51.44,0.0,0.0,0.0,0,ca
891,15635291532605ca,87.2,2.53,89.65,5.96,15ca,15ca63529ca,2018,438,44.98,0.0,0.0,0.0,0,ca
892,15635291532605ca,86.1,3.09,89.64,5.8,15ca,15ca63529ca,2019,448,55.8,0.0,0.0,0.0,0,ca
893,15635291532605ca,89.1,2.58,89.94,5.92,15ca,15ca63529ca,2021,92,79.35,0.0,1.0,1.0,0,ca
894,15635291533330ca,62.7,5.65,66.28,20.7,15ca,15ca63529ca,2015,391,61.0,0.0,0.0,0.0,0,ca
895,15635291533330ca,63.5,5.76,68.35,19.37,15ca,15ca63529ca,2016,420,61.0,0.0,0.0,0.0,0,ca
896,15635291533330ca,64.3,6.0,70.46,17.49,15ca,15ca63529ca,2017,432,55.09,0.0,0.0,0.0,0,ca
897,15635291533330ca,64.8,5.97,70.39,17.25,15ca,15ca63529ca,2018,450,58.22,0.0,0.0,0.0,0,ca
898,15635291533330ca,71.7,5.99,71.26,16.94,15ca,15ca63529ca,2019,439,63.33,0.0,0.0,0.0,0,ca
899,15635291533330ca,72.6,5.86,72.46,16.45,15ca,15ca63529ca,2021,14,92.86,0.0,1.0,1.0,0,ca
900,15635291535087ca,76.2,0.42,90.0,7.71,15ca,15ca63529ca,2015,297,38.0,0.0,0.0,0.0,0,ca
901,15635291535087ca,80.0,0.4,90.38,7.67,15ca,15ca63529ca,2016,304,41.0,0.0,0.0,0.0,0,ca
902,15635291535087ca,80.7,0.38,90.53,7.24,15ca,15ca63529ca,2017,313,41.85,0.0,0.0,0.0,0,ca
903,15635291535087ca,80.7,0.55,90.54,7.08,15ca,15ca63529ca,2018,348,30.75,0.0,0.0,0.0,0,ca
904,15635291535087ca,83.5,0.47,90.31,7.34,15ca,15ca63529ca,2019,348,43.1,0.0,0.0,0.0,0,ca
905,15635291535087ca,81.9,0.65,90.84,6.6,15ca,15ca63529ca,2021,13,92.31,0.0,1.0,1.0,0,ca
906,15635291535392ca,89.8,10.83,78.39,5.64,15ca,15ca63529ca,2015,391,19.0,0.0,0.0,0.0,0,ca
907,15635291535392ca,92.5,9.79,80.06,5.6,15ca,15ca63529ca,2016,429,59.0,0.0,0.0,0.0,0,ca
908,15635291535392ca,92.2,9.12,81.51,4.68,15ca,15ca63529ca,2017,451,56.98,0.0,0.0,0.0,0,ca
909,15635291535392ca,93.1,8.49,82.64,4.24,15ca,15ca63529ca,2018,463,47.73,0.0,0.0,0.0,0,ca
910,15635291535392ca,94.0,8.28,83.2,4.3,15ca,15ca63529ca,2019,473,40.8,0.0,0.0,0.0,0,ca
911,15635291535392ca,94.3,9.0,84.33,4.0,15ca,15ca63529ca,2021,24,87.5,0.0,1.0,1.0,0,ca
912,15635291536606ca,79.0,13.18,59.7,12.38,15ca,15ca63529ca,2015,418,41.0,0.0,0.0,0.0,0,ca
913,15635291536606ca,84.4,13.52,65.56,12.78,15ca,15ca63529ca,2016,423,30.0,0.0,0.0,0.0,0,ca
914,15635291536606ca,81.9,13.07,66.47,13.07,15ca,15ca63529ca,2017,440,47.73,0.0,0.0,0.0,0,ca
915,15635291536606ca,84.5,13.97,67.35,11.78,15ca,15ca63529ca,2018,448,44.42,0.0,0.0,0.0,0,ca
916,15635291536606ca,82.7,15.07,68.32,11.04,15ca,15ca63529ca,2019,373,44.24,0.0,0.0,0.0,0,ca
917,15635291536606ca,87.5,14.44,70.73,9.96,15ca,15ca63529ca,2021,17,94.12,0.0,1.0,1.0,0,ca
918,15636281533843ca,86.6,1.16,30.23,66.28,15ca,15ca63628ca,2015,16,6.0,0.0,0.0,0.0,0,ca
919,15636281533843ca,83.8,0.0,28.4,67.9,15ca,15ca63628ca,2016,19,37.0,0.0,0.0,0.0,0,ca
920,15636281533843ca,83.6,0.0,32.1,66.67,15ca,15ca63628ca,2017,25,12.0,0.0,0.0,0.0,0,ca
921,15636281533843ca,88.6,0.0,32.56,65.12,15ca,15ca63628ca,2018,19,10.53,0.0,0.0,0.0,0,ca
922,15636281533843ca,88.7,0.0,30.12,67.47,15ca,15ca63628ca,2019,17,17.65,0.0,0.0,0.0,0,ca
923,15636281533843ca,94.0,2.35,36.47,56.47,15ca,15ca63628ca,2021,17,0.0,0.27,0.0,0.14,0,ca
924,15636851530997ca,57.7,3.61,31.73,58.63,15ca,15ca63685ca,2015,37,30.0,0.0,0.0,0.0,0,ca
925,15636851530997ca,65.2,5.35,33.33,53.91,15ca,15ca63685ca,2016,41,37.0,0.0,0.0,0.0,0,ca
926,15636851530997ca,56.4,6.0,32.8,52.8,15ca,15ca63685ca,2017,46,58.7,0.0,0.0,0.0,0,ca
927,15636851530997ca,61.9,6.46,36.12,48.67,15ca,15ca63685ca,2018,39,12.82,0.0,0.0,0.0,0,ca
928,15636851530997ca,58.3,5.49,35.44,47.68,15ca,15ca63685ca,2019,30,36.67,0.0,0.0,0.0,0,ca
929,15636851530997ca,57.5,8.13,36.59,45.12,15ca,15ca63685ca,2021,34,20.59,0.0,0.73,0.73,0,ca
930,15636851531987ca,10.1,7.95,20.53,47.68,15ca,15ca63685ca,2015,93,65.0,0.0,0.0,0.0,0,ca
931,15636851531987ca,12.1,6.56,24.01,45.94,15ca,15ca63685ca,2016,96,53.0,0.0,0.0,0.0,0,ca
932,15636851531987ca,10.9,7.76,23.28,46.21,15ca,15ca63685ca,2017,71,59.15,0.0,0.0,0.0,0,ca
933,15636851531987ca,11.2,7.69,25.05,44.18,15ca,15ca63685ca,2018,90,57.78,0.0,0.0,0.0,0,ca
934,15636851531987ca,12.6,7.97,25.7,44.02,15ca,15ca63685ca,2019,79,73.42,0.0,0.0,0.0,0,ca
935,15636851531987ca,11.3,8.08,27.27,43.64,15ca,15ca63685ca,2021,64,62.5,0.27,0.73,0.86,0,ca
936,15638181535905ca,55.1,1.02,39.49,53.5,15ca,15ca63818ca,2015,216,33.0,0.0,0.0,0.0,0,ca
937,15638181535905ca,59.1,0.92,41.02,52.24,15ca,15ca63818ca,2016,228,40.0,0.0,0.0,0.0,0,ca
938,15638181535905ca,58.5,0.72,44.01,50.21,15ca,15ca63818ca,2017,209,48.33,0.0,0.0,0.0,0,ca
939,15638181535905ca,61.8,0.63,44.86,48.43,15ca,15ca63818ca,2018,195,41.03,0.0,0.0,0.0,0,ca
940,15638181535905ca,64.6,0.32,51.38,42.98,15ca,15ca63818ca,2019,218,33.49,0.0,0.0,0.0,0,ca
941,15638181535905ca,79.6,0.68,56.7,40.18,15ca,15ca63818ca,2021,168,47.62,1.0,0.0,0.5,0,ca
942,15638261536135ca,29.5,2.02,27.32,67.1,15ca,15ca63826ca,2015,256,58.0,0.0,0.0,0.0,0,ca
943,15638261536135ca,27.4,1.81,29.09,65.57,15ca,15ca63826ca,2016,274,72.0,0.0,0.0,0.0,0,ca
944,15638261536135ca,31.3,2.17,29.28,64.68,15ca,15ca63826ca,2017,305,51.8,0.0,0.0,0.0,0,ca
945,15638261536135ca,34.5,1.23,31.02,64.28,15ca,15ca63826ca,2018,266,59.02,0.0,0.0,0.0,0,ca
946,15638261536135ca,35.5,1.68,31.71,63.33,15ca,15ca63826ca,2019,272,58.82,0.0,0.0,0.0,0,ca
947,15638261536135ca,30.1,1.43,34.2,60.83,15ca,15ca63826ca,2021,175,56.0,0.0,0.73,0.73,0,ca
948,15638591530351ca,80.2,2.13,92.2,3.55,15ca,15ca63859ca,2015,39,10.0,0.0,0.0,0.0,0,ca
949,15638591530351ca,92.0,4.0,93.6,2.4,15ca,15ca63859ca,2016,38,21.0,0.0,0.0,0.0,0,ca
950,15638591530351ca,82.9,1.44,92.81,5.76,15ca,15ca63859ca,2017,28,21.43,0.0,0.0,0.0,0,ca
951,15638591530351ca,86.6,0.93,98.13,0.93,15ca,15ca63859ca,2018,39,23.08,0.0,0.0,0.0,0,ca
952,15638591530351ca,79.0,0.87,95.65,3.48,15ca,15ca63859ca,2019,42,19.05,0.0,0.0,0.0,0,ca
953,15638591530351ca,97.0,0.0,97.6,2.4,15ca,15ca63859ca,2021,31,9.68,0.73,0.18,0.55,0,ca
954,15638591536440ca,75.9,2.3,91.1,5.67,15ca,15ca63859ca,2015,338,52.0,0.0,0.0,0.0,0,ca
955,15638591536440ca,79.3,1.7,92.42,5.41,15ca,15ca63859ca,2016,342,63.0,0.0,0.0,0.0,0,ca
956,15638591536440ca,77.9,1.57,92.25,5.48,15ca,15ca63859ca,2017,374,55.61,0.0,0.0,0.0,0,ca
957,15638591536440ca,80.2,1.94,91.97,5.18,15ca,15ca63859ca,2018,401,56.11,0.0,0.0,0.0,0,ca
958,15638591536440ca,76.5,1.83,93.61,4.05,15ca,15ca63859ca,2019,358,55.59,0.0,0.0,0.0,0,ca
959,15638591536440ca,86.3,1.34,94.09,4.29,15ca,15ca63859ca,2021,330,52.42,0.73,0.18,0.55,0,ca
960,15737421531367ca,38.0,5.51,24.55,61.49,15ca,15ca73742ca,2015,312,75.0,0.0,0.0,0.0,0,ca
961,15737421531367ca,36.9,6.27,25.37,60.73,15ca,15ca73742ca,2016,291,78.0,0.0,0.0,0.0,0,ca
962,15737421531367ca,35.2,6.54,24.16,59.99,15ca,15ca73742ca,2017,307,75.24,0.0,0.0,0.0,0,ca
963,15737421531367ca,53.8,5.51,25.67,58.57,15ca,15ca73742ca,2018,329,72.34,0.0,0.0,0.0,0,ca
964,15737421531367ca,56.9,5.12,26.4,57.85,15ca,15ca73742ca,2019,337,73.29,0.0,0.0,0.0,0,ca
965,15737421531367ca,58.0,4.78,28.31,55.35,15ca,15ca73742ca,2021,253,69.96,0.18,0.73,0.82,0,ca
966,15739081534155ca,80.1,0.48,96.86,1.57,15ca,15ca73908ca,2015,163,41.0,0.0,0.0,0.0,0,ca
967,15739081534155ca,83.3,0.81,96.98,1.4,15ca,15ca73908ca,2016,202,42.0,0.0,0.0,0.0,0,ca
968,15739081534155ca,83.4,0.77,97.24,0.99,15ca,15ca73908ca,2017,208,57.69,0.0,0.0,0.0,0,ca
969,15739081534155ca,89.1,0.32,97.74,1.08,15ca,15ca73908ca,2018,202,50.5,0.0,0.0,0.0,0,ca
970,15739081534155ca,89.4,0.43,98.39,0.54,15ca,15ca73908ca,2019,223,31.84,0.0,0.0,0.0,0,ca
971,15739081534155ca,83.2,0.41,97.46,1.32,15ca,15ca73908ca,2021,225,38.67,0.0,0.91,0.91,0,ca
972,15751681530401ca,42.2,1.01,32.66,55.22,15ca,15ca75168ca,2015,60,57.0,0.0,0.0,0.0,0,ca
973,15751681530401ca,55.8,0.35,34.62,54.2,15ca,15ca75168ca,2016,74,51.0,0.0,0.0,0.0,0,ca
974,15751681530401ca,58.0,0.7,37.89,50.18,15ca,15ca75168ca,2017,76,64.47,0.0,0.0,0.0,0,ca
975,15751681530401ca,57.0,1.09,38.69,48.91,15ca,15ca75168ca,2018,50,68.0,0.0,0.0,0.0,0,ca
976,15751681530401ca,58.0,0.76,39.92,52.09,15ca,15ca75168ca,2019,67,65.67,0.0,0.0,0.0,0,ca
977,15751681530401ca,50.0,0.81,45.56,45.97,15ca,15ca75168ca,2021,45,66.67,0.36,0.36,0.55,0,ca
978,16638911632207ca,89.5,3.53,85.98,9.19,16ca,16ca63891ca,2015,196,36.0,0.0,0.0,0.0,0,ca
979,16638911632207ca,76.1,3.72,86.16,8.95,16ca,16ca63891ca,2016,184,46.0,0.0,0.0,0.0,0,ca
980,16638911632207ca,77.6,3.73,86.83,8.97,16ca,16ca63891ca,2017,180,47.78,0.0,0.0,0.0,0,ca
981,16638911632207ca,80.4,2.48,88.92,8.14,16ca,16ca63891ca,2018,188,55.85,0.0,0.0,0.0,0,ca
982,16638911632207ca,83.0,2.89,89.0,7.41,16ca,16ca63891ca,2019,190,54.21,0.0,0.0,0.0,0,ca
983,16638911632207ca,91.3,3.45,90.25,5.35,16ca,16ca63891ca,2021,186,68.82,0.0,0.36,0.36,0,ca
984,16639820110205ca,25.7,2.78,44.05,44.44,16ca,16ca63982ca,2015,66,85.0,0.0,0.0,0.0,1,ca
985,16639820110205ca,21.5,1.64,43.03,44.67,16ca,16ca63982ca,2016,50,68.0,0.0,0.0,0.0,1,ca
986,16639820110205ca,20.3,3.75,41.25,42.08,16ca,16ca63982ca,2017,58,63.79,0.0,0.0,0.0,1,ca
987,16639820110205ca,28.5,4.88,46.75,35.77,16ca,16ca63982ca,2018,61,85.25,0.0,0.0,0.0,1,ca
988,16639820110205ca,27.6,5.51,47.03,33.05,16ca,16ca63982ca,2019,55,87.27,0.0,0.0,0.0,1,ca
989,16639820110205ca,33.6,2.59,47.84,29.74,16ca,16ca63982ca,2021,48,83.33,0.0,0.36,0.36,1,ca
990,16639821635606ca,41.7,6.61,52.71,28.64,16ca,16ca63982ca,2015,463,50.0,0.0,0.0,0.0,0,ca
991,16639821635606ca,51.6,6.49,54.81,26.18,16ca,16ca63982ca,2016,440,50.0,0.0,0.0,0.0,0,ca
992,16639821635606ca,47.2,6.08,56.78,24.81,16ca,16ca63982ca,2017,423,49.65,0.0,0.0,0.0,0,ca
993,16639821635606ca,53.8,6.55,58.32,23.31,16ca,16ca63982ca,2018,414,55.07,0.0,0.0,0.0,0,ca
994,16639821635606ca,52.5,6.29,58.81,23.52,16ca,16ca63982ca,2019,375,55.73,0.0,0.0,0.0,0,ca
995,16639821635606ca,53.0,4.12,60.21,23.38,16ca,16ca63982ca,2021,405,58.77,0.27,0.45,0.59,0,ca
996,16739321630953ca,82.5,0.3,95.17,1.66,16ca,16ca73932ca,2015,129,20.0,0.0,0.0,0.0,0,ca
997,16739321630953ca,88.1,0.0,96.73,2.96,16ca,16ca73932ca,2016,133,32.0,0.0,0.0,0.0,0,ca
998,16739321630953ca,86.0,0.0,95.73,3.95,16ca,16ca73932ca,2017,161,28.57,0.0,0.0,0.0,0,ca
999,16739321630953ca,87.1,0.0,97.29,2.55,16ca,16ca73932ca,2018,140,32.86,0.0,0.0,0.0,0,ca
1000,16739321630953ca,89.8,0.0,97.56,2.28,16ca,16ca73932ca,2019,107,42.99,0.0,0.0,0.0,0,ca
1001,16739321630953ca,89.4,0.0,96.91,2.68,16ca,16ca73932ca,2021,126,46.83,0.0,0.36,0.36,0,ca
1002,17640141734359ca,71.5,1.1,36.46,55.99,17ca,17ca64014ca,2015,117,44.0,0.0,0.0,0.0,0,ca
1003,17640141734359ca,73.2,1.72,38.36,52.1,17ca,17ca64014ca,2016,118,57.0,0.0,0.0,0.0,0,ca
1004,17640141734359ca,68.3,1.72,38.93,50.76,17ca,17ca64014ca,2017,118,60.17,0.0,0.0,0.0,0,ca
1005,17640141734359ca,72.8,0.95,38.52,47.63,17ca,17ca64014ca,2018,109,43.12,0.0,0.0,0.0,0,ca
1006,17640141734359ca,75.7,0.39,42.28,48.07,17ca,17ca64014ca,2019,114,42.11,0.0,0.0,0.0,0,ca
1007,17640141734359ca,65.6,0.91,42.88,47.81,17ca,17ca64014ca,2021,101,40.59,0.36,0.55,0.73,0,ca
1008,17640221735000ca,76.8,3.45,33.29,50.66,17ca,17ca64022ca,2015,148,55.0,0.0,0.0,0.0,0,ca
1009,17640221735000ca,78.6,4.41,40.05,44.93,17ca,17ca64022ca,2016,120,43.0,0.0,0.0,0.0,0,ca
1010,17640221735000ca,61.7,3.78,44.33,42.04,17ca,17ca64022ca,2017,140,37.86,0.0,0.0,0.0,0,ca
1011,17640221735000ca,74.4,3.13,47.05,35.92,17ca,17ca64022ca,2018,118,50.85,0.0,0.0,0.0,0,ca
1012,17640221735000ca,77.2,2.41,49.66,35.52,17ca,17ca64022ca,2019,156,39.1,0.0,0.0,0.0,0,ca
1013,17640221735000ca,85.0,1.35,52.91,34.3,17ca,17ca64022ca,2021,92,33.7,0.09,0.64,0.68,0,ca
1014,17640301732304ca,46.0,1.41,28.57,57.38,17ca,17ca64030ca,2015,72,79.0,0.0,0.0,0.0,0,ca
1015,17640301732304ca,46.0,0.76,27.96,58.19,17ca,17ca64030ca,2016,86,60.0,0.0,0.0,0.0,0,ca
1016,17640301732304ca,47.6,1.0,28.32,53.88,17ca,17ca64030ca,2017,101,59.41,0.0,0.0,0.0,0,ca
1017,17640301732304ca,54.0,1.52,26.65,55.33,17ca,17ca64030ca,2018,79,62.03,0.0,0.0,0.0,0,ca
1018,17640301732304ca,59.4,1.82,30.65,52.73,17ca,17ca64030ca,2019,78,35.9,0.0,0.0,0.0,0,ca
1019,17640301732304ca,61.1,1.27,36.2,46.08,17ca,17ca64030ca,2021,69,49.28,0.27,0.64,0.77,0,ca
1020,17640551736008ca,41.1,0.68,20.96,72.21,17ca,17ca64055ca,2015,102,67.0,0.0,0.0,0.0,0,ca
1021,17640551736008ca,65.3,0.43,21.03,71.89,17ca,17ca64055ca,2016,104,51.0,0.0,0.0,0.0,0,ca
1022,17640551736008ca,57.6,0.42,20.5,72.38,17ca,17ca64055ca,2017,99,63.64,0.0,0.0,0.0,0,ca
1023,17640551736008ca,63.2,0.42,22.01,72.33,17ca,17ca64055ca,2018,111,53.15,0.0,0.0,0.0,0,ca
1024,17640551736008ca,49.7,0.4,24.25,68.14,17ca,17ca64055ca,2019,126,57.14,0.0,0.0,0.0,0,ca
